#OTU ID,Itg.04.DTT422.S14,LYZdtt308,LYZdtt307,LYZdtt306,Vil1.07B.DTT84,Vil1.07B.DTT83,Vil1.07B.DTT82,Itg.20.DTT506.S1,LYZdtt319,LYZdtt318,Itg.22.DTT520.S15,Itg.06.DTT436.S29,LYZdtt320,Lyz2.07B.DTT282.S124,Itg.26.DTT542.S38,Lyz2.04B.DTT246.S87,Itg.16.DTT484.S79,Lyz2.02B.DTT222.S62,Vil1.03B.DTT34,Vil1.03B.DTT35,Itg.26.DTT543.S39,Lyz2.06B.DTT270.S112,Lyz2.02B.DTT223.S63,Itg.20.DTT507.S2,Itg.22.DTT519.S14,SLCdtt022,Vil1.08B.DTT94,Vil1.08B.DTT95,Vil1.08B.DTT96,SLCdtt149,SLCdtt148,SLCdtt024,SLCdtt150,Lyz2.08B.DTT295.S137,SLCdtt166,SLCdtt168,SLCdtt167,Lyz2.02B.DTT224.S64,Vil1.013B.DTT156,Vil1.013B.DTT154,Vil1.013B.DTT155,Lyz2.06B.DTT271.S113,SLCdtt054,SLCdtt053,SLCdtt052,Itg.10.DTT459.S53,Vil1.04B.DTT48,Vil1.04B.DTT47,Vil1.04B.DTT46,Itg.24.DTT530.S25,Itg.16.DTT482.S77,SLCdtt114,SLCdtt113,SLCdtt112,Itg.10.DTT458.S52,SLCdtt006,SLCdtt005,SLCdtt004,Lyz2.07B.DTT283.S125,Itg.18.DTT494.S89,Lyz2.03B.DTT234.S74,SLCdtt132,SLCdtt130,Lyz2.05B.DTT260.S101,Lyz2.01B.DTT211.S51,Vil1.09B.DTT108,Lyz2.07B.DTT284.S126,Lyz2.05B.DTT259.S100,Vil1.010B.DTT118,Vil1.010B.DTT119,Lyz2.06B.DTT272.S114,Vil1.010B.DTT120,Vil1.05B.DTT60,Vil1.05B.DTT58,Vil1.05B.DTT59,Lyz2.08B.DTT296.S139,Itg.18.DTT495.S90,Itg.08.DTT447.S40,Itg.24.DTT531.S26,Vil1.09B.DTT107,Vil1.09B.DTT106,Lyz2.03B.DTT235.S75,SLCdtt070,SLCdtt078,SLCdtt077,SLCdtt076,Lyz2.01B.DTT210.S50,Lyz2.03B.DTT236.S76,Itg.26.DTT544.S40,Vil1.01B.DTT12,Vil1.01B.DTT11,Vil1.01B.DTT10,Itg.18.DTT496.S91,Itg.02.DTT410.S2,Lyz2.05B.DTT258.S99,Vil1.014B.DTT167,SLCdtt096,SLCdtt095,Vil1.014B.DTT168,Itg.12.DTT470.S64,Vil1.06B.DTT70,Vil1.06B.DTT72,Vil1.06B.DTT71,Itg.02.DTT411.S3,Itg.06.DTT435.S28,Itg.22.DTT518.S13,Lyz2.04B.DTT248.S89,Itg.20.DTT508.S3,Itg.04.DTT424.S16,Itg.04.DTT423.S15,LYZdtt356,LYZdtt355,LYZdtt354,Itg.02.DTT412.S4,Lyz2.01B.DTT212.S52,Itg.08.DTT446.S39,Vil1.02B.DTT23,Vil1.02B.DTT22,LYZdtt368,LYZdtt367,Vil1.02B.DTT24,LYZdtt366,Lyz2.04B.DTT247.S88,Itg.06.DTT434.S27,LYZdtt332,LYZdtt331,LYZdtt330,Itg.12.DTT471.S65,Lyz2.08B.DTT294.S136,LYZdtt344,LYZdtt343,LYZdtt342,taxonomy
MF0005,63353.83,36165,65153.25,12513.83,5607.33,3969.75,5484.25,7585.67,16596.92,110195.08,11610.39,6323,5540.75,17878.08,10668.25,4971.5,19882.42,85314.67,9191.5,4281.17,5630.61,23557.96,36603.42,10144.58,15551.68,13440.16,9943.16,9592.33,10950.5,94586.83,22331,5226.33,51147.75,5855.67,236558.66,70830.09,100713.75,20665.33,20600.75,16817,17993.86,6496.17,7073.36,17760.71,15231.93,17786.17,3803.79,3760.83,6362.11,6077.59,4949.89,7301.25,6847.25,739.25,18343.42,9360.46,6680.75,5571.33,3160.33,10381.93,29847.83,10519.92,2400.08,6496.25,26215.17,7391.25,12323.18,7617.93,12359.83,16577.75,2770.42,7287.17,6249.25,9544,4917.75,48338.67,11522.68,13356.96,11236.75,13105.25,11949.08,36135.5,4325.5,32462.34,41676.16,48352.08,25602.75,33232.92,13200.86,21093.5,22202,12285.16,18178.82,58392.43,10453.18,6713.25,32621.5,16994.08,9004.04,21546,4107.33,7303.33,6407.5,18133.54,50474.92,6445.93,13604.16,14786.42,29702,72935.26,95716.92,46611.92,20034.75,33233,46072.25,5093.82,7640.25,4590.75,22123,17616.96,3649.58,14327.86,18740.5,39102.5,31475.14,25460.57,14350.86,7332.07,2868.34,47274.67,14420.59,31820.42,
MF0049,40643.64,52218.975,54689.99,8720.68,8200.33,5633.5,8094.935,8476.14,10813.535,67298.7,14350.365,5211.99,6617.415,25123.79,11212.755,7011.825,23811.7,45834.035,29107.555,4902.98,31585.715,29849.305,20211.685,12230.18,7188.46,30094.325,14713.745,13743.515,16239.02,78957.19,67637.155,7220.46,51150.975,4519.98,124249.3,59427.835,66869.985,15483.945,12465.885,12498.225,7110.16,9707.435,2276.21,8909.605,9967.735,10904.135,6010.775,4882.54,10159.905,12233.33,8957.045,6827.09,3992.16,532.58,11399.19,10186.705,4802.005,3967.745,5143.195,21614.62,20220.515,15590.785,3654.88,12411.055,22497.065,9719.8,28765.935,12474.265,17383.415,21005.35,4866.27,9262.73,9180.75,12992.875,6853.125,29950.77,16151.535,16714.315,4915.12,17481.335,16882.78,20040.135,4560.665,19811.425,23538.165,31688.655,20284.75,19130.23,9430.105,13291.605,13799.73,8730.14,16709.04,33072.31,16465.145,5404.59,10395.03,9242.55,21065.435,24721.86,6007.765,10764.955,9503,9589.305,33478.18,9206.725,14643.335,19755.45,20975.32,50641.775,54584.77,28716.48,13371.4,21747.825,25653.925,5461.605,10709.045,5557.66,27971.27,23565.785,6161.795,13315.255,19143.67,28887.82,44215.5,31489.32,19228.885,5377.09,5708.325,39417.515,13916.94,25450.6,
MF0006,95079.2,118113.58,156834.44,43671.03,3022.98,2186.5,2973.15,33951.85,40790.76,159718.15,49135.13,12929.96,147443.08,87906.5,46892.05,22387.02,71473.85,120108.2,40536.65,10320.48,25869.53,51038.5,62214,38412.37,42674.34,66497.65,5265.22,5378.13,5711.8,201727.62,154274.96,14675.97,132440.63,12799.82,336204.34,164142.14,194324,44916.75,42193.48,54709.75,31736.12,29900.46,24502.82,59818.78,69266.17,44119.27,19269.43,12279.59,24091.29,28281.37,25400.8,31563.13,21869.12,3033.33,53410.46,36628.63,21865.97,14436.08,12172.44,42903.08,57499.91,75980.46,14301.18,25950.31,38049.72,6131.15,58969.78,28453.53,14433.99,16988.36,12806.74,5935.92,3233,5611.6,2815.65,87133.35,44721.79,52674.08,55384.96,11163.69,13739.38,61693.93,12099.49,52745.31,57653.81,69547.43,48398.83,58567.56,52325,28314.04,35621.47,22166.32,51709.05,125300.35,45047.86,28804.49,88908.58,37451.14,43944.67,66852.32,2182.58,3844.48,3300.5,51677.53,84064.34,33176.61,45473.55,82369.75,61705.89,130108.24,120496.16,67710.26,46025.6,90475.83,58162.17,20914.1,34734.19,20070.97,136445.83,117684.54,17573.9,80827.04,52237.74,66172.95,61685.03,56830.46,44871.28,28630.2,12601.67,79476.65,35444.91,49641.96,
MF0047,8635.715,27435.095,18739.36,3229.715,2736.665,1850.375,2732.185,4824.71,2472.155,11441.745,10397.475,2441.455,8405.665,22268.13,8037.045,4378.115,21031.065,11787.62,25010.335,2235.33,22586.795,15257.415,8574.31,7115.625,3445.37,24203.405,4895.995,4511.725,5420.77,43881.67,54756.66,5469.27,30223.895,2491.855,15966.245,26664.91,25774.67,7962.545,7505.545,10448.175,3911.975,7418.47,5370.75,14291.795,12976.36,3173.645,5553.315,3464.33,8320.975,7206.64,9700.085,8502.88,4056.245,560.915,4546.025,6299.35,3080.835,1521.665,3482.395,17938.805,7736.3,16290.145,2595.44,8359.27,8178.855,3314.28,20431.63,11939.435,6739.83,6868.755,3543.4,2902.52,3025,4115.875,2201.625,13130.99,12291.15,13106.145,2022.275,6033.385,6668.095,6189.345,2111.21,6837.69,5043.275,8777.89,7126.35,4333.69,9776.49,3122.525,4301.395,3158.265,11899.905,25614.02,17384.19,2944.48,844.265,664.735,13639.35,18056.82,1979.1,3558.29,3153,4247.845,10801.845,7335.735,6694.09,17431.475,4565.545,9688.425,11128.43,7246.63,1424.33,10396.075,4301.8,4947.73,7936.66,5465.37,42035.08,37297.35,4431.47,25860.715,7674.515,12091.71,21384.165,25672.155,15326.38,5080.68,3874.86,15637.995,6294.105,8010.11,
MF0004,2913.62,13076.86,5878.51,1200.65,2689,1814.75,2685.08,2132.88,794.29,4912.1,3897.83,921.18,3711.5,11008.18,2498.75,1631.5,7667.76,6595.22,2022.37,703.06,2422.22,2311.47,4953.58,3360.68,1447.51,6034.25,4872.75,4427.33,5379.11,16101.38,16915.6,0,9927.64,1039.61,7235.87,7305.73,10757.06,3980.31,4624.6,11389.35,1608.52,2558.65,2906.47,6495.72,7436.61,1239.24,2109.83,1336.75,2127.52,1995.84,2740.03,3162.5,1304.5,0,1963.89,1509.37,793.75,333.5,1838.73,3229.81,3752.9,0,1563.95,1886.6,4387.36,2745.13,4899.91,3054.11,4671.5,6061.62,1657.6,2685.83,3023.25,4096.75,2192.25,6525.32,3044.76,4327.92,634.3,5106.99,4623.08,3646.39,641.18,3494.7,2508.8,3791.8,3278.42,2240.86,3853.57,1194.92,2137.08,1404.61,2867.04,7155.86,5163.11,857.95,153.3,75.7,4605.58,5716.39,1974.37,3541.75,3140,1536.58,4374.36,3014.96,3547.52,8576.8,1445.62,3194.8,4570.68,3167.97,347.28,5133.97,2062.58,1698.64,3527.48,2023,21145.2,17754.12,1850.21,12391.22,2966.74,4161.78,2265.53,6148.89,3207.62,2339.24,1223.65,4970.69,1179.42,2011.07,
MF0048,140972.23,149084.25,196234.04,33474.53,8536.33,6146.5,8319.04,22409.7,54079.1,257158.56,38914.87,15556.23,57914.75,59069.92,39774.59,18457.48,53667.12,178990.35,37499.72,12768.93,52356.29,54179.44,79399.37,32606.49,33824.81,52239.73,15062.91,14887.87,16597.43,227473.63,83621.39,11405.84,123816.73,14352.1,526224.29,194986.92,248767.03,49281.95,22402.19,23577.95,18772.43,26454.12,10604.03,31980.37,44654.11,46611.13,11848.47,9292.33,16874.51,25113.35,14538.06,17446.84,13157.24,1272.58,48723.24,37964.41,19410.17,13305.83,9292.48,30221.63,73371.87,40762.07,8549.43,22155.02,56529.85,12622.35,50886.43,19926.09,24557.33,31819.06,10691.2,12920.96,9473.5,15085,7795.25,108706.49,34708.46,40419.12,48027.83,22736.53,22692.03,83496.55,11917.91,72562.51,90061.67,108566.73,59091.53,82743.85,37206.24,44856.96,48441.88,27618.84,36652.69,83575.01,29670.85,25700.93,74744.23,44079.52,42755.37,52696.5,6240.12,11098.83,9695.5,44615.53,113551.58,20882.17,50177.08,56850.98,73240.22,170658.96,194063.26,95781.12,40506.3,89561.18,96039.02,13631.9,26275.76,13747.99,65206.12,59727.66,13029.15,34600.04,59575.37,86711.89,65381.97,39556.92,22834.14,20921.29,11244.4,102975.55,29395.37,69076.9,
MF0001,2815.9,12920.44,6847.63,1308.85,48,4.75,26.58,1604.12,912.66,4097.23,3295.23,943.48,4355.58,10764.89,2494.25,1588.25,7811.46,6473.89,12021.15,842.83,2070.55,1943.04,4891,2763.71,1531.63,6618.33,14.83,30,12.36,16943.36,16635.98,1517.05,16788.06,1080.61,8429.15,6012.6,10795.66,3835.49,3338.1,7352.6,1273.67,2225.27,2947.47,6822.37,7456.11,1455.46,1946.66,1006.08,1979.09,1652.78,2761.86,3019.92,1375,164,2077.31,1513.14,799,577,1644.51,3656.33,3727.43,10253.12,1603.55,2190.57,3848.61,278.11,5030.48,3194.78,652.83,282.9,1477.4,28.33,7,7,17.25,6732.29,2259.04,4313.67,804.37,315.54,683.31,3728.89,722.31,3280.47,2281.28,2554.95,2809.02,2273.78,4373.29,1557.59,2576.91,1562.44,2251.57,7145.78,5742.78,844.63,169.7,105.3,2365.08,5660.89,1,48,33,1531.16,4509.61,2355.35,2491.15,8382.62,2432.47,6376.54,4818.05,4593.04,2236.46,5173.72,1959.83,1700.06,3182.51,1969.25,21342.14,18265.39,1954.09,12597.39,2716.96,4099.63,3285.36,6859.14,3288.07,2367.62,896.27,5700.09,1285.84,2980.37,
MF0045,2662.69,11237.245,6527,10340.89,4023,2718.375,3989.125,7040.295,903.965,3594.58,3491.205,903.14,42907.17,8552.635,4005.4,2821.65,8324.115,6788.08,6919.665,719.8,10865.725,2349.23,5089.76,2473.67,1639.01,7290.345,7278.625,6614.5,8040.5,15849.495,15043.315,1634.265,11439.88,1133.515,8565.205,10138.345,10532.13,3487.96,4758.24,7075.95,2431.72,2554.97,3013.545,7681.895,7364.23,1532.19,2114.455,2152.88,3367.195,2584.335,4967.42,3641.305,1572.865,596.965,4117.99,1256.42,693,537.5,1555.97,4752.7,3469.23,6847.92,981.615,1941.27,5004.715,4034.5,5357.6,3997.39,6295.5,8888.625,1632.635,4025.375,4535.75,6136,3271.5,6653.58,3224.085,4915.835,827.585,7448.25,6314,3585.32,792.055,3244.755,2348.545,2743.04,4202.71,2002.6,4302.78,1423.895,2504.605,1822.825,2796.085,8208.75,6443,887.5,265,184.875,4617.75,6066.87,2960.75,5308.75,4710.75,1749.32,4362.29,4313.905,3127.88,6525.32,1334.21,2769.075,4798.885,4921.605,11249.53,5085.11,2056.44,3143.44,2995.655,2921.915,21466.715,18748.805,1695.985,16575.69,2799.25,4509.79,2609.545,7888.985,10539.825,2432.95,1075.005,5252.78,8343.49,4047.295,
MF0089,1076.875,1748.945,1589.045,308,1343,908.375,1334.125,593.09,224.42,1733.625,889.625,300.57,440.375,1663.035,578.25,560.365,2204.41,486.5,5805.66,336.785,712.795,649.125,208.5,625.74,171.215,3791.365,2427.205,2211.5,2684,2594.965,10639.33,1227.33,1832.5,91.375,306.195,2337.34,2230.25,567.625,951.375,899.625,258.5,654.795,0,238.67,222.215,356.34,501.295,643.455,1379.795,956.715,973.25,240.045,63.205,0,466.67,504.76,265.75,202.5,506.33,3014.885,479.67,252.295,64.875,1333.945,1459.25,1405.41,1949.01,1845.5,2351.83,3038.455,424.865,1367.125,1512.5,2046,1087.875,347,2058.58,2205.035,283.135,2578.83,2369.41,90.035,313.74,355.205,329.76,1001,927.285,201.67,662.375,276.795,162.625,257.83,2344.125,203.25,2211.92,505.205,188.75,149.545,2791.875,3647.09,987.25,1770.25,1570.75,45.41,1110.74,720.68,1131.49,522.5,724.08,1712.115,1767.67,1068.92,317.785,148.41,302.24,743.125,671.965,324.205,2594.885,1484.555,434,1320.715,1169.795,1615.125,1864.91,2799.51,1710.5,320.25,456.85,3265.785,1684.08,1660.33,
MF0002,138094.79,97942.4,151456.28,26868.2,3173,2504.75,2969.75,19722.32,34276.53,227278.31,29146.15,13926.44,9629.09,47307.3,33879.67,15325.48,45002.52,171721.99,31977.61,9027.83,15380.68,31708.06,73987.91,29788.27,36957.79,37844.32,5315.25,6000.5,5804.25,233810.09,59370.97,9720.51,135575.41,13001.25,500723.35,156772.54,223744.85,45052.69,30699.28,23099.2,31136.15,20485.95,8860.25,29141.74,36615.18,58677.39,9810.93,7602,14122.9,20020.02,9807.59,23778.25,22798.91,2133.25,63782.75,38791.53,23642.75,19200.5,6746.78,26822.03,68852.71,32789.4,7708.35,11260.85,48912.75,6847.31,36615.58,9160.41,13289,17108.95,6841.28,6774.5,3427,6839.75,3344.25,101195.21,27016.7,37250.74,30264.83,11999.46,11964.81,77231.4,11546.12,68741.67,86961.76,106343.65,56980.17,72270,29401.46,42785,45786.84,26065.5,35061.79,63328.16,12978.5,12544.35,69963.4,44144.69,25139.58,59179.43,2288.5,4031.75,3437.5,41680.41,106588.73,15812.48,34194.54,46518.06,74288.76,171713.45,189026.2,92074.82,40115.51,82907.32,93861.23,12109.41,23745.97,11065.41,42548.86,39626.95,10740.14,19394.09,51845.3,79743.6,36914.08,16224.52,8659.45,23660.89,8456.31,95601.14,27152.82,64023.29,
MF0046,6547.33,23711.44,41830.23,7017.53,5374.33,3624.75,5331.08,3894.49,19482.68,25901.46,14242.76,1669.38,47851.49,9090.12,25212.75,5848.75,8845.73,6657.56,2325.25,2757.8,12607.55,10292.91,4937.67,6154.14,15233.32,16715.99,9726.49,8831.16,10740.86,24279.14,12178.38,3518.18,25772.81,1304.28,55177.41,42523.54,47421.96,3489.12,5950.28,7819.7,2231.79,10560.54,5354.64,10755.74,14800.11,22982.03,2900.16,2453.41,3349.79,7800.17,3051.69,17326.76,14628.83,1200.33,28335.48,21127.61,16110.67,6783.83,2084.94,7387.3,14265.86,8783.49,1075.68,7995.14,7670.28,5538.81,16446.85,7961.03,9986.66,16484,4893.97,6381,6046.5,8222,4382,6506.36,13653.22,19981.92,49454.57,10571.44,9381.34,13205.39,1799.71,4604.11,4989.14,6837.23,2253.82,17671.95,29058.36,1507.09,2310.91,1162.6,13342,27848.95,12514.45,17080.01,36955.73,9835.43,14633.25,24876.89,3951.91,7083.33,6280,15386.99,8637.03,6047.26,29359.96,15204.49,10175.77,17749.75,4928.07,3654.66,683.51,18081.22,2463.83,6616.23,9280.11,5743.58,21363.03,16968.61,4224.57,12538.98,18962.36,5483.93,2939.94,6516.97,3450.5,13817.35,1762.71,5651.21,1335.43,2580.94,
MF0043,192.5,0,0,0,0,0,0,13,23.625,0,84,23.5,0,0,0,0,113.5,0,0,0,32.5,0,0,30,0,85,0,0,0,2247.375,213.5,23.5,882.875,0,10.5,147,69,0,0,0,0,67,21,148.5,44,25.5,0,0,0,45.375,39.5,31,27.5,0,38,100,53,0,40.75,42,0,139.5,30.5,0,0,11,0,0,4.5,4.5,47.75,0,0,0,0,0,80.375,73.125,42.5,20.5,16.5,39.5,13.5,52.5,0,0,0,0,0,0,0,0,66,32,0,65.125,0,0,165.5,61,0,0,0,0,63.625,41.5,80.625,0,65,85,0,0,0,0,0,14,0,0,0,0,0,0,0,57.5,0,0,0,29.5,0,0,0,0,
MF0087,9300.5,4332.32,3547.17,1174.25,2680,1810,2655,2166.34,426.92,3633.5,9886.5,799.82,1249.25,3245.41,6858,1275.49,7300.41,1177,22600.58,540.16,3576.92,3129.5,527.75,4044.74,13918.34,8360.99,4851.75,4408,5359.5,34348.84,22278.58,2772.33,26082.25,162.25,19219.82,11318.59,7742.75,1199,17473,9697,16808,3170.17,5038.25,11353.92,8295.09,10713.34,2530.42,2264.33,4907.42,3625.84,2457,4267.67,5535.08,1036.25,11778.42,8517.51,6170.75,4692,664.08,18803.01,1043.67,3002.42,827.75,2925.07,2637.25,2616.75,4083.01,3844,4223.5,5878.5,1022.99,2655.25,3023.25,4090,2175,750.5,12844.58,10443.41,10097.26,4884.25,4136.25,265.66,1950.49,1500.83,1381.51,3538.25,3061.91,648.42,8019.5,740.17,464,556.83,18755.25,31201.75,4638.17,5695.33,32583.5,12883.42,8525.25,15375.34,1973.5,3538.5,3140,14825.66,3643.74,4583.43,1436.49,4760.75,14070.83,23021.24,3671.67,2237.67,753.41,14433.66,1030.24,3496,2983.09,1722.33,5754.76,3794.18,1397.5,2884.59,2589.67,3506.5,4401.16,5643.01,3395.75,5133.75,948.85,7082.91,3496.58,3408.83,
MF0044,82853.89,106389.31,97427.74,34843.61,5615.66,3981.25,5543.83,26407.08,25372.58,126299.92,30597.24,9667.42,91157.43,48311.53,34574.8,15794.28,44559.97,100269.15,23354.5,6544.91,33867.72,43545.45,47392.76,24037.08,30575.36,42708.01,9998.49,9696.74,11004.86,185897.18,89620.72,10052.02,114195.83,9261.2,278581.89,103936.28,142987.01,31316.43,33643.31,27304.9,27898.61,20141.27,12517.01,34202.55,37827.89,44226.55,11284.68,8805.43,15801.8,22149.08,15826.85,28032.61,23007.47,3069.51,54339.06,32030.97,20893.29,15251.26,7167.61,28040.41,45505.81,34918.42,7112.31,14446.42,32720.6,8065.96,42043.21,14180.1,16026.33,19057.54,7892.17,7769.42,6249.25,9645.1,5044.9,65445.65,26992.59,37223.74,28605.76,14781.15,15263.82,48073.96,9326.27,42822.83,50105.45,64307.16,39794.99,43020.28,32155.55,24476.45,28150.39,17138.65,33891.06,82794.74,21264.33,12050.28,52007.56,27600.35,29240.67,56283.42,4134.44,7316.16,6407.5,33369.47,66029.48,21921.07,28331.08,42844.88,48929.08,106216.03,105831.35,56745.29,43125.31,60979.04,51871.61,14789.87,22986.42,13912.32,69677.43,59967.46,10833.23,42282.72,37395.87,51261.08,51595.17,37549.57,34611.23,22722.66,8701.87,61951.05,31676.55,42687.67,
MF0088,1811.89,23631.26,3354.55,271.7,0,0,1.79,770.28,209.69,3112.63,2478.54,310.09,497.58,1061.5,631,822.75,693.63,408.03,1725.64,480.2,16607.94,438.03,254.71,980.4,275.05,3018.58,11.83,17.79,16.68,11003.52,12287.63,97.85,4761.24,136.75,114.14,5616.16,3814.78,741.86,2342.95,4758.45,820.76,564.37,29.86,217.11,257.68,228.29,154.12,119.08,203.18,1223.51,297.22,144.17,35.5,1,180.99,2320.73,924.75,89.5,519.82,1773.2,758.51,458.92,105.6,656.47,930.43,95.77,1921.5,247.6,263.33,84.89,490.3,10.54,0,1.75,51.75,425.58,1644.71,1077.96,372.07,136.87,232.62,310.57,318.92,857.27,621.23,1849.9,1825.96,357.1,381.08,368.13,197.87,222.26,1827.1,312.1,448.1,526.18,114.9,38.6,2491.29,618.32,0.29,3.25,0,52.37,1083.43,1121.07,953.84,852.08,687.81,1628.24,344.51,250.03,123.47,250.86,493.73,156.74,687.32,27,2918.94,1499.48,462.56,524.03,1650.29,676.64,2020.72,909.82,753.81,151.45,630.12,2469.47,406.13,1027.41,
MF0052,18.25,193.25,195.25,61.75,2680,1810,2655,157,87.25,133.75,67.75,17.5,48.5,77,59.5,10.75,63.25,22,58.75,211.75,352,191.75,23.75,64.75,34.25,27.75,4851.75,4408,5359.5,0.25,0.25,0,0.25,26,0.25,0.25,0.25,50.25,1573.75,1183.25,483,63.25,0,3.75,3.5,21.5,235.5,402.25,167,305.25,15,186.75,9,0,13.75,75.5,40.25,22,409.25,63.25,50.5,0,9,95.5,2603.25,2616.75,60,32,4074.5,5852.5,456.75,2655.25,3023.25,4090,2175,58,106.25,101.5,152,4863.25,4038.25,38.75,0,10.25,13,19.75,28.5,24.25,73.75,156.25,121.75,74.5,73,44.75,12,184.75,0,0,1190,5.5,1973.5,3538.5,3140,12,62.75,52.75,1419.5,83.25,51.5,69,56.5,62,40,58.5,61.75,10.25,165.5,77.75,450,44.75,207,52.5,69.25,147.25,60,106.5,60.75,13.25,49,159,54.25,127.5,
MF0096,4528.4125,7786.18625,5509.27125,1451.68875,2703.91375,1818.65625,2684.89875,1649.505,896.3,3880.60875,4726.225,1023.03375,5180.42125,7999.56375,6007.375,1643.6875,7859.70625,5834.65,9993.98875,1054.84625,3844.1525,3227.0075,4391.2775,2508.5675,5490.405,7299.92125,4875.64,4428.28125,5386.40375,21372.4175,15624.57,2049.73875,19920.215,931.4625,14487.035,13638.28375,13396.97875,3021.565,8442.76,8697.1375,6489.0125,3175.9725,3942.675,9375.675,9235.59875,7052.08,2617.93,1780.57,3154.38875,2479.965,3458.80125,6962.15,5243.7475,505.9975,8910.5925,6639.145,4581.565,2497.7475,1800.21625,5845.315,4481.24,6045.99875,962.9575,2164.49875,5493.02125,2828.23,5304.665,4467.4975,4859.35125,6189.645,1776.8425,2698.26625,3023.25,4090.5,2175,5655.8825,4435.9825,7235.71,5848.3575,5225.50875,4948.15625,4639.845,819.0075,2751.22875,2339.71,3607.585,2667.695,2844.7025,7743.9325,1497.01625,1996.00375,1108.0025,5824.435,14888.5775,7277.02125,1992.5775,8191.8975,2662.0975,4033.0425,10869.82,1977.6875,3548.91375,3144.625,5257.205,5127.06875,2894.215,4414.4225,7966.2925,4689.56,8652.0725,4245.88375,2863.55875,870.8075,8334.11,1736.75375,2738.5925,3900.7825,2952.31,18684.38625,15271.2,2015.69875,11389.925,3145.265,4525.39625,3019.545,8526.51,4562.68375,5033.3475,1199.1975,5060.795,1652.39875,2461.1175,
MF0097,672,14802.5,2274,432.5,139.165,0,0,522,356.5,1640.5,963,244.5,624.5,1231.5,1081.5,426.5,1466.5,221.5,4297,149,754.5,587.5,155.5,700,449,3495.5,0,32,258.68,14244.5,2914,297,7220.5,198,1646,4834.5,1000,546.5,1066,894,2114.79,1079.5,337,1798,719.5,236,377.5,245,778.5,798,1481,459,215,377.83,257,233,140,114,418,1677.25,675,1153,214,708,931,42,2429.5,1659.5,330,152,546,24,0,0,0,839,1597,1175.5,323,170,211.5,230,219.5,392,253,1169,451,246.5,1082.5,428,330,417,1057,2044,2260,405.5,104,86,1656,889.5,0,132.29,11,446,857,631,736,1949,518,884.5,233.5,264,117.5,619.5,288.5,375.5,513,345.75,1575.5,2936.5,388,2341.5,1225.5,1181,631.5,2657,1577,329,261.5,825.5,474,731.5,
MF0050,41065.83,43385.53,53331.345,18222.915,2816.165,1994.375,2749.27,12546.95,14150.2,66477.645,16233.56,4449.755,54031.215,16439.51,20406.57,7499.395,16541.38,44471.06,15826.22,3762.57,17447.425,31210.63,19321.07,11140.665,17393.07,20495.01,4985.58,4846.31,5492.09,83904.285,33212.545,4201.13,57361.675,3803.925,145352.175,55883.85,69773.365,12503.865,16468.845,12969.225,14730.34,10472.785,4555.74,14060.8,14443.06,23556.38,4546.94,4120.09,7421.855,12568.5,6594.27,12937.22,11590.905,1503.84,28160.995,17558.66,11848.81,8243.215,2940.765,15313.52,21549.465,11295.26,2901.19,9131.235,15812.625,4170.885,22464.02,7056.63,8613.165,10561.53,3983.355,4181.605,3128.125,4837.925,2504.575,27235.08,15008.855,18002.355,23822.095,7628.475,8046.85,22377.57,4817.925,18639.825,23275.395,30401.34,17233.685,22599.175,18162.53,11919.83,12878.755,7890.445,17951.31,51737.74,10065.95,10028.215,35192.415,16362.125,16491.685,25563.755,2064.91,3670.79,3215,20034.55,30809.57,10868.415,17359.335,17626.575,26804.845,57346.905,48873.255,26572.01,22434.71,30656.135,24290.915,6992.235,11090.125,7035.58,15178.25,13925.15,5447.04,10611.01,19841.585,23395.845,37329.52,22145.33,19787.67,10827.81,3996.785,28104.295,15407.63,21426.21,
MF0094,8127,21635.5,3816.5,895,6,6.75,13.25,1334.5,293,2294,10064.5,536,853,2193.75,6517,465,6930.25,811,1295.25,364.5,19139.25,2651.5,442.25,2574.75,13730.75,5345,5,22,14.5,43217.25,9403.75,2676,27992.5,173.75,19021.5,7909.25,5440.25,517.5,18691.75,11013.5,17346.25,2565,4274.25,11074.25,8087.25,10573.5,2360.75,2165,4706.75,2640.25,2211.5,4066,5464.75,514.25,11629.25,8122,6021.25,4588,603.25,9278.5,416.5,3084.25,833.75,2355.75,1188.25,443.75,4986,3814.25,545.5,931.75,1098.5,193,1.75,2,52.5,527,10327.5,9636,10005.25,762.75,709.25,382,1611.5,863.5,802.5,1611,972.75,263.75,7563,806,449.5,410.5,16796.25,30778.75,4347.5,5447.75,32474.5,10302.75,6095.75,14803,1,2,1.5,14735.5,3043.5,3555.75,945.25,3728.25,13347,20984.25,3474.25,2045.25,691,14112,559.75,3336,2472.25,1664,3152.5,1715.25,1090.75,2428,929,2851,2491.25,4780.5,2784.25,4977.25,375,5084,3192,2579.5,
