Mouse5A.DTT29	Mouse5A.FP28	Mouse6A.DTT35	Mouse1B.DTT15	Mouse1B.DTT18	Mouse3A.FP16	Mouse5A.FP26	Mouse7A.FP40	Mouse1A.FP05	Mouse6A.FP32	Mouse3A.FP17	Mouse7A.FP38	Mouse1A.FP02	Mouse5A.DTT27	Mouse2A.FP11	Mouse3A.FP18	Mouse4A.DTT19	Mouse5A.DTT30	Mouse5A.DTT28	Mouse6A.FP31	Mouse4A.FP22	Mouse1A.FP03	Mouse4A.FP23	Mouse1A.FP01	Mouse6A.FP35	Mouse7A.DTT38	Mouse7A.DTT41	Mouse4A.DTT22	Mouse2A.FP07	Mouse3A.FP13	Mouse1A.FP06	Mouse6A.DTT31	Mouse7A.DTT42	Mouse1B.DTT16	Mouse1A.FP04	Mouse2A.FP12	Mouse2A.FP10	Mouse7A.FP42	Mouse7A.FP41	Mouse1B.DTT14	Mouse3A.FP15	Mouse4A.FP20	Mouse1B.DTT13	Mouse6A.DTT34	Mouse5A.FP29	Mouse6A.FP34	Mouse6A.FP36	Mouse2A.FP09	Mouse5A.DTT26	Mouse5A.FP25	Mouse5A.FP30	Mouse7A.FP39	Mouse4A.FP24	Mouse4A.DTT21	Mouse4A.DTT24	Mouse1B.DTT17	Mouse3A.FP14	Mouse4A.FP21	Mouse2A.FP08	Mouse5A.DTT25	Mouse7A.DTT39	Mouse4A.DTT20	Mouse6A.DTT32	Mouse6A.DTT33	Mouse6A.DTT36	Mouse4A.DTT23	Mouse7A.FP37	Mouse7A.DTT37	Mouse6A.FP33	Mouse4A.FP19	Mouse7A.DTT40	Mouse5A.FP27	Mouse9A.DTT98	Mouse10A.DTT109	Mouse9A.DTT100	Mouse10A.FP110	Mouse9A.DTT101	Mouse10A.FP109	Mouse10A.DTT110	Mouse9A.DTT99	Mouse9A.DTT97	Mouse10A.FP111	Mouse8A.DTT90	Mouse9A.FP97	Mouse9A.FP98	Mouse10A.DTT111	Mouse10A.DTT113	Mouse8A.FP87	Mouse9A.DTT102	Mouse10A.DTT112	Mouse8A.FP85	Mouse10A.DTT114	Mouse10A.FP113	Mouse9A.FP102	Mouse8A.DTT85	Mouse8A.DTT86	Mouse9A.FP101	Mouse10A.FP112	Mouse8A.FP90	Mouse10A.FP114	Mouse8A.FP86	Mouse8A.DTT88	Mouse9A.FP99	Mouse8A.DTT89	Mouse8A.FP89	Mouse8A.DTT87	Mouse9A.FP100	Mouse8A.FP88
0	0	0	0	0	0	0	0	0	3	0	3	6	5	0	0	6	0	4	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	4	3	0	0	6	0	4	0	0	0	4	6	6	3	0	4	0	0	0	0	0	4	3	0	0	27	0	0	0	0	0	2	5	6	0	0	17	4	3	0	9	0	0	3	0	0	0	5	6	0	3	0	0	1	0	27	0	0	1	0	0
0	0	0	0	2	0	18	2	0	5	0	4	9	3	0	0	0	0	0	5	0	21	0	8	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	5	13	6	0	0	77	0	0	15	4	7	0	9	0	4	0	0	13	8	10	0	4	3	0	0	0	0	6	0	15	9	0	0	34	0	0	4	0	1	11	5	13	1	0	9	21	10	0	2	0	3	32	0	0	4	8	7	0	0	0	4	2	0	2	0	0	9	0	0
48	17	37	8	20	53	28	22	16	16	11	42	7	15	52	0	11	26	38	13	8	3	2	0	37	13	88	25	32	8	16	19	72	85	16	32	42	76	29	5	21	15	16	7	45	67	127	44	17	9	48	47	18	11	75	9	14	20	44	4	30	6	16	16	42	54	23	41	47	27	69	26	19	3	78	7	39	7	11	10	3	7	336	22	8	16	14	27	20	63	32	10	46	76	44	27	85	68	587	29	25	71	5	234	667	11	180	498
0	0	0	0	0	0	0	0	29	0	0	0	35	0	23	0	0	0	0	0	0	0	0	5	0	0	0	0	8	0	33	8	0	0	16	1	1	0	0	0	1	0	8	8	0	0	0	7	0	0	0	0	0	6	0	0	1	0	0	0	14	0	12	0	0	0	0	0	0	0	7	0	2	1	0	1	3	1	2	1	3	5	1	0	5	2	8	1	0	7	0	0	5	36	10	1	27	3	3	2	1	1	2	1	1	1	13	1
0	0	0	0	0	0	6	0	0	10	0	8	5	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	3	0	6	0	0	18	0	0	0	8	0	0	0	0	8	10	4	0	0	0	0	0	0	0	0	0	20	4	0	0	6	0	0	1	2	1	4	4	4	1	0	1	1	3	0	4	0	2	0	0	0	6	4	3	0	10	0	2	2	0	1	0	0	4	0	0
0	0	0	3	0	0	3	0	0	6	0	6	5	9	0	0	8	0	0	7	0	0	0	3	0	12	0	0	5	0	0	10	0	3	0	0	0	0	0	7	0	8	3	0	4	0	0	34	0	0	0	16	0	6	0	0	0	6	0	5	16	9	8	0	0	0	0	0	25	9	0	0	10	1	0	1	0	0	8	3	15	3	0	6	6	8	0	8	0	0	25	0	0	0	4	10	0	5	0	2	11	0	5	0	0	12	0	0
36	0	482	0	0	0	0	0	0	0	0	0	0	126	0	0	37	37	59	0	0	0	0	0	0	180	66	43	0	0	0	849	539	0	0	0	0	0	0	0	0	0	10	80	0	0	0	0	464	0	0	0	0	31	438	0	0	0	0	52	461	76	1143	636	80	147	0	526	0	0	198	0	22	656	7	0	14	0	5	9	45	0	44	0	0	0	22	0	10	22	0	363	0	0	31	17	0	0	0	0	0	17	0	28	0	14	0	0
1584	4780	637	417	2853	7426	819	4630	825	758	5725	1043	105	129	3314	3188	4	633	711	149	758	208	973	30	3443	89	1846	128	2861	5241	1551	601	851	3129	646	1352	1954	2188	4906	592	5974	20	1283	330	1181	2726	2065	898	165	262	2554	230	521	4	189	3884	4588	17	1742	31	210	4	366	232	2354	643	1399	417	137	4	1990	11961	87	1733	0	4151	39	2246	823	28	647	5323	152	22	0	872	6442	0	0	4722	0	5190	23972	70	943	38	41	13144	84	12558	0	99	31	86	92	27	29	26
0	0	0	8	4	0	17	1	0	2	0	3	0	8	0	2	13	4	12	1	0	0	0	0	1	8	0	0	4	2	0	14	4	1	0	1	2	0	0	18	4	5	10	0	25	0	0	39	11	1	0	11	0	2	4	6	3	17	8	7	8	3	2	1	0	2	1	7	3	12	2	0	134	0	0	0	0	0	0	149	63	0	0	50	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0
0	0	0	0	0	0	4	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	6	2	0	0	2	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	2	4	0	0	49	0	0	0	0	0	0	17	28	0	0	1	2	0	0	21	0	0	11	0	0	0	2	15	0	0	0	0	2	0	0	0	0	1	0	0
0	0	0	8	0	0	3	3	0	6	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	5	0	3	0	0	0	0	0	0	5	0	6	0	4	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	4	0	4	12	0	0	0	0	4	0	1	0	4	2	0	2	0	4	4	2	1	5	0	1	0	6	0	5	2	3	1	5	0	0	6	0	0	3	0	0	2	0	3	0	3	1	0	0
2	0	0	6	0	4	1	8	0	4	4	3	29	0	0	2	10	1	15	2	0	45	0	54	0	15	0	0	0	4	2	0	0	8	1	1	0	0	0	16	0	13	0	0	0	6	0	17	2	0	0	8	0	7	16	0	2	32	14	0	2	0	0	9	0	0	7	13	4	39	4	0	13	20	4	0	0	0	0	8	7	0	0	10	11	0	0	58	0	0	54	6	0	0	17	7	3	0	0	0	60	0	5	9	11	46	0	0
0	0	0	10	7	3	2	2	0	13	0	6	53	21	0	3	10	0	6	8	0	0	0	85	0	11	0	0	0	5	2	21	0	0	0	0	0	0	0	18	10	11	10	0	5	0	0	4	15	0	0	11	0	11	10	3	7	36	2	26	7	12	10	5	0	4	0	3	21	24	0	0	36	27	0	0	0	0	0	9	1	0	1	8	29	0	0	199	0	0	210	0	0	0	65	80	0	0	0	0	93	0	38	0	38	42	7	7
0	0	0	5	0	0	0	0	0	0	0	3	7	0	0	0	3	0	2	0	0	0	0	6	2	3	0	0	3	3	0	0	0	0	0	0	0	0	0	3	4	3	7	0	0	0	0	17	0	0	0	0	0	0	0	2	3	7	3	0	0	3	0	3	0	0	0	0	8	4	0	0	10	0	3	0	0	7	0	1	3	2	8	5	2	3	0	7	0	3	5	0	0	0	6	5	0	0	0	0	4	0	11	0	3	3	0	0
94	84	73	6	0	0	17	17	34	42	0	9	29	19	4	0	6	69	41	54	0	103	7	27	82	13	1	10	4	11	29	29	7	0	21	0	0	8	11	4	19	0	9	21	66	97	73	0	37	80	97	0	13	0	1	0	14	5	0	22	8	10	32	13	62	7	19	24	34	10	6	46	8	8	3	38	8	33	16	0	51	15	1	12	12	26	28	0	5	31	1	5	161	15	68	3	43	50	3	47	3	0	7	1	3	3	31	4
0	0	0	0	0	0	3	4	0	5	2	10	0	0	0	0	3	0	0	6	0	0	0	3	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	2	5	0	0	6	0	0	7	4	0	2	4	2	0	0	0	3	0	7	8	0	0	18	5	0	0	0	0	0	7	18	0	0	2	3	0	0	15	0	0	27	0	0	0	2	6	0	0	0	0	21	0	6	0	5	0	0	0
0	4	0	0	0	0	0	4	5	0	0	0	39	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	4	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	10	0	5	14	0	0	0	0	0	0	4	0	10	0	0	4	4	0	1	2	0	2	2	0	0	0	0	0	1	0	0	1	2	0	4	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0
1	0	0	3	14	0	1	7	0	5	0	8	30	2	2	6	14	1	4	6	0	3	0	38	0	11	0	0	2	8	0	2	0	0	2	0	0	0	2	3	5	46	8	0	2	3	0	16	1	0	0	6	0	5	0	0	6	61	9	0	9	0	0	2	0	2	2	2	0	26	11	0	34	0	0	0	0	0	7	0	30	0	0	26	8	0	0	42	9	0	159	1	0	0	47	19	0	0	0	0	300	9	0	0	9	190	0	7
81	100	36	9	0	0	41	12	40	66	0	11	26	35	4	0	14	99	51	45	0	0	0	20	56	8	7	0	0	22	60	46	0	0	22	6	0	6	9	11	30	5	18	28	102	82	86	0	44	77	132	11	6	0	20	3	18	11	4	26	0	8	15	13	48	11	21	32	34	19	0	69	5	41	4	60	6	58	40	3	35	26	1	4	14	40	59	1	9	29	0	31	213	15	73	0	23	56	1	32	1	2	5	2	1	1	24	4
0	0	0	4	0	0	9	0	0	6	0	0	12	5	0	0	0	0	0	4	0	0	0	11	0	3	0	0	0	0	0	25	0	0	0	0	0	0	0	10	5	0	6	0	0	0	0	17	0	0	0	8	0	0	0	7	0	0	0	11	11	0	4	13	0	0	0	0	6	0	0	0	5	1	0	2	0	0	8	3	2	1	0	0	0	8	0	4	0	0	8	2	0	0	14	6	0	4	0	2	5	0	0	0	3	8	0	0
0	0	0	15	7	0	8	0	4	7	5	0	20	9	0	4	19	0	12	0	0	0	0	49	0	0	0	0	9	8	0	0	0	6	0	0	4	0	0	4	0	18	15	0	13	0	0	9	7	0	5	0	0	23	0	10	0	8	5	0	0	33	0	0	0	0	4	1	0	12	0	0	3	0	0	1	1	4	0	0	0	10	8	31	12	2	0	9	0	5	4	24	4	25	10	1	26	24	0	2	13	2	19	0	9	0	2	1
0	0	0	7	11	0	0	0	0	3	0	3	17	3	0	0	0	0	0	5	0	0	0	11	0	6	0	0	1	3	0	0	0	0	0	0	4	0	0	27	0	0	4	0	0	0	0	19	10	0	0	8	0	1	0	0	1	0	12	7	0	0	4	3	0	0	1	1	5	0	0	0	5	0	0	10	0	1	5	1	0	22	2	8	11	2	0	14	0	3	8	0	0	0	2	10	2	19	0	3	7	0	11	0	0	1	0	0
0	0	0	5	0	0	0	2	6	16	0	5	6	4	0	0	15	0	0	15	0	7	0	5	0	3	0	0	3	0	0	13	0	0	0	0	0	0	0	3	3	28	0	0	2	0	0	12	2	0	0	6	0	12	0	0	0	16	6	6	4	19	8	8	0	0	0	0	32	48	0	0	23	13	0	0	0	0	0	7	0	0	0	14	1	0	0	26	0	0	36	0	0	0	23	14	0	0	0	0	19	0	22	0	0	5	0	0
0	0	0	0	0	0	0	0	0	18	0	4	44	98	0	2	125	0	14	7	0	0	0	23	0	22	0	0	12	0	0	13	0	0	0	0	0	0	0	0	0	77	6	0	0	0	0	3	92	0	0	0	0	157	0	0	0	54	11	119	14	362	69	27	0	0	0	0	0	25	0	0	6	3	0	4	0	1	15	3	6	13	2	4	3	36	0	0	21	0	0	2	0	0	3	0	0	36	0	0	0	0	4	0	0	2	0	0
0	0	0	27	0	0	0	0	0	31	2	0	17	11	0	4	5	0	3	6	0	0	0	24	0	0	0	0	10	4	0	56	0	3	0	2	0	0	0	38	13	4	14	0	9	0	0	13	7	0	0	0	0	3	0	0	8	10	14	8	0	13	18	41	0	0	0	0	27	5	0	0	8	1	0	4	0	9	9	3	10	27	0	4	0	6	3	11	0	0	5	5	0	0	15	7	0	37	0	0	17	0	5	0	3	9	0	0
0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	6	0	6	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	6	0	3	6	0	5	0	4	0	0	0	0	0	0	4	0	0	2	1	0	2	0	7	0	1	2	8	6	1	2	4	0	4	0	0	9	0	0	0	8	10	0	0	0	0	2	0	1	0	0	1	0	0
0	0	0	8	0	0	28	0	0	28	0	15	0	0	0	0	9	0	0	16	0	0	0	0	0	0	0	0	28	5	0	15	0	0	0	0	0	0	0	6	0	6	12	0	18	0	0	27	12	13	0	18	0	0	0	0	11	12	29	0	14	0	0	4	0	0	13	0	35	22	0	0	3	5	0	13	0	9	10	3	6	18	0	4	10	10	0	11	0	0	9	0	0	0	6	5	3	18	0	0	1	0	9	0	4	0	0	0
0	0	2	7	0	0	0	0	0	5	0	0	10	2	0	0	4	0	3	0	0	5	0	5	0	3	0	0	2	3	0	3	2	0	0	3	0	0	0	4	12	2	0	0	0	0	0	9	2	0	0	2	0	0	0	6	7	7	6	0	0	5	8	0	3	0	0	0	5	0	0	0	11	0	10	3	0	0	0	8	0	8	10	3	3	0	0	0	0	0	10	0	0	15	0	0	0	5	5	0	6	0	17	0	0	3	5	0
0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	9	0	0	4	0	0	0	0	0	7	6	0	0	3	0	0	6	0	0	0	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	1	1	13	0	0	0	4	0	0	2	3	0	1	0	2	4	0	3	7	1	0	0	0	0	0	0	10	2	0	2	3	5	1	3	0	0	1	0	1	0	2	0
8	19	25	63	14	8	56	0	17	52	6	0	27	33	0	14	0	14	7	47	0	218	0	41	77	0	0	0	0	42	22	50	15	0	11	0	0	0	0	37	145	0	43	9	140	47	56	0	24	5	48	10	0	0	0	8	69	0	0	12	0	0	20	43	35	7	0	0	191	0	0	14	2	2	2	8	16	2	3	3	20	49	1	1	1	13	12	80	15	33	40	30	32	123	143	35	119	63	0	4	46	11	4	4	14	51	0	10
0	0	10	4	0	0	0	2	0	4	0	0	0	3	0	5	4	0	0	12	0	0	0	2	5	6	0	0	36	9	0	4	0	0	0	0	0	0	2	5	3	4	14	0	0	0	0	0	6	0	2	2	0	2	2	2	3	0	10	0	9	3	3	0	0	0	4	28	26	8	0	0	10	8	0	5	0	17	3	3	7	4	0	27	27	4	0	0	11	0	0	0	0	12	0	0	4	3	0	0	0	0	10	0	0	0	0	0
0	0	0	0	0	3	0	0	12	0	0	0	14	0	0	0	0	0	0	5	0	8	0	8	4	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	3	7	0	0	0	0	0	0	0	0	4	6	6	0	0	0	0	0	0	0	0	3	10	12	0	0	6	0	0	0	2	0	0	0	2	3	0	2	0	0	4	2	6	0	2	0	2	4	2	0	0	2	2	0	0	0	4	0	2	0	0	2
23	8	26	21	3	16	1	26	54	10	12	7	8	13	26	9	13	26	44	7	5	0	0	7	46	10	13	14	19	0	4	7	45	38	11	33	40	11	19	26	1	7	24	9	13	7	41	0	9	10	21	4	4	7	13	14	15	8	10	12	0	17	23	16	27	19	16	46	9	0	40	1	6	16	8	35	5	10	17	4	17	25	5	8	0	21	69	6	13	68	1	13	157	27	13	6	14	145	8	101	0	20	0	8	36	3	47	8
0	0	0	0	0	0	0	3	0	15	0	11	20	0	0	0	0	0	0	9	0	0	0	19	3	0	0	0	4	3	0	11	0	0	0	0	0	0	3	5	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	3	0	0	0	0	5	0	0	0	4	18	8	0	0	6	0	0	0	0	1	3	2	0	2	0	2	0	0	0	4	0	2	4	0	2	3	3	0	0	4	0	0	3	0	2	0	2	0	0	0
1	0	0	6	4	3	47	9	0	19	2	56	10	9	0	3	20	0	2	22	0	12	0	8	2	13	0	0	22	20	0	14	0	0	0	0	0	0	2	7	41	27	8	0	59	2	0	75	10	18	0	94	0	7	2	1	24	36	33	6	22	10	8	8	0	0	33	15	65	73	1	0	98	0	0	0	0	0	0	79	21	0	0	136	1	0	0	100	0	0	160	0	0	57	0	83	0	0	0	0	179	0	154	0	43	39	0	0
0	0	0	8	2	0	0	0	2	0	0	0	0	0	0	0	20	0	3	0	0	0	0	1	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	19	0	24	5	0	0	0	0	22	0	0	0	0	0	17	2	0	5	11	9	0	0	15	0	0	0	0	0	0	0	42	0	0	13	73	0	3	0	0	0	2	0	5	0	9	2	0	0	17	0	0	5	0	0	0	0	0	0	0	0	0	14	0	2	0	0	4	0	0
0	0	1	0	2	0	0	0	10	1	0	0	29	8	2	0	4	0	8	2	0	0	0	21	0	0	0	0	4	0	0	2	0	0	5	0	0	0	0	0	0	18	0	5	0	0	0	0	3	0	0	0	0	3	2	0	0	11	3	7	0	5	4	2	0	0	1	0	0	8	0	0	8	0	8	0	6	0	0	8	12	0	0	8	0	0	0	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	13	0	0	0	1	0
0	0	0	12	0	0	1	0	0	12	0	5	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	4	0	35	0	0	0	0	0	0	0	4	8	1	5	0	9	0	0	1	5	8	0	5	0	0	0	0	1	0	7	4	18	0	7	7	0	0	4	0	4	0	0	0	3	0	0	3	1	5	3	3	1	3	0	5	5	3	0	12	3	0	13	4	0	1	8	7	1	3	0	0	13	0	5	0	1	5	0	0
0	0	0	5	0	0	6	0	0	13	2	7	0	0	0	4	7	0	0	16	0	0	0	0	0	3	0	0	17	9	0	10	0	0	0	0	0	0	0	8	13	8	6	0	4	0	0	9	4	6	0	9	0	0	0	0	21	5	12	3	0	3	0	3	0	0	15	13	20	16	0	0	5	2	0	10	0	8	8	2	5	6	0	36	63	14	0	11	0	0	16	0	0	0	17	2	0	0	0	0	10	0	10	0	0	5	0	0
380	57	173	0	16	0	501	46	26	82	25	165	17	57	0	0	46	313	259	102	4	29	1	1	646	75	323	84	0	0	73	74	80	0	16	0	0	318	37	0	16	44	0	81	416	236	113	0	138	137	483	290	21	4	122	22	0	12	0	12	158	29	10	29	606	9	250	254	229	58	271	106	6	0	47	6	19	36	19	10	0	13	0	24	9	11	83	11	14	87	5	5	12	56	17	0	34	95	0	86	0	56	1	0	0	0	77	0
0	0	0	0	0	0	3	3	0	0	0	6	0	5	0	0	3	0	0	0	0	35	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	7	0	0	0	0	3	0	0	0	8	0	0	10	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	2	0	2	0	2	0	3	0	5	0	0	9	0	0	0	15	6	0	3	0	0	4	0	2	0	0	1	0	0
0	0	0	0	0	0	5	0	0	4	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	4	2	0	0	0	0	2	0	0	0	4	0	0	0	0	5	2	0	0	3	2	0	10	3	0	0	7	0	0	0	0	0	0	6	2	3	0	5	2	0	0	0	0	5	2	2	0	8	0	5	0	5	0	0	11	0	0	26	0	3	0	0	0	38	0	6	0	0	29	0	5	0	0	0	0	3	0	3	4	19	4	0	0
269	1067	205	10	1714	1260	100	247	2262	165	9029	302	90	29	794	9660	3	96	212	169	536	9	843	5	638	28	148	147	60	131	2066	319	151	694	2444	547	180	811	519	17	127	65	46	142	85	207	381	75	43	128	699	54	956	5	157	2299	122	26	165	17	76	3	107	168	156	124	300	133	79	3	162	838	30	672	27	334	0	743	227	19	206	725	237	0	0	275	1769	0	0	1132	0	1198	7339	30	270	18	31	3174	747	4401	15	28	16	31	61	14	0	67
0	0	0	6	0	0	0	0	0	6	0	0	3	11	0	0	5	0	6	0	0	0	0	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	4	6	0	3	0	2	0	0	0	5	3	0	0	0	6	0	0	5	3	3	3	4	0	0	0	0	0	0	0	5	0	0	0	5	0	0	4	0	14	2	11	2	0	0	11	5	4	0	0	0	0	5	0	0	0	2	0	0	0	0	0	6	0	3	0	0	5	0	0
6	21	99	47	3	145	1	298	0	37	11	122	0	3	1	4	59	5	6	44	5	0	17	0	66	75	182	30	0	4	0	103	153	81	0	0	0	290	483	29	23	9	53	101	1	210	563	0	9	2	15	10	56	11	232	2	16	4	0	3	217	29	44	49	199	11	28	204	24	99	98	29	87	351	212	0	69	0	0	0	0	0	0	60	54	0	0	0	48	0	0	112	0	114	0	0	475	0	0	61	0	47	52	73	0	0	343	0
12	7	20	5	0	0	0	12	40	15	0	5	12	0	0	0	0	11	0	28	0	14	0	11	61	5	0	0	0	0	24	17	8	4	32	0	0	7	10	5	0	0	5	14	15	53	55	0	5	10	24	0	0	0	0	0	0	0	0	0	0	0	6	0	37	0	10	24	27	0	0	0	1	13	5	4	5	2	2	3	4	14	0	7	18	5	6	1	12	7	0	7	60	13	2	0	56	16	1	6	1	1	3	1	1	0	33	2
0	0	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	1	1	0	0	4	3	0	3	0	0	0	0	0	2	0	0	4	3	0	1	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	7	3	4	0	0	0	0	6	0	0	0	0	0	0	0	2	4	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	9	0	0	0	0	4	0	0	0	0	0	2	15	0	0	0	0	0	5	0	0	0	12	0	0	0	0	0	3	0	6	0	0	0	0	0
3	0	8	15	7	3	107	5	12	27	5	34	357	19	0	0	60	9	33	25	0	202	0	322	0	24	0	0	25	17	5	50	0	0	19	0	0	0	0	8	3	155	17	0	100	0	0	50	26	10	0	33	0	27	34	8	9	254	33	12	14	44	0	0	0	6	4	8	37	241	1	0	2	183	0	81	0	117	358	0	53	223	3	0	0	466	16	0	0	92	0	103	42	0	38	0	0	363	0	24	0	0	0	0	0	4	0	0
0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	4	7	3	0	0	0	0	0	6	0	0	0	3	0	0	0	0	9	0	5	0	0	0	0	0	0	0	4	6	5	5	0	0	3	2	0	4	0	4	5	0	4	0	0	3	3	5	0	0	0	0	0	0	0	0	4	3	0	2	0	2	0	0	4	0	0	0	0	0
0	5	0	0	9	0	0	0	0	0	3	0	0	0	0	5	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	28	0	0	4	0	3	2	2	8	0	0	12	0	0	0	0	0	0	0	2	0	0	0	2	7	0	0	0	4	0	5	0	0	0	3	0	11	0	0	0	2	9	50	0	0	6	0	6	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	18	0	8	0	0	0	0	15	0	12	0	0	0	0
0	0	0	5	0	0	0	0	0	5	0	9	16	4	0	0	39	3	22	5	0	0	0	24	0	13	0	0	19	5	0	27	0	3	0	0	0	0	0	13	0	31	5	0	0	0	0	3	13	0	0	9	0	12	14	5	3	61	9	14	39	17	12	18	0	5	0	9	4	38	5	0	2	32	0	20	0	49	33	1	19	43	5	0	0	32	5	0	0	4	0	3	2	0	5	4	0	62	0	2	1	0	0	0	0	0	0	0
0	0	0	10	0	0	0	3	3	3	0	5	11	11	0	0	11	0	0	2	0	0	0	24	0	0	0	0	5	2	0	7	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	3	9	3	0	2	0	18	0	0	10	12	4	14	11	2	0	3	0	4	0	0	0	0	0	0	3	4	0	0	6	0	3	0	4	10	0	0	3	0	2	6	0	0	3	0	2	2	0	0	0	3	0	3	0	0	6	2	0	0	0	0
3	17	0	0	0	0	6	29	0	0	0	0	0	0	17	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	0	5	23	4	6	0	0	0	5	0	13	0	0	3	0	6	14	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16	3	32	1	0	0	0	0	7	3	0	4	0	0	0	0	2	0	6	0	19	2	0	2	0	0	0	35	3	0	2	0	4	8	0	1	9
0	0	0	2	7	0	13	0	0	1	0	1	15	1	0	0	0	1	1	1	0	65	0	17	0	0	0	0	1	2	0	5	0	4	0	0	0	0	0	5	6	1	13	0	10	0	0	0	2	0	0	0	0	0	1	28	6	0	1	1	1	0	1	0	0	0	0	0	2	1	0	0	11	9	0	0	0	0	0	18	19	0	0	7	0	24	0	0	0	0	0	22	0	0	0	0	21	0	0	0	0	0	0	0	0	0	5	0
0	0	0	0	0	0	2	2	3	0	2	0	0	0	0	1	1	0	0	0	0	63	2	1	5	2	0	0	0	0	0	36	4	0	2	3	0	1	0	0	6	3	37	0	0	2	0	2	0	0	0	2	0	0	23	0	0	0	0	0	1	1	2	1	0	0	1	3	0	0	0	0	5	29	7	0	0	0	0	0	0	0	8	0	0	0	0	0	0	12	0	16	0	0	23	0	0	0	0	6	0	0	0	0	0	8	0	0
2	0	0	0	0	0	16	0	0	3	4	0	0	3	4	0	4	0	0	6	0	0	0	0	11	0	0	0	17	7	0	4	0	0	0	3	7	0	0	7	25	2	0	0	20	4	0	33	4	13	4	0	0	0	0	0	9	2	13	3	0	0	8	5	0	0	0	0	12	6	0	0	3	0	0	0	0	0	0	0	3	0	37	5	2	0	0	57	0	0	30	0	0	29	31	57	4	0	44	0	58	4	0	11	23	32	0	18
0	0	0	0	3	5	0	17	0	0	54	0	0	0	12	109	0	0	0	0	0	7	0	0	8	0	3	0	0	0	0	3	6	0	4	0	0	3	12	0	0	0	0	3	0	5	5	0	0	0	0	3	0	0	12	29	0	0	0	0	0	0	0	0	3	0	0	3	3	0	6	6	2	21	0	0	0	0	0	0	12	0	1	0	0	0	2	0	18	0	0	12	48	25	13	4	17	3	3	5	2	4	2	0	0	0	4	4
