id	KO	Vil1.01B.FP11	Vil1.03B.DTT35	Vil1.03B.FP35	Vil1.01B.DTT11	Lyz2.07B.FP283.S81	Itg.24.DTT531.S26	Vil1.10B.FP116	Itg.04.DTT423.S15	Lyz2.06B.FP271.S69	Vil1.05B.FP59	Vil1.08B.FP92	Vil1.02B.DTT23	Itg.20.FP507.S10	Lyz2.06B.DTT271.S113	Vil1.04B.FP47	Lyz2.02B.DTT223.S63	Lyz2.05B.FP259.S56	Itg.22.DTT519.S14	Lyz2.04B.DTT247.S88	Vil1.09B.FP104	Vil1.13B.FP152	Itg.26.DTT543.S39	Vil1.14B.FP164	Itg.24.FP531.S34	Vil1.010B.DTT119	Vil1.05B.DTT59	Vil1.07B.FP83	Itg.26.FP543.S47	Vil1.08B.DTT95	Itg.18.DTT495.S90	Itg.12.FP471.S73	Itg.20.DTT507.S2	Itg.12.DTT471.S65	Lyz2.03B.DTT235.S75	Itg.10.DTT459.S53	Itg.08.DTT447.S40	Vil1.09B.DTT107	Vil1.014B.DTT167	Lyz2.08B.DTT295.S137	Itg.06.DTT435.S28	Vil1.06B.DTT71	Itg.04.FP423.S23	Lyz2.04B.FP247.S44	Lyz2.01B.FP211.S59	Vil1.06B.FP71	Vil1.07B.DTT83	Lyz2.01B.DTT211.S51	Lyz2.08B.FP295.S93	Lyz2.03B.FP235.S83	Lyz2.07B.DTT283.S125	Itg.10.FP459.S61	Itg.02.DTT411.S3	Itg.16.FP483.S86	Lyz2.02B.FP223.S71	Itg.02.FP411.S11	Itg.06.FP435.S36	Vil1.02B.FP23	Itg.22.FP519.S22	Lyz2.05B.DTT259.S100	Vil1.04B.DTT47	Itg.08.FP447.S48	Vil1.013B.DTT155	Itg.18.FP495.S98	LYZFP307	LYZFP331	SLCFP131	SLCFP023	SLCdtt005	LYZFP355	LYZFP319	SLCFP005	SLCFP053	SLCFP095	SLCdtt095	SLCFP077	LYZdtt367	LYZdtt319	SLCFP113	SLCFP071	SLCdtt113	LYZdtt355	LYZdtt343	LYZFP343	SLCdtt077	LYZdtt307	LYZdtt331	SLCdtt053	SLCdtt167	SLCdtt149	SLCFP167	SLCFP149
K03764	K03764	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K03765	K03765	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K03767	K03767	427.75	458	1792.75	827	42.25	498.5	845.5	4407	75.75	1278.25	196.5	672.5	369.5	172.75	148	341.75	205.75	353.25	307.25	641.25	1414	559	1065	1084.25	5943.25	2175	2284.25	573.25	4410.5	428.25	362	192.5	218.25	175.5	290.75	494.75	4968.25	762.25	93.75	615.75	3140	2450.75	68.75	140	2219.25	1810	2799	85	108.75	548.5	662	208.25	825.25	89	187	727.75	82	665.25	450	703	245	2164.25	369.25	1187.25	2245.75	1731	516	404.25	290	1880.75	965.75	532	49	174	4	512	395	92	479	387.5	1638.25	394.75	4565.25	85.25	834	1547	1163.75	631.5	4230.25	1873.75	129.25
K03768	K03768	65426.75	8321.71	89116.91	27077.26	28965	47402.04	65852.32	113001.17	28097.75	108108.12	68369.27	24911.3	92530.15	22688.79	71041.85	43569.81	14418.83	35843.03	41171.12	70325.75	90433.02	36539.35	69392.65	110075.75	15636.11	2817.65	48938.87	67190.93	5288.2	32819.09	74076.76	24141.46	23972.65	48125.06	48526.88	42375.79	10782.15	19913.41	8252.02	65898.31	3291.5	191339.05	30722.91	131750.24	63308.2	2189.25	30486.42	28562.62	125916.94	6711.58	114135.29	41489.68	68706.15	126743.86	190008.08	65965.09	65090.03	109834.11	20238.26	9299.01	58558.22	30281.2	90720.7	74264.84	273955.71	37867.06	17486.78	24668.04	71256.19	149359.95	68500.94	37853.59	96946.51	32979.23	33269.1	44395.29	28444.04	7292.7	46039.55	23366.89	56341.12	34544.35	144798.31	48633.55	105638.91	53408.24	33809.12	148398.63	176149.58	59401.95	67478.9
K03769	K03769	5724.83	397.58	1036.42	678.92	1668.25	356.17	2279.41	1260.33	2885.5	6363.25	2092.33	1149.17	6409.83	938.25	5056.25	495.08	1272.09	568.92	810.25	2055.91	1490.17	1177	2397.17	470.5	6040	2175	4377.33	1859.83	4438.5	2298.25	1608.17	1037.91	472.75	326.25	306	1410.33	5017.75	496.25	275.17	1012.75	3140.5	217.75	333.5	512.83	6615.66	1827	3027.75	1634.66	2020.92	619.75	838.83	642.5	6426.08	753.83	3264.17	2498.5	3203	2106.5	2012.5	930.75	1099.17	2139.5	1176.67	7409	1989	3489	1076	349.58	744.25	3863.92	1006.33	1696.5	98.33	207	505	3068.59	452.75	441	1181	613	396	704.58	3100.16	189.67	1580.08	3233	2661.25	1361.92	9730.25	6642.5	8836.92
K03770	K03770	7265.09	748.45	2000.19	2358.71	1271.75	635.73	10767.73	2903.58	3143.17	8865.53	5794.59	3226.66	8195.87	2756.12	7035.34	5211.46	2375.5	1726.14	1892.7	8079.1	39067.57	2964.53	7290.65	749.75	6259.48	2175	6012.63	5088.86	4453.7	3864.71	4277.33	2273.42	2588.7	3552.57	1445.79	5106.21	5243.12	827.43	1175.02	4692.02	3140.5	1157	471.43	2556.58	9556.34	1831.75	4984.77	1762.29	5592.5	1573.57	3702.91	2021.87	11358.91	3381.5	9291.12	6238.25	8234.16	3407.4	4904.76	1799.33	1913.75	3575.1	1888.87	12503.33	3211.69	6733.41	1997.75	683.09	5045.99	6903.83	1514.91	3642.11	111.41	240.76	1400.75	19584.98	961.69	1048	4812.41	1849.16	3369.78	1706.97	4564.47	2262.14	4738.71	8873.73	8682.45	10420.28	18958.27	12268.65	11384.28
K03771	K03771	9622.67	1048.98	2566.47	4041.33	1721.25	835.3	17600.55	4401.31	3619.52	10795.65	8840.52	5202.48	10646.41	4500.32	8220.92	9907	3570.25	2843.85	2761.99	13026.63	60930.63	4657.22	11986.29	1043	6406.62	2175	7885.42	8517.55	4453.91	5432.34	6879.83	3494.26	4678.32	6752.89	2504.41	8528.92	5426.99	1117.28	2063.03	8002.28	3140.5	2099.25	641.36	4598.33	11802.85	1836.5	6463.78	2084.58	9151.75	2349.06	6407.16	3416.91	16703.91	5951.5	15412.41	10145	13841.83	4723.97	7732.36	2598.58	2693	4179.69	2604.91	17937	4393.22	10150.83	2825	1052.92	9324.74	10074.92	2052.83	5220.73	138.83	281.53	2323.5	35501.54	1441.96	1629	6085.83	3069.33	6251.39	2628.51	5935.95	4371.96	7993.51	14363.47	14589.64	19547.81	27689.46	17760.81	10125.49
K03772	K03772	2860.42	640.25	1209.83	2360.92	490.75	465.83	8716.33	2487.67	523.08	3106.83	5177.83	3003.67	2635.75	1892.75	2330.67	5337	1589.5	1463.67	1721.83	7264.58	12365.17	2433.17	6483.17	322.25	6149.92	2175	2300.92	4274.75	4422.58	2222.25	2726.5	1363.25	2349.5	3503.5	1308.25	4097	5204.25	668	1015.42	4395.42	3140	974.5	204	2228.75	4315.25	1814.75	4530.17	377	3707	1267.25	2872.75	1740.75	6178.75	2675	6249	4107.75	5804.33	1361	3679.83	1831.5	785.25	4522.67	842.75	6315.83	1494.08	5876.08	1516.75	668.42	4646.33	3802.83	1646.58	2374.08	104.08	373.83	922.75	16741.5	691.75	755	3437.08	1953.83	3182.5	1486.42	1864.33	2129.08	4049.58	6720.33	7718.17	9629.25	13047.25	7221.83	1793.33
K03773	K03773	7313.92	1161.68	2439.25	5253.45	1412.75	888.37	22116.37	4704.55	1520.53	6943.27	9973.95	6334.8	7425.78	5368.69	6186.17	14217.71	3693	3442.4	2959.78	16556.82	86753.86	5561.41	14996.1	882.75	6392.26	2175	6454.21	10511.41	4437.95	4829.8	8399.16	3813.93	6407.77	9798.71	3354.2	10873.13	5468.36	1139.96	2802.21	10069.71	3140	2829	538.29	6326.91	8688.19	1824.25	7690.96	1099.87	11123.5	2991.38	8657.57	4224.78	16841.07	8532	18460.53	11879.25	17202.33	3968.37	8722.46	2929.66	2721.75	3395.45	2148.78	17137.17	3696.25	10536.58	2691.25	1157.42	12926.32	9571.84	1667.08	5749.18	89.58	123.63	2855.25	49335.27	1555.4	1895	7446.58	3775.83	8818.17	2888.89	4293.26	6453.44	10175.81	16795.04	18069	27669.34	27242.98	16749.3	2648.36
K03774	K03774	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K03775	K03775	2859.75	624.95	1032.03	2123.87	546.75	448.57	9017.07	2152.74	619.51	2743.37	4671.43	2777.82	2866.37	1961.62	2237	5079.96	1534.5	1337.3	1444.54	6751.44	28607.73	2300.69	6050.81	323.25	6091.64	2175	2570.29	4000.36	4415.54	2022.21	2945.83	1507.92	2279.2	3431.07	1249.29	4061.71	5136.62	601.93	1011.18	4015.18	3140	979.5	208.43	2216.08	4114.84	1814.75	4383.93	441.29	3834	1365.07	3036.41	1605.37	6062.41	2939	6376.62	4238.75	6034	1499.9	3365.6	1548.83	969.25	2999.26	795.37	6359.17	1423.53	4877.75	1223.75	557.75	4691.83	3828.67	1128.25	2202.95	67.75	211.1	971.75	17036.48	672.19	709	2562.75	1618.5	3181.28	1320.13	1970.31	2185.48	4005.55	6304.57	7032.61	9931.28	11102.27	6670.99	445.62
K03776	K03776	225.5	213.75	90.25	139.75	72.25	157	66.25	76	108.5	71.75	27	186.5	299.5	87.25	204.75	34.75	106.75	44.25	75.25	41.25	61.5	363	23	17	5857.5	2175	239	33.5	4408	118.25	81	78.75	19.25	44.75	29.5	133.5	4866.25	187.75	33	84.75	3140	22.25	11.5	19	171	1810	2637.25	68	53.75	413.25	66.5	31	32.25	42	159	176	272	156	84	412.25	56	483	15	268.5	88	138	32	40.25	208.75	342.25	62	158	0	0	20	159.75	98.25	9	18	9	104	99.25	347.5	13	222.25	117.5	131.75	60.25	101.25	219	66.25
K03777	K03777	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K03778	K03778	46780.17	8143.4	129792.66	23678.84	16920.75	100310.6	21226.9	119973.91	34213.59	116863.24	65403.51	20963.99	82844.57	23722.32	43240.02	37086.06	13306.75	48754.22	52038.17	12214.27	69656.9	23259.01	34613.48	212787.25	19721.81	2812.4	23737.21	69303.91	5221.62	37698.21	68451.43	24036.92	27378.7	52846.23	58643.34	42624.8	9690.12	40199.68	6586.35	60713.4	3277	220290.8	54036.33	125416.33	28998.45	2153	26541.75	22401.29	152534.85	3988.03	150526.06	55818.52	20980.16	116238.7	181842.42	55144.75	59720.03	156888.2	12503.68	6974.68	68833.3	24845.93	101842.37	89624	9099.27	27660.98	7728.2	32585.87	23097.76	383844.8	82212.78	39133.88	136533.93	46449.33	33210.85	20740.79	54148.9	4702.2	47058.63	25113.23	47939.02	26128.1	83463.25	47844.11	147041.19	6857.9	29337.93	172093.48	133968.06	65809.07	30506.15
K03779	K03779	52	263.75	88.25	148.75	10.75	344	26.25	343	38.5	228.75	3823	218.5	38.5	309.25	19.75	34.75	12.75	154.75	202.25	43.25	2365	513	515.5	13	5881.5	2209.5	50	103.5	4416	640.75	17	270.75	93.25	53.75	97.5	457	4923.25	366.25	47	192.25	3151	13.25	10.5	8	495	1810	3215.25	46	6.75	662.25	11.5	26	14.25	19	26	6	14	28	91.5	433.25	10	840.5	6	178	170	37	0	143.25	74.75	211.25	52	9	0	0	9	323.25	184.75	9	0	32	186.5	203.75	221	150	1590.25	206.5	4.75	304.25	6896.75	3	30.25
K03780	K03780	54	263.75	101.25	148.75	10.75	344	68.25	375	38.5	252.75	3881	225.5	41.5	318.25	19.75	34.75	12.75	161.75	207.25	70.25	2365	513	523.5	13	5881.5	2209.5	56	123.5	4416	688.75	17	270.75	97.25	57.75	104.5	470	4923.25	366.25	47	212.25	3151	13.25	14.5	11	532	1810	3215.25	48	6.75	665.25	11.5	26	14.25	19	26	6	14	28	91.5	439.25	12	840.5	6	180	172	41	0	145.25	74.75	214.25	52	13	3	3	9	330.25	184.75	9	2	32	189.5	205.75	224	150	1594.25	211.5	16.75	309.25	6899.75	3	31.25
K03781	K03781	4998.92	1409.45	20905.63	1430.97	790.25	844.03	2946.58	1480.67	2618.08	2171.7	2325.08	1063.67	6462.45	1024.45	4835.77	334.6	991.75	729.42	1489.63	2475.08	12162.17	17480.82	1904.17	1321.75	6046.67	2181.4	3952.67	1593.8	4441.33	2486.25	2222.1	1841.5	456.5	455.08	925.05	1795.67	5024.75	558.75	319.92	1259.97	3140.5	341.05	318.65	597	6793.53	1827	4406.32	1428.5	2006.85	962.38	2892.9	481.15	5770.5	930.95	3188.3	2324.5	2568.53	2182.3	1721.58	1826.1	1197.3	1134.42	1612.75	6732.83	1287.16	2102.48	825.2	2579.87	403.93	3463.38	492.53	1459.68	48.93	48.73	622.85	3800.23	591.88	365.2	1717.13	263.23	3748.57	14250.22	1658.11	548.13	1907.06	3605.08	2262.32	1761.2	8451.87	4616.58	9649.03
K03782	K03782	8.5	219.75	384.25	121.75	8.25	164	106.25	167	5.5	4210.75	68	174.5	7.5	69.25	27.75	27.75	0.75	45.25	98.25	51.25	67.5	372	25	4	5862.5	2175	15	61.5	4408	143.25	5	99.75	34.25	40.75	33.5	125.5	4869.25	205.75	30	72.75	3140	3.25	1.5	6	195	1810	2603.25	10	1.75	435.25	2.5	26	16.25	6	14	3	9	4	32	404.25	0	486	1	100.5	758	5	7	59.25	201.75	69.25	52	3	1	0	1	77.75	87.25	4	5	9	69	54.25	1603.5	35	225.25	122.5	9.75	12.25	38.25	1353	21.25
K03783	K03783	22390.08	1532.11	8098.61	3366.37	10739.75	1985.24	27330.23	11805.06	8952.76	8369.62	50215.26	7061.16	50595.04	6143.87	15225.66	5697.21	3600.24	2815.3	7579.79	32753.35	29149.81	21087.53	28024.24	3786	781.39	17.25	16615.87	16257.43	82.04	7263.71	7872.66	7135.42	3377.62	4649.23	1977.71	7225.04	896.2	2470.93	1913.76	8510.67	0	4733.75	1366.51	3676.08	33942.58	22.75	3465.93	6629.46	8281.92	2450.07	7078.9	4169.45	29266.16	6439.33	50393.78	19778.34	19667.67	6588.98	6249.68	1513.33	3454.75	1155.26	2132.95	29349.01	120867.45	15342.75	2890.08	1734.17	5087.33	15320.92	2013.5	13998.28	508.92	276.27	1940.75	26555.4	2014.44	3123	8093.59	2893.33	5101.28	2474.46	8623.31	3636.24	17219.22	24485.58	9469.03	17498.61	29832.28	11846.24	27533.54
K03784	K03784	54102.66	6212.44	75769.3	23955.47	25044	24279.29	29249.07	84196.4	14267.5	91553.04	46070.16	14263.26	71128.2	12469.45	32207.76	37354.18	8215.83	16644.42	30818.8	32593.07	12633.5	25144.74	29194.6	48766.25	12988.25	2799.65	33319.16	28739.2	5211.5	15477	26837.1	17970.41	9284.42	40570.07	23042.22	19152.25	9002.83	12294.75	6385.25	55488.54	3278.5	130230.05	19380.23	122877.58	25699.76	2159.75	25820.15	23129.83	104148.94	4189.21	43753.47	22377.48	24349.58	116873.36	83100.63	53841.84	31426.12	45313.63	9685.08	5189.1	25021.22	7539.75	28025.25	52875.09	140549.83	21251.15	6967.03	8529.95	44330.85	137412.22	9984.28	22106.18	39327.6	22038.82	27046.35	20650.07	26549.96	1622.45	24030.89	4652.48	50420.99	28861.96	113340.52	43563.48	92670.81	24977.51	12550.07	119745.45	105548.05	27978	38190.04
K03785	K03785	14348.08	1637.24	14903.83	1880.34	9212.75	12717.92	11022.4	9050.57	8690.33	5366	13128.99	6742.43	31378	4859.75	19346.33	1114.08	3541.33	3845.34	10664.33	11829.4	8167.92	21820.01	10778.52	24924.75	7035.42	2193	15388.33	17237.4	4443.83	6106.75	23845	4065.91	7579.42	4766.24	14001.42	11545.33	5369.33	2187.5	1003.42	5171.66	3152.5	5912.25	11370.83	4779.58	25314.23	1817.75	4805.92	5391.83	17753.34	1814.08	30500.07	632.58	29715.08	6551.16	2740.33	13173.34	22319.25	11983.33	4750.66	1779.5	17273.92	2703.67	12613.75	14785.17	17119.33	7488.58	7161.83	10927.42	22062.58	8432.25	23214.91	6967.41	1343.83	532.25	3382.75	6884.09	1353.08	3195.25	7843.42	11495.41	3839.67	3821.58	32663.57	2052.51	10665.91	6757.84	2141.84	19295.25	29276.93	10349.33	27021.67
K03786	K03786	7978.25	1263.9	6385.08	3044.92	1705.5	1957.27	25785.32	6354.74	4250.01	10902.82	38037.43	5240.32	11630.07	5019.07	7287.85	5650.31	3201.25	2756.55	4293.09	27907.69	29238.23	20760.09	24478.31	2664.75	775.64	6.4	9414.29	14096.16	59.04	6135.96	6102.43	4572.67	3092.95	3964.82	2219.59	7156.21	881.87	1643.68	1333.18	6096.23	0.5	2610.05	706.33	3397.08	19331.04	21.75	3583.08	2380.29	5981.35	1711.12	6436.81	4100.77	13048.16	4477.2	47682.92	7038.75	10828.7	4296.7	6141.1	2700.68	2600.05	2569.76	2348.37	14834.67	119346.53	7660.15	2696.45	1121.2	5410.68	8715.72	1848.45	4496.05	235.85	364.5	1765.35	22259.63	1353.24	1691.2	4269.05	2042.9	7008.18	16105.68	5745.51	3305.28	8197.2	24249.07	9919.76	13736.73	21217.72	13569.99	8872.57
K03787	K03787	7522.75	1178.78	5876.86	2363.04	1445.75	1313.4	21025.9	4268.4	3755.18	9314.2	6646.76	4522.99	8611.04	4157.95	6470.5	5380.29	3079.5	2216.63	2037.87	23573.61	29074.73	4025.36	18453.31	1725.75	6544.81	2175	6341.96	8636.69	4446.04	4164.88	5540	2450.09	2797.37	3659.57	1608.12	5384.21	5654.12	1308.1	1217.68	5336.18	3140.5	2311	506.43	2804.25	10289.01	1831.75	4731.43	2105.29	5700.5	1623.24	6040.75	4021.54	11834.25	3880.5	46848.79	6720.25	10469	3850.07	5994.43	1807	2168.75	3046.76	1931.04	13121	119058.86	6926.75	2549.75	830.75	5340.33	7445.67	1566.25	3455.45	173.75	320.1	1452.75	19863.31	1049.02	1562	3939.75	1954.5	3497.61	1900.46	5142.31	2513.15	5183.38	22518.07	9036.11	10739.28	18858.94	12490.49	8467.29
K03788	K03788	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K03789	K03789	52140.16	6569.69	82644.3	24354.72	19050.25	46019.29	33147.82	107759.9	24539.25	105654.87	49889.16	18339.76	63011.7	18320.95	52248.51	37913.68	9617.83	33647.17	36233.3	36628.57	41041.25	32798.74	47254.85	108362.75	14773.5	2782.4	37739.66	55578.7	5246.5	27645.25	59650.1	19482.16	20904.92	43890.49	46521.47	34046.58	9698.33	18460.5	7004.75	58656.79	3279	187826.3	29971.98	126348.08	53121.43	2177.75	27321.15	26004.83	119924.94	4213.38	105184.97	37771.73	49210.58	118690.11	144555.63	52461.09	49331.12	105041.63	11979.83	7165.85	51182.22	25917.75	80651.75	61784.84	142741	26170.15	11388.53	23606.95	45421.85	142884.97	67003.03	26797.68	95914.6	32391.32	32121.85	24455.74	27303.13	5854.45	37486.39	21523.48	51217.07	30015.71	116993.94	45984.23	96560.98	28582.76	25693.07	135365.7	150268.63	48633.5	44945.54
K03790	K03790	47231.83	5668.49	61200.08	22928.09	18085.25	6229.67	34334.65	78858.32	9434.08	88434.58	50885.24	12039.68	48825.25	10939.5	18209.58	37414.08	3722.33	11367.59	23694.58	43730.15	16958.92	55722.76	38404.27	14857	17151.17	4934.25	28565.58	24322.4	9643.83	9603.75	11697	13971.91	6710.92	37472.66	18154.92	12215.41	13806.83	5030.25	6649.17	52996.66	6406	117383.75	10967.58	119942.33	38449.4	3964	28802.42	23502.33	91521.34	4210.25	25086.32	17370.58	24932.58	113576.16	94063.83	45961.34	21768.5	24022.58	5069.66	3494.75	11300.67	8134.67	8131.5	43626.17	242601.75	14789.08	2683.33	5299.92	22997.33	55457.75	4422.16	12227.91	24773.83	17114.5	26658.25	20135.01	17351.75	2976	19274.17	4075.66	45240	12563.58	87563.74	43324.01	76406.33	33448.34	9912.34	107727.75	95463.01	13515.33	27277.42
K03793	K03793	0	4	5	0	5	0	27	1	16	12	0	0	61	0	108	0	0	4	3	11	0	6	4	3	3	0	31	17	0	4	8	3	3	0	2	8	0	5	0	8	0	1	2	3	52	0	0	19	2	0	6	0	15	6	29	26	0	9	0	4	5	0	0	24	0	21	15	0	39	52	9	0	0	0	11	0	0	13	16	6	11	0	0	0	0	0	0	2	55	5	23
K03794	K03794	93.5	319.75	6706.25	101	0	0	11.25	80.5	0	47.75	11.25	0	259.75	0	19.5	6.25	0	4	22.25	100.5	0	14.75	0	7.75	4.75	0	18	8	0	127.5	199	19.5	21.25	4.25	93	7.25	14	0	4.75	6.75	0	38.25	0	9.5	9	0	157.5	9.5	6	3	650.5	3	37.25	8.5	5	11.25	20.5	8	11.25	0	5	0	159.75	3	3	2.25	18	766.25	1.75	4.25	15.75	1.75	0	0	44.75	2.5	2.25	0	0	0	2.5	3	4.25	117.25	3.25	7	0	0.5	0.25	0.75	0.75
K03795	K03795	0	6	4	0	0	0	8	12	0	0	4	2	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	0	0	16	0	0	5	0	0	13	0	0	0	7	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	1	1	0	0
K03796	K03796	3.5	217.75	79.25	121.75	1.25	152	12.25	81	4.5	11.75	4	167.5	2.5	63.25	1.75	25.75	0.75	34.25	69.25	13.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	122.25	0	64.75	18.25	38.75	21.5	114.5	4863.25	184.75	26	69.75	3140	2.25	1.5	3	27	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	406.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	5	9	62	54.25	93.5	13	195.25	106.5	11.75	1.25	1.25	1	5.25
K03797	K03797	62131.83	6653.04	64371.97	29025.5	23254.25	18309.83	56166.86	82973.29	17669.36	102571.56	66397.78	22425.39	66548.31	19312.06	40644.18	52147.31	10680.08	18096.49	35466.5	55489.97	100009.11	32831.98	49757.45	35523.75	12678.34	2766.4	44016.95	47160.03	5281.95	20063.13	41706.09	21071.92	20320.27	50932.7	35293.59	34611.96	9554.94	6214.54	9818.71	66777.25	3279	120341.05	22618.52	130411.82	59469.2	2192	31585.61	27055.7	120552.19	6959.09	60583.7	20473.09	59460.56	126562.11	78769.49	62530.09	54327.45	39525.58	18303.96	8025.34	30836.47	11989.95	23340.11	68281.93	144813.67	28542.23	11860.78	15600.62	58317.67	68764.56	28295.86	19216.36	25849.18	17586.95	33131.6	74915.68	19360.7	6216.45	30334.97	18129.31	58442.16	32830.02	118197.95	51155.75	89464.46	44546.3	30797.32	148266.04	148420.69	43972.05	48466.98
K03798	K03798	76470.74	8052.63	86641.41	27416.43	33036.5	47538.28	58592.04	116996.71	34316.09	114819.82	118198.33	25112.51	112387.82	24462.32	78101.34	43691.97	14608.66	35917.56	46221.92	63494.91	76355.65	37293.69	73994.43	109424.25	15405.81	2817.65	61710.53	73356.21	5329.87	37964.46	75855.93	27181.49	24590.79	48422.22	48816.18	44714.95	10450.28	20870.68	8997.35	68196.63	3302.5	190706.05	31292.24	132438.24	96902.92	2190.25	31566.25	33962.45	127122.28	7374.95	112923.95	39672.18	88288.82	128656.52	155608.58	74085.93	72230.37	110774.61	19434.59	9432.68	59850.39	27426.93	91280.87	89879.18	159528.28	41020.23	17429.61	25699.37	71746.26	156936.39	68966.44	41155.29	97346.68	32889.67	33812.1	53828.23	29343.07	8783.7	45946.56	24445.89	56743.85	35209.67	147634.24	50213.47	117195.11	41178.92	33764.02	156612.73	180197.66	63831.32	75885.58
K03799	K03799	43624.5	5524.78	75765.11	23318.54	13332.25	65459.4	12904.15	123041.4	28218.93	106845.95	10298.26	20234.49	59377.79	19495.45	51527.25	37273.04	5992.75	48991.88	37925.62	7113.61	90754.73	36485.86	31165.81	165885.75	15679.06	2758	23372.96	65452.19	5195.79	29313.88	77249.5	19335.59	30659.12	47371.82	68011.37	40475.71	9370.12	21555.85	6562.18	57441.18	3266.5	241967.5	40345.43	125624.5	23380.51	2170	25965.93	21591.29	135248.25	3350.99	158087	50477.79	25837.75	114622.75	164818.79	44828	56941	162140.32	7002.93	6243.75	68496.5	42977.76	121734.54	50377.25	12097.86	33823	9388	36243.25	23589.83	136521.17	121693	37434.7	151060	42126.6	36027	17396.06	26360.02	6229	51838	35238	45996.86	12543.46	88607.06	45962.4	86983.63	8294.32	35037.36	138635.28	180393.94	52667.74	36715.54
