id	KO	Vil1.01B.FP11	Vil1.03B.DTT35	Vil1.03B.FP35	Vil1.01B.DTT11	Lyz2.07B.FP283.S81	Itg.24.DTT531.S26	Vil1.10B.FP116	Itg.04.DTT423.S15	Lyz2.06B.FP271.S69	Vil1.05B.FP59	Vil1.08B.FP92	Vil1.02B.DTT23	Itg.20.FP507.S10	Lyz2.06B.DTT271.S113	Vil1.04B.FP47	Lyz2.02B.DTT223.S63	Lyz2.05B.FP259.S56	Itg.22.DTT519.S14	Lyz2.04B.DTT247.S88	Vil1.09B.FP104	Vil1.13B.FP152	Itg.26.DTT543.S39	Vil1.14B.FP164	Itg.24.FP531.S34	Vil1.010B.DTT119	Vil1.05B.DTT59	Vil1.07B.FP83	Itg.26.FP543.S47	Vil1.08B.DTT95	Itg.18.DTT495.S90	Itg.12.FP471.S73	Itg.20.DTT507.S2	Itg.12.DTT471.S65	Lyz2.03B.DTT235.S75	Itg.10.DTT459.S53	Itg.08.DTT447.S40	Vil1.09B.DTT107	Vil1.014B.DTT167	Lyz2.08B.DTT295.S137	Itg.06.DTT435.S28	Vil1.06B.DTT71	Itg.04.FP423.S23	Lyz2.04B.FP247.S44	Lyz2.01B.FP211.S59	Vil1.06B.FP71	Vil1.07B.DTT83	Lyz2.01B.DTT211.S51	Lyz2.08B.FP295.S93	Lyz2.03B.FP235.S83	Lyz2.07B.DTT283.S125	Itg.10.FP459.S61	Itg.02.DTT411.S3	Itg.16.FP483.S86	Lyz2.02B.FP223.S71	Itg.02.FP411.S11	Itg.06.FP435.S36	Vil1.02B.FP23	Itg.22.FP519.S22	Lyz2.05B.DTT259.S100	Vil1.04B.DTT47	Itg.08.FP447.S48	Vil1.013B.DTT155	Itg.18.FP495.S98	LYZFP307	LYZFP331	SLCFP131	SLCFP023	SLCdtt005	LYZFP355	LYZFP319	SLCFP005	SLCFP053	SLCFP095	SLCdtt095	SLCFP077	LYZdtt367	LYZdtt319	SLCFP113	SLCFP071	SLCdtt113	LYZdtt355	LYZdtt343	LYZFP343	SLCdtt077	LYZdtt307	LYZdtt331	SLCdtt053	SLCdtt167	SLCdtt149	SLCFP167	SLCFP149
K03720	K03720	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K03721	K03721	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K03722	K03722	42043.92	5791	76566.58	23275.92	15373	44202.33	12129.83	101685.17	17790.58	99312.58	22004.08	15688.17	54104.25	14220	33061.42	37134.25	5030.5	32190.17	32600.58	8745.83	44301.67	30044.42	20594.67	106351	19929.17	4933	19892.92	42401.75	9608.33	20386.5	45349	17153.25	19475.75	43748	45023.75	27372	13674.5	16507.5	6299.17	54878.92	6417.5	184525.25	29509.25	122460.5	18031.25	3963	28774.42	20122.5	118256.5	3821.75	97762	35246.25	14688.75	113013	103033.5	44243	37604.33	101349.25	5390.08	5225.25	42882	26405.42	69468	45878.08	11110.08	24686.08	5412	22491.92	23243.83	133944.58	65508.33	26864.08	94643.33	31971.33	31183.25	15204.75	26056.5	3288	36983.33	19826.33	45608.75	12178.67	87293.83	44501.83	86841.33	6211.83	22639.67	126613.75	133204.75	35064.83	27732.58
K03723	K03723	58829.33	7022.14	83729.91	26373.26	22828.25	46309.19	42652.72	109875.31	26129.34	108414.82	59729.42	21495.75	78750.07	20445.82	56603.18	42771.39	11034.58	34933.89	38584.42	44023.09	73425.15	34751.1	52726.83	108696.5	14974.06	2782.4	41902.62	59765.56	5266.87	29568.71	62867.43	22213.58	23152.37	47542.06	47687.01	37955.54	9921.2	18710.18	8031.6	63008.89	3279	188777.3	30417.16	128610.66	57149.27	2182.5	29147	26878.12	124768.69	5388.2	108167.88	39265.35	55558.24	122225.36	151677.25	59705.09	57241.95	107256.03	15015.76	8109.18	52226.97	27045.43	81378.12	70731.84	144063.86	33369.73	12386.28	24071.62	49716.26	147135.97	67697.36	33130.46	95967.68	32444.75	33125.1	42017.72	27921.32	6544.45	42246.47	22814.31	54248.85	31047.26	118612.08	48149.79	101749.11	34399.91	32182.6	145031.98	161583.65	54359.32	52407.24
K03724	K03724	547.75	534.75	5020.25	270.75	227	11939	2574.25	2233	3628	4642.25	285	3877.5	3884.5	3028.25	445.25	136.75	109.75	3162	6791.25	1085.75	1414.75	4404	934.75	22518	6663.5	2192.25	2265.5	11082.5	4408	1258	11844	1323.75	6577.25	3899.75	13021.5	6917.75	4951.25	751	248	1454	3140	2068.25	10813.5	1428	2489.5	1810	2839.25	411	15976.75	620.75	25258.5	218	875.75	991	364	545	11048.5	8733	239.75	437.25	10238	726.75	2954	659.75	959.5	573.5	2118	9084.25	307.75	640.25	21755	473.5	183	78	3080	556	265.5	1422	3805.5	9834	287.25	171.5	1932.75	1244	1412.25	262.5	384.75	10835.25	17975	3505	4013.25
K03727	K03727	0	0	7	0	0	19	41	25	0	69	0	0	46	9	5	0	0	0	0	91	17	6	484	22	6	0	1988	0	0	56	176	8	30	4	25	29	20	60	0	39	0	180	0	0	1651	0	0	0	0	14	131	0	366	0	0	83	5	58	0	0	59	0	279	0	0	464	116	96	0	0	287	333	0	0	0	0	10	9	151	17	0	0	0	0	0	0	271	2	1064	916	24
K03732	K03732	225.5	213.75	90.25	139.75	72.25	157	66.25	76	108.5	71.75	27	186.5	299.5	87.25	204.75	34.75	106.75	44.25	75.25	41.25	61.5	363	23	17	5857.5	2175	239	33.5	4408	118.25	81	78.75	19.25	44.75	29.5	133.5	4866.25	187.75	33	84.75	3140	22.25	11.5	19	171	1810	2637.25	68	53.75	413.25	66.5	31	32.25	42	159	176	272	156	84	412.25	56	483	15	268.5	88	138	32	40.25	208.75	342.25	62	158	0	0	20	159.75	98.25	9	18	9	104	99.25	347.5	13	222.25	117.5	131.75	60.25	101.25	219	66.25
K03733	K03733	81043.92	8663.12	104079.28	45243.12	27281.5	20076.32	35284.07	142461.5	15354.17	169420.29	27677.43	21661.07	50457.7	19204.79	39249.42	78219.63	8874.25	24225.64	45420.79	35385.6	52267.9	30503.69	31863.73	43879.25	16711.39	3309.75	49390.54	42912.03	5988.87	16753.29	40382.66	23393.75	20618.03	79598.9	49137.21	32956.63	11901.37	6489.26	12936.35	104848.85	3394	230784.75	31786.93	243613.66	37543	2524.5	46995.35	40487.29	200829.25	5720.48	72670.82	30294.45	36456.07	228807.75	79359.95	79900.75	44845.58	56483.48	13453.35	6624.41	37239	15032.68	29211.7	69635.67	148433.11	22571.83	10034.75	16903.42	71249.91	102506.75	29210.83	13439.03	49585.08	33970.18	56887	47023.23	33197.44	3279.25	37030.33	16375.08	91780.62	27267.72	192110.72	87022.14	133707.13	33996.15	24431.03	220337.28	202994.52	39018.07	45826.03
K03734	K03734	58605.08	6800.14	76744.86	25571.71	23018.25	45938.79	43683.52	109829.61	26462.59	104341.6	60203.47	21324.15	78277.12	20592.52	56621.33	42792.54	11048.58	34726.29	38144.97	44934.59	107439.25	34655.95	52692.03	108601.75	15002.46	2776	40023.62	60005.36	5269.37	29416.61	62847.83	21487.23	23121.72	47597.23	47252.06	37783.87	9922.8	18833.88	8062.35	63046.34	3290	188532	30393.51	128635.16	55900.04	2182.5	29245.1	26897.62	124959.09	5682.97	107497.98	39230.2	55371.99	122692.41	151602.45	59465.09	57069.25	107004.23	15076.51	6974.33	52255.17	27749.48	80910.37	71911.34	143481.33	32821.08	12213.08	23360.17	49338.21	146992.87	67376.16	32826.51	95969.08	32460.55	33085.75	42634.44	27834.59	6607.25	42297.67	22831.41	50925.58	17400.46	116928	48150.79	102055.03	33748.66	31474	145330.73	161030.33	51881.97	52435.29
K03735	K03735	19.75	231.5	102.25	126	15.25	201	892.5	163	114.75	35.75	258.5	173.5	132.5	158.75	47	121.75	0.75	61.25	73.25	942.25	67	16565	20	809	5873.25	2175	63	265.5	4410.5	201.25	16	118.5	23.25	222.5	34.75	134.75	4883.25	314.25	80.5	78.75	3140	14	3.25	115	118.5	1810	3081.25	45	27.75	537.75	11.5	16.25	80.25	155.75	30	12.25	23	27	48	420	13	499.25	13	497	97	13	21	128.25	37.25	101	54.75	35	32	14	15	166.5	100.5	36	1	10.5	75.5	66.25	101	95.25	509.75	128.25	25.75	934.5	612.25	3	8.25
K03736	K03736	19.75	231.5	102.25	126	15.25	201	892.5	163	114.75	35.75	258.5	173.5	132.5	158.75	47	121.75	0.75	61.25	73.25	942.25	67	16565	20	809	5873.25	2175	63	265.5	4410.5	201.25	16	118.5	23.25	222.5	34.75	134.75	4883.25	314.25	80.5	78.75	3140	14	3.25	115	118.5	1810	3081.25	45	27.75	537.75	11.5	16.25	80.25	155.75	30	12.25	23	27	48	420	13	499.25	13	497	97	13	21	128.25	37.25	101	54.75	35	32	14	15	166.5	100.5	36	1	10.5	75.5	66.25	101	95.25	509.75	128.25	25.75	934.5	612.25	3	8.25
K03737	K03737	21285.08	1982.64	7894.16	3717.01	10771.25	2639.69	33778.72	9324.81	9418.59	10158.4	48945.67	7417.75	38631.32	6918.82	26440.93	5871.64	6273.08	3054.39	8051.17	39618.09	34569.65	22057.35	33787.83	3204.5	6850.06	2199.4	22504.87	17672.31	4505.37	10601.21	17698.93	7213.83	3837.62	4454.23	2839.76	11405.37	6026.2	3005.68	1967.6	9296.14	3153	4153.55	1211.41	6333.66	42333.19	1839.5	7264.25	7439.12	7656.69	3219.62	10467.38	4164.1	41406.99	9704.86	49858.25	18964.09	22105.45	7042.28	9922.51	3879.93	9466.47	1913.68	11681.12	28350.59	133439.28	12164.98	7025.78	2009.87	26811.76	14888.22	2215.36	10765.21	1358.18	501.75	1893.35	28100.64	2214.49	3318.45	7732.47	3011.81	8993.93	19295.76	32043.75	4003.79	17834.78	28953.41	9985.6	20486.23	32003.23	18722.32	31891.49
K03738	K03738	9791	307	1194	1052	1540	330	3370	1877	5185	4049	2622	1713	11292	1729	8187	885	2320	1017	1180	2333	2865	1512	2617	898	344	0	7691	2596	53	2989	2936	1169	805	523	537	2256	295	525	417	1700	0	420	603	904	9655	34	838	2727	3879	294	1603	1199	11706	1069	6211	4492	4822	4131	3881	999	2000	3316	2338	13720	2441	6577	2028	522	1006	7278	1831	2710	162	398	906	5770	703	753	2071	1131	603	1259	2940	216	2133	6098	5095	2026	19083	10544	16117
K03739	K03739	37422.75	4990	75403.75	22394.25	12099	43698.5	8077.5	100211.5	16828.25	93573.92	8351.75	13649	40027.75	13576.5	30106.75	36615.25	4587	31749	30438.25	4139.5	37538.5	28771.75	17754	106261	8070.5	583	17333.25	40139.75	766.5	18534.5	44929	14893.25	19151.25	43155.33	44718.25	26255.17	3816	15808.5	6081.5	53465.75	126	184454.75	29189.25	122174.5	13048.58	343	22274.25	19523.5	117072	2262.58	97475	34930.25	13426.25	112457.5	101772	40556	35146.5	100148.25	4736.25	3935.75	42689	23524.25	69361	42421.75	9883.08	19548.25	4928	21970.25	22539	132039.75	64677.5	21961.75	94575	31774	31076.75	13649.08	25652.33	3159	34048	19434.5	45158.42	11572.5	84935.33	44192.5	84042.33	4891.5	21079	125034.75	127702.92	32561.5	20467.75
K03740	K03740	37422.75	4990	75403.75	22394.25	12099	43698.5	8077.5	100211.5	16828.25	93573.92	8351.75	13649	40027.75	13576.5	30106.75	36615.25	4587	31749	30438.25	4139.5	37538.5	28771.75	17754	106261	8070.5	583	17333.25	40139.75	766.5	18534.5	44929	14893.25	19151.25	43155.33	44718.25	26255.17	3816	15808.5	6081.5	53465.75	126	184454.75	29189.25	122174.5	13048.58	343	22274.25	19523.5	117072	2262.58	97475	34930.25	13426.25	112457.5	101772	40556	35146.5	100148.25	4736.25	3935.75	42689	23524.25	69361	42421.75	9883.08	19548.25	4928	21970.25	22539	132039.75	64677.5	21961.75	94575	31774	31076.75	13649.08	25652.33	3159	34048	19434.5	45158.42	11572.5	84935.33	44192.5	84042.33	4891.5	21079	125034.75	127702.92	32561.5	20467.75
K03741	K03741	5719.5	2599.68	47660.61	610.79	1621	38037.5	16449.25	15839	12942.43	16721.25	2482.61	5106.79	21099.54	8122.5	10277.5	474.04	7211	11828.93	11763.32	17531.36	10316.93	7791.11	17617.21	73533.25	4230.11	32	4423.71	18780.64	23.79	12958.43	18075.5	4492.14	5774.32	6415.32	9433.07	10934.46	1116.07	16634.5	381.68	4953.68	11.5	26652.75	16439.43	2368	7600.36	17	1940.43	2253.79	24665.5	664.79	39151	16210.79	7972.75	3040	92385.79	9130.75	17049	39812.07	7609.18	1060.5	18303.5	333.36	22838.54	34926.5	117470.21	4173.25	3014	7722.25	945.68	170183.32	11963.75	9119.25	27944	9817	1539.75	4363.71	19064.32	1615	8294	3988	812.71	795.21	2898.46	2064.25	39144.18	16807.07	6898.21	29091.93	9351.54	26275.04	8655.04
K03742	K03742	17091.33	2654.64	26970.41	3885.01	10145	21148.19	34919.22	19457.81	11242.84	16155.15	47643.17	8396.25	40456.82	8788.07	24830.43	5736.89	8032.33	8261.14	13115.92	39376.84	34523.65	24142.35	35321.83	39851.75	2791.81	40.4	18763.62	23610.56	71.87	14484.96	23682.93	8333.33	6148.37	7318.73	7187.01	15110.62	1383.95	10770.43	1862.35	10890.39	13	18812.3	9036.66	6776.66	38351.94	12.5	4605.75	6280.62	16996.94	2780.62	27724.38	10626.85	36892.24	9823.36	72713.25	20580.34	25765.95	24161.53	10759.51	3645.93	17024.47	1422.43	21348.37	34946.84	134368.53	11149.48	7222.78	5145.62	26618.26	95731.97	7615.61	13199.71	15246.18	5319.75	1914.35	25589.14	11376.49	3344.45	10295.97	4575.31	10389.18	18970.01	35442.5	4613.54	35522.28	27384.91	10567.85	33812.73	25148.98	25140.07	24267.24
K03743	K03743	11959.75	876.68	2200.61	1076.54	7689.5	527.25	9155.25	2465.25	4613.68	8840.75	8732.61	2962.04	19964.54	1746.25	18533.75	851.79	3877	785.18	2327.32	8911.11	14309.93	1704.11	6321.46	927.25	6243.61	2175.75	14857.46	5135.64	4444.29	4291.43	12041	2408.64	985.57	708.32	832.57	4921.46	5297.07	940.75	404.68	3198.93	3152.5	2001	575.68	3346.25	13846.86	1833.75	3866.43	2967.79	3094	1394.79	4758.25	731.29	19148	4972.5	4219.79	8564	8966.75	4541.32	5671.43	1720.75	7312.25	2570.86	10998.54	10388	16512.96	7584	5447	797	22297.18	5576.07	1813.25	6532	922.5	424.75	596	5160.96	797.57	559.25	3533.75	724.25	2393.21	3790.21	30600.21	310.5	3535.18	8025.07	3546.71	6322.43	17391.54	14208.29	22282.04
K03744	K03744	47921.5	6074.05	76667.78	25149.37	16591	45329.22	34738.97	109413.39	21714.51	101710.32	17539.08	18730.77	49088.12	18316.07	48845.5	42248.46	10307	34212.5	32972.09	34192.69	93366.28	32903.94	40945.91	109449.75	8971.34	601	33177.79	52443.41	816.54	24942.16	60667.83	17526.37	22405.5	46896.57	46821.84	35164.46	4882.42	17766.03	7386.18	60399.43	128	190752.5	29812.93	127853.33	30814.49	371.5	24371.18	22747.79	123232.5	3890.02	107213.16	38980.62	38196.41	120369	148864.62	50631.5	49451.75	106217.9	14374.85	6132.83	51243.5	26593.16	80968.87	58278.17	144710.43	27391.75	11870.75	22388.75	49322.73	142504.77	66926.75	26152.65	95585.25	32293.45	32624.25	35303.83	27084.89	4846.25	38718	21498.75	51981.68	16546.88	120108.91	46827.63	90928.25	32843.57	30570.01	138563.13	155759.17	51402.94	37567.87
K03745	K03745	6.5	230.75	121.25	124.75	1.25	161	316.25	132	15.5	38.75	28	178.5	8.5	84.25	6.75	28.75	0.75	39.25	106.25	131.25	104.5	378	26	3	5858.5	2175	18	23.5	4408	143.25	0	81.75	25.25	38.75	26.5	156.5	4872.25	189.75	30	107.75	3140	2.25	4.5	3	158	1810	2603.25	9	1.75	416.25	4.5	19	14.25	3	7	6	20	3	35	411.25	0	493	0	98.5	95	28	10	52.25	27.75	42.25	52	32	0	0	0	58.75	87.25	7	10	14	62	65.25	100.5	13	212.25	119.5	42.75	3.25	15.25	2	17.25
K03746	K03746	213.5	289.75	246.25	395.75	5.25	187	737.25	318	12.5	421.75	184	610.5	92.5	109.25	106.75	327.75	193.75	175.25	254.25	513.25	1388.5	477	505	16	5909.5	2175	176	261.5	4408	337.25	64	128.75	124.25	155.75	122.5	288.5	4932.25	263.75	65	273.75	3140	17.25	18.5	90	425	1810	2708.25	14	69.75	469.25	80.5	180	401.25	42	63	101	48	17	421	698.25	5	2120	62	453.5	191	1228	305	182.25	209.75	330.25	580	199	38	170	0	280.75	141.25	73	318	365	148	262.25	203.5	31	418.25	601.5	892.75	473.25	1976.25	813	9.25
K03747	K03747	3.5	212.25	75.75	122.25	1.25	152.5	71.25	70.5	4.5	12.25	215.5	166	3	63.75	1.75	24.25	0.75	34.75	69.75	72.25	62	352.5	389.5	3.5	5853	2175	0	85	4408.5	660.75	0.5	312.25	13.75	39.25	22	104	4863.75	186.25	26.5	63.25	3140.5	2.75	1.5	3.5	842.5	1810	2603.75	7	2.25	412.75	2	12.5	2.75	0.5	0.5	0.5	4.5	0.5	32.5	402.75	0.5	483.5	0.5	86	88.5	0	0	40.25	28.25	42.75	52	0.5	0	0	0	45.25	87.75	0	0	9	62.5	54.75	94	13	195.75	107	4.25	0.25	0.25	1	5.25
K03748	K03748	283.17	293.42	265.25	157.75	84.25	231	857.25	149.01	124.16	393.75	375	237.5	299.83	118.92	925.42	61.42	127.75	62.59	161.25	641.91	8616.17	389	309.67	17	5893.5	2175	467	62.17	4415.33	145.58	253.33	148.08	47.58	93.75	67.17	295.5	4882.25	226.08	59.67	126.42	3140	22.25	23.5	58.33	816.33	1810	2799.92	90	190.75	645.58	220.16	31.33	269.91	308	159.33	189	329.33	156.33	112	453.58	174	887.67	15.33	495.5	100	217.33	75	43.92	213.08	349.58	62.33	376.33	2.33	7.33	41	640.42	136.92	46	949.33	22.33	125.67	131.59	377.83	67.66	440.25	156.83	216.42	119.25	374.58	232.33	1700.91
K03749	K03749	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K03750	K03750	9113.5	1763.75	26612	1461	3168.5	19210	6281.25	9291	8408.25	18847.67	4236.25	3481	23927.25	4238.75	10698	1088	4529.75	6307.5	7508.5	4845.25	4230.25	20755.75	6953.25	37417.75	8046	2208.25	7623.5	9899	4451	9643	10160.5	3552	3433.5	3784.08	5092.75	6842.92	5455.25	8972	719.75	3871.25	3151.5	12974.25	8566.25	1618.5	21626.83	1828	4829.25	3603.5	13774.25	1172.58	19505.5	7765.75	20947	2393.25	29736	9829	10515	21120.5	5186.5	1820.5	9900.5	3981.5	12271.25	27972.25	3121.83	6951.75	2357.5	4983	1461	90257.25	7782	6768.75	14208	5258.5	1113.75	4803.08	10205.33	1966	5384.5	3762.5	757.42	1150.5	5619.83	1378	26001.33	4177.25	6292.75	18014.5	17925.92	20588.75	14887.5
K03752	K03752	5345.25	1610.75	25963	870.5	1139.25	19010.5	4844.25	8312.5	7563.75	13525.67	2171.75	2690	13673.25	3909.75	7121	651	3934.75	6081.25	6400.5	2586.25	1702	20408.75	4587.5	37338.25	7956.5	2191	4106	8848.5	4434	7844.75	9248.5	2711.5	3066	3579.58	4887.25	6130.17	5342.75	8611.75	356.75	2833.5	3151.5	12911.75	8431.25	1425	7370.33	1827	4457.25	1688.5	13323.25	941.58	19133	7525.75	6946	1607.75	29172.5	5558	8730.5	20832.5	4440.75	1328.5	9507.5	2162.75	12118.75	20969.5	2248.33	4212.25	1880	4541.5	891.5	86940.25	6758.5	5228.25	14027	5071	1011.75	3566.83	9802.58	788	4457	2405.5	596.67	773.25	3595.58	1164.5	20497.83	3453.75	4954.25	16167	10975.17	17585.25	8259
K03753	K03753	5144	1577	25871	844.25	947.25	18952.5	3765	7957.5	7085.5	13372.67	1505.25	2572	13277.25	3728.25	6830.75	604	3864.75	6032.25	6079.5	2025.25	1669.5	20329.75	4109.5	37317.25	7947.75	2191	3801	8513.5	4431.5	7713.75	8987.5	2616.75	3019	3496.83	4855	5960.92	5340.75	8405.25	331.25	2690.5	3151.5	12884	8353.5	1335	6530.83	1827	4457.25	1548.5	13093.25	838.08	19058	7497.5	6685	1287	28896.5	5458.75	8544.5	20741.5	4378.75	1305.75	9419.5	2149.5	12108.75	19751	2220.33	4167.25	1852	4430.5	846	86656.5	6740.75	5111.25	14003	5054	956.75	3040.08	9755.33	706	4322	2361	555.17	749.25	3582.08	998.25	19824.33	3392	4917.25	15757.75	10239.17	17366.25	8186
K03755	K03755	7	423.5	150.5	243.5	2.5	304	8.5	138	9	23.5	0	331	5	126.5	3.5	47.5	1.5	68.5	138.5	2.5	123	704	4	6	11705	4350	0	7	8816	212.5	0	129.5	26.5	77.5	43	203	9726.5	369.5	52	125.5	6280	4.5	3	6	30	3620	5206.5	14	3.5	818.5	3	24	4.5	0	0	0	8	0	64	804.5	0	966	0	171	176	0	0	80.5	55.5	84.5	104	0	0	0	0	89.5	174.5	0	0	18	124	108.5	187	26	390.5	213	7.5	0.5	0.5	2	10.5
K03756	K03756	213.5	289.75	246.25	395.75	5.25	187	737.25	318	12.5	421.75	184	610.5	92.5	109.25	106.75	327.75	193.75	175.25	254.25	513.25	1388.5	477	505	16	5909.5	2175	176	261.5	4408	337.25	64	128.75	124.25	155.75	122.5	288.5	4932.25	263.75	65	273.75	3140	17.25	18.5	90	425	1810	2708.25	14	69.75	469.25	80.5	180	401.25	42	63	101	48	17	421	698.25	5	2120	62	453.5	191	1228	305	182.25	209.75	330.25	580	199	38	170	0	280.75	141.25	73	318	365	148	262.25	203.5	31	418.25	601.5	892.75	473.25	1976.25	813	9.25
K03757	K03757	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K03758	K03758	979.5	2696.75	54584.25	432.75	594.25	55845	4904.25	20377	13475.5	20999.42	97	4727.5	22132.5	8379.25	8491.75	112.75	8169.75	16342.25	16099.25	628.25	468.5	9296	7441	108175	11498.5	2223	2201	20595.5	4408	16126.25	22130	5007.75	7743.25	9121.08	13321.5	13934.17	5738.25	24040.75	176	5210.75	3140	38052.25	24177.5	2341	3122.33	1810	3179.25	594	33646.75	582.58	52921.5	20649	3295.25	1949	77300	9658	18373	56045	7246	1549.25	25306	483	32575	39196.5	676.33	3379	2546	10150.25	402.75	249177.25	17609	11540	41763	14556	1431	210.08	27993.58	951	10005	5375	495.67	102.25	1445.83	2326	55851.58	617.5	7245.75	40803.25	3256.92	33202	835.25
K03759	K03759	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K03760	K03760	214.5	305.75	256.25	396.75	9.25	199	1305.25	569	12.5	428.75	1189	682.5	93.5	158.25	122.75	333.75	197.75	190.25	462.25	1101.25	1430.5	538	989	16	5913.5	2175	186	441.5	4408	407.25	65	206.75	135.25	171.75	125.5	392.5	4933.25	279.75	77	628.75	3140	17.25	19.5	92	1014	1810	2708.25	19	74.75	512.25	85.5	181	417.25	53	64	102	49	19	425	702.25	6	2120	64	488.5	217	1228	305	182.25	209.75	352.25	580	199	38	170	0	468.75	170.25	73	318	365	208	322.25	310.5	31	618.25	702.5	892.75	650.25	1978.25	869	9.25
K03761	K03761	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K03762	K03762	204.5	851.25	13487.75	323.75	1.25	158	32.75	230	4.5	108.92	22.5	165.5	534	63.25	52.25	43.25	0.75	42.25	113.75	202.25	61.5	381.5	2	18.5	5862	2175	61.5	20.5	4408	361.25	398	103.75	55.75	54.58	207.5	117.67	4891.25	184.75	35.5	78.25	3140	78.75	1.5	22	63.83	1810	2918.25	30.5	13.75	423.58	1302.5	18	84.25	17	10	22.5	65.5	28	54.5	402.25	19	483	319.5	103.5	120.83	12	36	1572.75	31.25	59.75	83.5	8	0	0	89.5	56.58	93.08	0	7.5	9	70.67	60.25	107.83	247.5	207.08	131.5	3.75	1.25	14.42	5.5	33.75
K03763	K03763	62366.32	6624.68	82786.55	24708.89	27621.25	46201.63	37513.64	109691.55	27341	101926.12	89758.32	20287.77	98788.7	19452.2	56451.67	37976.26	9285.91	33685.84	40782.55	42032.14	40892	32904.58	53767.45	108106.75	8825.25	624.65	42063.82	60931.35	857.5	29238.75	60396.1	23200.32	21118.84	44557.65	46538.89	34586.24	4801.41	18674	7469.25	60581.28	138.5	187594.8	30487.06	126736.91	68401.58	351.75	24860.9	29110.16	120655.03	4582.13	104872.29	37446.81	60530.66	120760.52	144918.96	62657.18	56206.29	104937.96	10693.41	6663.35	51228.89	23920.75	79424.75	70967.93	141215.67	32048.65	10796.86	24134.7	44660.1	145640.64	66646.11	35855.01	96178.1	32318.49	32133.85	28204	27687.88	7142.45	40707.73	22273.31	51061.32	29920.87	114700.85	46848.16	106956.23	26570.02	24153.99	140312.2	150723.64	42404.5	55902.13
