id	KO	Itg.10.DTT455.S49	Vil1.01B.FP07	Lyz2.04B.FP243.S92	Vil1.04B.DTT43	Vil1.07B.DTT79	Vil1.06B.FP67	Lyz2.01B.DTT207.S47	Itg.22.FP515.S18	Lyz2.05B.FP255.S52	Lyz2.04B.DTT243.S84	Vil1.04B.FP43	Vil1.09B.FP106	Itg.02.DTT407.S99	Lyz2.08B.DTT291.S133	Itg.24.DTT527.S22	Itg.26.DTT539.S35	Lyz2.08B.FP291.S89	Vil1.06B.DTT67	Vil1.02B.FP19	Itg.26.FP539.S43	Itg.18.FP491.S94	Itg.12.DTT467.S61	Vil1.07B.FP79	Lyz2.02B.DTT219.S59	Itg.24.FP527.S30	Lyz2.07B.FP279.S77	Lyz2.03B.FP231.S79	Itg.18.DTT491.S86	Itg.06.DTT431.S24	Lyz2.05B.DTT255.S96	Itg.08.FP443.S44	Lyz2.07B.DTT279.S121	Vil1.08B.FP94	Vil1.05B.DTT55	Itg.16.FP479.S81	Vil1.05B.FP55	Lyz2.06B.DTT267.S108	Itg.16.DTT479.S73	Itg.12.FP467.S69	Vil1.14B.FP166	Itg.20.DTT503.S98	Itg.22.DTT515.S10	Itg.06.FP431.S32	Lyz2.06B.FP267.S64	Vil1.013B.DTT151	Itg.02.FP407.S7	Itg.04.FP419.S19	Vil1.02B.DTT19	Lyz2.01B.FP207.S55	Itg.08.DTT443.S36	Vil1.13B.FP154	Vil1.03B.FP31	Vil1.010B.DTT115	Vil1.08B.DTT91	Vil1.014B.DTT163	Vil1.09B.DTT103	Itg.10.FP455.S57	Lyz2.03B.DTT231.S71	Itg.20.FP503.S6	Lyz2.02B.FP219.S67	Itg.04.DTT419.S11	Vil1.10B.FP118	LYZdtt351	SLCFP067	SLCdtt019	SLCFP091	LYZFP327	SLCFP073	SLCFP019a	SLCFP049	LYZFP339	LYZFP315	SLCFP127	LYZdtt363	LYZdtt315	LYZFP351	LYZFP303	SLCdtt109	SLCdtt001	LYZdtt303	SLCFP001	SLCFP109	LYZdtt339	LYZdtt327	SLCdtt067	SLCdtt163	SLCdtt145	SLCFP163	SLCFP145
K05939	K05939	123.25	160.92	2.25	971.25	4147.42	39	160.83	0	4	241	956	280.33	277.42	198.17	59.75	59.83	2.5	3796.67	100.67	18.25	36.5	70	16	25.75	4	7.75	7.25	64	33.75	337.58	29.5	1090.92	174.17	6337.17	27.25	262	22.5	206.5	35	256.67	126.5	76.83	4	1	976.33	8	8	95.92	0	1431.67	3080	539.5	4573.08	5406.08	939.08	5207.42	59.33	175.5	0	5	366.67	559.5	118.08	2487.67	5.33	1	167.33	0.33	23.33	140	85.08	165.08	23	141.67	1852.17	153.08	128.08	40.5	123.17	12722.92	88.08	55.33	669.25	244.42	464.42	595.67	158.5	26.83	768.42
K05946	K05946	32172.4	20170.74	51328.78	7125.16	140.75	15543.89	16956.23	13213.26	5561.33	38177.2	19698.67	29170.88	10679.85	19470.74	16519.44	9205.12	21373.18	67.06	27323.46	11226.98	16375.62	24697.81	8165.43	22945.11	10213.29	3561.32	57163.24	17436.85	39549.04	4333.16	17018.07	9414.58	67468.64	246.03	12835.03	19885.05	15371.49	22585.25	19760.93	62910.61	35467.7	23488.74	14884.47	14309.95	9325.11	6343.36	11900.34	8290.49	18083.79	8098.93	180728.93	12763.2	1252.21	1186.22	9942.25	1669.96	51754.02	25778.7	29667.67	22256.12	12111.83	41546.62	130542.67	9659.96	7070.57	15206	26751.19	23484.22	4731.93	8605.47	28878.65	65217.19	11404.56	37611.25	37053.42	26366.38	201069.91	20111.33	3838.56	62568	15098.11	8913.06	10579.43	30320.24	16766.61	55654.94	64522.04	10631.95	28723.14
K05964	K05964	3846.7	250.25	214.25	1370.05	4135.25	50.4	264.45	4969.4	24.25	549.05	3771.9	4830	1682.25	425	1737.55	1249.7	117.5	3776.25	3627.5	2457.25	6642.7	3337.75	60.5	69.75	988.6	40.75	143.65	3593	269.5	409.75	4664.7	1299.8	1120.5	6328	1782.45	318.25	253.2	2746.9	3901.6	54864.25	3465.1	6089.5	165	948.25	2723.5	2393	745.4	620.45	118.2	1982.9	155270.25	838.1	4615.25	5385	1945.35	5212.5	10230.2	286.55	2545.4	88	1076.55	3448.25	236.25	1066.8	234.05	7975.6	366.2	262.9	436.9	662.4	192.55	710.2	1026.2	211.3	8649.3	229	306.6	2642.5	596.4	12188.5	4096.75	1582.2	848.55	362.5	1477.45	1529.8	5406.7	2145.3	4792.75
K05966	K05966	3801.5	219.25	190.25	1366.25	4135.25	47	244.25	4959	24.25	425.25	3760.5	4830	1682.25	409	1707.75	1243.5	117.5	3776.25	3615.5	2452.25	6637.5	3327.75	60.5	69.75	987	40.75	139.25	3576	269.5	402.75	4639.5	1277	1120.5	6328	1772.25	309.25	250	2707.5	3899	54864.25	3431.5	6066.5	163	948.25	2723.5	2393	744	618.25	102	1960.5	155270.25	835.5	4615.25	5385	1938.75	5212.5	10209	241.75	2525	88	1066.75	3448.25	214.25	1066	233.25	7975	355	262.5	436.5	662	161.75	697	1025	203.5	8622.5	215	289	2638.5	596	12162.5	4095.75	1581	834.75	353.5	1473.25	1529	5158.5	2042.5	4723.75
K05967	K05967	601	358	137	330	0	272	107	236	214	334	758	0	492	347	1034	308	420	0	83	246	597	552	122	145	513	115	121	527	120	230	639	583	213	0	226	568	2107	641	982	12	362	334	165	1036	6	157	570	6	135	154	0	105	0	18	200	0	509	162	421	77	341	28	1596	47	0	44	50	665	13	0	1112	3197	149	2507	2388	1446	2119	194	138	4265	531	267	265	79	98	1125	853	57	211
K05970	K05970	7483.68	22921.21	21331.59	2744.28	18.12	21431.98	5377.58	9157.64	7515.08	11052.4	19316.31	7815.71	3641.83	4681.62	3923.38	5046.83	7502.35	38.52	20501.22	11715.66	15927.07	13294.55	27747.58	7364.99	5832.37	7334.35	14626.35	11271.23	8037.15	4302.4	15181.03	4964.69	1861.47	28.82	14696.22	33544.35	4217.03	10830.87	14852.57	3653.17	14739.23	14695.31	10102.54	9257.3	21534.36	4803.67	9924.2	2281.56	15888.56	5186.79	5255.85	16403.63	892.31	192.01	6651.02	1924.94	17809.78	1994.27	16120.83	14227.63	5980.51	3473.87	22166.9	8187.84	1932.57	6181.93	68195.19	10608.93	7967.3	14015.77	32107.65	39389.68	6085.9	24592.88	25998.87	56175.62	27250.36	3754	1908.17	69459.79	12550.63	11066.9	2836.98	29601.19	3243.37	54244.59	6435.45	15472.76	11587.14
K05973	K05973	20	8	0	33	0	37	0	0	4	16	120	2	9	0	0	20	1	0	10	17	35	42	14	5	3	8	5	43	7	3	29	5	1	0	27	16	0	18	36	1	11	0	4	0	0	7	8	3	1	14	1	78	8	0	6	14	1	15	1	5	5	29	44	15	0	0	1	0	10	8	0	53	21	17	0	58	26	18	9	186	43	25	0	0	14	578	1	25	271
K05979	K05979	291.5	661	758	136	79.75	1409.5	280	250.5	185.5	405.5	632.5	49.25	414	212.25	387.5	168	273.5	0	653	357.5	747	408.5	1399	850	339	135	506	381	164.5	222.25	348.5	462.5	91	0	730	1500.5	351.75	373	719.5	169.5	293.5	272	283	507.5	3933	129.5	384.5	51	568	553.75	745.5	531.5	28	0	1597	64	573	300.5	449	1483.5	442.25	99.5	517.75	131.5	72	441	1021.75	279	324.5	460	929.5	1140	160	869.75	3527.25	1462	728.75	187.75	109	225921.75	634.5	368.5	197.75	880	307.5	1550	249.25	207	396.5
K05982	K05982	152.25	33.25	66.25	860.25	4130.75	12	223.5	10	4	373	79	0	180.75	166.5	274.75	44.5	2.5	3769	15	11.25	50.5	41	6	561.75	76	1.75	4.25	43	34.75	310.25	3.5	966.25	2.5	6320.5	3.25	11	145.5	166.5	62	12	124.5	60.5	62	98	758	18	117	83.25	119	1153	22	47.5	4509.75	5378.75	572.75	5120.75	33	330.5	37	818	270	4.5	90.75	0	5	0	167	142	0	37	376.75	624.75	0	532	1759.5	106.75	441.75	8.5	119.5	10938.25	115.75	0	735.25	268.75	162.75	1	56.5	1.5	149.75
K05984	K05984	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K05985	K05985	32186.2	19076.25	56719.75	4889.3	126	11658.9	7221.95	16916.4	15176.25	35743.13	16232.48	68832.5	12099.5	20234.08	10482.8	10518.2	20236.5	35	33946.25	14732	22591.7	25552.25	11676.83	11304.75	10954.1	3179.75	58359.15	20162.25	40942	8290.67	22419.95	7546.55	68260.5	221	18453.95	18749.42	8951.7	26324.4	20652.6	86594.75	33686.6	27686.75	13460.75	13625.75	4442.83	10373.75	6528.15	9361.2	11274.95	7730.07	177964	20628.6	2052.5	1091	10399.43	4519.25	61180.95	26546.13	25954.65	12025.75	9982.55	72907.25	125079	7191.8	8019.05	15710.1	62247.45	20174.65	8153.15	2553.15	40430.3	77155.95	10158.7	12381.3	28088.63	18698.5	204123.85	22718	3352.15	35606.67	11202.5	8692.7	9283.72	43565.5	15840.2	57574.05	60560.53	13875.8	26007.92
K05988	K05988	7.2	69.6	22.2	6.9	0	52.4	41.2	4.4	31.4	44.8	15	9.6	7	34	16.4	0	7.6	0	55.1	6.2	43.6	7.4	20.4	36	6	3.8	15.8	61.6	6.8	95.3	0	78.7	0	0	8	71	43	10	11.8	9.8	15.6	10.4	7.6	11.2	248	3.8	8	10.6	29.6	44.6	48.1	40.4	2.8	0	46.8	8.6	10.5	21.4	7.8	46.2	24.8	35.5	15.6	38	23.6	51.4	45.6	9.4	82.2	41.4	7	8.3	9.6	56.1	253	43.7	24.1	47	23.2	179	124.2	109.6	17.3	46.3	50.6	164.3	105	68.4	22
K05989	K05989	4692.91	4876.46	7113.49	2159.97	0.29	5644.11	6440.49	2577.54	1844.83	7419.94	6109.43	798.03	2875	3184.29	9816.69	2562	2156.89	0.57	5788.03	3020.34	3045.6	5595.69	5457.83	9846.43	1858.14	3662.23	4748.23	3836.6	2096.09	1932.94	2948.14	4557.91	27409.86	2.43	4173.71	9209.57	4392.14	3312.14	5717.94	366.66	9443.6	3897.11	4662.46	4219.2	24207.14	1418.66	3998.14	755.03	8253.6	3035.31	2149.89	5474.54	538.09	56.57	4042.23	1236.74	4062.29	2517.4	11018.66	11737.2	3205.66	2104.14	6914.6	5068	1620.6	6572.4	12433.46	3933.4	4950.2	10950.4	5906.43	8285.23	3692.6	7490.03	10116.14	16829.63	8175.46	2813	1851.34	40556.29	10597.2	7484.6	1355.09	4361.23	3883.46	46103.51	13729.29	3053.4	8076.86
K05992	K05992	30258	30726	68406	5050	238	12194	9360	10280	4932	44394	14780	45472	6530	26162	5738	4678	37084	0	27362	6144	6882	20080	10266	14342	3522	3044	94030	11734	73540	2898	10202	6450	106144	386	16088	9076	4802	21266	9340	12798	45568	24214	20956	6688	3738	3928	6884	7088	16958	7420	43002	15308	1572	2076	8356	2158	53624	34866	33796	16206	11166	65420	228602	7608	10692	6580	41818	37024	1504	1312	39658	85926	16858	4118	20670	14788	377184	16120	3092	18280	4834	1186	10000	51162	23458	61338	72346	5668	30224
K05995	K05995	1152.29	826.45	1448.38	1103.15	4131.04	2102.54	1130.29	448.48	287.76	1134.14	882.09	36.26	478.41	424.79	1347.87	332	718.29	3769.57	1072.43	767.55	1022.17	824.29	2107.26	781.52	656.31	516.18	934.68	603.33	317.54	471.56	571.97	1463.13	49.36	6325.93	1105.13	3419.07	1473.97	724.31	1225.81	133.86	653.83	523.54	721.7	1018	1100.47	304.53	1182.14	2778.52	1873.16	1366.88	319.29	787.97	4548.87	5380.65	910.52	5194.56	1150.79	448.17	737.19	1785.83	502.7	272.31	3445.92	181.17	124.34	441.83	5816.52	223	206.17	484.67	3277.85	3366.18	158	3395.59	6725.14	8939.52	2886.44	462.5	300.14	17367.21	748.25	657.67	2561.87	2487.85	319.61	2625.88	2549.29	302.33	295.28
K05997	K05997	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K06001	K06001	9602.57	13352.22	12724.58	4037.87	96.71	12988.11	13627.24	5984.06	5807.48	13080.18	15287.17	2342.78	6138.26	4988.12	12513.93	5172.17	4837.89	28.24	12872.53	7076	10902.59	12015.77	11564	16291.02	7013.72	4110.89	8926.41	10763.68	5032.25	4123.52	9614.31	5946.99	10106.78	32.6	7826.29	23702.06	11922.73	89148.88	13140.61	1037.5	12429.68	9484.36	6774.45	11078.95	10326.47	3368.42	9469.55	1539.95	14202.25	3428.07	4315.89	11088.54	459	145.98	5863.23	1047.49	11970.53	5985.24	14352.49	18881.2	5651.51	3542.9	20645.84	5752.83	1579.86	6780.98	30036.79	6355.07	5406.2	10858.49	19212.34	31961.06	3447.86	40967.68	17680.9	31635.29	18294.78	4758.58	1250.27	372299.71	7957.86	6725.53	4122	16283.48	3846.8	29645.85	18034.47	9432.73	9545.78
K06006	K06006	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K06012	K06012	11980.53	4575.5	6727.5	4850.62	79.75	10907.07	14184.87	5268.08	11546.82	14860.29	10084.23	24522.09	11377.68	6618.41	16339.46	7613.04	3416.5	57	12273.83	6352	6444.02	10901.33	3375.84	19583.5	12173.76	2565.66	4627.08	8583.5	3742.16	7945.58	5100.04	7964.79	15860.5	34	4793.36	20817.49	20046.96	6373.22	12157.1	10288.17	8406.6	8887.84	5630.15	17396.5	3718.67	6755.34	12113.06	1737.36	11049.19	3729.82	775.5	11640.27	712	102.5	6691.43	2721.16	9307.86	7802.47	10188.9	18114.17	7156.89	12811.84	20869.74	2659.29	1710.64	6299.1	26578.29	3913.24	4398.9	8182.07	10399.96	23356.7	1985.21	47725.87	16079.39	23198.99	15808.01	10227.58	1234.91	276500.58	6338.33	8470.38	4940.38	14363.66	4114.37	29690.8	21473.13	6710.97	5186.33
K06013	K06013	330.33	1381.34	939.34	233.33	0	1089.33	172	235.34	557.33	543	1312.66	34.33	137.66	212	151.33	120	328	0	1327	209.66	709.67	511	1579.33	183.34	166.67	185	717	395.33	323	338.67	286.33	163.67	117	0	807.67	1658	284.33	469.67	646.67	81	383.33	326.33	203.34	400	828.33	134.67	202	109.34	425.66	115.67	897	1409.33	41.33	0.33	347.34	85.67	687	147.67	406.33	488.33	163.34	59.67	578.67	167.67	178.34	282.33	1299.66	113	274.67	361.67	1161.67	2244	251	450.66	129	1292.34	862.33	306	126	2185.67	416	410.67	128.33	1018.67	92	930.67	305	1162.33	728.67
K06015	K06015	653	363	304	260	0	752	581	208	276	572	957	66	324	389	844	232	387	26	401	233	448	498	275	946	575	172	229	512	172	288	433	671	373	0	365	1032	1815	305	677	13	347	235	217	1291	47	87	1968	51	534	252	7	926	18	0	325	61	466	421	543	1194	534	388	1031	117	90	1170	316	132	278	464	573	1680	62	2351	1255	1220	1028	462	104	4923	684	497	811	259	201	1176	1130	378	256
K06016	K06016	2178	1501.25	1028.5	1043	79.75	1784	1460.5	405.5	917.5	1913.75	3301.25	484.5	789.5	709.75	1177.5	351.75	615.5	0	1167	332.5	1072.5	1508.75	1221.5	2699.25	745.75	406.5	746	1213.25	600.75	731.5	1037.75	853.75	2286.75	11	961.25	3191.5	1150.75	1154.75	1678.25	203	1243.5	620.25	1114	1203.5	4020.5	272	3852	163	1509	705.75	1327	2598.75	69	7	2044.5	219	1698.25	1028.75	1501.75	3575.75	1900.5	580.75	1223	466.5	234.25	2592.5	1035.75	579.25	805	1453.5	1579.5	3656.75	490.75	2545.25	4507.75	1267.75	2218	1214.75	348	226255.25	1430.25	1248.25	386	1050.5	520.75	6930.75	2553.5	1735.25	1369.75
K06019	K06019	2450.9	280.77	400.7	205.2	96.42	260.3	4463.23	2768.8	8092.4	3120.1	1106.9	23820.18	5026.67	2135.92	2286.7	3038.53	131.1	27.67	6729.27	3133.2	1284.3	2881.9	65.9	4211.5	4474.1	373.8	264.7	1553.1	1131.3	4837.38	919.2	1409.17	2896.67	31.67	1458.7	5620	3073.95	1877.4	3012.9	10210.97	1261.7	4930.73	680.1	6117.2	3723.83	4655.8	1580.4	3612.47	2809.8	1416.42	3996.6	7421	655.13	41.83	3332.23	2475.77	3264.53	2440.7	674.2	4458.2	1308.52	10565.5	1560.68	3421.47	659.73	911	21433.38	518.63	896.93	255.3	1183.63	3616.83	92.3	7183.82	9223.22	3018.53	1052.28	4548.25	244.27	231830.92	419.53	3784.13	2440.85	10301.47	1237.47	9721.27	6354.95	1289.53	1397.17
K06020	K06020	239	1036	497	226	0	417	89	143	478	459	1179	34	130	186	112	106	138	0	825	145	388	378	680	95	103	180	351	299	309	303	224	133	117	0	381	1010	61	350	282	0	213	311	152	108	811	122	114	101	154	106	750	1215	41	0	298	85	315	142	182	202	146	53	271	158	145	237	627	40	253	301	602	1002	223	185	48	211	466	302	117	871	402	371	104	700	87	767	292	1141	612
K06023	K06023	41289.03	23575.92	62791.75	9161.62	222.42	20262.07	19645.45	19306.58	18482.57	47879.12	26391.81	70135.42	18287.35	24513.16	24193.96	14627.87	22757.5	93.67	39284.25	17205.5	28016.02	33273.08	14393.17	27456.75	17735.76	4986.91	62332.33	27646.25	43519.66	11400.08	25607.29	13617.71	81221.17	261.17	21974.11	31385.41	24128.96	112700.72	28506.6	87254.59	40553.1	31726.42	17933.4	23580.75	9111.33	12265.59	17104.31	10124.53	20464.44	10806.66	182395.5	25867.77	2269.33	1203.33	15673.09	5007.58	65911.44	32432.3	34326.65	27730.42	15939.81	75994.59	142065.57	11253.96	9052.72	21427.6	67027.37	23645.82	11491.98	10380.82	48703.29	97042.28	11966.71	52582.54	42085.39	36401.32	216604.09	28264.58	4401.33	381687.42	16570.16	13279.21	13059.3	47650.33	19110.54	80813.22	79912.46	19489.3	30836.92
K06024	K06024	41266.53	22526.25	62405.75	8952.62	205.75	20539.07	19705.12	19219.08	18093.07	47668.62	24714.81	69878.59	18161.18	24397.49	24300.46	14590.54	22729	66	38512.58	17176	27864.52	33158.58	14052.67	27608.75	17767.76	4904.91	62125.33	27576.25	43270.16	11118.75	25500.79	13493.04	81047.5	244.5	21769.11	30752.91	24287.46	112483.22	28490.1	87045.42	40470.6	31560.09	17858.4	23617.25	7956	12263.09	17152.81	10036.86	20482.44	10471.99	178593.5	24484.77	2192	1176	15099.76	4885.91	65675.11	32417.8	34260.65	27878.92	15758.14	75558.09	142100.74	8686.79	8952.39	21426.6	66596.04	23648.49	11369.15	10093.32	48415.46	96523.95	11791.71	52815.37	41619.22	36823.99	216414.26	28082.08	4337.66	379891.75	16472.33	13193.38	12999.8	47045.16	18745.37	80953.05	80165.46	18482.97	29822.75
K06039	K06039	920.25	512.25	147.25	1121.25	4130.75	441	445.5	120	282	762	631	440	758.75	986.5	609.75	236.5	89.5	3769	465	114.25	640.5	881	502	705.75	409	49.75	163.25	968	208.75	649.25	237.5	1155.25	2715.5	6320.5	193.25	834	569.5	837.5	354	289	584.5	299.5	173	621	633	99	276	211.25	197	1315	36	361.5	4521.75	5378.75	915.75	5143.75	223	539.5	346	499	716	1298.5	745.75	36	64	266	611	69	276	229	488.75	902.75	36	2347	1509.5	477.75	700.75	346.5	142.5	12571.25	78.75	46	1117.25	735.75	175.75	813	916.5	943.5	3.75
K06041	K06041	6401.49	14257.22	9455.83	4448.3	8280.96	12018.94	3157.07	4961.88	6672.16	6626.69	14456.34	17241.94	3065.08	4022.96	2851.27	3263.58	3593.39	7567.99	12144.7	6000	16211.77	10693.19	16046.66	4282.52	3443.31	3513.98	6770.98	12873.18	5822.09	4105.94	11073.47	5220	11867.03	12667.1	12191.13	18733.57	2775.47	90721.31	10418.86	4139.83	8450.18	8390.02	5305.05	5055.45	9158.3	2333.83	4329.64	1677.29	6125.01	4860.15	4581.39	12708.12	9734.5	10859.73	5431.4	12014.33	11895.62	2334.57	8134.49	6652.03	4695.67	22549.06	13811.35	4829.84	2044.77	3908.48	45888.45	4159.73	8741.95	7053.07	31595.18	19443.56	2704.6	12806.86	11339.81	21772.55	11711.87	3175.5	1121.01	138792.88	5433.28	4470.6	3087.17	21421.32	2187.88	22987.1	12528.29	10893.31	6814.45
K06042	K06042	12493.83	4043.5	14801.5	4037.82	79.75	9647.17	12765.67	4480.68	4520.82	16439.49	8560.83	3412.09	7043.68	5758.91	13781.16	4726.84	3016.5	31	7198.83	4194	7943.32	8823.33	3275.84	17193	8937.16	1691.16	7264.18	9460.5	2781.66	3634.08	6897.84	6463.99	10070.5	27.5	4162.16	13416.49	16525.26	89174.32	9016	12061.17	8217.5	6077.84	4263.65	11459.5	3556.67	2774.34	11287.16	3818.16	9598.49	3438.92	1139	5244.67	323.5	78	6266.33	426.66	10883.16	10094.67	9340.5	16294.17	6687.09	7969.34	15392.24	1506.99	1261.84	8553	5491.59	3459.84	3724	6343.67	9249.66	46780.5	1533.51	41520.57	20266.59	17024.99	23723.41	6257.58	1217.01	351771.08	5661.33	4666.68	6050.58	4577.16	3274.67	29583	19689.43	10181.67	3031.33
K06044	K06044	108	39	11	23	0	126	93	7	34	101	48	7	39	45	100	24	19	0	50	28	19	120	15	95	14	35	24	43	7	28	11	80	11	0	37	293	118	34	94	0	45	76	4	33	31	78	57	7	41	11	6	116	9	0	37	18	45	44	38	29	41	35	124	12	8	26	88	11	35	6	189	104	10	91	58	284	67	29	27	428	133	203	6	56	25	182	510	11	36
K06045	K06045	0	150.67	0	88	16.67	0	18.33	0	0	0	837	280.33	97.67	37.67	0	11.33	0	27.67	86.67	0	0	0	0	0	0	0	0	0	0	32.33	0	151.67	171.67	16.67	0	239	0	23	0	245.67	0	20.33	0	0	385.33	0	0	10.67	0	275.67	3059	459	55.33	27.33	383.33	72.67	59.33	0	0	0	120.67	556	0.33	2472.67	1.33	1	0.33	0.33	13.33	95	0.33	0.33	2	2.67	559.67	0.33	0.33	14	1.67	2158.67	8.33	30.33	16	0.67	374.67	16.67	157	0.33	765.67
K06048	K06048	123.25	10.25	2.25	883.25	4130.75	39	142.5	0	4	241	119	0	179.75	160.5	59.75	48.5	2.5	3769	14	18.25	36.5	70	16	25.75	4	7.75	7.25	64	33.75	305.25	29.5	939.25	2.5	6320.5	27.25	23	22.5	183.5	35	11	126.5	56.5	4	1	591	8	8	85.25	0	1156	21	80.5	4517.75	5378.75	555.75	5134.75	0	175.5	0	5	246	3.5	117.75	15	4	0	167	0	10	45	84.75	164.75	21	139	1292.5	152.75	127.75	26.5	121.5	10564.25	79.75	25	653.25	243.75	89.75	579	1.5	26.5	2.75
K06073	K06073	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K06074	K06074	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K06075	K06075	1006.25	644.25	303.25	1137.25	4130.75	493	756.5	164	388	1004	663	459	804.75	1029.5	696.75	281.5	128.5	3769	562	158.25	683.5	965	538	925.75	528	79.75	282.25	1061	239.75	786.25	300.5	1226.25	3028.5	6320.5	256.25	942	703.5	884.5	472	291	623.5	343.5	215	707	639	119	308	239.25	528	1327	36	403.5	4521.75	5378.75	936.75	5154.75	370	661.5	397	828	729	1363.5	822.75	53	85	512	684	117	280	290	659.75	1055.75	69	2577	1654.5	575.75	807.75	419.5	165.5	12947.25	171.75	142	1147.25	799.75	216.75	1027	1300.5	1082.5	40.75
K06076	K06076	1822.99	2286.55	1976.58	1642.05	4131.04	2391.94	1006.49	738.38	1030.66	1911.44	3011.59	542.86	1413.91	1361.79	1103.27	722	787.89	3769.57	2219.53	1016.75	1668.27	2043.19	2393.66	1647.02	1033.31	920.48	1300.98	1690.43	906.34	1164.36	1110.47	1920.33	2910.86	6323.43	1461.63	5425.07	1566.47	83653.81	1445.11	317.66	1529.93	1739.44	1057.3	2173.7	7806.97	566.83	1777.64	453.12	2025.76	2063.48	1138.89	2528.87	4686.67	5392.15	2179.82	5496.66	1328.79	1153.07	1323.49	2968.03	1381.5	1557.81	4011.52	878.67	474.44	1454.73	6828.62	889.4	1464.87	1568.07	4088.35	5869.48	653.6	5201.19	7653.14	8820.22	3904.04	1136.5	540.84	112932.71	1968.95	1843.27	1610.67	3976.15	618.71	14446.68	6447.79	2750.23	1143.28
K06077	K06077	166.25	160.92	19.25	976.25	4147.42	26	191.83	8	4	241	888	300.33	355.42	220.17	101.75	71.83	5.5	3796.67	106.67	11.25	22.5	66	10	87.75	48	10.75	8.25	59	40.75	341.58	11.5	1113.92	205.17	6337.17	9.25	301	74.5	208.5	20	256.67	142.5	98.83	18	58	1035.33	14	33	97.92	12	1432.67	3087	509.5	4565.08	5406.08	1002.08	5193.42	73.33	179.5	18	43	396.67	590.5	101.08	2479.67	5.33	84	188.33	0.33	35.33	203	123.08	169.08	8	265.67	1911.17	127.08	119.08	59.5	123.17	12716.92	59.08	35.33	688.25	272.42	475.42	296.67	239.5	36.83	774.42
K06078	K06078	206.5	4.5	4.5	1700.5	8261.5	6	285	0	0	450	0	0	341.5	321	119.5	57	5	7538	8	2.5	3	56	6	41.5	2	1.5	4.5	42	53.5	604.5	3	1868.5	5	12641	2.5	16	45	331	0	22	231	113	0	2	1182	2	0	164.5	0	2296	42	7	9019.5	10757.5	1111.5	10241.5	0	321	0	0	482	7	147.5	0	8	0	334	0	0	74	169.5	223.5	0	244	2585	189.5	205.5	17	225	20774.5	73.5	0	1306.5	487.5	151.5	2	1	3	3.5
