id	KO	Itg.10.DTT455.S49	Vil1.01B.FP07	Lyz2.04B.FP243.S92	Vil1.04B.DTT43	Vil1.07B.DTT79	Vil1.06B.FP67	Lyz2.01B.DTT207.S47	Itg.22.FP515.S18	Lyz2.05B.FP255.S52	Lyz2.04B.DTT243.S84	Vil1.04B.FP43	Vil1.09B.FP106	Itg.02.DTT407.S99	Lyz2.08B.DTT291.S133	Itg.24.DTT527.S22	Itg.26.DTT539.S35	Lyz2.08B.FP291.S89	Vil1.06B.DTT67	Vil1.02B.FP19	Itg.26.FP539.S43	Itg.18.FP491.S94	Itg.12.DTT467.S61	Vil1.07B.FP79	Lyz2.02B.DTT219.S59	Itg.24.FP527.S30	Lyz2.07B.FP279.S77	Lyz2.03B.FP231.S79	Itg.18.DTT491.S86	Itg.06.DTT431.S24	Lyz2.05B.DTT255.S96	Itg.08.FP443.S44	Lyz2.07B.DTT279.S121	Vil1.08B.FP94	Vil1.05B.DTT55	Itg.16.FP479.S81	Vil1.05B.FP55	Lyz2.06B.DTT267.S108	Itg.16.DTT479.S73	Itg.12.FP467.S69	Vil1.14B.FP166	Itg.20.DTT503.S98	Itg.22.DTT515.S10	Itg.06.FP431.S32	Lyz2.06B.FP267.S64	Vil1.013B.DTT151	Itg.02.FP407.S7	Itg.04.FP419.S19	Vil1.02B.DTT19	Lyz2.01B.FP207.S55	Itg.08.DTT443.S36	Vil1.13B.FP154	Vil1.03B.FP31	Vil1.010B.DTT115	Vil1.08B.DTT91	Vil1.014B.DTT163	Vil1.09B.DTT103	Itg.10.FP455.S57	Lyz2.03B.DTT231.S71	Itg.20.FP503.S6	Lyz2.02B.FP219.S67	Itg.04.DTT419.S11	Vil1.10B.FP118	LYZdtt351	SLCFP067	SLCdtt019	SLCFP091	LYZFP327	SLCFP073	SLCFP019a	SLCFP049	LYZFP339	LYZFP315	SLCFP127	LYZdtt363	LYZdtt315	LYZFP351	LYZFP303	SLCdtt109	SLCdtt001	LYZdtt303	SLCFP001	SLCFP109	LYZdtt339	LYZdtt327	SLCdtt067	SLCdtt163	SLCdtt145	SLCFP163	SLCFP145
K06079	K06079	111.96	7.11	21.54	852.82	4131.04	15.71	151.79	13.14	1.43	238.14	10.43	0.43	182.75	163.79	66.04	35.5	4.79	3769.57	11.43	12.39	4.5	51.29	7.43	30.18	9.14	3.18	8.68	24	39.04	307.39	11.64	962.96	4.36	6320.93	7.96	38.57	37.64	173.64	17.14	14.86	122.5	87.21	7.86	22	1039.14	10.86	3.14	83.68	13	1195.71	35.29	9.64	4512.04	5379.32	611.18	5132.89	6.29	164.5	4.86	9	265.86	4.64	284.75	0	4	0	206.86	0	0	37	239.18	203.18	0	157.43	1775.64	314.18	172.61	8.5	115.64	10956.54	36.75	0	674.54	268.18	82.61	86.71	615.79	1.5	2.61
K06080	K06080	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K06113	K06113	585.15	1338.26	1990.32	202.27	0.58	2224.55	488.98	625.42	409.99	667.88	1218.52	58.39	214.66	229.58	499.71	319	875.78	1.14	1490.06	799.34	1012.87	685.38	2289.99	584.2	640.95	692.46	1264.46	465.53	401.18	230.55	798.61	614.49	32.72	1.86	1508.09	3142.14	526.61	810.95	1038.55	142.32	746.53	593.55	766.26	941.4	4366.61	307.99	1097.28	117.4	1902.86	818.29	610.78	1048.41	85.51	22.47	630.8	203.15	1343.58	95.47	1005.65	1594.73	546.66	201.95	2991.87	986.67	109.54	967.13	5732.58	1542.8	662.07	973.47	2942.53	3710.46	558.2	2466.72	4480.28	8417.6	2942.25	351	348.68	9078.25	2054.4	2144.87	342.51	1522.13	202.92	13034.69	1380.58	1107.13	511.39
K06120	K06120	247	90	289	53	0	81	557	54	133	535	162	46	182	131	230	106	94	0	95	74	99	231	101	558	151	108	259	121	52	66	90	224	482	0	54	329	377	166	281	0	71	69	99	412	15	41	169	16	598	50	0	36	0	0	44	9	298	135	89	817	118	131	488	46	8	76	162	115	39	269	183	511	33	837	236	329	350	62	22	792	50	87	41	102	68	1261	590	235	50
K06121	K06121	0	36	123	0	0	8	196	0	54	151	0	11	0	0	0	0	21	0	0	1	0	0	26	70	0	0	103	0	0	30	0	6	291	0	42	19	0	1	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	70	0	130	0	0	0	2	0	76	1	28	0	0	9	63	24	0	14	0	21	16	3	154	5	0	2	1	1	0	261	0	17
K06131	K06131	63957.96	37356.01	96929.15	16079.93	8568.75	36643.69	33389.13	33218.24	25708.97	71498.2	45377.22	80083.98	28470.77	34965.07	39716.22	24396.16	28272.28	7671.06	63112.47	31533.67	49427.91	54345.71	26591.49	43752.45	29215.97	9364.2	81486.87	45779.44	49969.33	16967.29	47383.02	23101.74	99932.39	12942.53	32305.73	58746.13	39372.69	131317.72	50204.34	155842.16	62648.97	51862.64	26587.15	39079.32	24975.77	19239.17	29863.4	16466.71	35118.33	19564.44	339484.03	37606.2	12136.59	12123.8	26182.99	16415.56	103342.54	44907.4	56585.11	45334.24	25795.94	90032.79	165062.1	16729.92	11413.98	38018.75	102354.32	32109.11	18677.12	24386.94	69273.36	161742.44	17070.45	95878.88	83517.22	73112.41	248177.93	42512.82	7280.17	693845.84	32556.13	24002.95	21294.44	66397.95	25421.25	124692.46	108239	37230.48	47597.81
K06132	K06132	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K06133	K06133	7192.91	3136.34	3820.59	4180.9	4210.5	8179.5	10969.17	1493.02	2544.65	8593.74	6338.74	1154.17	4665.59	2911.41	7655.24	3140.59	2067	3830	3892.33	2101.91	4594.99	6421.08	2231.17	13327.84	5617.58	1260.91	2758.43	5922.08	1733.16	2573.75	2588.42	5541.66	7282.25	6343.5	2265.33	11973.99	9931.59	3588.74	6680.92	447.67	4843.33	2626.42	3077.49	7502	4014	1394.51	7864.16	595.25	8396.65	3811.09	699.5	2721.25	4650.08	5461.58	5007.42	5457.58	4636.91	5114.59	5966.08	11724.25	5092.18	2167.26	13855.41	858.66	824.93	3341.83	4512.75	2607.09	2337.17	5497.84	6505.08	16931.5	1013.26	32162.23	12248.09	16102.83	9191.74	3964.08	725.51	269975	3382.83	3362.1	4058.41	3519.58	2001.67	15005.42	10022.18	4732.75	1958.5
K06134	K06134	20	8	0	33	0	37	0	0	4	16	120	2	9	0	0	20	1	0	10	17	35	42	14	5	3	8	5	43	7	3	29	5	1	0	27	16	0	18	36	1	11	0	4	0	0	7	8	3	1	14	1	78	8	0	6	14	1	15	1	5	5	29	44	15	0	0	1	0	10	8	0	53	21	17	0	58	26	18	9	186	43	25	0	0	14	578	1	25	271
K06140	K06140	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K06141	K06141	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K06142	K06142	10401.47	33410.07	27226.99	4892.4	4148.29	25452.32	7050.05	12425.64	11169.98	15601.07	27104.02	5084.41	5771.15	7669.79	5468.06	6944.33	8974.67	3798.38	29529.76	15101.25	22070.31	19138.82	30689.98	9982.81	7873.68	8165.94	19237.94	16727.04	11147.02	6745.91	21304.41	6631.41	5009	6347.96	17263.14	41431.71	6027.41	96160.68	20632.33	2450.15	21415.04	20946.9	12072.4	12754.35	21741.24	6222.24	9059.17	3469.78	16404.28	6079.11	6038.17	23482.11	5611.59	5585.53	8307.29	7474.9	23828.45	3587.21	22501.47	16121.09	7721.42	4525.18	21776.39	8422.18	2849.9	7475.94	80581.94	11746.53	10429.44	18900.96	39018.63	51794.77	7207.55	28636.49	24601.59	48244.99	29843.7	5053.5	2007.94	173283.8	12992.68	10779.39	3460.01	41751.37	4361.8	49683.71	11212.62	22494.02	16718.26
K06143	K06143	2806.78	10244.94	7806.04	1888.23	4130.75	7008.23	1997.45	3730.24	3331.73	4507.05	7484.41	1415.43	1508.16	2250.75	1407.73	2024.5	2537.1	3769	8818.1	4389.61	6483.27	5522.15	8565.73	2483.84	2115.92	2116.55	5584.55	4972.18	3337.05	2140.72	6620.83	2446.87	630.75	6321.5	4865.17	9933.5	1217.83	4196.92	6052.47	615.3	6696.18	5976.98	3306.44	2884.95	3488.33	1753.72	1863.75	1061.94	3887.26	2477.27	606.1	6627.73	4772.13	5435.83	2327.89	5708.27	7222.25	903.57	6929.13	3525.53	2297.89	760.42	4501.02	1733.17	700.69	1911.98	22154.51	3844.4	2817.37	5690.32	10419.67	14122.05	2216.85	6648.01	4208	8739.79	7325.93	1205.5	605.95	26663.42	3805.95	3101.02	1046.88	11579.47	1191.85	13517.47	1088.25	6666.23	4725.17
K06144	K06144	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K06145	K06145	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K06146	K06146	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K06147	K06147	221850.65	113051.03	244053.36	64472.01	9359.79	160063.7	155114.39	106512.26	146878.22	243797.38	165931.65	445119.22	137667.28	121117.63	191255.88	106482	80329.69	8225.32	227684.13	114536.92	180895.21	204869.19	118868.41	206879.2	144112.55	37640.48	200821.88	180453.64	134449.84	95516.41	146888.88	103326.57	339788.86	13505.43	136656.17	265784.98	213377.33	249468.55	199368.15	396131.26	178532.69	168729.45	92580.53	196550.8	70994.82	87005.72	134794.69	57732.05	136809.63	67127.53	679549.19	171631.73	22252.98	14234.81	104775.74	48701.65	296345.49	137002.95	171916	195392.24	103253.88	375998.8	488222.81	47865.31	41157.22	126562.89	484441.99	88764.45	95193.76	101112.26	283866.44	407112.98	48026.6	501799.16	304747.43	299954.65	573462.4	173957.3	25369.99	2936306.86	112415.6	114647.81	81746.69	267241.74	77762.56	452444.32	392884.18	120984.19	133866.43
K06148	K06148	74111.83	38209.17	133757.67	9805.4	243	21271.17	19781.84	34506.52	19292.48	82011.66	34597.5	114590.01	21737.35	43875.32	23186.32	23249.84	40189	59.5	75272.25	34707.17	49916.32	60505.16	22206.68	24358.5	20430.66	5677.49	130454.68	43670.84	81768.33	11448.92	53113.51	15587.74	133624.5	424	36692.49	28739.82	18724.35	63969.99	47691.16	198740.34	70824.01	55544.01	26721.31	24163.83	10960.84	17070.34	13375.66	17546.99	25626.15	17467.67	511419.25	32715.17	3689	2172	19893.99	6662.49	143650.75	52886.34	52051.34	26175.5	21344.01	137134.93	249229.82	14901.49	16591.51	32202.33	103863.51	43456.84	17653.33	7781.84	81032.83	103361.25	21097.68	30097.07	34977.51	34203.74	390048.08	57983.17	8355.51	56245.66	32533.34	20168.69	17648.25	77154.58	32295	91637.75	136543.68	21815.84	66727.33
K06149	K06149	206.5	4.5	4.5	1700.5	8261.5	6	285	0	0	450	0	0	341.5	321	119.5	57	5	7538	8	2.5	3	56	6	41.5	2	1.5	4.5	42	53.5	604.5	3	1868.5	5	12641	2.5	16	45	331	0	22	231	113	0	2	1182	2	0	164.5	0	2296	42	7	9019.5	10757.5	1111.5	10241.5	0	321	0	0	482	7	147.5	0	8	0	334	0	0	74	169.5	223.5	0	244	2585	189.5	205.5	17	225	20774.5	73.5	0	1306.5	487.5	151.5	2	1	3	3.5
K06153	K06153	38531.02	34799.72	50959.58	11849.42	4353.46	30315.51	22462.69	20767.46	20926.23	44604.14	36038.98	72355.28	19686.01	24474.53	25402.98	14839.87	26036.89	3897.24	42005.78	18143.25	33641.79	35974.02	27265.66	31994.02	19085.32	8001.89	58932.31	31951.43	46999	13634.11	26069.76	16934.79	84710.78	6581.1	28149.49	45343.15	27553.43	111462.28	31897.71	76885.25	43491.78	36000.11	22184.2	28187.2	16613.13	13609.67	21013.7	7453.4	26140.2	12883.81	182249.89	32604.64	6901.25	6641.73	18474.74	10985.99	59220.48	28006.7	38214.64	34150.95	18764.06	72578.65	150515.59	12472.13	9546.41	23312.08	93847.74	27200.22	15164.35	17751.64	62353.89	87372.76	14531.56	65061.98	46047.86	53597.54	217280.88	24727.58	4491.92	417698.8	18536.11	15540.73	13209.64	61709.73	19665.75	91550.4	76604.83	23650.03	32024.12
K06155	K06155	142.25	63.25	171.25	888.25	4130.75	116	172.5	36	25	388	171	0	262.75	185.5	78.75	89.5	15.5	3769	83	125.25	33.5	166	66	182.75	37	66.75	87.25	62	84.75	324.25	100.5	999.25	2.5	6320.5	84.25	166	79.5	226.5	118	12	194.5	144.5	39	51	2628	54	34	103.25	57	1191	98	168.5	4564.75	5378.75	819.75	5233.75	39	209.5	77	143	275	13.5	159.75	126	186	226	189	0	399	354	153.75	148.75	56	141	1590.5	224.75	118.75	225.5	183.5	10680.25	320.75	269	665.25	335.75	158.75	390	52.5	22.5	274.75
K06156	K06156	1431.25	410.75	658.75	1328.75	4290.25	375	2165	360.5	282	2020	991	142	1508.75	1126.5	2798.25	600	210	3769	726.5	225.75	349	1126.5	210.5	2889.25	461	532.25	572.75	868	405.75	782.75	225	2212.75	6414	6320.5	165.25	963.5	2068.5	675.5	1121.5	167	2209.5	666.5	1059	1493	6439	190	824	199.75	1680	2044.5	1158.5	548.5	4510.75	5379.75	3366.75	5136.25	586	817.5	2522	3209.5	1377	488.5	1369.25	544	110	818.5	799.5	306.5	343.5	2172.5	605.75	1411.75	519.5	2519.5	7791	1073.25	1011.25	371.5	230	456309.25	857.75	167	1010.75	709.75	720.75	3568	3677.5	413	1481.75
K06157	K06157	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K06158	K06158	44745.26	35382.19	72398.41	11202.72	4529.92	29873.95	21520.51	23759.34	22084.39	52753.75	36394.74	72338.47	20927.34	27882.66	25663	17038.2	25757.78	3891.48	49563.48	22607.25	35903.06	40077.71	25809.49	29646.79	20190.13	7872.12	69016.54	33682.36	47412.09	14191.88	33007.23	17221.04	84685.31	6603.2	28423.87	47031.05	26699.4	118151.09	35368.32	88683.58	48279.71	39822.88	22045	28640.4	28840.6	14508	21852.84	11502.44	25839.46	15201.29	187797.78	34329.51	7319	6663.96	22235.31	11245.07	73992.1	33217.44	42037.63	32841.48	19782.23	78607.46	148600.69	16324.47	10123.68	25102.81	96258.69	28227.95	15981.55	18136.71	62482.32	115387.32	14629.16	59692.84	63101.84	52721.84	226518.5	30499.08	5367.93	861443.26	22111.64	18185.33	15706.89	63620.3	21047.88	105070.25	83064.29	27491.09	37271.65
K06159	K06159	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K06162	K06162	135.75	48.75	130.75	883.25	4130.75	67	340.5	1.5	61	392.5	124	13	187.25	162	67.25	50.5	28	3769	23	24.75	45	74	49	117.75	17.5	10.75	117.75	69.5	36.75	335.25	35.5	948.25	302.5	6320.5	72.25	58	36.5	184.5	47	12	130	58.5	4	19	591	14.5	29	85.25	196	1165	22	81.5	4517.75	5378.75	561.75	5134.75	7	245.5	6	162	250	37.5	132.75	17	4	82	176	32	14	45	103.25	250.75	45	174	1306.5	188.25	152.25	46.5	128.5	10813.25	88.75	35	658.25	244.75	96.25	586.5	284.5	31.5	294.25
K06163	K06163	112.25	38.25	128.25	850.25	4130.75	25	338.5	0	57	376	1	13	175.75	160.5	66.75	28.5	27.5	3769	11	5.25	7.5	32	36	106.75	12	3.75	109.25	24	26.75	332.25	7.5	943.25	302.5	6320.5	44.25	43	36.5	166.5	12	12	115.5	56.5	0	19	591	4	16	82.25	194	1154	22	4.5	4509.75	5378.75	561.75	5120.75	7	230.5	6	149	241	37.5	86.75	2	4	80	172	32	0	37	102.75	197.75	24	151	1306.5	123.75	124.75	28.5	115.5	10603.25	41.75	10	655.25	244.75	76.75	1	278.5	5.5	291.75
K06164	K06164	112.25	38.25	128.25	850.25	4130.75	25	338.5	0	57	376	1	13	175.75	160.5	66.75	28.5	27.5	3769	11	5.25	7.5	32	36	106.75	12	3.75	109.25	24	26.75	332.25	7.5	943.25	302.5	6320.5	44.25	43	36.5	166.5	12	12	115.5	56.5	0	19	591	4	16	82.25	194	1154	22	4.5	4509.75	5378.75	561.75	5120.75	7	230.5	6	149	241	37.5	86.75	2	4	80	172	32	0	37	102.75	197.75	24	151	1306.5	123.75	124.75	28.5	115.5	10603.25	41.75	10	655.25	244.75	76.75	1	278.5	5.5	291.75
K06165	K06165	103.25	38.25	125.25	850.25	4130.75	12	338.5	0	54	376	1	13	170.75	160.5	59.75	28.5	24.5	3769	4	2.25	1.5	28	30	90.75	1	1.75	105.25	21	26.75	332.25	2.5	940.25	294.5	6320.5	44.25	28	22.5	166.5	1	12	115.5	56.5	0	1	591	1	0	82.25	191	1154	22	4.5	4509.75	5378.75	561.75	5120.75	1	230.5	1	130	241	32.5	73.75	2	4	76	169	28	0	37	93.75	174.75	24	122	1306.5	94.75	124.75	24.5	115.5	10550.25	41.75	0	655.25	244.75	76.75	1	261.5	1.5	288.75
K06166	K06166	112.25	38.25	128.25	850.25	4130.75	25	338.5	0	57	376	1	13	175.75	160.5	66.75	28.5	27.5	3769	11	5.25	7.5	32	36	106.75	12	3.75	109.25	24	26.75	332.25	7.5	943.25	302.5	6320.5	44.25	43	36.5	166.5	12	12	115.5	56.5	0	19	591	4	16	82.25	194	1154	22	4.5	4509.75	5378.75	561.75	5120.75	7	230.5	6	149	241	37.5	86.75	2	4	80	172	32	0	37	102.75	197.75	24	151	1306.5	123.75	124.75	28.5	115.5	10603.25	41.75	10	655.25	244.75	76.75	1	278.5	5.5	291.75
K06167	K06167	3328.74	10732.47	8871.83	2239.8	4231.96	8149.44	2462.32	4107.38	3481.41	5290.44	9812.34	1762.44	2161.83	2634.96	1970.52	2307.33	2951.89	3804.49	9412.7	5012.25	7071.27	6104.19	9627.16	3865.27	2578.56	2689.98	6172.98	5277.18	3623.59	2429.44	7209.97	3321	829.28	6348.1	5638.38	13340.82	2091.72	4639.06	6812.61	954.08	7057.18	6937.02	4028.8	4206.2	11596.3	2044.58	3395.89	1157.54	5468.76	3585.4	4366.14	8274.87	4934.75	5471.98	4761.65	6011.83	7849.37	1312.82	7424.99	6137.03	3167.92	1532.31	7097.6	4499.34	919.27	3080.48	26680.95	4059.23	3588.7	6324.32	13214.93	17316.56	2357.85	9212.36	20034.06	15896.8	10291.12	1625.75	784.76	261067.38	4759.78	3752.35	1575.92	13781.82	1906.88	15719.85	2417.29	6859.06	6324.7
K06168	K06168	20108.77	19532.72	16522.58	8836.67	4229.96	24438.51	17803.94	10676.46	18602.98	22210.56	25093.15	45015.78	15225.51	11515.7	20979.98	11239.87	7234.89	3859.99	25050.53	12545.25	24106.79	23245.27	22509.83	24922.02	16410.32	6273.89	11774.31	23322.43	9937.25	12253.19	16358.76	12795.79	32081.78	6380.6	18448.49	41050.23	24185.93	98722.28	23477.71	15813	17685.78	17822.11	11437.2	23465.95	12490.3	9265.67	16826.7	3494.4	17655.2	7898.64	5411.39	24394.64	5974.75	5597.48	12703.91	9740.24	22141.73	10581.12	18874.64	25712.95	12335.81	37455.15	35884.09	7605.13	3954.16	11796.08	72956.74	8245.72	13783.85	15791.64	42513.89	44150.76	4994.56	64251.73	27596.53	46021.54	28339.38	14200.58	2448.42	408104.88	11962.11	13269.73	8218.72	36251.23	6512.25	58903.65	35892.5	18933.03	12124.45
K06173	K06173	57453.6	38979.22	78061.08	16972.74	4437.71	42516.68	36760.61	26440.64	25780.3	67656.05	46181.98	75441.37	27991.69	33238.61	44412.64	22254.21	29064.89	3876.49	54491.61	25300.75	42644.11	49964.1	29954.17	50602.52	29402.48	10244.55	73088.49	43510.93	50211.41	17318.52	37124.6	23730.03	104984.78	6626.6	32443.65	60341.22	45447.19	123962.1	46054.71	89718.17	57848.78	43935.45	28248.35	40446.95	19776.47	16660.51	34336.86	12192.06	36939.19	16542.06	183711.14	38053.31	7244.75	6758.48	24331.24	11249.9	79807.14	40347.29	54184.64	51069.12	26552.4	81724.74	169101.33	15469.62	11170	31457.08	99172.33	31941.56	18899.35	27817.31	71106.55	138950.51	17047.07	108432.05	74081.12	72932.78	242335.04	36933.66	6512.43	683269.96	28396.94	22329.91	19095.55	65783.64	24434.42	120480.9	104042.93	33250.7	41579.78
K06175	K06175	342.25	1038.25	499.25	1076.25	4130.75	420	231.5	143	478	684	1179	34	300.75	346.5	171.75	134.5	140.5	3769	829	146.25	389.5	406	683	115.75	104	180.75	353.25	320	335.75	605.25	225.5	1067.25	119.5	6320.5	382.25	1018	83.5	515.5	282	11	328.5	367.5	152	109	1402	123	114	183.25	154	1254	771	1218.5	4550.75	5378.75	853.75	5205.75	315	302.5	182	202	387	56.5	344.75	158	149	237	794	40	253	338	686.75	1113.75	223	307	1340.5	305.75	568.75	310.5	229.5	11258.25	438.75	371	757.25	943.75	162.75	768	292.5	1142.5	613.75
K06176	K06176	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K06177	K06177	354.66	540.21	660.24	1025.72	4131.04	1259.61	324.49	360.04	161.33	605.44	779.93	2318.53	474.25	268.79	185.94	253	209.89	3773.57	562.53	413.09	545.6	536.19	2758.33	445.68	193.64	288.48	368.98	482.1	288.34	436.69	518.14	1431.66	197.86	6322.43	1038.96	1843.07	556.14	82627.14	514.44	1083.66	556.6	1053.11	242.96	917.7	6877.64	167.16	465.64	193.78	369.1	1841.81	366.89	634.54	4640.34	5390.82	1771.48	5387.99	580.79	527.4	477.16	1085.7	618.16	496.14	853.85	681	263.1	734.4	1515.96	714.4	1002.2	967.4	991.68	1481.48	597.6	625.53	6398.14	1546.88	696.71	537.5	419.84	105008.04	1568.95	1444.6	781.34	1575.48	420.71	12230.01	5399.79	558.9	747.61
K06178	K06178	36748.99	31488.22	66277.08	7627.8	4273.71	21975.94	10195.82	21312.88	19540.91	42008.02	27530.92	73442.69	14882.83	23732.29	13276.02	13210.83	23443.89	3836.24	44793.95	20061.75	31195.77	33124.19	25207.49	16197.52	14187.56	6174.23	65163.23	27043.93	45138.34	11261.86	29985.22	10911	72334.28	6562.1	25259.13	34559.49	11738.97	114075.06	28360.11	88830.58	41539.68	35265.27	17955.05	18655.2	13279.13	12771.83	10363.14	10762.04	17211.01	11029.32	182509.39	30273.87	7034.25	6557.23	14837.98	10593.83	69790.62	28685.4	34062.74	19837.28	13380.17	76371.31	133371.35	11892.34	9161.77	18842.98	90089.95	24407.98	12347.95	9509.57	55010.93	96705.56	13038.35	24392.61	38372.64	35798.55	215808.37	25107.5	4340.01	163568.55	16452.28	13018.85	11390.09	58574.57	17948.88	79020.1	69059.37	22855.06	32955.62
