#OTU ID,Vil1.01B.FP11,Lyz2.02B.FP222.S70,Itg.22.FP518.S21,Vil1.03B.FP35,Vil1.13B.FP153,Vil1.07B.FP82,Lyz2.07B.FP283.S81,Itg.20.FP508.S11,Vil1.10B.FP115,Vil1.10B.FP116,Vil1.04B.FP46,Vil1.14B.FP163,Lyz2.06B.FP271.S69,Vil1.02B.FP22,Lyz2.01B.FP210.S58,Vil1.05B.FP58,Lyz2.07B.FP282.S80,Itg.16.FP484.S87,Vil1.05B.FP60,Lyz2.01B.FP212.S60,Vil1.09B.FP105,Vil1.05B.FP59,Vil1.08B.FP92,Itg.20.FP507.S10,Vil1.04B.FP48,Lyz2.03B.FP234.S82,Vil1.04B.FP47,Itg.24.FP530.S33,Vil1.03B.FP36,Itg.02.FP412.S12,Lyz2.02B.FP224.S72,Lyz2.05B.FP259.S56,Itg.04.FP422.S22,Itg.20.FP506.S9,Vil1.09B.FP104,Itg.26.FP544.S48,Vil1.13B.FP152,Itg.10.FP460.S62,Vil1.14B.FP164,Itg.06.FP434.S35,Itg.18.FP496.S99,Itg.24.FP531.S34,Itg.02.FP410.S10,Itg.06.FP436.S37,Vil1.03B.FP34,Vil1.07B.FP83,Vil1.01B.FP12,Itg.26.FP543.S47,Vil1.10B.FP117,Itg.26.FP542.S46,Itg.16.FP482.S85,Itg.12.FP471.S73,Lyz2.08B.FP294.S92,Vil1.06B.FP72,Vil1.02B.FP24,Lyz2.05B.FP260.S57,Itg.04.FP423.S23,Itg.12.FP472.S74,Lyz2.04B.FP246.S43,Vil1.14B.FP165,Lyz2.06B.FP270.S68,Vil1.07B.FP84,Lyz2.04B.FP247.S44,Lyz2.01B.FP211.S59,Itg.08.FP448.S49,Vil1.13B.FP151,Vil1.01B.FP10,Itg.04.FP424.S24,Itg.08.FP446.S47,Vil1.06B.FP71,Lyz2.08B.FP295.S93,Lyz2.03B.FP235.S83,Lyz2.07B.FP284.S82,Itg.10.FP459.S61,Itg.12.FP470.S72,Itg.10.FP458.S60,Lyz2.08B.FP296.S95,Itg.16.FP483.S86,Lyz2.03B.FP236.S84,Lyz2.02B.FP223.S71,Itg.02.FP411.S11,Lyz2.05B.FP258.S55,Itg.06.FP435.S36,Vil1.02B.FP23,Itg.22.FP519.S22,Itg.22.FP520.S23,Vil1.08B.FP91,Vil1.06B.FP70,Vil1.08B.FP93,Itg.08.FP447.S48,Itg.18.FP494.S97,Vil1.09B.FP103,Lyz2.06B.FP272.S70,Itg.18.FP495.S98,SLCFP072,LYZFP308,LYZFP307,LYZFP331,SLCFP131,SLCFP078,SLCFP070,SLCFP023,SLCFP022,LYZFP355,LYZFP319,SLCFP005,SLCFP024,SLCFP053,LYZFP320,SLCFP095,SLCFP077,LYZFP356,LYZFP354,SLCFP112,LYZFP332,LYZFP306,SLCFP071,SLCFP004,SLCFP094,SLCFP052,SLCFP076,LYZFP330,SLCFP054,SLCFP114,SLCFP006,LYZFP343,SLCFP132,LYZFP344,LYZFP342,SLCFP096,LYZFP318,SLCFP148,SLCFP166,SLCFP150,SLCFP167,SLCFP149
ASPASN-PWY,38082.599,20201.3088,31355.9642,17007.9374,48334.9801,43860.0062,15666.8924,51950.92,51180.3091,42149.1371,38044.0021,69275.1913,16894.8983,41751.7213,13075.5818,15983.6966,11936.4573,42031.3501,23344.8415,8959.7925,38243.6592,31731.8538,55478.0061,57772.8307,26497.0995,22631.8059,40423.4053,49555.9239,23807.4282,52436.916,17750.8344,9489.6751,7681.3572,37887.0364,43442.4135,27693.0408,72648.8816,22832.5331,45647.6165,44510.4239,11034.9345,7678.4339,31954.8628,24659.764,26487.3382,33810.8587,41177.7873,35414.3285,39049.0292,45998.4564,39392.4644,32734.6444,17037.5422,27318.5644,40111.5306,13545.9971,10648.0322,41062.1454,5804.5638,50403.558,15451.3188,32240.8319,3247.5261,16875.517,29025.8011,57089.0756,29652.3559,10688.6126,20017.277,50321.0194,13707.6592,24238.2123,8118.756,25263.5488,33643.7355,16459.7678,14322.9115,51853.8482,19242.4348,24342.5104,84828.9411,10103.2993,35211.2562,39216.2788,19188.983,23023.1323,40136.9956,26634.788,45708.9035,18754.6132,22684.6419,33744.6412,22550.9469,23581.602,11607.4643,77768.6432,51605.087,139677.9016,23756.7197,17302.262,15902.6944,10239.6223,11984.6145,38577.2832,37725.3945,11048.35,12154.1575,19795.5658,8159.6824,2919.7758,6298.3447,44030.6308,38018.895,10832.5375,167792.0994,82274.9155,17347.4928,3009.8057,7746.7295,14970.9124,6164.1,106475.5132,12221.1622,5743.51,9180.8862,55467.1592,16049.9858,53104.2917,31286.3391,342.7115,56347.1292,32124.4991,51978.7061,61540.8283,38519.4469,43310.2718
AST-PWY,3.5,2.25,0,75.25,319.5,2.25,1.25,0,3,4.25,3.75,2,4.5,3,2.75,86.75,0,2,10.5,5.5,0,11.75,0,2.5,1.25,2,1.75,1.5,32.75,0,8,0.75,1.5,5,1.25,1.75,61.5,1.75,2,2,4,3,0,3,23.5,0,22.5,3.5,3.5,2,1.5,0,1.75,3.75,6,4.25,2.25,2.5,4.5,5.25,4.25,14.75,1.5,3,3,41,2,3.75,0,15,7,1.75,1.5,1.5,0,0,1.75,2.25,0,0,0,0,0,4,0,2.5,1.25,3.25,0,0,1.5,0,1.25,0,0,96.25,85.5,88,0,0,0,0,0,27.75,42.25,52,0,0,21.75,0,0,54.25,82.25,0,140.25,99.5,0,16,0,10.25,0,136.25,0,0,37,93.5,0,91.25,36.5,0,76.25,490,1.25,17.25,1,5.25
BIOTIN-BIOSYNTHESIS-PWY,31.4081,22.6571,11.0464,1440.0417,25185.5025,15.6985,15.6355,0,282.938,605.1391,39.1547,464.0632,43.7995,86.3053,32.9307,2122.101,6.9801,48.9772,709.7403,38.2187,588.1288,6620.8222,303.9074,21.5202,42.0831,21.9208,19.2024,57.1641,391.7146,7.9769,81.7965,5.2433,17.2847,84.5284,876.519,33.164,31804.4177,53.9795,184.1628,19.9359,34.4752,27.4143,0,27.9473,348.4659,37.7696,173.2266,127.2492,484.8221,25.0109,10.492,0,37.4125,869.3652,54.8322,45.9107,22.5829,25.4498,45.6908,356.1679,39.6777,293.0623,16.1796,27.8817,20.9708,19200.6446,13.9746,797.6414,0,970.1842,58.1657,12.2381,17.3988,17.4655,0,6.9867,94.2271,15.7371,4.0586,6.9943,4.0592,0,6.9965,34.9318,14.9416,40.2959,594.7071,672.7383,372.9381,0,17.3968,1119.0974,206.9473,11.0207,8.3886,4610.2231,668.3528,2647.2056,6.9957,0,0,6.9835,19.2034,1375.629,650.0243,313.6853,37.6531,44.5077,272.4724,6.664,6.985,615.6444,1258.382,61.6184,1318.5062,858.6188,0,91.1484,70.672,77.6828,6.9731,1242.9543,11.1839,0,239.8239,3980.0172,11.1864,4380.2651,335.1392,0,2038.6858,3509.8701,1156.3254,2733.3364,6292.1254,66.279
BRANCHED-CHAIN-AA-SYN-PWY,37828.5585,15339.4253,10748.0468,25143.96,33738.8265,56560.0727,17337.3821,54796.2473,34930.8388,34763.696,36938.7374,65249.6134,13465.9106,31829.7416,9554.6899,14878.7061,12979.8464,43959.4827,23112.9095,6239.5263,35064.3049,32799.5633,65875.0347,61483.7891,22408.8509,17124.6376,37491.2288,4647.9385,19503.1285,20034.6597,14113.5384,8151.5036,3008.2571,38986.8625,35373.0646,15067.8532,47247.5521,13473.5889,33238.127,45304.8074,8425.4222,6369.1098,10189.4918,19179.2359,18730.4362,36957.965,36104.4912,24277.4075,34890.1319,20115.1216,46788.8639,23625.5269,16984.6224,32046.5729,30431.389,8185.3049,11938.0587,31972.1985,4308.5052,40588.7399,4983.2712,36148.4763,2624.2438,12277.0352,18046.1424,36007.3914,28075.0795,11336.0198,14613.2083,61491.289,13154.9011,15876.9799,8005.4209,16366.906,24966.6698,11004.0537,13161.7635,57301.5032,12705.9882,18473.7193,23267.5126,8922.1224,34017.6509,29632.6792,13861.9346,13682.219,43251.9408,28761.9443,59089.0409,14468.8777,16765.0537,25783.8706,16093.5249,17071.6667,8751.2231,63871.4571,47317.2255,35191.5594,21186.5711,11222.6753,13010.9166,8971.2491,9669.2229,37427.6926,31219.9562,5111.3667,10268.5283,16854.9443,7035.0376,2768.6671,4135.2716,41824.3095,30897.6679,8758.8638,38717.9923,72413.0349,13481.5348,2591.8131,5785.727,11685.7748,4678.5427,71874.5247,10379.0158,4566.747,5662.7162,63203.4423,14140.2982,54675.7429,31643.3262,248.6372,49905.5725,38348.6288,23581.5623,61019.4088,32553.9034,49085.7563
CALVIN-PWY,51808.436,23842.0406,42430.5148,44828.7949,44783.5676,62218.3129,20559.3431,77220.678,52436.7451,47720.0976,41534.6296,86901.7272,26332.8434,48963.9954,12225.2631,25135.6141,14661.1117,53922.983,29092.6157,9699.5,48409.5299,47154.513,74989.5713,90293.5854,30571.2138,38396.099,48319.295,75537.9527,29679.3519,62035.6003,22572.2321,11979.8415,12046.8863,49207.4087,49985.2645,35946.2669,61364.3861,32067.3797,54771.5494,62307.9857,11380.5136,20487.4725,44988.3095,29249.9006,38940.4396,40963.2469,47720.1213,46536.2672,45176.3462,65122.423,51503.2236,35504.4946,24095.7705,34339.0397,54286.9099,18678.1959,20993.3282,43021.1198,10638.1101,61196.9434,20711.9986,39837.5747,7132.4282,19063.5186,34730.4912,44898.0561,39430.8125,20959.1555,19368.5142,71636.7437,20245.8875,36375.0297,9340.9256,36712.4674,31721.669,18934.4761,17072.6825,67512.658,27608.186,28989.7355,107561.6375,12093.7771,48441.9593,51068.7057,31955.4171,32187.008,49061.0798,31380.271,66337.2453,20087.4494,18078.6913,34735.008,32751.9427,17396.0709,14735.8091,75873.1501,76549.1791,148164.7241,30301.446,18870.7371,21774.3197,10581.8885,12093.4834,23713.9267,65565.9194,13947.6953,12466.5591,28527.1858,14719.4507,3536.8705,9059.6521,36285.3477,28662.7468,15984.638,179677.5622,123081.2452,23251.9309,5303.9603,11807.7549,21312.7163,12230.6424,111967.0888,14820.5287,7590.7312,13816.7265,48939.1514,19640.3367,42290.0292,13643.4467,392.2454,63211.3986,43513.7789,72261.9026,59607.181,48584.5104,57668.0201
CENTFERM-PWY,303.932,65.7391,37.3741,3661.7791,1155.663,323.333,23.9725,769.338,175.4101,188.5591,308.1198,48.8909,81.7841,144.0363,62.2589,1343.636,3.3964,367.1584,489.8215,51.9092,277.9609,2000.9041,53.2897,932.8228,159.5366,24.9804,284.1689,35.7975,930.9686,84.1175,90.2034,5.1751,20.8265,66.0698,424.4317,112.9339,352.1193,341.0235,27.9191,275.2676,744.3787,59.5632,101.9962,103.9709,1672.8633,198.0488,580.7084,138.1439,180.1284,165.1369,73.9735,462.1283,96.9058,569.2569,181.2301,27.2896,108.8896,356.3799,33.8509,57.5041,46.1948,224.1647,16.6496,65.0778,61.8039,226.1826,150.3308,406.7788,43.4737,755.3528,121.475,37.7904,31.722,1197.2297,606.7206,161.3564,85.9101,183.5188,25.251,52.3158,172.1144,0,155.4761,90.5449,109.632,77.2762,133.8878,380.9687,49.7844,48.6965,48.9772,329.3332,90.4107,339.9718,31.8237,1045.1409,600.0532,502.8068,77.5304,60.249,50.1225,73.8788,70.1126,133.362,480.751,95.7576,53.4529,6.0978,162.094,3.3877,158.0362,374.6816,571.2292,94.3346,1436.6099,770.3317,77.3533,77.7992,0,69.9127,277.3309,664.7256,3.48,29.8721,111.0131,1224.9037,0,1498.3945,157.1997,0,528.1645,2717.5395,297.7813,137.1776,202.9173,180.2973
COA-PWY,56044.9593,156931.341,74144.4128,83854.019,55500.2446,47204.7219,20987.5349,59481.8496,51119.3528,41820.7879,46581.6225,72735.4752,26415.4589,52772.4457,154124.6166,63115.7986,16046.139,46435.7869,28879.8401,29097.0588,37918.3651,109715.5772,53687.7626,71986.5189,33492.6826,123974.8975,58809.9833,113137.3427,45064.9,81762.5443,41723.6774,11009.6301,103148.8135,40705.1215,43084.8538,43411.2057,82934.4038,62883.9135,53697.1853,91227.9178,63668.9034,115903.1471,75709.8442,40373.8475,63730.5549,39185.269,55659.0594,60456.7541,38039.9847,95439.3182,40884.5306,66288.5601,26411.8873,29448.627,56032.1874,17039.7859,199940.657,51371.757,35699.1419,54748.3694,24118.4395,32887.2896,30222.3746,128763.3754,66108.1635,61892.6167,47025.1899,61173.6856,32918.8058,55922.482,26622.3657,124105.4872,11001.5222,115015.0498,67683.9651,87343.3804,17168.6447,56158.1066,63939.0029,121884.5255,162410.492,11091.6891,57836.1172,57610.8596,115913.0308,58162.8302,39620.3741,31238.4219,46160.3636,55081.3216,59930.2456,32143.3164,34632.2059,89453.6414,17437.7282,89958.8607,68749.5302,144010.6563,32567.5139,31936.0597,34630.3978,12540.5659,17822.3795,49812.9731,146730.3832,73535.1581,14246.1705,32743.6631,51351.9541,105687.4097,33335.8501,46178.6752,160687.9908,15064.0417,176858.1068,124771.6125,44008.8197,34407.7302,34339.4864,39256.8726,74065.9654,108504.478,13512.0542,7066.8336,48559.4037,118685.0119,18482.0064,68360.3526,52615.2575,51396.2056,62527.0383,30331.7176,86354.0084,75664.2579,56176.9291,49469.717
COBALSYN-PWY,13395.3365,1964.7523,13021.6543,20450.3054,20736.0121,27180.7373,4718.8211,24011.8908,8530.7261,12289.7457,9331.3718,34092.0272,11347.128,11633.872,1111.7071,6243.7392,2696.9465,18986.1616,9264.4996,591.843,16352.5014,15912.7461,30998.0988,29841.6553,7219.4502,15201.0707,13566.8778,16836.3508,5917.0578,14699.6911,3355.7577,4531.0736,3448.0349,16359.3271,12144.7273,10541.6204,21453.8306,17313.9758,15164.2093,14654.0268,11989.3631,37379.9525,16069.7292,7047.6324,21797.2245,11693.4576,8090.5659,15702.7716,11552.8181,16454.538,18637.1219,11144.588,7791.9212,11188.4143,17760.6441,6872.9874,13143.5316,8551.3283,8644.0622,19442.5022,3732.244,14777.0834,8824.9126,2056.1123,13208.5858,12373.8969,9147.6834,10912.0113,5112.9077,30361.0297,5657.1386,14435.8496,1430.6574,19465.6989,7217.5687,11990.5816,4864.6583,23983.5271,18092.5282,3475.4145,31712.3354,3950.6932,12487.9717,15077.6804,21732.0325,15516.0212,17748.6918,10349.8247,29317.8444,10581.4429,7427.9654,4845.0807,15347.631,12165.5784,3789.2895,26344.0808,32785.5572,2850.8959,6414.939,2998.353,6551.6782,2143.8896,2435.1179,1071.7149,92368.5803,6890.6321,2475.5723,8493.4131,29188.7587,14358.8581,1410.4517,3172.675,2327.2609,5575.897,11623.2673,54188.6571,6462.8043,2439.6047,5063.4905,8231.3083,2004.4001,9454.1788,3866.0675,2302.879,6235.9035,4839.0413,4136.522,6206.6119,1291.907,7810.1821,21965.9198,19720.8112,16212.2677,15951.193,18810.7134,19103.7992
CODH-PWY,418.3854,340.6295,730.1086,342.3062,3330.2917,40.9807,7.9986,539.6455,1678.7675,1626.0787,2710.8242,1927.0067,15.9946,1998.7959,96.9694,121.8828,92.7476,817.115,2021.705,348.884,1279.9892,835.7379,979.5826,199.7274,2112.431,384.4026,214.5603,74.974,1102.642,1282.0254,333.6577,378.7586,115.9328,3199.4107,1221.2373,576.8438,2615.1958,365.8537,1866.2607,36.9925,193.6738,30.9956,16.9979,587.5344,674.4011,356.3377,2667.9182,751.1473,1200.2857,151.871,353.3258,128.865,211.1431,867.8067,2300.0548,533.0422,30.9975,456.8655,50.9634,1243.1303,60.9192,1623.7793,47.9618,174.8807,572.3453,2018.8525,79.9297,172.7464,319.3533,2467.9513,13.9962,136.9237,144.0637,165.8724,244.5317,65.9735,294.2843,792.6936,717.9187,88.9675,132.9405,382.8394,202.6457,93.9196,46.9896,528.4107,612.3258,989.5277,4168.0158,10.9988,252.4077,901.1347,263.8483,129.8948,346.4166,860.6138,732.845,211.845,2367.3214,147.6425,68.9281,594.5699,81.8086,363.6564,584.82,1051.7228,899.076,400.4772,288.184,75.9699,0,424.9962,114.9586,299.7131,43.9945,881.6548,631.164,12.9973,225.1852,223.319,23.9961,1448.7614,817.49,545.5629,889.1374,227.7861,1002.7536,902.9741,76.9428,31.9888,407.6785,1440.1544,82.9586,1343.6278,1599.0031,9.9989
COLANSYN-PWY,13437.1886,4576.075,7578.9287,3888.7338,36297.3124,13158.1924,2588.6471,17596.1465,22186.6897,18552.4707,12922.8723,27281.1998,6123.1872,17974.8861,3271.5264,6790.6245,1968.5078,14459.8937,11142.0036,4080.0239,13213.1091,17145.0671,17421.6794,17389.8663,13355.467,7894.81,12580.361,1598.9206,9849.3866,16856.2505,7051.0739,4003.2302,1135.3711,15418.1569,15960.75,11230.0416,52509.5534,9062.1888,15533.2747,9442.1544,2307.4792,1815.3975,6113.4318,12256.2354,5135.6534,11787.3413,20577.7994,12747.8477,19200.4111,12198.509,13321.3778,8555.9678,3822.0807,11384.2133,12704.0269,3625.2754,2503.9871,17760.9202,1416.9473,18312.8179,1910.263,14971.8421,1140.5528,5429.9113,12414.4316,40250.6968,10226.3778,2796.7409,7067.393,19403.4659,3600.9025,10960.5158,2504.5271,7577.1316,6934.266,3582.2492,7079.233,19019.1501,9220.5351,7125.4427,18672.0108,4024.8451,11747.1978,15110.3559,7366.883,8796.6213,18010.3598,9272.128,18039.0627,4134.2613,4255.4084,15929.213,10567.859,3874.9596,5127.014,43325.8334,21947.5119,6500.6566,10400.5366,9576.5366,5415.1957,3195.6276,1427.5714,9428.7313,14785.911,2295.6656,4622.1332,6910.6953,3121.0741,251.6739,3044.9186,16698.9421,7747.5647,3504.7489,20108.6914,35064.9759,6976.6138,594.0408,1572.5296,5403.5717,2652.0336,29923.9781,6533.7715,2305.6457,2367.3828,9999.7873,6967.8452,13393.7301,3113.6583,38.4828,23719.028,14209.3322,7172.3888,19161.6369,20237.3285,16485.6569
COMPLETE-ARO-PWY,25851.0354,10038.8232,18231.8711,19047.1466,22760.5491,47888.648,12634.7269,41046.4776,38195.2077,37716.1338,29328.3006,70712.5071,11148.9186,28005.5182,5984.3494,10561.1676,9331.3391,36639.8462,18316.4471,3641.9541,41770.2136,18210.1381,62767.528,45763.0761,17170.8696,11385.8506,29247.4045,36067.1264,14041.7879,32676.6336,8977.3939,6814.2086,4273.2956,32909.0411,44178.5098,16415.8192,30382.6264,10952.6805,39482.9877,30818.2985,5651.6195,5581.6611,19174.9237,12291.3701,17599.823,28041.2284,24241.9241,23731.965,37059.5741,28272.278,39640.9949,19784.9334,12472.7541,26661.479,30220.7092,10367.8974,7649.2925,26541.3069,3775.2473,47257.7888,11860.5728,31572.6519,1829.3007,7532.4147,13726.603,21064.7473,19402.3289,8271.9555,11457.9877,51634.8251,9223.9704,8854.0082,5740.5026,13571.1557,20149.5649,8820.1876,9204.3593,47223.2494,7746.9962,11638.9471,52733.6228,7576.8562,23196.8357,25369.9571,9405.686,11859.1638,39235.292,24091.1674,57349.7775,10564.4881,12151.9794,29891.5609,12655.1963,10873.3034,6897.8836,46080.44,33067.6025,144876.9837,15506.0782,6149.1275,10157.9743,7890.2747,8959.9931,20830.2588,19511.9334,4031.5285,8970.3642,12778.7839,4537.3654,1638.4259,2346.1723,31268.2688,20363.6,8599.6973,181269.3322,49424.3243,9912.8044,1960.5963,4541.0289,8229.5912,3011.4237,98552.2621,8335.6905,4505.8036,4441.5177,34480.8343,10806.0493,37224.7363,13173.86,167.2815,45812.1744,36512.7041,38277.281,47683.0675,22758.2412,36715.5927
DAPLYSINESYN-PWY,41465.3831,23853.3752,49163.0642,56522.3893,14284.9131,51822.8917,18929.2804,56940.888,41825.2698,34875.6336,39694.7622,63923.6078,17946.7652,33373.7065,15765.494,24387.479,14182.6082,43069.6753,21593.6455,5873.1881,34714.7602,46584.4704,51115.9456,67466.8066,23645.6641,38179.8552,45633.8239,77378.3856,21699.8435,60092.765,15401.9395,10087.7632,23209.5072,38174.9115,37914.2837,29538.3419,12271.9798,38018.213,38770.3444,57472.8921,36227.5357,74954.2965,52432.9234,18195.1068,51456.0535,35965.661,32960.9323,33922.6597,30362.9513,57863.4888,42818.6379,40121.5779,19766.987,27080.826,36167.4648,16835.1511,60574.967,33379.6659,16997.6829,43124.924,18741.9986,32151.3634,17029.4288,16356.0094,37721.2873,6853.2907,32433.492,33069.0195,21934.3855,56457.5002,16545.6801,38748.2643,8448.7473,58200.9443,42604.6247,42096.7732,11988.5063,54680.4071,38221.9246,24389.0213,119916.9802,10209.708,36998.836,33692.4935,56549.6814,36578.718,36067.1472,28158.809,41817.9253,32481.8313,35084.5674,27483.6333,23319.0273,50111.429,8788.9228,50453.9074,50918.2854,143121.2957,22608.5473,8251.6995,14241.9643,9935.8437,13990.0701,40619.0531,137022.6501,22106.4368,11082.935,21442.9083,46471.9069,44029.0278,4248.044,39422.8986,54720.4507,10303.8724,177573.5924,83804.4724,15698.7691,7943.8503,10694.8196,17960.2005,6732.053,102447.5952,10065.7362,4998.9544,17703.5464,77729.8266,14009.0723,57698.7849,40034.2529,22606.6421,49035.1705,32338.5097,68594.9413,62057.3263,41806.0231,47830.1397
DENOVOPURINE2-PWY,64096.5486,180474.0021,53698.8052,93702.5583,46009.3095,37082.2098,23309.5775,59986.405,41160.9584,31611.9976,38140.7352,41025.9983,22213.8402,43789.2579,177699.1878,71999.6274,17797.4139,33565.1073,29373.0197,33154.8964,22807.6512,120988.775,35183.8404,70987.4956,25332.1287,128555.5148,43323.6353,74963.5837,44979.4687,58536.9709,48111.5924,11129.0075,106315.2217,37762.9904,26403.7812,31319.0898,66277.4166,43569.5168,31820.8761,103468.2715,34339.0272,78249.7375,51572.7386,44881.865,69035.8876,41736.178,60508.7161,43337.5452,26187.0739,65616.2144,23913.4327,40102.0566,29228.9156,26070.8447,41467.0671,17084.0768,179627.3668,36041.879,29433.6656,29713.5051,19356.2563,28310.6693,28144.3153,146798.6846,46556.6383,51911.6867,54043.584,43987.252,24281.0163,45192.6763,29784.3755,136428.3784,12004.0609,72724.5897,44718.3983,57838.6735,18143.6871,37568.2019,68022.8684,139678.7156,110003.7314,10749.7099,64827.0892,44606.1248,74432.8503,43302.0687,31944.5021,31258.06,28384.2111,38522.1586,30573.3971,20800.0121,29762.9307,44583.1569,14876.1849,92314.189,78371.5214,52955.7856,27117.3008,32109.5716,29535.6079,8123.0164,13061.7299,47345.907,176889.8429,21373.8599,9671.3874,24134.3939,61910.6975,63801.2207,35755.686,37019.5798,183030.3365,8193.4744,79854.9848,144647.8567,35238.977,11335.7712,17201.7043,28706.2655,79040.5399,74441.0742,9602.6365,4131.4302,20211.57,129024.163,15016.1298,64020.4083,54769.073,17439.8398,60541.6898,18412.9832,83499.69,73906.6967,50495.4708,46097.9201
DTDPRHAMSYN-PWY,27451.1646,14521.0356,38904.1556,44792.8623,41137.7352,44483.6026,13456.7541,49301.3847,46254.9084,40488.9027,33709.1564,64570.453,20021.3824,40973.149,8340.1007,14490.468,10007.2847,37515.9015,21001.074,4879.8219,37933.0765,32252.9074,50599.7508,56922.2818,20539.5745,61136.0044,34729.4063,79918.63,19863.5112,49005.837,10203.7793,11015.694,11750.1057,33136.2943,42343.0779,34111.1247,63729.3052,41391.3007,39875.3202,38652.0024,22512.2349,75276.7253,36905.715,20396.2198,49373.3582,28756.7118,28065.8072,42717.4202,37809.1994,65576.8736,39025.5459,42798.6293,12558.2572,25375.6904,44828.1786,17477.0929,32435.0388,38957.6079,30339.0001,44961.3163,17686.0196,29447.4514,25008.7722,12650.8324,42899.1754,50949.0101,20467.1818,21681.926,23506.7737,47359.4211,10057.0629,48291.252,6568.6234,64734.8953,43004.9395,45646.6234,9960.6121,47562.1795,44994.2252,16411.7308,89015.7683,11078.7712,29987.8027,44722.4251,45204.2221,32031.9057,35175.8036,22145.7683,45748.7558,34161.8284,23557.8933,31685.9794,27826.8575,31571.9356,11000.5546,60920.2271,52248.8598,141812.7026,16864.9139,13626.6884,17718.1282,11578.8607,15923.3767,35454.1986,130944.5366,33343.8226,13545.4784,17511.6001,41899.8679,22584.7566,7422.7997,39816.7561,26358.5203,11814.7517,173485.3721,85192.7897,18840.7322,13441.7585,7978.5632,15616.0605,16560.621,104104.0015,9797.5383,5768.6732,25373.2803,53608.3978,12167.0514,52844.7579,29298.1493,10075.6169,45172.9045,30463.9476,57980.0505,55620.3373,40777.179,40691.5186
ECASYN-PWY,7.786,4.5777,0,135.3601,772.7669,5.2926,2.5714,0,7.4789,10.5873,8.1285,4.9702,8.9684,7.2798,4.7507,162.646,0,4.8815,25.1195,10.1691,0,27.0891,0,5.1443,2.7181,4.2217,3.6933,3.4262,70.3883,0,14.8721,1.2972,2.5847,12.2207,3.1212,3.1934,153.1037,3.6039,4.9375,4.415,6.8904,5.1561,0,5.9247,52.5508,0,45.7309,8.4055,8.7243,4.3633,3.1075,0,3.8017,9.1143,13.1563,7.3276,3.8796,5.8947,9.1814,12.8638,8.4684,36.4267,3.4567,5.7017,5.3695,102.0592,3.8276,8.7343,0,35.5215,14.7713,3.0266,3.0392,2.9898,0,0,3.7544,4.6909,0,0,0,0,0,8.8267,0,5.568,3.1176,7.9355,0,0,2.7568,0,3.0548,0,0,232.1911,161.2908,168.1527,0,0,0,0,0,53.4997,87.2419,83.7276,0,0,45.8311,0,0,111.6474,160.7491,0,267.0666,189.6976,0,26.7095,0,17.7036,0,261.6361,0,0,60.3267,185.3636,0,214.9508,69.035,0,179.6632,1032.0571,3.0775,42.7094,2.3982,11.7877
ENTBACSYN-PWY,18.6524,11.9939,0,398.5717,1626.7753,11.9881,6.6592,0,15.9925,22.6464,19.982,10.6638,23.9146,15.9924,14.6535,446.672,0,10.6609,55.8213,29.28,0,62.5425,0,13.3265,6.6645,10.663,9.3295,7.9844,173.5147,0,42.5877,3.9974,7.9908,26.6349,6.6649,9.3302,326.0442,9.3306,10.6629,10.6579,21.299,15.9839,0,15.9908,124.6633,0,119.6361,18.6553,18.6502,10.6638,7.9947,0,9.3227,19.974,31.9672,22.6009,11.9904,13.3274,23.8314,27.9747,22.552,78.2593,7.9774,15.9913,15.9934,217.4719,10.6606,19.9587,0,79.6818,37.0923,9.3314,7.9893,7.9984,0,0,9.3256,11.9933,0,0,0,0,0,21.32,0,13.3272,6.6641,17.3101,0,0,7.9932,0,6.6643,0,0,508.891,450.9162,459.3584,0,0,0,0,0,147.0047,224.1742,269.966,0,0,114.383,0,0,284.7938,433.4128,0,698.9033,526.4453,0,82.715,0,54.4981,0,717.9557,0,0,193.6819,487.8759,0,478.3036,189.8173,0,402.3143,2184.1873,6.6623,91.7785,5.3325,27.9559
FAO-PWY,233.2041,45.0125,30.3876,6939.8357,948.0043,245.6261,23.0011,544.5855,95.8359,111.6369,226.1146,33.2152,64.8356,111.2953,37.2612,2821.9373,2.8839,205.5355,262.0909,29.7035,155.9262,5900.7567,33.6063,646.2791,130.6851,18.526,284.7137,17.6935,652.1941,66.5574,63.7492,4.4366,12.3394,45.4464,215.7014,94.434,184.2511,277.6219,18.8063,241.6656,605.8814,34.0587,100.7969,114.7067,1142.6453,153.6513,411.8444,76.2773,117.0741,110.5709,46.8558,359.0705,68.814,299.5953,148.0772,21.7857,79.1221,223.1036,19.5477,37.6456,40.0979,141.7125,11.1713,37.6817,49.7869,122.8434,118.2209,279.9861,32.9398,428.9729,91.1854,29.0429,24.2747,1018.6464,507.9835,147.0005,65.1626,102.7799,19.5545,36.562,137.1367,0,151.1134,82.8899,97.32,51.5094,79.2663,185.8944,35.2641,37.1016,29.4574,160.2533,71.6744,249.9767,22.6006,519.1284,406.8915,1217.0519,63.2073,43.5919,30.3229,67.072,42.5849,508.8018,373.5077,199.0573,36.0428,5.1925,119.5523,1.4992,107.1499,332.8294,483.6984,65.3831,12640.4485,518.2134,55.306,59.2576,0,54.6505,204.5931,412.8356,2.9655,23.55,153.6283,2624.7709,0,871.4242,182.4414,0,281.1576,1466.6393,731.3829,74.287,2135.5096,115.4682
