#OTU ID,SLCFP072,LYZdtt342,LYZFP308,LYZFP307,LYZdtt308,LYZFP331,SLCFP131,SLCFP078,SLCFP070,SLCdtt022,LYZdtt366,SLCdtt070,SLCFP023,SLCdtt005,LYZdtt354,SLCFP022,LYZFP355,LYZdtt330,LYZFP319,SLCFP005,SLCFP024,SLCFP053,SLCdtt114,LYZFP320,SLCFP095,LYZdtt356,LYZdtt368,SLCdtt095,SLCFP077,LYZdtt367,LYZFP356,SLCdtt024,LYZFP354,SLCFP112,LYZdtt319,LYZFP332,LYZFP306,SLCFP113,LYZdtt306,SLCFP071,SLCFP004,SLCdtt113,SLCdtt004,SLCdtt112,LYZdtt355,SLCFP094,LYZdtt343,SLCdtt076,LYZdtt344,SLCFP052,SLCFP076,SLCdtt096,LYZFP330,LYZdtt318,LYZdtt332,LYZdtt320,SLCdtt078,SLCFP054,SLCdtt052,SLCFP114,SLCFP006,SLCdtt054,LYZFP343,SLCdtt006,SLCdtt077,SLCdtt132,SLCFP132,LYZFP344,LYZFP342,SLCdtt130,SLCFP096,LYZdtt307,LYZdtt331,SLCdtt053,LYZFP318,SLCFP148,SLCdtt150,SLCdtt167,SLCdtt149,SLCFP166,SLCdtt148,SLCdtt168,SLCFP150,SLCFP167,SLCdtt166,SLCFP149,taxonomy
PWY-5897,1171.9222,1150.7736,840.3981,912.7172,1587.4807,731.0113,96.6317,158.5132,4745.9642,842.6088,532.1769,135.6623,388.9148,3498.6679,259.0181,1165.4703,286.9064,488.9322,533.0054,481.3056,950.3049,1350.8977,1294.7133,225.9256,9.0602,482.8415,4373.0713,9.1219,333.961,489.1173,554.8255,48.6584,685.1761,344.363,619.8177,893.6304,1417.2424,189.7355,464.7844,3843.5799,258.024,126.9312,240.309,9.1992,517.1316,16.1798,378.0752,2613.852,1281.2441,1632.9712,674.166,19.1732,1941.9225,1098.0175,458.3031,459.446,1722.956,1154.8303,230.2313,66.8714,400.4399,91.087,742.5703,7680.2697,1059.9025,45.2155,34.0563,3744.6016,260.1741,69.6632,6.6058,1496.5862,865.9546,370.5561,900.9468,3573.8162,7323.4899,5786.696,4889.395,193.9999,1209.1233,2167.5216,2887.0026,31.5857,149.712,4688.4101,
PWY-5898,1171.9222,1150.7736,840.3981,912.7172,1587.4807,731.0113,96.6317,158.5132,4745.9642,842.6088,532.1769,135.6623,388.9148,3498.6679,259.0181,1165.4703,286.9064,488.9322,533.0054,481.3056,950.3049,1350.8977,1294.7133,225.9256,9.0602,482.8415,4373.0713,9.1219,333.961,489.1173,554.8255,48.6584,685.1761,344.363,619.8177,893.6304,1417.2424,189.7355,464.7844,3843.5799,258.024,126.9312,240.309,9.1992,517.1316,16.1798,378.0752,2613.852,1281.2441,1632.9712,674.166,19.1732,1941.9225,1098.0175,458.3031,459.446,1722.956,1154.8303,230.2313,66.8714,400.4399,91.087,742.5703,7680.2697,1059.9025,45.2155,34.0563,3744.6016,260.1741,69.6632,6.6058,1496.5862,865.9546,370.5561,900.9468,3573.8162,7323.4899,5786.696,4889.395,193.9999,1209.1233,2167.5216,2887.0026,31.5857,149.712,4688.4101,
PWY-5899,1171.9222,1150.7736,840.3981,912.7172,1587.4807,731.0113,96.6317,158.5132,4745.9642,842.6088,532.1769,135.6623,388.9148,3498.6679,259.0181,1165.4703,286.9064,488.9322,533.0054,481.3056,950.3049,1350.8977,1294.7133,225.9256,9.0602,482.8415,4373.0713,9.1219,333.961,489.1173,554.8255,48.6584,685.1761,344.363,619.8177,893.6304,1417.2424,189.7355,464.7844,3843.5799,258.024,126.9312,240.309,9.1992,517.1316,16.1798,378.0752,2613.852,1281.2441,1632.9712,674.166,19.1732,1941.9225,1098.0175,458.3031,459.446,1722.956,1154.8303,230.2313,66.8714,400.4399,91.087,742.5703,7680.2697,1059.9025,45.2155,34.0563,3744.6016,260.1741,69.6632,6.6058,1496.5862,865.9546,370.5561,900.9468,3573.8162,7323.4899,5786.696,4889.395,193.9999,1209.1233,2167.5216,2887.0026,31.5857,149.712,4688.4101,
PWY-5910,11784.9911,17323.2722,41712.0269,41174.7798,47174.4581,16015.9468,20874.5842,18562.5696,24618.0842,21872.2548,8812.8641,6017.9423,6485.1724,22217.1371,5519.947,11321.1273,27127.7724,3493.4915,124479.7846,65031.1813,7304.1957,23943.8495,19994.0368,43453.5097,89189.7414,18655.8781,16988.1465,26318.4437,16772.4032,14769.0169,18003.7788,5419.8032,50930.0083,9133.9879,20274.281,11922.9969,76682.6424,3889.1245,12427.3777,32283.7308,30109.854,19861.832,13736.9629,1893.3181,12224.7048,28024.48,10006.8079,28621.3938,26070.0176,30463.6463,38874.6041,64879.318,23625.9528,57790.043,20826.8148,32955.7178,13552.1423,7493.3774,22574.5192,3752.9548,42284.7674,7769.1868,69800.3691,32582.0943,15274.1558,12381.7181,10917.7979,37027.5182,31964.9716,2916.4572,45319.3119,62701.1269,7739.9765,21592.9026,31235.054,3101.8361,79397.6064,84234.7479,110348.7706,57714.9129,6663.4549,71065.2635,40917.4027,37652.1548,142718.5741,25786.2247,
PWY-5913,6654.4782,2948.6689,10641.1123,13297.9904,6518.521,5989.1995,13826.1097,7636.3209,11011.7331,10597.1064,6786.7392,2389.2925,5020.29,5059.8485,3954.9196,6583.8924,2426.0248,4481.5576,7853.9814,6451.378,5316.4497,14115.791,11817.2119,1833.8005,2888.9426,1329.6062,7063.0957,1118.402,3948.9731,7594.0382,3837.0424,2331.6234,3145.8514,7271.8866,1140.51,20596.0547,21692.235,3329.7437,1879.4809,13306.1068,2976.9982,6964.393,2977.3735,1409.7099,3369.3638,7245.7534,2056.7302,6747.3103,3405.7905,12219.1408,5061.3052,1925.5529,13977.3837,3478.6893,2515.001,2955.8697,2491.3574,6198.231,10861.759,3295.3191,7028.6906,5214.5143,10870.9754,9396.1506,2836.6584,4521.5147,7528.1252,6633.8824,2219.1016,1211.1856,309.0759,4016.413,7112.8443,13818.0836,5732.0055,10600.854,40062.5959,17854.0148,46456.0157,17188.5419,12371.6519,13888.6316,4870.9365,20058.3637,22157.828,14138.5774,
PWY-5918,59.3276,554.9876,808.7471,427.7482,1104.5188,2190.2246,154.275,99.0341,101.2275,1492.6445,252.6814,121.6191,188.7,2206.2996,153.5741,979.5957,708.4787,283.0158,435.0902,250.3788,418.5795,36.138,804.1669,112.6737,4.9932,237.9168,1917.0768,39.1923,274.5926,299.7595,349.683,91.5518,689.3582,209.7207,410.5971,12227.3181,493.6509,134.3175,288.7617,152.2396,134.1724,44.5029,104.9429,4.9369,263.0175,122.0967,242.6404,1438.1937,714.8036,131.9269,493.4915,12.4474,656.8325,644.1366,282.3552,252.5589,766.1904,44.6418,17.4541,58.4716,179.9223,29.6834,4417.323,4699.605,560.847,129.3954,4.9967,2561.3666,174.4516,44.0065,4.8947,948.0693,494.5479,76.7857,704.1742,2007.6249,5339.9556,3844.8413,543.4541,1832.9819,2171.5252,4265.7583,4181.9999,5239.0647,165.9101,314.5804,
PWY-5920,0,242.8284,314.0203,176.5158,537.5561,1473.2504,3.936,0,0,105.949,86.9205,21.3277,3.9468,153.5194,15.8848,7.9557,421.1685,106.9384,172.2833,81.8079,0,0,71.6765,46.1179,2.665,62.4766,974.676,0,3.963,130.1759,157.918,0,274.6507,32.4741,112.7719,11440.5141,256.4596,0,22.7793,18.4749,49.2077,20.0891,57.5697,0,94.8511,0,17.1876,76.2764,166.8104,37.0667,3.9791,0,343.5675,210.9172,99.9737,130.6689,39.6323,0,6.8048,0,84.5533,0,3199.4497,289.5459,49.031,0,0,1157.5953,31.0609,3.7833,0,364.5319,102.4596,25.3744,239.4921,1100.4852,3.9981,3.9973,3.9816,1038.281,330.996,39.7584,68.2542,3198.8278,7.7656,20.156,
PWY-5971,5.9983,878.6181,3526.0367,490.2233,2442.8884,3796.7003,4.9994,0,0,1036.4016,357.8997,60.5537,4.9974,208.9358,412.8832,13.985,1089.3196,447.4183,486.7122,258.1238,27.0386,31.9736,1013.8883,222.5981,4.9985,434.3357,2582.7776,5.9982,4.9993,433.5121,448.1193,5.9961,1050.7161,44.8682,515.7948,39205.821,629.393,0,543.5262,0,79.5856,44.8795,109.0634,0,546.619,53.8749,442.6912,102.604,971.825,56.1731,4.9996,13.9899,913.9106,1648.5743,487.2832,540.0953,67.1628,7.9963,111.5221,0,187.8289,28.5391,7776.6849,415.3196,68.9181,93.7652,7.9974,4517.2754,279.914,50.683,0,1427.5627,637.3162,188.9246,1559.723,2854.466,56.9219,530.0129,98.0995,2019.3872,1117.3611,345.3995,2177.8611,6171.6783,31.8469,49.1082,
PWY-5973,14971.4594,43753.3377,104045.5407,81353.0596,78524.4073,146265.1667,27930.541,29699.0223,27581.3722,36361.2285,33152.225,8429.5089,6261.0277,12638.1722,46924.5035,9500.7491,32989.8902,34027.8729,169770.6959,18463.8365,7973.0529,25310.6821,14069.5755,59111.2336,55996.8485,109280.9551,49036.2635,28017.4901,32452.8219,45115.9438,30047.3566,6620.1414,169256.2702,10675.0502,31892.2511,200638.1622,146450.6572,4814.3532,40340.952,32041.7086,9355.0918,10375.0025,9139.2856,1947.9005,58107.8079,16205.3072,31513.3203,63364.0764,59670.961,26978.9944,70111.4534,51656.7297,92027.957,147610.6393,52903.1496,124378.5812,42627.5366,11835.1716,31939.433,5167.0526,17374.5964,8881.4297,105507.426,22963.5586,51900.7316,28074.2296,17587.6346,46492.1243,38544.5563,6113.4413,15935.7899,116124.2205,33772.5529,26225.0217,71665.662,37390.1435,81442.8837,149070.5132,137881.0186,83959.0129,64683.3255,122752.152,68520.3476,45149.7767,307509.7575,43105.4297,
PWY-5989,3.5994,527.5352,2142.9805,294.6728,1480.6254,2244.8984,2.9998,0,0,628.0379,215.8331,36.361,2.9992,125.5561,243.0937,8.3924,659.6859,270.7559,291.9262,154.9571,16.2418,19.1905,621.7226,133.3052,2.9968,260.5009,1587.2656,3.5975,2.9995,261.2223,270.4302,3.5988,627.3291,26.9521,307.7609,22950.0983,378.0631,0,325.2269,0,47.7081,26.9533,65.4701,0,328.0545,32.3088,265.7915,61.558,585.0002,33.7165,2.9995,8.3805,550.6338,985.3554,292.6161,323.8728,40.3067,4.7989,66.9876,0,112.7977,17.1417,4609.0288,249.7968,41.3466,56.3298,4.7992,2781.1336,167.6675,30.4921,0,856.8456,385.9093,113.6273,943.1994,1830.7585,34.1598,318.1388,58.8711,1206.9338,678.8971,207.3669,1319.6726,3862.7017,19.1075,29.4756,
PWY-6071,0,176.5386,142.5059,131.8479,265.9091,143.7906,0,0,0,41.7779,78.7143,0,0,58.4706,54.2627,0,45.4385,84.6404,67.6391,74.2247,0,0,258.2263,33.4035,0,80.6925,618.9942,0,0,66.9842,83.0357,0,125.6883,0,118.5757,235.696,155.5935,0,84.8376,0,22.2473,13.2376,30.6189,0,88.1833,0,74.4163,29.7346,221.081,15.3026,0,0,196.0727,186.9407,82.424,69.9057,15.3741,0,4.8579,0,53.8717,0,155.2636,110.3688,19.2688,0,0,145.3799,51.3529,12.356,0,274.0136,148.4944,5.7522,110.6307,671.5134,0.4227,0.4165,0.4226,2.1136,0.422,0.4221,25.9527,1.6919,0.4209,8.6838,
PWY-6121,15925.2313,44507.4366,111665.0145,86866.4077,79951.6304,150664.5976,30297.4924,32046.2897,28141.9152,41620.5138,33694.2104,8042.2147,10954.204,11203.9786,24195.2249,15212.4495,60664.656,22714.6567,172956.6641,14306.9932,12977.974,26000.468,13672.0618,59762.3617,45912.1887,119595.397,58386.0487,25816.2467,33634.5987,52798.7989,56319.0697,9851.1794,186608.4792,10182.708,32341.2772,183395.4679,155005.2623,4645.2362,20981.2131,31916.4086,7710.9831,9384.9546,8289.1389,989.7712,59896.8349,13463.3947,20737.402,66098.9704,68641.9625,25925.6791,72070.4217,43486.6327,124916.7521,152805.1186,54714.6572,38539.1387,45455.4374,13087.1069,33582.6683,5284.2758,14581.3987,9141.1389,141089.875,21317.1026,54649.4321,32912.3887,19706.2265,81229.2145,63145.6135,6318.3436,10979.58,119347.9345,38766.6089,26581.462,77934.2003,38587.2851,84077.0607,158322.1763,145902.0023,87226.9832,71110.9346,128580.4795,93816.1223,52164.9327,313411.7888,57171.313,
PWY-6122,16220.2996,45873.5113,110849.8957,88131.838,82166.8203,151809.7428,30818.3184,32255.0525,29319.1112,41835.6709,32327.838,8319.6122,11020.8925,11584.389,25065.3749,15757.9981,62460.1529,22367.7618,178601.9042,14700.4516,12959.3521,27374.6877,13506.6436,61960.0735,47804.6633,123546.6515,56625.5172,26851.2845,34685.4044,51252.402,56479.1092,9922.4337,194004.0053,10214.7359,33475.918,185065.4007,157688.8605,4611.9682,21565.4958,32921.0115,8016.6732,9473.0391,8594.0977,984.821,61650.1269,14053.8856,21332.1017,68314.6731,70534.5084,26810.6333,74724.4201,45241.7039,124902.0788,158469.8212,55607.2326,39236.8859,46660.548,13010.3218,33521.8412,5206.6979,15009.6551,8939.5076,147053.5193,22015.7855,56408.3173,33371.417,20072.2107,83859.1444,65989.6554,6648.1691,11420.0728,123778.8913,38099.8709,26134.6276,78905.8801,38813.2916,84726.4144,162867.3613,148722.348,89813.5554,71444.691,130944.5745,96041.0121,52145.0016,324126.4689,58491.9151,
PWY-6123,13254.7124,40968.9734,94024.4643,74309.0541,69718.3714,144264.8465,24838.1423,28846.3374,25088.8941,35653.5084,27792.3464,7455.3622,9763.5125,11217.9782,24858.6493,13566.7839,49733.0691,21728.12,159690.5962,15065.3667,11299.1259,21416.7699,12298.2711,55780.8636,48175.8213,109733.6455,46326.5109,25753.8639,31957.3019,42166.5701,45942.4918,8222.7832,172412.2517,9468.1817,30079.5647,176639.3453,136367.3543,4273.8052,21068.1496,29261.428,8095.2757,8900.2709,8390.5834,933.2127,55192.3246,13370.833,19667.4944,61496.0781,60868.9987,23609.9229,69733.9468,44684.4888,110457.3666,142059.0944,50225.2969,39250.3178,41335.3653,10514.3873,28967.3751,4874.0061,14829.8543,7631.6187,124870.9593,20855.5577,50575.2912,25092.0005,15333.0489,67760.9353,54208.5231,5069.0023,12086.8077,107931.4127,34439.4542,22957.6666,65631.7297,32677.1109,78754.2458,145048.1387,134689.4929,81610.1878,60494.4576,117789.5451,77547.6896,45483.7072,296942.0997,47852.7898,
PWY-6125,14265.1906,41885.6836,81525.188,74138.1232,71825.2623,29688.3337,25629.3766,32184.2511,30369.7233,32148.4158,20855.8025,8363.1721,6614.1015,17410.5344,29824.7354,11039.0632,40472.741,10443.1999,180339.0386,27634.4675,7972.208,22967.9033,13468.6551,63521.6193,78460.6453,114691.1602,31926.7187,34316.4542,37052.5386,31429.3379,29159.6284,7196.9705,180841.8979,6760.5463,33503.3722,47236.3293,139253.1397,2587.7391,26579.6325,37332.0984,14326.3439,12472.425,12547.4177,1118.595,57879.9865,19265.0888,21525.144,67411.8285,60011.2545,30329.9247,83294.8797,66891.0074,52006.2278,151646.1745,32070.4762,55145.887,43601.0294,8372.7239,31531.3162,3441.7287,24514.0214,8100.1819,121187.7383,29973.938,54357.0017,23229.8952,13064.0737,54589.5769,49619.4502,5110.7063,24182.4872,115592.4795,17106.7129,25836.9767,50386.6026,13965.3297,91502.108,159783.3809,159396.6858,77102.4762,25641.6771,126181.9553,63203.6769,48956.1931,336979.2428,42112.968,
PWY-6126,21757.5838,47989.7327,107687.7011,86992.3755,83605.2166,169380.5944,40776.2584,38533.1762,42222.1808,49250.8223,36001.508,11053.7944,15376.596,31507.5393,37547.7598,22290.9092,56560.6599,33434.0854,187338.6227,88647.5396,17497.0232,41252.4275,33362.5281,65175.3866,121220.8345,118801.168,53870.6202,40231.7455,40063.0892,48629.7669,49662.8587,11328.6138,189869.4129,18843.8528,34612.7757,205111.0541,156608.714,8386.1651,35391.8404,52869.6852,41290.4817,29911.164,20573.8797,3646.0174,62705.4651,39584.5174,30486.6252,73419.6726,67724.4011,47005.705,89771.8183,88807.1425,127195.0222,156802.3528,58105.1512,95601.7264,46722.0755,16850.7917,42097.5024,8724.2567,59237.3926,13876.0306,139586.8999,47045.3192,57015.2335,32072.2976,23608.8916,79122.3122,61078.5291,7071.9016,58513.8559,124317.1727,40286.9031,39382.1337,77167.2623,33983.2729,135329.662,176616.4018,199900.6706,104260.5463,62965.7266,141349.9802,89284.059,67473.0723,353452.3143,63176.4089,
PWY-6147,7038.3519,4819.8055,41698.2036,37439.2832,28821.9644,5460.0344,13733.417,7061.7004,8980.1043,16963.128,16722.9641,1650.088,3220.5351,5784.4068,2398.1744,2769.4349,6060.1012,5387.3727,96671.0061,8299.835,4718.9257,13595.2147,8378.2051,29868.7437,14329.7907,6065.4456,30650.7771,5182.5677,2123.6296,26417.232,13329.1269,2733.3684,5864.4696,5859.1118,11201.6934,11856.4622,57442.0813,2934.0934,4837.2764,9744.5505,2759.3928,5048.0172,2121.4327,488.5798,5617.4221,4791.0665,2355.1334,5740.6196,9645.7104,11154.4368,1946.2101,18788.6251,18551.6619,18869.8888,5711.02,28434.497,5245.7961,8536.3246,13562.4692,3005.9369,7718.9402,5347.0236,10076.5737,9737.7851,4352.1813,14372.1882,10767.0374,10922.0882,1422.7352,2365.6073,7834.8061,33981.9657,9999.0758,12246.3427,21574.2298,22472.9951,24601.775,31887.957,27184.2762,15695.3202,34417.2209,32096.3987,20027.9982,24243.4211,33426.7632,17877.6172,
PWY-6151,13323.7854,38399.0254,83239.5597,63341.5118,66110.5559,142462.8549,21130.4829,29343.9619,25606.6062,33822.5045,26204.2304,7468.5329,10806.0567,20352.5673,28109.7891,16725.5139,49015.324,22548.7514,143300.053,43623.2939,12606.8702,18622.9404,22617.0762,50620.9988,56063.1869,101117.2882,43512.1551,26298.874,31957.9965,38179.9562,44766.4106,8777.5315,159959.7185,11963.8977,27446.7628,169249.7376,115232.4278,5459.6372,23594.8217,31476.1958,20365.4127,19296.0307,12993.0805,2036.1793,52044.0274,15311.3415,21334.5425,59349.3865,55814.7822,23571.1289,72334.7591,48872.2183,103606.0174,129713.1162,47881.0993,48191.7073,38830.633,8452.9552,28902.5968,5503.6967,32313.6607,8003.51,115903.406,31421.4067,47574.2292,21791.7992,13181.4385,66288.2551,51766.8126,4268.1082,15760.288,99167.6717,31286.5329,22435.2164,60567.5979,24694.8673,89063.4157,143065.7005,137018.1601,78343.785,48353.4816,105745.6378,72840.5383,42302.9414,282442.1411,38079.5413,
PWY-6163,6923.9335,12772.2846,48163.2571,32807.2724,25561.1605,133639.0495,15294.1485,7622.6029,9552.0493,25341.2084,25321.7861,3055.0246,7016.8247,3816.5647,24988.1486,7709.4139,16417.1848,31062.2059,18576.3614,4049.6881,8098.8382,12470.3839,8819.8084,4167.3405,1344.2432,8507.3149,35445.5154,690.5808,2641.6619,30913.6106,27041.992,4441.7084,16640.2493,8639.524,2798.0558,169817.9491,48471.3521,4052.2876,21337.0351,9389.1677,1859.9788,4369.3263,2089.3383,1442.2672,10413.7242,4227.7126,19342.5731,9679.7869,15935.1127,7728.7047,3089.4131,1021.5567,89990.8366,12638.934,35490.7416,85271.8157,6121.2069,8398.677,10028.8129,4508.0245,4424.0334,4041.9591,27882.3967,7548.5998,4693.0059,14111.0411,10797.8759,31117.5322,9794.8273,2990.9113,136.439,20477.9533,30517.2517,11616.4747,44690.0028,35373.2697,35665.9118,24739.8217,39333.7135,35927.3818,61827.7879,27492.7311,43308.1684,22265.3305,14458.5687,35288.2207,
PWY-6165,0,0,0,0,0,0,0,0,0,116.2056,0,0,0,27.1105,0,0,0,0,0,0,0,0,35.5433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4482,0,0,119.8809,0,0,0,0,0,0,0,0,0,0,82.2613,952.6426,1.8822,1.5993,1.8822,3.9989,1.9972,1.9724,0,3.9991,1.5997,7.9979,
PWY-621,18713.9861,51250.3301,111653.4312,79666.33,86285.3632,55866.941,38089.2623,38866.0383,38759.8434,40609.8408,25146.6803,10544.9132,11541.5701,24733.1403,37563.3774,17921.4556,62294.1643,12277.8363,126063.7278,69197.5589,12496.4785,37026.5752,25493.8838,47517.3273,108083.4429,135649.776,51289.516,39203.6306,42775.9739,46095.2048,52423.5018,10201.0592,214546.5878,15166.6326,31020.3001,36444.3448,143669.7996,6734.6677,28775.6004,48925.5988,34696.4562,23678.623,18166.2222,2458.1569,70194.5946,35288.3293,27515.0439,78991.8975,75097.1117,41583.9304,95239.2559,73903.9543,81016.2753,168330.275,42549.7847,15093.7469,52461.3042,13320.2358,38420.7819,6179.8907,46525.3515,10661.7023,154784.9848,39182.8001,63709.5556,32163.6675,22054.1047,84230.5047,67882.5671,6959.5162,44276.5875,123968.6522,22438.3899,31829.0014,76928.1451,36153.3166,126497.5976,182104.7286,200945.0662,85833.9243,65281.0403,137641.7579,95905.0203,47549.4509,376902.6348,59887.2108,
PWY-6263,1514.5875,1678.1926,14609.3728,13397.4497,5633.7924,2368.727,4592.3403,2746.5889,1796.2676,6536.0696,6307.1134,370.7682,1734.8555,374.8944,266.5144,749.1778,1469.7078,3514.8898,9319.1289,1118.5219,1632.6113,2957.2882,1241.0349,1789.5943,114.6425,995.9976,5372.8618,83.754,1180.368,7533.7418,2955.0339,764.0631,1632.5038,1960.844,883.2824,412.0222,22665.5329,789.7017,845.8356,1994.442,314.753,606.7049,293.9561,158.3351,947.1633,268.2017,1145.902,1332.2006,2634.1934,2085.4559,1648.5427,52.0724,12333.0476,2145.0256,2189.0159,1952.7853,535.3751,2222.3415,1615.7582,1202.6834,955.1438,862.9637,3505.0496,572.0671,301.1364,2490.1639,1573.5043,3643.7029,1540.1469,434.782,19.9241,2731.8954,5848.5262,4348.8264,4882.4397,2490.1966,12213.3734,2201.5503,16654.3331,5451.429,2541.6994,17034.3482,7342.9465,10444.6133,4293.5943,11559.5846,
PWY-6269,3378.6389,2771.411,25960.3709,29733.8519,25001.71,1583.0671,5219.225,2423.1839,5546.3564,13708.9233,2848.1482,1376.2727,1738.0352,4355.172,323.498,2379.8939,686.1873,2440.3297,90984.6284,6724.9338,2114.5045,7706.5498,4677.0218,28943.1583,14335.3227,877.1005,9124.5626,5034.4742,1174.3672,8330.2228,2790.6542,1011.1976,2055.3504,5168.2646,10485.9101,2903.3729,49231.2664,2274.6489,4068.2889,5670.5232,2387.7327,3306.4054,1796.3456,295.8904,863.0068,5002.0232,1267.4511,4502.3724,5040.3942,7692.74,1698.6442,18799.8323,5636.0546,17820.1029,3594.6708,24334.4618,1949.7331,3255.3909,5330.6906,2055.9025,6084.1706,1851.145,2914.369,6518.0652,2068.0671,3794.675,3790.2707,5806.3959,702.5247,802.8922,7807.0297,30050.8423,3256.1485,4276.2028,21709.5964,19401.1813,7746.2723,22187.8141,11697.5016,14737.0319,27676.9065,24652.2448,15437.9647,15878.3778,22937.7636,13308.1457,
PWY-6277,16220.2996,45873.5113,110849.8957,88131.838,82166.8203,151809.7428,30818.3184,32255.0525,29319.1112,41835.6709,32327.838,8319.6122,11020.8925,11584.389,25065.3749,15757.9981,62460.1529,22367.7618,178601.9042,14700.4516,12959.3521,27374.6877,13506.6436,61960.0735,47804.6633,123546.6515,56625.5172,26851.2845,34685.4044,51252.402,56479.1092,9922.4337,194004.0053,10214.7359,33475.918,185065.4007,157688.8605,4611.9682,21565.4958,32921.0115,8016.6732,9473.0391,8594.0977,984.821,61650.1269,14053.8856,21332.1017,68314.6731,70534.5084,26810.6333,74724.4201,45241.7039,124902.0788,158469.8212,55607.2326,39236.8859,46660.548,13010.3218,33521.8412,5206.6979,15009.6551,8939.5076,147053.5193,22015.7855,56408.3173,33371.417,20072.2107,83859.1444,65989.6554,6648.1691,11420.0728,123778.8913,38099.8709,26134.6276,78905.8801,38813.2916,84726.4144,162867.3613,148722.348,89813.5554,71444.691,130944.5745,96041.0121,52145.0016,324126.4689,58491.9151,
PWY-6282,3.5995,532.47,2144.3518,294.8619,1483.7411,2347.4877,2.9998,0,0,628.8506,215.7898,36.4482,2.9992,126.1185,250.5142,8.396,662.2936,271.283,292.4705,155.4946,16.242,19.1924,623.0782,133.8894,2.9999,261.1552,1585.4649,3.5997,2.9998,261.1739,270.4441,3.5989,633.4344,26.9626,312.5307,27401.5446,378.3152,0,328.8125,0,47.8975,26.9649,65.7517,0,329.5066,32.3699,267.6166,61.6134,587.2739,33.7285,2.9999,8.3993,551.1804,995.9474,293.8387,324.9863,40.3265,4.7989,66.9992,0,113.0792,17.142,4861.0773,250.9024,41.3797,56.3325,4.7993,2819.8827,168.6396,30.5101,0,861.6822,386.2189,113.6372,944.6106,1835.4067,34.1619,318.5201,58.8755,1227.7932,679.256,207.4824,1323.8748,3885.2023,19.1093,29.4783,
PWY-6317,18791.7464,39407.8435,93757.1858,70861.9126,71485.7549,162428.6341,34231.4391,32877.0583,36520.9996,40423.8433,22784.3371,9144.0567,13115.9619,26956.1868,24515.7976,19464.0846,54074.8455,21599.4339,159909.0031,76287.1733,14892.9373,35924.8814,28055.0674,55906.7236,107339.8122,103423.5349,43014.2084,35143.3865,34286.8498,37901.6942,49629.557,9955.2939,163364.8163,15552.8056,29699.9746,195058.8564,127327.8569,7033.6581,21374.7406,45744.0105,35802.5108,25430.4044,17417.6379,2429.1059,52698.9787,34845.5825,19489.4868,63102.8471,59318.9567,41112.2047,76379.8455,78211.6123,117558.282,135023.1651,54187.8741,39595.0863,40756.5768,14078.925,36718.2102,7025.7894,50796.2978,11854.6529,123495.7655,40478.8606,49412.7269,27660.4964,20694.5888,73681.0279,55841.5692,5801.9846,52104.6959,106813.1703,34880.2821,32638.6519,69358.5627,33257.0587,112918.3745,153095.3389,167860.1775,91613.3622,62468.317,121155.2193,82319.097,55294.0554,304698.9944,50057.1077,
PWY-6353,6999.9301,4035.8393,16699.7914,18985.1452,39805.8117,6852.5468,16074.6232,1169.2562,11570.8994,9929.3844,2896.0769,1759.1712,866.4736,1974.1593,1007.7227,934.1698,1995.4447,2706.3182,8723.1192,2104.9799,937.9765,17729.0459,3600.276,1637.3085,548.7764,1772.5854,12559.1053,365.4637,492.9927,7806.6113,2735.9012,660.8976,3396.2663,2488.1969,2324.5246,27179.2825,26031.8339,897.1852,1930.2733,10202.0056,1241.1289,698.4986,1057.4315,21.465,1773.4071,3812.5083,1548.3702,2849.8231,6449.6643,10593.3644,566.9279,1092.0587,6994.5133,14905.8576,4382.0503,2269.5448,1556.6126,7452.6188,4114.429,819.7436,2597.2357,1293.3885,10244.5727,3652.8356,1108.1445,15542.6455,11924.7828,7256.4095,985.5766,3267.5978,13.3992,24938.4696,3815.4707,3582.1347,22401.7358,17736.8863,29640.448,7050.9622,71261.0679,8927.0895,24497.8648,10288.5625,15186.2914,8585.4702,1787.2139,21133.7689,
PWY-6385,18676.5215,45029.4135,98680.2157,76734.054,72259.4646,150065.6841,35548.3599,34429.8484,36051.7096,41908.3081,33826.9048,9847.8503,12012.183,25908.6376,46579.7072,17641.5814,47032.1443,34525.468,162595.8849,72041.2298,13802.4847,35287.831,27105.4986,56967.1619,104011.4676,111909.2727,49062.6737,35614.1347,36529.4575,44391.0715,43034.5238,9413.8027,177659.277,15446.7078,30891.8547,186020.1396,138965.3405,6883.533,39824.0241,45396.5315,33815.2831,24330.2822,17275.7861,3146.6402,59517.6402,33692.2125,33080.8169,67233.4041,62298.2841,40346.8784,81502.5273,76427.1187,108864.4644,145189.0031,52849.5306,117843.1944,43528.707,14461.3438,37393.246,7183.9923,48411.1088,12012.3447,123895.3738,39237.7148,53221.5954,28760.3652,20653.3005,65289.8547,51924.6533,6390.088,48990.0457,112010.6005,35595.6303,34418.4505,70319.7514,34286.459,115984.1021,159195.5145,175092.8127,91992.047,62459.6287,126677.0544,79296.8265,57229.5939,325285.3933,53812.9409,
