#OTU ID,SLCFP021,LYZdtt351,SLCFP069,SLCFP111,LYZdtt364,SLCdtt050,SLCdtt110,SLCdtt075,LYZFP304,SLCFP067,SLCdtt019,SLCFP051,SLCdtt002,LYZFP328,LYZFP317,LYZdtt328,SLCFP093,SLCdtt021,SLCdtt111,SLCFP091,LYZFP327,SLCdtt074,LYZdtt304,LYZdtt317,SLCFP073,SLCFP128,LYZdtt305,SLCFP092,SLCFP002,LYZdtt329,SLCFP019a,SLCdtt092,LYZFP316,SLCFP075,SLCdtt020,SLCFP049,LYZFP339,LYZFP315,SLCdtt128,LYZdtt341,SLCFP050,LYZFP352,SLCdtt051,LYZFP305,LYZdtt340,SLCFP127,LYZFP340,SLCFP129,LYZdtt363,LYZdtt365,LYZdtt315,LYZFP351,SLCFP074,LYZFP303,SLCFP003,SLCFP068,SLCdtt069,SLCdtt129,SLCdtt109,LYZdtt352,LYZdtt353,LYZdtt316,SLCdtt093,SLCdtt001,LYZdtt303,SLCFP001,SLCFP110,SLCdtt068,LYZFP353,SLCFP109,LYZdtt339,SLCdtt003,LYZdtt327,SLCFP020,SLCdtt067,LYZFP329,LYZFP341,SLCdtt163,SLCdtt164,SLCdtt145,SLCFP164,SLCdtt146,SLCFP163,SLCFP145,SLCFP165,SLCdtt165,SLCFP146,SLCFP147,SLCdtt147,taxonomy
COMPLETE-ARO-PWY,14715.1619,43530.6408,7108.7496,15267.4206,108083.6843,24669.3132,24139.4432,10858.1024,54947.0553,8556.799,4424.8563,20135.016,29851.9529,44918.5362,23355.7106,98448.7835,12413.4301,9576.2665,22675.9367,13329.853,73832.6635,58294.5714,145220.6096,261183.7533,9364.3682,11927.0224,21463.1304,15602.0825,11789.799,106853.5927,14752.4142,23802.1763,54994.8843,7741.4379,14133.9649,17415.5504,44404.0974,49002.9912,26750.4447,960457.4972,12035.591,33787.693,19207.0996,18106.3032,70794.3308,5585.767,34289.2197,7448.2758,74655.3086,1037943.375,44623.4677,51223.5172,11293.1014,34128.737,17914.8074,7784.6794,27074.6977,8348.8335,16659.1918,45291.7328,80383.4342,53638.2617,32574.074,3015.7505,470124.2742,13746.5596,9176.8674,11818.9319,30251.2991,15003.0096,11663.8168,26689.7534,37047.9229,15796.8469,7776.6693,78877.8691,37796.6462,64909.396,83463.5317,44004.4131,21441.6992,13159.8869,19293.639,13901.1279,20856.5703,52945.7579,27437.1043,19344.8971,42801.1638,
DAPLYSINESYN-PWY,13965.9681,78931.8051,7523.0697,13926.455,77889.1008,23138.7098,22073.4933,13012.3605,69914.3369,6320.5961,5920.3032,18812.9439,32047.9654,36535.0494,144740.9405,82460.6697,18852.8386,8866.5896,21309.4347,18090.6659,77103.7198,54665.7306,144724.1284,273090.8808,13507.2735,13570.9945,37518.3354,26210.3343,13872.7788,89179.6402,14221.4541,27732.5325,78345.2588,9468.0407,12762.8538,15212.0536,51610.2762,77736.2088,24510.3303,807243.5359,11069.9414,29063.1216,17606.0591,109794.2233,60495.8803,7075.2845,37104.4038,8713.8795,54430.826,108032.7981,42406.8139,44506.3251,14395.0225,68401.9933,19762.2726,6576.373,25895.6716,11927.8917,18274.6733,73554.3732,95774.252,101120.5221,36869.6031,3576.2974,599601.5822,15299.1609,7824.3233,10944.1109,23623.5957,12230.5672,12600.1731,26737.6516,42067.9912,15212.665,10912.785,60212.3032,39724.6526,68094.3828,72917.3175,58871.0743,23111.5301,13052.9455,20957.8604,16678.69,20206.992,52187.7176,32310.2276,19846.472,40577.9505,
DENOVOPURINE2-PWY,9995.4233,166738.9736,8168.0194,7041.3063,21313.1617,8423.1786,8405.6919,14102.9179,84259.7475,13121.3633,10369.3093,9604.2258,21694.6301,21261.4702,198570.988,50614.4638,20221.4022,5769.5689,10301.5112,18473.947,72800.9031,42364.5884,136370.4194,231529.3642,29934.0362,17557.1156,101080.1514,34876.0361,11009.039,54715.4242,9188.4283,24832.6477,107771.7778,10724.6732,6654.1298,9619.1923,53783.4549,124473.9762,10217.5142,212593.3115,8476.0217,24398.0302,7672.0568,367615.7211,37858.8212,15243.0221,34498.652,8417.5523,24779.3472,957671.4294,53572.0831,35661.0351,21007.841,259735.9505,13459.2276,11380.7099,16944.384,19898.9037,24699.6263,132706.8068,127538.6605,176562.9122,29215.6723,4824.9969,337829.0075,14815.8419,3756.6461,6602.2219,16139.0637,10889.663,15185.1463,33135.9317,59491.9936,11010.6686,21744.094,29418.6219,35899.2336,100609.4292,40197.8471,82327.6984,23129.9054,8009.1195,23802.8702,33168.136,19232.5279,56606.2529,29530.7595,15370.1543,40536.9,
DTDPRHAMSYN-PWY,14958.6391,45842.9551,7307.5812,13985.9095,82870.7282,18985.2753,20837.2823,9710.2266,53313.2976,9956.257,5525.6711,17551.242,26608.5625,42619.4813,131329.5977,84818.2057,15430.1123,8398.5145,19069.2596,15905.0859,85637.9965,49705.6413,112442.1905,245344.3536,11562.8225,12679.5757,31207.0314,22326.0739,12593.8497,95131.3456,15648.3309,21712.8195,80714.2575,7577.5459,11459.2548,16481.7948,50619.5209,90790.8112,21200.4329,780710.5484,11441.9035,31768.0987,15243.9835,69368.2911,52652.3196,6343.3236,34143.9166,7130.7989,60047.8117,75284.3301,47096.3774,50864.0787,12124.1021,54626.1245,17503.7274,9072.6272,20055.8939,8604.8676,22014.8688,46936.9591,40798.8039,77875.9505,28899.1248,3680.5574,476729.3768,16705.7067,7936.1521,9822.1627,26248.3803,16501.5217,10716.4546,19052.4143,42983.913,16789.821,9272.7902,68956.5562,35111.4513,76187.8614,68361.0242,47510.7288,26495.9932,11740.7851,25168.8096,18281.0361,23054.1862,55949.0705,30166.8123,18080.755,40023.1334,
ECASYN-PWY,11.7835,177.8841,0,18.2834,481.2951,0,15.8598,13.7641,227.9216,0,9.8146,32.1412,148.99,183.4488,169.863,396.1394,45.4019,0,0,0,372.2477,66.1812,2761.0209,275.269,0,0,324.404,39.375,30.7432,375.2886,0,0,270.3735,0,0,88.259,201.7694,259.7195,0,352.7252,31.8394,67.8494,0,204.7541,227.3495,0,96.2343,0,268.2744,318.0792,2646.7757,227.3425,0,235.2535,0,0,9.9327,0,20.6912,210.894,200.5209,407.6209,0,221.4668,18734.4617,87.416,0,0,73.5886,0,1120.6648,214.7002,515.3324,0,171.1448,317.7382,130.8573,2.4994,0.623,1.2498,6.1491,0.6236,3.6963,4.3507,7.3548,0.6241,37.8979,752.722,0.6249,
ENTBACSYN-PWY,25.2438,390.549,0,39.7793,1131.8562,0,34.506,34.4619,531.6852,0,21.2572,69.8052,340.5255,428.564,426.5942,929.3592,100.4413,0,0,0,875.7617,165.2488,6669.1933,648.1818,0,0,768.9817,86.21,67.4742,866.7611,0,0,612.6225,0,0,189.583,444.9459,591.2968,0,808.7155,69.6991,146.4266,0,532.5562,524.1378,0,210.945,0,632.2265,775.1624,5940.5745,492.0451,0,544.5524,0,0,21.2814,0,45.1841,462.2373,455.4198,938.3411,0,520.6368,46842.7593,193.1671,0,0,161.337,0,2668.2894,510.0174,1260.7782,0,391.5569,730.7666,289.1489,5.3329,1.3333,2.6665,13.3243,1.3331,7.996,9.33,15.9838,1.3333,82.4027,1765.8371,1.3333,
FAO-PWY,65.1033,371.776,0,50.7575,795.8289,23.7362,56.9931,24.7096,378.626,31.31,37.3394,58.5281,334.2648,249.0455,2823.664,543.0541,62.447,18.8067,30.7975,4.1621,524.8698,145.0913,4138.0872,508.2094,49.8931,82.5631,474.9591,75.2651,49.6323,514.5823,74.0812,0,491.4343,15.549,62.0703,141.1151,345.8235,495.4781,46.4858,538.4328,56.2025,215.4174,0,506.5842,356.1632,43.065,166.1961,15.7458,458.3425,577.9421,4537.2346,474.5866,25.2395,463.5762,24.4023,17.2554,43.0865,56.7699,70.3021,369.8265,333.1073,657.0098,14.8645,399.7063,30997.5911,197.8417,39.8887,0,153.9331,48.542,1879.2799,8994.0562,798.6637,65.4865,247.3083,424.4992,222.1137,6759.6705,179.512,37.3589,54.4716,14.0841,76.3059,412.8661,44.69,148.8403,64.8127,1126.2092,48.1504,
FASYN-ELONG-PWY,10630.8189,160166.2243,7900.3637,7161.8795,23330.5358,9124.2106,7641.5511,13161.0413,83589.3416,13070.8984,9461.1189,11231.7718,19246.3343,30687.2572,199936.3693,54692.5627,18640.8057,5667.052,8685.675,17629.2856,78288.6444,38187.2919,140231.3663,221360.6343,29483.7313,18519.756,100601.6145,32777.5605,10726.2705,67847.8349,9641.4541,21792.193,110490.7432,10496.6478,6429.3306,14876.792,49985.0278,127620.1564,10311.3041,204753.6229,10668.0936,29451.947,10210.3483,363155.2063,33835.1536,15095.4622,34131.2026,8605.1576,36406.3412,1027829.503,63029.3914,46004.0759,20935.8958,256880.0248,13600.0436,11528.749,16870.6137,19825.8476,21269.1602,129620.1679,128555.1969,172830.1266,26728.5974,4601.518,325793.7559,15313.0971,4184.7399,6643.2157,20241.5399,11667.1166,16038.4421,31402.7115,59389.939,11345.4481,20709.0301,51338.3928,36282.0895,100391.6668,37389.7824,74605.7565,25902.1978,7604.4728,26355.9612,32305.1862,20697.1231,57876.2261,28146.2986,15361.4768,40020.1299,
FASYN-INITIAL-PWY,433.6585,1293.0518,123.0178,237.6674,688.6506,56.9243,116.9115,32.207,561.4847,163.6578,57.6878,210.8555,237.9909,369.6923,4574.0153,651.9649,371.2208,125.9839,70.8719,255.0178,802.7598,128.9698,3862.8121,692.3915,46.9244,173.9782,672.2307,325.0089,152.8876,780.1407,383.6221,95.5144,795.9815,39.911,135.2141,282.0424,975.7035,747.6638,62.9125,910.5835,224.9118,646.059,74.836,374.3644,402.1755,47.8602,516.798,105.3138,498.1329,540.5046,6320.6322,1509.8325,19.9865,619.183,169.1666,153.7373,235.8811,70.787,115.8898,1529.7018,614.8466,1002.5599,164.1323,317.9931,28798.8037,343.808,100.3694,101.5226,415.2881,319.5307,1629.0343,323.4992,935.6233,564.5931,322.1444,690.7372,491.5314,781.4428,113.6857,3008.3403,369.8183,11.6193,338.2962,744.3848,229.3853,477.7314,118.5058,1017.5816,257.1827,
FERMENTATION-PWY,10450.6708,34279.7805,5066.8018,6985.6317,22491.6118,9365.2088,6528.7955,3905.2025,38019.5167,8994.3747,3648.7377,11748.4442,9087.7504,26242.5131,30957.2224,40599.9082,14584.5343,4299.5788,6682.9022,13811.1296,25917.6861,14122.7397,100245.4896,81419.9489,10840.4143,12395.7648,25871.1348,21741.6118,9309.5116,60758.0686,10049.3942,7381.1506,57560.2153,5391.3622,4980.9257,12247.7636,29832.3577,56407.5312,7708.5341,111348.9855,9288.5649,22702.436,11207.8895,14445.8612,12015.9842,6309.1939,27190.9504,5888.939,35886.855,52807.4804,32567.2852,33067.3527,11897.7934,41453.4838,10722.8993,7740.0458,9290.2452,9339.2546,15358.7598,37237.3677,85919.7586,33005.4892,7104.5833,2843.6776,258255.2508,13706.7509,4426.8643,5166.5836,17842.5768,11730.1121,5812.155,21285.9482,20561.024,11649.9966,6915.4466,41573.7923,25514.7025,66678.9729,19623.1791,27948.5396,14187.7285,5969.6517,15651.6199,18747.169,14863.6421,39162.25,27755.4287,12233.111,29850.6689,
FOLSYN-PWY,9234.3789,24022.6606,5191.8238,6303.3381,33584.6931,11672.6684,7432.8246,4401.8747,31443.9016,8734.0138,2890.8559,13060.0645,11496.4085,19469.9668,55687.5178,41072.183,9790.161,5478.0948,8256.3168,10685.3855,27065.7762,19752.1382,103889.0978,86709.2042,7560.72,8679.4029,18867.8026,12482.4464,6240.5134,43005.833,8374.3136,8527.6438,36067.3666,4112.6482,7084.1435,11879.4515,18703.1243,35538.2667,11226.5044,82566.7241,8601.0107,16216.1156,10719.9804,33605.8732,23615.2831,4524.0882,14663.1822,4588.2963,30121.0963,122965.7339,39035.1052,26184.6922,5886.4959,23949.626,8378.9024,7442.899,16311.8628,5239.2793,7940.8979,24632.7693,66871.1222,34341.0645,21037.3141,2708.6607,388384.3996,10176.1281,3663.9281,5332.0608,12040.1068,8727.4132,9191.8875,25076.4032,20667.5518,9367.7845,6539.0537,33808.7928,16798.4384,63082.5542,25550.3054,33428.3979,12780.0446,3819.7553,15070.239,10587.3098,12481.2784,23295.3879,11777.8063,11541.0419,19801.3474,
FUC-RHAMCAT-PWY,1193.9923,2949.4218,859.8842,1153.0919,7271.3205,2699.8372,1537.4527,540.4979,5151.3422,1765.914,382.0405,3600.6599,3877.2804,2756.3316,2330.2554,8598.4391,1989.2478,583.4297,910.313,2110.3364,2628.5157,3033.0114,26354.6417,3753.4768,931.2435,1994.2919,3112.5691,1938.3876,1439.2687,6846.0655,1226.3549,2599.7814,4576.8775,635.8822,982.6742,3027.4294,1841.7103,3836.9419,2303.0668,2898.3697,2170.8406,1917.1959,2521.2918,2166.6364,3085.3514,846.7813,1950.0278,1349.5581,4569.1273,6906.9395,16885.4929,3351.8646,687.1026,3069.465,1908.6474,1285.6034,1908.6438,1038.4651,1129.0154,3385.438,2820.729,4577.298,3408.3182,598.5544,413012.0155,2313.1832,639.9275,1048.2513,1926.6099,1356.959,3021.4412,2556.3243,1768.2985,1376.254,1162.4509,6798.8471,2517.1937,10981.6069,3216.6643,5828.5886,1834.924,823.5909,1812.5628,1571.1426,1528.5556,2978.7866,2145.6966,2568.3892,4225.9845,
FUCCAT-PWY,978.7142,2350.2576,2285.2289,1154.6927,7744.4082,5911.7566,1704.846,646.123,4548.6558,3644.7585,287.6435,5852.5461,7359.0858,2472.505,1810.3689,10030.2696,2484.7713,677.6458,1058.2282,2059.5271,1725.1249,3634.0743,29282.5683,3598.9387,615.5873,2657.9424,2686.857,2160.4282,2403.2007,7113.7484,1037.7856,3896.6039,4066.1797,624.8136,1299.3599,4284.6609,1197.2325,3453.5174,6630.5744,2529.1149,2900.8194,1200.4566,3960.915,2191.8021,4305.7661,996.7054,1427.0875,2290.6844,4479.685,7802.662,12013.9933,2017.5389,606.3014,2306.5764,4370.8324,2593.4754,4488.6276,1637.0658,1097.0234,2308.8268,2200.2321,4488.7017,5751.8574,446.7058,573855.3205,2239.0834,627.8209,1934.4487,1360.318,1165.106,2322.1288,3376.5594,1191.5052,1033.6844,1661.4502,6810.5924,2080.6785,7926.5323,4208.2264,5868.4182,1802.6552,1640.7782,1775.0937,2979.2008,1944.8006,3527.8982,6364.1514,4917.6016,5935.7506,
GALACT-GLUCUROCAT-PWY,5383.2761,13582.4489,2760.9536,5058.9833,50954.409,12273.3469,11727.1638,3977.0204,24558.2263,2996.7597,1640.8735,10311.8121,15451.5707,16625.5657,8658.7162,45576.0985,5705.0349,3822.5598,8116.8651,6031.104,28051.7888,25973.8324,51977.3464,14052.5429,6071.4146,6857.8317,8200.1185,7351.1909,5434.3304,39587.158,5409.3956,9876.8508,24368.6058,3757.3351,6724.691,9810.7123,15779.2097,23154.1832,16667.8261,27115.0666,5743.7944,11714.5188,9500.9582,4991.5047,31091.3169,3354.9798,12276.1143,4376.012,31654.5193,14207.1438,22154.6216,16456.8351,6307.5496,13744.2405,8204.6784,3335.7709,8398.6977,4445.7015,5434.3622,14434.2116,8311.243,25101.1178,11332.5431,1491.0414,494442.1882,8102.636,3602.1595,5181.5953,10489.3789,6321.6589,4631.3028,11258.8772,15525.5999,5696.7776,3073.6774,28251.4282,14302.8847,28305.1921,49221.9174,13900.5662,9603.1122,7549.8366,9956.7279,8747.4715,6884.7894,23623.4768,14449.5615,8766.802,16055.318,
GALACTARDEG-PWY,116.7858,257.1403,26.5587,72.4364,673.0911,111.6896,48.9767,109.8894,277.9508,17.266,19.4609,147.3591,147.8273,205.0027,145.3196,471.4103,233.0304,46.7884,69.1667,143.8427,279.5532,566.4691,10554.8537,742.3394,37.7484,101.1927,260.0486,195.7956,42.2905,413.818,36.2858,249.2234,328.4439,54.7788,63.1485,144.1267,169.3986,289.9021,452.9876,327.2394,104.2468,144.19,87.8527,156.0287,340.024,40.5803,125.4364,137.8249,448.3012,343.9887,3646.796,293.6058,32.773,215.7322,97.954,26.4131,106.3393,99.5425,114.824,308.3518,221.3408,447.7639,292.4171,166.2429,50931.7908,78.0423,17.4683,68.456,144.8393,15.7745,852.2087,197.6014,352.1279,106.4308,149.2832,443.0615,219.2214,268.432,65.1095,429.5641,91.3983,24.6663,75.9534,31.1093,86.1581,67.9751,135.1885,600.841,99.2297,
GALACTUROCAT-PWY,7372.1489,18103.1334,3733.7245,6603.5125,58787.4974,15180.2577,13796.306,5064.9227,30029.5582,3559.5639,2066.0588,12642.5189,19233.0247,22905.4611,10789.2663,55622.3883,7923.2194,4777.167,9976.2642,8514.9354,34133.2337,30594.1038,67899.8618,23644.3913,7060.4198,9061.0889,10596.027,10196.8824,6995.0955,52331.8862,7242.2293,12295.1622,32496.0494,4692.4365,8144.4551,13317.6255,21547.6373,30965.25,19276.3552,37385.0509,8137.3889,15095.6384,12221.7535,6796.3476,38042.2272,4188.3006,17497.4557,5516.9989,38936.903,19689.4719,30422.6748,23384.4633,8060.846,18680.985,10720.4432,3983.1844,12375.9059,6006.6798,6457.558,18712.0655,10665.0921,30287.8547,15288.1919,1668.6905,660772.1374,9423.1035,4492.6122,6641.1393,12840.873,7553.5526,5314.1841,12456.3995,19162.9674,7602.0457,4252.7021,39113.3652,19204.0428,35861.0593,54669.1442,17898.3854,11919.7501,9273.2192,12200.322,9909.5653,9748.2065,31171.314,18012.1066,11214.8638,23199.7769,
GLCMANNANAUT-PWY,9682.3537,172864.7933,8696.0815,10489.0856,68995.4455,17391.7319,14636.9634,14271.6194,79758.3,12447.925,9970.1175,15230.3783,25364.1973,30808.1201,113206.0246,74829.1991,22725.4344,5584.2919,13916.1288,20663.2184,72525.6805,52740.2835,90969.382,123234.1504,31569.4278,18418.3431,100906.9382,35218.6658,13660.8438,67355.9301,10584.0517,24425.9571,87057.0458,10999.6063,8075.0215,13060.3484,52750.5799,93753.4437,18010.9754,94692.6629,9910.0394,28549.7598,13162.2836,355874.5294,49942.4942,16091.9246,34909.5364,9357.502,48505.1267,27892.7812,50650.4919,43024.1999,22189.916,262017.8689,17735.0378,11052.3123,15845.7147,21020.1087,24097.8865,136506.1047,85061.9083,159943.4446,27428.4189,4505.3685,495359.3925,17309.3613,5845.9703,8605.722,22006.5547,12065.0608,13814.341,33115.4711,56974.0549,11254.766,22039.922,49241.3995,36494.4886,83785.0779,51078.3458,76634.4801,19293.0006,11241.8971,18634.9742,35933.1366,16255.3224,54469.4115,38088.1309,17808.6172,42586.6854,
GLUCARDEG-PWY,276.1486,449.516,72.2394,172.6124,1105.4985,322.016,115.1536,109.8894,438.879,47.8923,38.5644,346.1003,187.9118,301.9057,166.2136,713.7945,551.8752,124.3858,192.3611,335.8796,321.9592,566.4691,10554.8537,742.3394,37.7484,101.1927,297.3374,471.2538,75.5511,608.146,99.8491,334.3116,528.927,54.7788,174.3779,266.8265,207.1014,441.3417,452.9876,414.4946,232.4858,295.2647,251.5548,166.5481,604.7909,40.5803,214.4636,137.8249,830.594,462.5743,3646.796,492.6986,32.773,278.5264,97.954,71.1718,294.867,99.5425,269.0481,555.4473,330.9128,667.8746,493.5252,170.419,50931.7908,92.5924,49.4818,186.9622,292.7204,46.0263,889.2373,230.8883,358.1952,266.9471,184.4279,757.5991,415.6879,663.0967,186.6047,429.5641,218.4903,33.9248,191.0947,31.1093,207.7669,189.4847,157.6543,638.4514,145.9423,
GLUCARGALACTSUPER-PWY,116.7858,257.1403,26.5587,72.4364,673.0911,111.6896,48.9767,109.8894,277.9508,17.266,19.4609,147.3591,147.8273,205.0027,145.3196,471.4103,233.0304,46.7884,69.1667,143.8427,279.5532,566.4691,10554.8537,742.3394,37.7484,101.1927,260.0486,195.7956,42.2905,413.818,36.2858,249.2234,328.4439,54.7788,63.1485,144.1267,169.3986,289.9021,452.9876,327.2394,104.2468,144.19,87.8527,156.0287,340.024,40.5803,125.4364,137.8249,448.3012,343.9887,3646.796,293.6058,32.773,215.7322,97.954,26.4131,106.3393,99.5425,114.824,308.3518,221.3408,447.7639,292.4171,166.2429,50931.7908,78.0423,17.4683,68.456,144.8393,15.7745,852.2087,197.6014,352.1279,106.4308,149.2832,443.0615,219.2214,268.432,65.1095,429.5641,91.3983,24.6663,75.9534,31.1093,86.1581,67.9751,135.1885,600.841,99.2297,
GLUCONEO-PWY,15006.3376,100307.7354,9100.621,13479.6591,58989.5033,18407.7809,14498.4413,9956.7353,77125.7719,13206.7032,8658.9284,18409.8883,21760.4902,41986.7582,190302.717,84479.4519,19319.9458,8965.8409,16941.2681,21741.0156,90342.9242,36774.1433,146586.538,192629.3117,26394.3683,19313.7277,68402.899,29491.4227,15597.6994,95569.8482,14971.9122,13728.9698,103625.0927,10733.0279,11224.8856,18051.474,60117.4933,115744.9649,17185.7639,326871.0722,13359.9808,36027.696,17244.8852,201992.2792,49302.6511,14192.3879,40664.6698,9660.0584,62138.7868,971736.4651,55759.2403,55285.8774,20949.281,146382.4849,20339.9467,12285.2097,28905.5156,17967.4881,21497.8837,94287.2513,114738.1331,114556.3264,41027.7155,5065.3232,535956.9811,21579.6894,7766.1031,9804.7849,28467.8815,17096.6543,14727.8284,37335.1699,60134.6118,16410.8406,16661.2025,71753.1595,42275.9319,100952.8368,48089.4717,59977.9531,29991.9859,12058.3214,29100.7693,34827.3421,24916.4849,65661.9698,40447.9973,21591.6434,47855.2797,
GLUCOSE1PMETAB-PWY,39.4556,148.0882,907.9285,56.9009,466.8802,16.6548,20.3319,14.3336,202.433,4200.3907,10.6545,669.7488,136.4031,165.3578,163.5817,364.5171,45.3037,8.6564,12.6568,1.9999,334.0743,64.4684,2935.624,249.7738,0.66,20.6495,296.8689,34.4861,28.1385,345.8566,26.6382,1.34,232.4102,0,9.3371,262.2721,169.931,223.9471,1.34,312.9682,787.0939,56.116,33.3129,203.0954,207.7062,3.9995,80.5855,25.9706,248.8993,299.2911,3586.2259,189.8324,0.66,206.0673,3.9997,2567.3559,244.4068,2.6598,44.9679,176.2151,177.0311,367.0874,4.6597,223.6467,24614.4644,89.9779,11.9919,141.236,62.0956,60.5551,1287.199,203.0938,486.9529,39.2979,882.4293,283.4884,110.5305,35.3339,1.16,314.4417,6.3394,14.4936,3.6598,1504.3993,6.6592,1.16,439.1136,1185.4762,185.5335,
GLUCUROCAT-PWY,5413.0985,13699.2834,2718.3544,5259.0378,54119.6602,12770.7482,12461.829,4057.5797,24920.5301,3152.2454,1768.5897,10495.5846,16343.0014,16325.6924,8543.5463,47646.3735,5970.7712,3964.362,8662.5611,6131.5338,30104.1497,27066.1492,51090.4656,13403.6305,6053.0048,6555.643,8098.3966,7719.7548,5603.6128,39603.3706,5533.8899,10416.7177,23318.3603,3713.9244,7027.1606,9259.927,15950.7255,21874.9791,17243.8761,28703.48,5408.2367,11779.5902,9579.5648,4959.1613,32550.9405,3306.6747,12008.4046,4322.3577,32250.3352,14339.8022,21625.3028,15825.6712,6045.8311,13026.7202,8307.5985,3465.7323,8515.8545,4252.2733,6473.4766,14700.458,8739.3196,25484.7746,11869.426,1683.7114,451597.5747,8686.68,3742.0387,5314.606,10866.7129,6779.3255,5002.2053,18303.6235,16236.9965,5877.4087,3045.3773,27627.4036,14277.1242,28648.8407,51320.7163,14756.1665,9975.1995,7794.3946,10143.4217,9584.618,6776.8606,23371.3476,15041.551,8826.1221,15572.352,
GLUTORN-PWY,11501.6483,32495.9152,5322.6884,10192.8934,88030.2643,19823.2294,18179.1894,8676.6789,44158.9092,6790.7465,3055.9874,15915.8377,24545.1222,30708.6409,17462.4227,76953.88,9515.1855,7706.4907,17449.938,9786.2149,37386.3484,46196.5362,128799.0886,215984.1838,6207.443,8854.706,14565.5247,12116.7952,9315.311,75319.8911,11437.6637,18768.4103,42549.3595,6099.051,11248.1878,12684.5818,36623.3771,36449.3395,21914.2004,785477.663,9267.1059,25639.0861,15207.783,13549.3834,59681.6738,3827.2831,27882.6667,6015.714,59704.5281,1002850.972,27314.2595,38038.4002,8041.21,23651.4239,14281.599,5889.6302,23017.6064,6248.6126,9134.7853,33908.7605,73626.999,42716.4201,27326.4268,2183.471,414981.4135,10037.2016,6458.0921,9116.4687,23571.1039,8211.1819,8709.5206,18197.7165,19019.4973,12018.1179,5438.0067,56199.7667,31206.3983,43988.7852,64475.7748,32539.1982,10942.0468,10086.943,14492.383,9911.0134,11575.5808,31434.375,19635.0496,14655.6432,27829.1288,
GLYCOCAT-PWY,18284.5016,92112.322,9527.4881,15987.6376,117176.7809,30227.7788,26884.5495,15245.3305,77403.4719,11146.6028,7844.0355,24834.071,37187.3189,49907.7898,49665.9187,111273.3583,20391.4395,11488.4202,25536.2627,20753.9814,92367.9366,72383.9252,139510.4513,346701.2747,18359.69,17595.795,43150.9083,27428.2178,15922.4398,120072.398,18962.4098,31487.1991,81326.5366,11387.1713,16254.9726,21372.8056,70856.4135,77797.7601,32467.1172,1239971.459,14916.3771,38605.6385,22948.7026,49860.3732,82603.663,10377.4432,48366.5523,10561.7118,82177.9887,148460.7846,45349.5337,59659.7531,17837.5289,77967.4687,23333.6009,10321.3605,32051.1709,14279.0757,20679.5891,81479.9323,67604.3744,97489.8706,41746.3116,4054.9438,638607.4244,18561.2367,9518.647,13965.6182,33446.6897,15033.4325,13248.8821,26175.5617,51628.3677,20185.4741,13408.7427,84170.4543,50795.4519,76540.8798,91568.2175,62855.7901,22787.8645,16239.3506,25027.7396,23198.4709,21223.9405,61467.9827,38556.6526,24147.9978,52999.7342,
GLYCOGENSYNTH-PWY,16072.1255,169602.7449,10529.9325,16949.9571,111448.514,27705.383,26595.4924,18078.8434,97993.2468,12168.2041,10638.5093,22195.3135,38259.9343,48386.418,110380.2663,111195.6605,27503.8294,10524.7428,25706.5263,26173.3744,100326.8621,74548.0532,178369.9786,343098.5434,30312.2586,20801.3235,96675.8957,41569.9786,17623.6895,118238.2324,16221.3903,36496.7955,102100.4728,13193.1519,15101.03,19616.8269,68069.3183,103114.5402,30100.1403,1019339.183,14031.7141,40126.9842,21066.2767,324036.9669,81951.0717,15926.9113,47475.5012,11518.2702,78824.8771,175708.9398,46406.2632,59927.7351,23415.5523,244672.8644,24316.7676,11687.1038,30977.2968,21514.0901,29099.5582,138516.372,135732.3539,166769.8132,44385.7642,5022.794,625563.8044,20973.6892,9627.1128,13742.9302,33752.9349,17288.5198,15574.4272,30718.5598,66632.1161,17498.5064,22274.6466,82620.7506,51181.3183,101045.1979,90176.9994,91292.9686,27593.8798,17105.7234,24818.6296,35740.5014,25565.1003,71886.2623,47149.6496,25430.4812,58028.7204,
GLYCOL-GLYOXDEG-PWY,728.4012,697.2129,139.2103,267.0252,484.5458,194.1762,281.5828,19.6158,319.4474,87.0459,116.9852,368.454,486.4788,264.4466,243.5033,518.0364,287.2878,356.8236,136.1008,361.6907,514.7946,90.052,3437.9479,538.4024,36.0604,167.5795,519.5569,333.556,199.6384,699.0407,447.2518,78.9053,491.5408,14.1675,361.8079,409.5768,530.8885,435.4023,200.9019,625.3666,191.235,357.9839,376.3117,253.57,340.8997,85.1261,335.781,145.5523,369.4638,391.6518,3239.0686,688.6337,21.7412,384.1764,285.7724,92.4429,527.8628,149.5575,364.3384,676.1447,344.0294,680.7275,302.4873,327.8678,21049.112,262.2828,114.788,173.7437,182.1974,126.8808,1154.0988,690.2529,772.3411,769.9831,358.5719,592.2452,395.1421,2425.4652,190.7291,981.1153,73.9364,128.8406,54.6235,372.7312,93.2328,121.8888,561.8634,1118.5133,547.3051,
