#OTU ID,LYZdtt305,Vil1.07B.DTT81,LYZFP329,LYZdtt317,LYZFP317,Vil1.02B.FP21,Itg.10.DTT457.S51,Itg.20.DTT505.S100,LYZFP305,Itg.20.FP505.S8,Itg.16.FP481.S84,Vil1.04B.DTT45,Itg.04.DTT421.S13,Itg.26.FP541.S45,LYZFP353,Vil1.05B.FP57,Itg.02.FP409.S9,Lyz2.04B.DTT245.S86,LYZFP341,Vil1.09B.FP108,SLCdtt021,Vil1.08B.DTT93,Itg.12.DTT469.S63,Lyz2.05B.FP257.S54,SLCdtt147,Lyz2.03B.DTT233.S73,Itg.04.FP421.S21,Vil1.04B.FP45,Vil1.01B.DTT09,SLCdtt165,Vil1.013B.DTT153,Itg.12.FP469.S71,SLCdtt051,Lyz2.06B.FP269.S67,Itg.10.FP457.S59,Lyz2.08B.DTT293.S135,Vil1.13B.FP156,Itg.18.DTT493.S88,Lyz2.08B.FP293.S91,Lyz2.01B.DTT209.S49,Vil1.05B.DTT57,Lyz2.03B.FP233.S81,SLCdtt111,Lyz2.01B.FP209.S57,SLCdtt129,SLCdtt003,Vil1.01B.FP09,Itg.26.DTT541.S37,SLCFP147,Itg.16.DTT481.S76,Vil1.010B.DTT117,SLCFP021,Itg.18.FP493.S96,Vil1.02B.DTT21,SLCFP051,Vil1.06B.FP69,SLCFP165,Vil1.09B.DTT105,Itg.06.DTT433.S26,Vil1.03B.FP33,SLCFP111,Itg.06.FP433.S34,Itg.02.DTT409.S1,SLCdtt069,Lyz2.07B.DTT281.S123,SLCdtt075,Vil1.14B.FP168,Vil1.06B.DTT69,SLCFP129,Itg.24.FP529.S32,Lyz2.07B.FP281.S79,SLCFP003,Vil1.014B.DTT165,SLCdtt093,Lyz2.02B.DTT221.S61,Itg.08.DTT445.S38,Vil1.10B.FP120,Lyz2.05B.DTT257.S98,Vil1.03B.DTT33,Itg.24.DTT529.S24,Lyz2.02B.FP221.S69,SLCFP075,LYZdtt353,Vil1.07B.FP81,Itg.22.FP517.S20,SLCFP069,Lyz2.04B.FP245.S42,LYZdtt365,LYZdtt329,Itg.22.DTT517.S12,SLCFP093,Vil1.08B.FP96,Lyz2.06B.DTT269.S111,Itg.08.FP445.S46,LYZdtt341,taxonomy
MF0048,168637.41,13508.52,90249.82,540377.12,315983.68,56002.66,26131.89,37713.68,618826.9,64585.16,52879.48,46045.36,111963.38,37266.15,36899.83,63788.08,28725.54,13697.46,69693.73,100920.04,13629.91,18706.56,30317.3,22541.65,72814.76,20375.97,39603.15,40419.72,19085.31,102266.67,18611.11,46857.75,25677.91,29508.95,49775.42,65343.55,11388.05,38406.57,40901.82,30811.64,11433.02,108170.47,34019.79,43418.69,32611.11,72214.45,62214.74,44492.42,29772.36,52094.44,25784.1,18591.25,34698.92,24359.85,26845.39,65299.05,31872.69,21120.02,96150.03,73806.2,18735.61,60264.96,43004.36,39928.31,21352.54,25557.7,34567.19,23306.09,15623.85,45664.32,26530.01,29345.25,31002.55,60290.98,22808.15,22721.05,57536.26,41481.59,22637.94,42434.7,78842.94,17729.23,136691.58,46426.19,52552.04,12761.23,28635.33,61330.95,128096.58,27526.31,31804.44,156311.14,20759.19,35764.15,1570248.52,
MF0001,7353.32,307.61,17287.88,181605.83,9599.55,11847.95,1430.99,4775.56,4477.53,9136.49,8057.64,15464.33,5061.95,5297.6,3416.29,7970.41,2621.14,1225.24,7000.68,6391.04,1368.45,450.61,3615.4,3873.17,14137.52,1992.82,5448.2,7590.92,3600.76,12530.49,7727.28,7159.72,6074.83,4179.7,6140.23,15799.34,1223.6,7621.25,3810.05,5440.99,73.5,8866.91,2518,7235.03,3479.02,6215.41,11820.38,8715.9,5860.9,6975.4,2799.11,3925.75,6167.44,4866.36,6768.98,8563,5507.72,945.9,3992.38,13170.29,2523.35,5290.15,3644.38,5566.78,3852.79,1127.18,2505.25,856.94,3179.43,4561.48,5697.66,5996.5,2895.61,10294.35,3120.52,2755.64,7216.1,9654.35,3184.87,3314.01,7803.53,1875.66,3408.41,9025.27,6153.88,2453.48,3156.44,12803.04,33874.52,3682.56,2995.72,25823.94,1739.05,5075,729230.84,
MF0045,6315.47,5896,20728.04,94503.5,10261.44,9014.185,1651.165,5149.245,4832.545,10354.245,8984.35,9797.34,5860.69,6206.64,8211,13191.25,4167.325,1849.33,10055.98,11476.5,2676.92,6590.125,4483.665,3894.16,10103.695,2552.415,5022,8080.525,2175.085,12582.005,7691.15,7580.08,5623.915,5077.335,6869.72,9980.33,2219.875,6681.66,4798.42,8164.5,5390,8018.2,7412.67,9328.25,2870.485,5471,10453.32,8113.75,5652.245,7620.16,4087.175,4336.95,7097.61,3223.75,6243.085,13092.745,5336.385,5393,4371.46,10954.83,4040.165,4821.33,4427.755,8243.165,3447,3445.75,1003.335,10159.125,2266.33,6650.58,4243.16,5429.5,3921.425,11298.915,4890.83,3547.06,7207.205,7257.325,2337.545,7159.085,7246.36,2327.58,25913.31,10823.51,9318.58,1755.755,3815.58,444326.295,26959.415,5040.83,3557.5,19980.075,2972.42,5810.315,371635.41,
MF0089,2797.295,2114.17,12833.24,91556.67,1045.875,4498.67,1478.75,2208.58,1525,4161.91,6550.525,8631.34,3828.525,3467.91,4948.035,8055.91,2029.15,859,9152.08,11365.08,1854.715,2697.875,3469.66,2500.57,6795.815,1022.205,2793.375,4720.41,955.035,4767.815,1447.25,5025.375,3954.785,2749.125,5365.66,8841.365,104.25,6024.725,3613.17,4601.215,1822.51,2183.5,3741.17,5460.125,831.75,3338.705,5085.295,6464.465,2325.615,6092.82,2895.465,2879.5,4681.035,1681.205,2453,7464.695,1337.84,2823.26,2356.75,8075.615,1792.08,3166.865,2075.26,7872.66,1717.125,2070.955,507.66,3643.41,679.99,4213.705,1909.4,2840.875,2650.18,5847.535,2751.75,2356.65,5953.025,4844.98,1011.205,4297.205,4140.43,1124.195,6093.545,5140.99,5098.945,609.84,1728.49,9883.865,18729.615,2989.58,2838.795,5580.275,2094.76,4018.66,373370.445,
MF0002,152096.21,5387.09,60367.18,493377.85,152445.1,41536.49,23974.36,32885.48,551728.24,56807.28,38293.53,40817.26,97684.44,26067.61,30260.2,45107.25,18341.3,10770.62,52981.36,71913.7,8741.33,9201.84,24915.61,14370.54,56638.73,15921.61,30608.4,33666.38,16507.36,66395.5,11023.65,37944.77,19760.91,17130.74,41150.55,58431.79,39598.69,31243.61,30524.03,35217.55,4195.02,98058.52,23574.88,42327.4,28681.36,44156.25,48588.37,34926.4,24366.03,39793.94,13239.44,10866.25,27979.41,21907.4,22449.14,48068.8,17038.44,9780.73,88132.12,47502.94,14160.36,50273.02,30713.72,23130.56,15560.05,22060.2,32251.23,9450.66,12438.27,30057.97,19284.89,25142.25,22164.6,45029.86,25456.02,17714.04,34721.74,31526.9,13960.56,31400.29,72611.28,16151.32,129985.53,32344.33,38242.67,10959.32,22760.57,45933.27,108621.99,20363.32,27400.85,139865.4,14499.38,28913.32,1546600.37,
MF0046,15850.84,7963.61,19873.48,36602.72,159181.43,11782.82,4438.26,4712.4,63087.39,11642.06,8586.7,2191.02,6042.18,12454.03,5667.88,8582.74,4435.81,3198.48,7850.86,9144.8,1434.48,9078.94,5641.83,2754.87,8816.99,2957.42,3578.4,7702.65,1593.52,19746.06,8358.4,12417.66,3251.33,2870.4,14407.29,2975.9,1882.4,7383.42,3856.18,1810.23,7192,22552.35,2924.44,4812.73,2687.62,5361.82,8103.34,6714.94,5979.13,4859.8,5342.75,4718.25,8000.77,3582.72,3660.38,6250.81,9692.02,7622.8,4559.12,11517.05,3450.45,4571.58,5988.98,3678.98,2247.86,1289.78,23758.67,13697.19,1715.86,8789.35,2346.49,5681.5,4692.47,4468.61,2215.96,5451.17,18396.06,5162.48,5576.24,5669.27,6514.67,1896.82,4201.12,8521.07,8514.84,2626.54,7964.77,8055.64,18608.1,3352.73,8462.86,5495.16,1934.82,11059.83,7793.04,
MF0043,0,8.5,0,0,0,102,48.5,0,0,68,188,0,175,0,0,331.5,0,0,0,904.25,21.5,0,97,0,132,0,821.5,0,0,421,0,246.5,154.5,0,230,0,60.75,111.5,0,0,0,0,46.5,0,44.5,129.375,146.5,0,70.5,119.5,17.5,52.5,102.5,0,199.5,150.5,265.5,11,60,63,102.5,356.5,0,69,0,0,230.375,9.875,72.5,162,0,91.5,170.75,0,0,58.5,289.5,0,0,88,0,0,0,572.5,146,41.5,0,0,0,50,0,953.625,0,120,0,
MF0087,6066.92,3904,34013.99,216450.42,3894.5,12021.42,4222,9423.58,3935.75,13356.16,16034.4,17787.34,7670.9,10144.16,14057.16,19781.41,8128.65,3227.83,18510.33,27672.83,3507.09,4361.25,9095.16,6145.82,14396.19,2068.83,6148.25,14455.66,1995.91,10546.69,3889,16791,8911.495,6289.25,14643.41,17040.99,32419.75,16052.85,6696.42,13967.09,3590,5021.25,8027.67,14825.25,2452,7615.25,10833.17,13610.59,6528.99,13165.57,5340.84,5945.25,15798.91,4085.83,5977.75,13803.07,5120.34,3544.25,4530.5,16667.49,5607.83,6129.24,8072.51,10669.16,2852,4924.08,24396.41,6737.5,1861.49,10118.58,3363.15,7850.75,6541.93,10997.91,8015.5,7198.9,15037.9,11394.23,2159.58,9654.58,9933.93,3352.07,62739.09,10657.49,16054.57,3413.925,4273.99,893105.41,50452.24,7303.33,13149.92,13841.15,3863.51,12466.91,768525.73,
MF0044,90809.7,9238.7,101038.06,268396.27,147689.75,55805.88,19434.35,31064.49,300116.75,59854.47,52642.27,28610.75,72518.94,39624.61,38874.5,64909.45,28221.58,10081.46,54777.2,81863.5,11154.29,13925.45,28537.91,22356.16,66904.44,15045.28,35352.55,46039.06,13961.58,85619.2,19657.97,49707.24,28701.18,27868.48,46582.03,39470.07,39573.18,40434.51,32081.38,36589.19,7591.02,74380.13,28107.57,45460.53,23273.29,34816.37,53497.75,37187.05,30539.54,42972.39,22783.19,19256.65,39122.8,19581.97,30428.96,61034.06,29830.77,15991.94,57570.4,65811.57,21277.36,43989.52,35585.9,33183.83,18887.58,18961.02,33683.73,15920.44,13542.65,43041.1,24051.05,30595.65,27028.32,45838.32,24768.34,20672.18,47963.8,38466.3,15591.17,38888.25,60020.31,14972.93,88249.8,47258.5,48946.05,13164.51,22380.01,59744.5,133374.17,24417.73,30734.86,116576.78,16552.53,37773.53,806527.38,
MF0088,5072.06,170.68,19792.34,6046.7,1420.1,6115.9,1335.23,3275.7,1634.73,6722.68,5747.25,1785.17,3535.24,4498.49,10182.75,12524.91,3198.3,1324.14,9518.49,960.71,1113.4,944.22,3612.14,3529.26,6812.96,1446.56,4455.15,7540.64,1178.57,3701.39,5222.19,5389.18,3974.33,3882.19,5552.92,1637.81,281.54,4836.96,3522.39,8679.14,32.5,3426.91,3111.53,10471.44,944.87,9468.87,6117.22,4006.92,2726.8,3873.8,2227.59,1560.25,5311.76,1249.77,3896.13,8292.23,1707.77,711.51,2080.21,7746.46,2788.7,3595.64,2879.84,5142.23,1459.87,2863.28,417.96,352.01,1019.78,5327.5,2169.37,2374,2284.02,4640.49,4918.83,2152.66,1762.04,6248.79,1055.86,5119.36,6639.27,1948.91,9430.51,5590.21,6683.47,1030.13,2762.15,12186.96,25497.84,3409.24,2200.77,8942.8,1795.01,4833,9301.97,
MF0052,147,3901,141,123.25,80.5,3.75,0,4.75,101.25,0,0,111,0,1.5,30.75,6.25,0,0,55,3.5,0,4358.25,4,0,0.25,6.25,0,2.5,32,0.25,1055,1.75,0,1,1.25,84.75,11.25,7.25,2.25,7.5,3590,1.75,0,1.5,0,97.5,2.25,6,382.75,27.25,764.25,4.75,0,75.25,13.25,2,3,3268.25,10,4.25,7.5,1.5,62.5,4,23.75,6.5,39.25,6737.5,0,0,1,0,345.25,0,6.5,6.75,2.5,11.25,64.5,0,1.25,0,87.25,3,0,0,1.5,147,166.5,5,19,18.75,37,1.25,154.5,
MF0096,7693.61,4137.185,23475.81125,23891.65125,11106.3325,9441.98,1864.395,5017.355,3958.97125,7175.1625,10410.26375,2413.03625,6151.29,6767.325,6701.4275,10863.28875,2742.8225,1169.7725,9108.275,6008.73,1291.37,4775.73125,3454.35,2138.07625,11192.96875,1991.4575,3117.70625,8420.01,2204.18875,14008.24875,7054.53375,7277.3225,4028.5625,1995.62,7388.6525,2034.17625,10434.19,6650.1725,4211.465,1970.99125,3618.9375,9443.03625,1563.3625,6003.13625,3069.20875,9341.16375,10726.7225,3962.7825,4665.88875,5512.00625,3978.6875,4527.5625,6989.22375,1955.415,4301.50625,8620.62125,5629.04375,4471.4675,4725.3775,9352.6325,2192.825,5204.465,4250.9675,3026.8625,3000.75125,958.9925,7123.8125,7065.34125,2256.6575,5052.44625,3391.53125,3857.75,3568.33875,2227.765,2413.34625,3807.71125,9019.71,2998.04625,2609.55,3596.50875,7739.4375,1775.17125,45926.93875,11481.605,5339.69125,1961.70875,2656.47375,872790.9913,23087.81625,2636.08875,3439.9375,9512.66375,1231.61625,5804.435,27707.86375,
MF0097,1789,96,2884.5,8701.25,3748.5,2157,642.5,998.5,3185,1919.5,2114,1539.5,1397,1626,947,4166,1171,374.5,1615.5,551.5,1295,420.5,1225,1534.5,1339,810,629,1860,729.5,3624,1358.5,2427,3030.5,1412.5,1463.5,1047,930.75,2326.5,1634,1148,29,3246,1265,1844.5,518.5,803,3232,1138,1136,1412,1251.5,2038,2315.5,520,3145,3305.5,2370.5,683.5,893.5,2367.5,674.5,1105,1300.5,4037,1783.5,742,572,161.5,666,1769.5,1268,595,1808.5,4957,636.5,892.5,439,1841.5,473,1393.5,1163,673.5,21086.5,3671,2415,399.5,813,37170.79,5061,1112.5,1581.5,6430,1104,1586,9957.25,
MF0050,44784.945,4453.675,32020.99,146901.41,82815.39,23206.445,9321.48,12835.57,158146.515,22399.485,19642.595,13813.365,32846.73,17565.435,12295.79,24649.64,15636.595,4436.25,20526.525,52371.145,5150.61,6370.445,11974.51,11574.54,27111.81,6324.195,13240.825,16169.91,5434.715,37396.36,8428.555,21538.12,9609.84,12739.14,20275.26,18755.72,20806.19,15330.02,12329.74,10197.195,3789.005,32542.455,13900.6,13490.92,9483.215,15753.125,18800.59,16005.61,12661.46,18044.51,11499.84,7929.075,14826.52,9006.725,11076.66,25600.505,15919.085,8506.215,25939.56,31656.895,9830.915,17846.9,18412.275,14626.09,6948.27,8242.95,24090.225,7705.63,5122.145,20617.305,8588.345,12065.575,13032.225,22243.625,6869.595,8667.765,26294.595,18019.345,8532.03,16991.69,22250.9,5623.385,60549.57,16624.025,21305.29,5245.185,9617.835,452598.895,47651.575,9939.25,14145.295,47873.145,7735.175,15164.77,407259.875,
MF0094,1770,161,8335.5,4466,1350,5222.75,2519.5,1867.75,2245.25,4640.5,9394.75,2378.5,3210.75,5707.5,3672,6186.25,4151,672.5,9660.75,27841.5,1514.75,396.5,4576,2365.5,5185,652.5,2181.25,6260.5,795.25,5813.5,5883.25,10980,2413.25,1951.25,8847.75,1307.5,32350.75,10686.5,2156.75,3257.25,26,1485.25,2474,3778.75,1705.5,4162.5,4258,3184.25,3422.5,5674.75,2355.5,3671.25,10442.75,1630,1578.75,5066.75,2767.5,1220.25,2521,6495.5,1790,3040.25,4477,5115,1366.5,1123.75,24090,225.25,1147,4410.75,1590.5,4539.75,4121.25,4857.25,1929,3589.25,13701.25,3796.75,981.25,3211.75,2809.75,828.75,5081.25,6318,7683.75,1139,1425.5,6100.25,9009,2468,9423.75,8412.75,1367.5,7431.75,13970.75,
MF0051,34744.91,4126,18140.545,32137.225,36930.175,6581.45,6277.2,4939.72,135806.775,8368.9,6611.705,3228.0925,21098.325,6647.775,6049.12,9763.745,4073.4,1674.6,7035.66,15416.625,1461.975,4995.915,4718.775,2243.505,7654.9,2617.25,4670.375,6149.985,3080.225,9569.7725,7388,9735.2,3606.915,2346.665,10471.425,5949.985,34899.625,4792.06,4544.75,3027.92,3684.5,23472.05,3069.665,5632.345,6852.2,11647.6775,7187.5975,3838.9325,5130.65,4854.5375,3543.5225,3109,6080.6,4252.925,3425.19,8357.155,3681.76,4583.585,20352.375,9166.31,2188.45,9257.375,7766.1,5112.7775,2261.645,3201.35,24849.5,7140,2237.675,4751.51,2310.35,5134.45,4269.25,7265.1275,2417.47,3475.15,9224.125,3722.915,2842.475,3959.98,13391.85,2616.225,37527.265,8201.98,7336.1,2140.7,3646.5,441025.73,16785.46,2696.735,10328.45,23122.15,2138.585,6084.15,23426.47,
MF0095,6527.23,281.68,22945.84,9417.49,11736.18,9758.32,1692.23,3893.15,4442.37,9063.18,10093.25,2681,5649.49,7109.99,9053.08,14777.41,3204.48,1183.14,8685.82,4073.04,1602.22,910.47,4334.14,2736.02,13189.57,2104.56,3077.4,11075.56,2379.4,15698.205,5914.86,8270.18,5158.5,2555.86,7213.92,2060.64,1703.71,7764.46,4353.14,2376.28,24.5,9323.15,1591.165,6782.94,3627.925,2900.425,11263.97,4416.67,5210.32,5808.3,3041.01,4519.25,8010.51,1744.6,5254.45,10985.98,6387.275,1144.84,4314.21,10290.79,2752.925,4596.89,4573.34,3316.3,2326.29,1800.925,1148.46,509.68,2326.795,5569.75,2726.37,3429,3397.85,3901.605,2327.83,3889.91,6729.37,3970.83,2168.03,3861.11,6889.26,2450.74,13972.83333,12977.71,6442.47,2683.315,2825.51,287793.1667,23728.26,3084.49,2363.535,8356.93,1527.02,6462.83,11786.44,
MF0092,178048.51,4683.93,49366.49,312020.07,684229.5,55273.92,35270.83,34878.74,760569.92,66707.99,39255.24,21463.8,99422.07,53586.83,25573.08,35013.75,35539.65,15553.16,45522.58,127212,9133.59,7658.22,34084.83,18359.82,49479.19,18193.83,30404.75,32218.66,14941.58,100812.35,12993.25,67543.66,13353.08,21779.42,72843.75,33149.5,106829.42,39966.18,28545.59,23390.25,3911.5,136682.41,26001.34,30468.75,30538.83,59436.5,42502.01,33920.25,28116.49,38393.57,18346.67,14628.25,43667.08,25309.5,16009.42,34338.58,42676.17,8576.09,90048.66,59242,18177.33,50041.41,49462.51,22231.33,12259,19270.75,159930.49,8160.93,12364.16,47613.91,15407.32,31909.75,29868.6,47861.58,18499.66,26704.57,90048.07,35148.9,27397.08,36486.92,67562.59,14776.41,120677.09,25973.99,57967.91,13465.51,35714.16,30573.91,68444.99,22309.66,59865.75,126217.9,16008.34,50176.41,776508.68,
MF0093,2320,0,155,7822.125,38161.75,658.875,0,455.375,15098.125,0,0,148,0,963.75,35.375,196.625,0,0,38.5,1559.75,0,0,400.5,0,50.125,214.125,0,265.25,24,2320.125,0,980.875,0,137.5,1323.125,162.875,75.625,573.625,12.625,21.75,0,1967.875,0,24.25,0,314.75,41.625,469.5,250.375,105.625,625.125,121.875,0,268.625,121.125,0,1329.5,1658.125,156,714.625,135.25,137.75,730.25,93.5,30.875,21.25,5565.625,0,0,0,0,0,566.625,0,12.75,457.875,2568.75,458.625,837.25,0,83.125,0,81.625,10,0,0,858.25,89.5,157.25,250,1353,859.875,138.5,1003.625,98.75,
MF0090,93243.26,4460.75,19993.09,135571.95,150657.85,23268.07,17070.92,19483.36,304653.3,28860.51,19609.59,9559.59,69834.67,19346.3,9025.67,16400.92,15701.8,6493.8,31183.32,53976,3775.98,6030,13494.81,8745,31347.13,11351.56,19300.4,15920.9,13941.27,40684.38,8959.36,23889.15,5694.6,11391.75,24745.85,24622.06,36102.25,14555.79,21013.06,8960.05,3853,62373.17,10678,16591.94,19472.03,21049.12,37523.56,13011.8,11898.55,21549.55,9374.75,7478.75,13399.2,13412.77,7262.85,17690.87,16223.4,7886,56454.45,29577.46,8741.3,39592.56,21311.7,12029.57,6038.79,13613.37,41807.25,7734.25,7039.2,20704.2,7772.29,11591.4,12657.25,22905.74,10872.49,11194.08,28235,13901.25,11796.53,15991.6,57741.42,11145.5,104217.82,20608.71,20835.2,6185.38,13852.93,16444.8,36369.85,8143.6,19107.4,88848.84,7541.34,16556.05,75819.47,
MF0016,3663.73,3975.5,8317.34,2879.95,1732.33,4559.92,512.06,4115.25,2261.58,7415,3729.5,1399.83,2779,1936.41,3390.42,4125.42,1216.24,531.3,2761.82,322.96,553.73,4621.75,1620.5,1230.5,5342.92,851.31,4223.4,3048.17,946.33,3064.88,5116.36,3055.75,3218.17,3427.28,2084.26,2002.58,1064.88,2344.75,1856.25,2719,3613.5,3883.31,3099.33,4369.19,1519.33,4159.83,3023.75,1736.5,4921.58,3280.25,2330.09,982.75,1900,2210.58,4985.22,10715,1584.83,3703.67,1176.37,4472.71,1739.5,2958.5,1264.84,4756.17,3027.29,602.67,1047.04,6927.67,2114.5,2766.5,4516.79,4927,1648.77,7626.33,1316.5,882.25,935.29,2391.25,1201.78,2938.5,3011.42,548.5,2788.32,3653,3723.81,1990.83,1575.93,6434.3,7581.6,1994.07,2075.17,22453.92,1083.84,2440.08,2529.47,
MF0017,88043.4,4910.1,61908.83,280385.53,160237.18,39066.24,16857.06,21765.49,310879.73,41000.17,36228.99,23803.68,59484.81,30197.07,25412.08,38111.33,22434.89,8211.3,40442.65,79807.04,7638.57,7641.14,21015.72,15753.83,46798.57,11351.14,22064.9,28651.31,10373.23,63577.07,12325.11,38459.09,14639.58,18022.53,37324.67,33746.3,37905.13,28509.39,21511.73,20560.64,3938.51,65087.81,19461.45,27915.44,18138.28,33059.7,35489.23,27262.67,20502.87,31409.62,15586.18,12831.5,28040.09,15064.1,16428.22,34615.72,23052.52,10364.43,50876.87,45320.7,13910.78,33109.05,29007.35,17303.48,11232.04,14264.95,43614.7,8424.01,8826.94,31031.16,14328.44,19952.75,20038.2,30172.9,15611.99,15667.73,45428.69,27319.44,13630.36,26020.03,44885.6,10947.82,81891.69,29597.45,35924.88,8963.72,17778.42,49999.56,90248.09,16607.15,23808.44,80801.49,11420.35,28285.99,802435.88,
MF0014,77264.84,4484.8,17073.975,170954.19,147764.39,12462.815,10078.545,12545.51,302196.695,20803.985,11606.855,11452.295,45115.015,8133.26,10423.77,13775.875,5593.78,4024.55,17789.135,23589.955,2217.9,6006.82,8080.92,4199.575,19183.955,5959.045,12770.19,9918.555,6835.885,27506.765,5779.795,10443.265,5036.83,5023.84,14644.03,20201.015,3839.655,7665.565,12332.875,9705.635,3839.005,46529.46,5727.035,14566.505,12527.115,23890.605,17719.75,10215.99,6626.045,13453.505,5219.095,2934.375,6917.13,7530.92,5901.72,13269.23,7324.515,5576.78,41801.795,17012.58,3556.615,21432.92,11641.275,5307.36,4686.5,8134.2,14158.395,7766.795,4454.325,9626.2,6176.31,6827.585,7886.55,13784.43,8202.425,6069.11,14724.735,9381.775,7162.38,9789.87,31482.39,6165.875,57657.005,10462.235,11930.535,3859.805,8816.795,13878.12,30339.085,6172.365,11296.1,54820.88,5060.69,8573.415,400683.22,
MF0058,470,7811,2119,628.5,247,424.5,163,384.5,321.5,616,344,494,363,241,459.5,741.5,268,74,972,43,123,8808.5,367,220,554.5,173.5,191,438,160,479.5,2110,496.5,407,256,487.5,473.5,22.5,456.5,424.5,418,7180,253.5,688,459,67,443,540.5,335,1027.5,442.5,1691.5,117.5,430,259.5,177.5,548,187,6603.5,252,471.5,234,324,368,1495,293.5,395,105.5,13488,66,359,184,206,879.5,878,403,264.5,146,276.5,190,392,354.5,105,1018.5,194,423,74,202,1466,1889,280,167,1352.5,396,397.5,1360,
MF0015,80246.99,4732.67,43828.64,251310.7,78519.85,35673.82,18157.73,19810.69,279836.22,35762.29,29102.44,22423.98,55778.22,30568.38,20692.25,30534.45,19655.45,8648.86,33316.98,73700,7065.49,7375.92,20827.88,13543.32,39996.74,11071.08,21846,22634.18,8625.03,50073.75,7091.25,38879.31,11621.18,17747.92,37281.35,33564.38,36204.92,22834.83,18489.84,19392.75,3916.01,70593.76,20693.34,23920.4,15853.73,35286.05,27645.96,27122.3,21462.04,27917.97,14067.17,11181.15,22205.78,16374.6,13346.27,29049.61,17293.07,9811.84,47444.41,39646.58,14344.13,29784.16,25067.71,14745.78,9288.25,13935.95,32197.74,8081.58,7431.01,29636.11,12351.32,21685.65,17083.35,27161.43,13778.86,14774.62,37105.32,25084.65,11363.03,24787.02,39408.04,10306.86,71003.24,20234.84,31863.11,7699.41,19311.66,24138.16,74579.06,14936.76,21144.15,80232.7,10451.34,26983.46,785238.2,
MF0059,147,3901,144,123.75,81.5,4.75,0,4.75,102,0,0,111,0,1.5,30.75,7.5,0,0,55,3.5,0,4358.25,4,0,0.25,6.25,0,2.5,32,0.25,1055,3,0,1,2,84.75,11.25,7.25,2.25,7.5,3590,1.75,0,1.5,0,97.5,2.25,6,382.75,27.25,764.25,4.75,0,75.25,13.25,3.25,3,3268.25,10,4.25,7.5,2.25,62.5,4,23.75,6.5,39.25,6737.5,0,0,1,0,345.25,0,6.5,6.75,2.5,11.25,64.5,0,1.25,0,87.25,5.5,0,0,1.5,147,168,5,19,18.75,37,1.25,154.5,
MF0012,2426.17,7806,4697.75,2413.25,3519.5,3673.5,1870,1354.75,1673.5,3145,1560,639,1281.25,4636.25,3841,5267,1603,1376,3010.25,2604.5,553.5,8718.5,2225.75,1253,2492,1293.25,2216.75,4438,460.25,1972.5,2451.25,5065.25,1806,2495,5201,1515.42,145.5,1569.75,1405.25,2316.5,7181,10002.75,1732,3566.25,504,10558.5,1864,2738.75,3245.75,1845.5,1589.5,1321,1413,1851,1843.25,2956,1411,6538.5,821.75,2437,1712.5,1543.25,1189,1502,493.75,1370,825.5,13487,627.75,3224.5,1019,2686.5,910.75,1973.75,1435.5,1500.75,1925.75,2886.25,753.25,2208,3018.25,1244.25,5383,1680,2319,736,3687.5,4832.25,4592.58,955,997.5,9508.75,1064,3151.25,4260.83,
MF0056,3401.98,38.93,9322.09,1874.95,4945.85,1634.9,478.23,832.2,742.48,2240.18,2341.25,738.67,2755.24,1779.49,4044.5,4030.41,676.57,330.14,3379.24,1226.21,574.9,185.47,984.14,572.26,3004.96,429.56,2234.65,2316.47,278.57,1239.39,4837.69,1637.18,1048.33,1186.94,1997.92,615.73,250.04,953.96,1660.64,946.64,2,1504.9,1055.53,2715.94,520.37,9017.87,1682.72,1276.92,1188.3,1320.55,1868.09,1537.75,1043.76,255.27,1529.13,2812.9,616.77,619.76,1042.46,4943.63,1259.2,1324.14,869.34,2113.98,886.37,498.03,494.96,76.76,573.28,1739.5,1020.62,1855.5,806.52,1847.49,940.33,795.16,1761.04,833.29,839.36,1441.36,1958.01,334.91,3017.07,2494.21,1919.97,540.13,702.76,3925.71,6580.67,974.24,2826.77,5763.67,704.01,1660,2961.05,
MF0057,1094,160.135,3903,2497.795,264.75,1514.375,397.17,788.215,508.455,1607.425,775.16,351.29,778.33,1104.58,1564.535,2296.285,765.5,284.74,2699.995,65.08,284,74.9,775.33,576.5,2068.625,165.78,743,1117.525,166.325,840.965,3101.845,1590.215,457.58,935.33,2444.285,410.705,26.455,584.815,623.735,1108.74,0,518.215,552.83,2240.095,174.17,977.08,1311.565,993.84,1776.375,604.625,856.295,326.375,1089.045,323.955,539.455,2310.33,317.67,1071.635,410.34,4028.455,342.25,961.08,495.75,1088.78,358.375,395.18,68.295,64.295,175.33,1470.17,388.33,1084.25,635.955,829.785,789.335,403.205,365.58,1147.455,192.25,1307.16,1577.465,324.91,1728.455,1181.5,2386.66,119.33,601.545,3484.33,2689.41,777.17,492.17,1056.585,545.67,1179.125,8437.25,
