#OTU ID,Lyz2.01B.FP211.S59,LYZFP332,LYZFP331,LYZFP330,Itg.16.FP482.S85,Itg.22.FP518.S21,Vil1.02B.FP24,Lyz2.03B.FP234.S82,Itg.26.FP542.S46,LYZFP320,Itg.10.FP459.S61,LYZFP319,LYZFP318,Vil1.02B.FP22,Vil1.02B.FP23,Itg.04.FP423.S23,LYZFP308,LYZFP307,LYZFP306,Itg.08.FP446.S47,Itg.20.FP506.S9,Itg.18.FP496.S99,Itg.22.FP519.S22,Itg.10.FP458.S60,Vil1.05B.FP60,Lyz2.02B.FP223.S71,Itg.04.FP424.S24,LYZFP356,LYZFP355,LYZFP354,Vil1.05B.FP58,Vil1.05B.FP59,Lyz2.02B.FP222.S70,LYZFP344,LYZFP343,LYZFP342,Itg.10.FP460.S62,Vil1.09B.FP105,Vil1.09B.FP104,Vil1.09B.FP103,Itg.18.FP495.S98,Itg.06.FP436.S37,Lyz2.07B.FP284.S82,Vil1.04B.FP48,Vil1.04B.FP46,Vil1.04B.FP47,Lyz2.02B.FP224.S72,Lyz2.03B.FP235.S83,Lyz2.05B.FP258.S55,Vil1.13B.FP152,Vil1.13B.FP153,Itg.18.FP494.S97,Vil1.13B.FP151,Itg.06.FP435.S36,Itg.22.FP520.S23,Lyz2.07B.FP283.S81,Itg.04.FP422.S22,Itg.20.FP508.S11,Vil1.01B.FP11,Vil1.01B.FP10,Vil1.01B.FP12,Lyz2.05B.FP259.S56,Itg.06.FP434.S35,SLCFP149,SLCFP148,Itg.12.FP471.S73,SLCFP150,Lyz2.06B.FP271.S69,Lyz2.08B.FP294.S92,Lyz2.05B.FP260.S57,SLCFP024,SLCFP023,SLCFP022,Lyz2.07B.FP282.S80,Lyz2.04B.FP247.S44,SLCFP054,SLCFP053,SLCFP052,Vil1.06B.FP70,Itg.02.FP411.S11,Vil1.03B.FP36,Vil1.06B.FP72,Vil1.06B.FP71,Vil1.03B.FP34,Vil1.03B.FP35,Itg.20.FP507.S10,SLCFP167,SLCFP166,Itg.24.FP530.S33,Vil1.14B.FP163,Lyz2.06B.FP272.S70,SLCFP113,SLCFP112,Itg.08.FP448.S49,Vil1.14B.FP165,Vil1.14B.FP164,Lyz2.08B.FP295.S93,Itg.12.FP470.S72,Lyz2.03B.FP236.S84,SLCFP006,SLCFP005,SLCFP004,SLCFP132,SLCFP131,Itg.24.FP531.S34,SLCFP114,Itg.02.FP410.S10,Vil1.10B.FP117,Vil1.10B.FP116,Vil1.10B.FP115,Itg.08.FP447.S48,Lyz2.04B.FP246.S43,Itg.26.FP544.S48,Lyz2.08B.FP296.S95,Itg.16.FP483.S86,Lyz2.06B.FP270.S68,Lyz2.01B.FP210.S58,SLCFP078,Itg.02.FP412.S12,SLCFP077,SLCFP076,SLCFP072,SLCFP071,SLCFP070,Lyz2.01B.FP212.S60,Itg.12.FP472.S74,Vil1.07B.FP84,Vil1.07B.FP83,Vil1.07B.FP82,SLCFP096,Itg.26.FP543.S47,SLCFP095,SLCFP094,Itg.16.FP484.S87,Vil1.08B.FP92,Vil1.08B.FP91,Vil1.08B.FP93,taxonomy
MF0080,2288.375,12292.75,7964.875,14509.625,7227.625,12722.75,5646.75,581.375,11385.125,327,19499.375,904.625,2775.375,5840.875,6146.375,28451.125,2148.5,1238.375,1950.25,6130.25,2381.875,18974.125,26436.125,14815,1440.125,2293.75,13145.125,10351.875,11060.25,5759.375,2342,8755.75,2262.875,15107.5,15364.125,9738.75,10010.375,2461.625,3657.75,3121.25,28984.625,1383.75,1047.625,6661.25,9667.125,14559.25,552.375,412.375,1615.625,0,0,19682.125,0,2148.25,10804.375,1629.5,7526.375,3587,2133.25,2017.75,2612.625,1421.125,4966.625,6598.75,1506.375,14603.75,10495.75,3007.125,854.625,1363.25,2802.5,2785,3450.25,1377.625,70.875,2215.375,7020.5,8674.5,2607.375,29841.25,4514,2490.75,4697,3107.25,1606,5389.125,10335.75,6424.625,11852,7128.25,4299.25,701.125,1567.5,10496.25,6469.5,7956.75,753.75,14526.125,313.125,0,17365.375,0,2769.125,5618.5,18939.875,807.5,15688.625,2852,3721,4835.25,10344.875,117.875,5032.375,320.625,9428.375,2001.25,1678.25,1386,12431.625,821.25,1014,2097.25,6757.625,4361.375,519,9223.5,2882.875,3847.125,5382.125,0,8737.5,28554.75,0,6909.75,3078.875,2065.875,2144.375,
MF0005,121010.08,160136.11,135575.21,84562.32,18621.25,39023.79,19688.93,78403.75,40016.54,21119.25,44993,49645.83,27885,21278.54,19651.75,117320.5,44576.08,29448.25,61521,15914.25,10747.75,39038.25,55494.82,32820.25,14798.58,113726.75,32431.46,32853.17,43915.08,153737.08,53457.58,82399,150942,56194.17,111563.58,50567.33,24811.5,18256,26727.86,24930.25,59272.29,26646,8013,17746.54,23024.93,30538.75,35420.08,89747.25,5119.75,69687.43,38468.71,40541.25,56872.11,38769,26829.64,14295.25,79058.75,16333.58,38112.42,34633.83,34441.42,4412,73753.58,21840.66,7277.96,33371,53187.33,6811.43,17200.17,7960.5,7945.71,7378.25,9133.75,11730.25,10310.25,7427.25,16263.75,19580.5,25825.83,103163.79,26645.33,24806.66,25796.08,28874,45802,19531.58,25342.79,36019.5,53488.86,31646.25,10839.5,2490.25,4952,27812.25,28632.21,31194.96,19580,34999,30049.58,20874.75,36051,17285.5,8688,15040.75,40431,2948.5,44976,20967.11,23186.75,33155.21,22061,10456.75,20647.75,8939.08,24631.75,12338.29,150771,18690,51316.07,26128.5,59363.58,7018,16407,13074.08,26441.67,28043.82,14443.08,36168.5,30098.75,36299.25,22838.89,57166.25,20757.75,18962.21,9470.75,10599.5,5302.67,
MF0049,67072.83,183962.995,154897.595,121101.19,52871.255,21630.095,31812.9,48720.36,32345.685,14585.715,22553.235,41969.445,56845.11,30699.09,28770,64664.125,56547.975,48863.13,80726.67,17044.995,35118.595,11095.25,19321.85,20118.83,23520.36,67777.87,16434.31,51277.26,55632.175,97153.09,36561.46,58728.77,85525.835,80823.47,107163.645,55714.89,12633.505,43864.22,46357.525,29130.83,24782.015,21244.295,10010.875,19227.565,42769.06,44926.205,25102.7,50600.505,10283.08,38550.505,33398.48,23906.995,26533.87,40847.965,14136.635,22300.125,42755.835,51623.585,46245.165,37288.33,35475.77,9061.41,70294.725,53804.685,38000.52,30240.08,79464.025,14592.015,22681.725,12626.355,11787.395,11407.58,15650.62,16996.25,6678.35,6802.41,15319.01,11545.595,33487.72,53496.345,25077.88,32460.115,63507.47,32099.68,39748.37,60858.935,28580.365,56627.46,39822.065,70311.935,14388.33,3887,8784.455,17096.495,47223.405,40288.675,19791.435,35897.25,19260.98,5527.245,4754.12,3549.415,11328.98,17856.58,9985.5,4172.17,22292.75,35230.41,38670.98,38558.165,20284.585,8267.775,15202.08,11972.105,61662.745,14255.145,81070,12777.495,30603.685,14713,32072.91,7535.38,15068.42,14663.41,15448.42,32257.94,36855.215,43167.395,64946.42,1000.25,29073.93,14519.665,7567.705,47149.13,74201.9,44927.98,65378.21,
MF0006,137367.48,170035.76,149816.35,151457.06,83858.97,89843.93,94747.52,128165.72,98952.26,82527.52,113371.84,253721.74,126498.07,91997.96,95656.44,205746.05,216304.68,132485.76,209906.69,43587.28,112041.03,70453.1,126755.98,80356.04,52063.16,138091.43,71605.93,83780.96,66363.38,174903.87,68791.08,124638.94,165526.36,89091.26,127940.26,53890.93,78501.66,73602.74,80408.28,73635.72,91863.39,67900.66,21279.75,57939.59,79316.17,84699.6,60066.25,139678.87,20548.24,295487.32,179583.06,61901.63,235396.84,108354.02,81085.19,48232,104326.06,182547.56,101199,77827.68,106986.24,19257.24,131090.73,98463.84,93437.57,73591.59,122255.61,36674.77,42568.07,25633.27,20639.13,15383.94,16981.41,37343.5,30085.94,38394.6,73328.57,62728.85,55132.33,207156.68,61212.33,60575.69,108401.24,86570.59,103816.14,195494.34,83531.88,101423.67,101780.83,146800.27,50926.83,10931.45,21483.19,84002.23,98800.83,86837.92,35678.39,70140.55,86704.66,41279.17,62659.57,27886.5,54752.88,71493.88,123703,10644.22,93113.8,86459.66,83861.2,104147.85,55636.81,30784.91,59171.38,35376.05,108351.22,25747.96,159021.65,46603.68,118891.89,34787.1,66681.77,36587.58,65941.3,60401.06,36780.92,90724.05,75530.28,71233.84,92854.52,53496.95,80237.66,110441.33,38584.45,88412.63,148558.57,105759.38,124583.93,
MF0047,7561.035,92978.19,77382.625,79782.78,38838.59,13055.095,26617.48,9873.195,20777.855,3813.075,11953.355,18070.34,40903.065,27920.66,25000.335,4357,50890.23,33682.8,50215.275,12482.035,27246.765,6037.25,8562.765,7586.7,15728.305,11287.035,4353.725,37709.95,29467.535,16943.78,6788.37,16093.18,9212.92,40816.58,34788.745,21709.31,11316.795,29899.88,32771.105,27106.87,13074.64,14491.42,5643,19726.29,29643.185,28905.995,9168.225,10395.215,7946.83,47256.055,32698.285,13246.66,37118.12,22009.84,11280.265,11290.875,2671.42,39415.92,24787.12,18207.04,27128.645,7236.455,26705.555,35205.895,31683.01,19579.08,46531.155,10738.64,10633.58,8346.39,9488.48,7933.955,7985.39,8475.625,1402.35,9448.045,12464.67,7969.095,20205.465,35746.595,13746.65,23179.525,45937.575,13557.67,13370,42570.39,26777.65,24549.87,16791.35,60236.01,13856.16,3560.75,7214.455,15430.785,38738.375,31822.275,8099.015,20250.875,9056.48,3808.435,3470.245,1477.71,11724.24,16462.04,3072.875,4165.085,12817.125,31305.505,31216.255,34782.245,10303.295,2323.985,15164.16,10287.895,47152.49,7060.48,5497.875,9181.04,25937.56,2754.875,2694.995,7056.315,8923.38,8234.45,4384.085,29344.735,28802.095,27219.515,44275.84,149.875,19714.355,1381.79,3553.98,35357.925,52273.135,34469.37,48295.37,
MF0004,2301.75,523.02,1402.97,11305.89,4939.5,3232.58,6392.86,3817.14,4066.08,721.94,3047.25,4147.09,16924.14,8977.63,7789,984.25,31343.67,7565.25,9789.3,0,12169.14,694,2326.14,0,4399.98,0,1135.67,9340.63,4406.16,2807.13,970.98,2802.4,1986.75,4825.44,1780.87,563.86,3597,6962.9,8240.97,9559.25,772.33,5706.5,1795,5495.78,5574.36,3657.75,3699.55,4584.5,0,59513.44,27511.93,1037.5,43913.44,0,4184.03,3568,462,0,6297.75,4445.75,10903.92,1331,4447.36,5739.08,12178.72,3126.5,9093.14,1300.36,1526.91,945.65,1930.42,0,0,0,453.61,0,0,3558.75,3954.53,7143.58,3721.48,4588.07,5271.77,1808.12,1130.22,16091.83,5631.98,1389.54,580.62,16544.65,2844.75,0,968.75,5544.75,9652.37,7439.87,850.08,0,4312.33,999.8,767.5,253.25,0,0,368.75,0,0,10003.32,9698.05,12127.57,0,659.92,4442.75,3501.11,6225.25,448.08,1161,0,7562.89,0,0,3507.2,3975.25,3733.75,1889.5,9605.89,7718.27,4005.17,2056.25,0,6580.63,99.25,955.05,5234.52,17132.02,12835.28,15792.23,
MF0048,245206.49,174124.11,153525.61,126154.58,56467.93,66321.78,62350.27,189710,79016.71,99727.79,86911.8,283474.59,99368.41,60391.44,61395.92,259188.75,146124.54,125513.18,230311.92,30574.24,62241.64,39684.75,89197.31,69117.57,45808.05,233179.32,58470.03,59890.77,71898.66,302828.18,116809.68,185822.54,303979.84,96865.8,202107.12,83894.01,52879.76,54652.53,56682.91,38233.91,49036.12,69110.59,19277.75,32706.55,56669.51,59439.49,79325.07,210962.93,15904.41,61368.4,47541.62,34531.24,47518.27,106068.93,54692.33,40428.5,165831.09,102074.51,104415.99,87306.08,92745.7,15901.91,168637.67,69512.63,50165.05,48614.33,121013.42,30107.59,50083.5,24265.63,13229.04,11265.41,17728.48,30846.5,38420.84,14182.74,33918.44,37107.44,50293.49,135810.78,65461.32,46093.07,84842.8,104189.47,161132.86,117511.62,62400.32,118890.7,91870.41,96792.12,37970.24,6031.25,13282.66,55756.24,63433.05,56354.93,49221.45,54829.67,99485.55,21985.82,21753.99,12229.17,23970.63,37877.58,96824.5,6166.17,62711,47801.27,52951.54,62683.75,46320.34,38402.05,38258.99,29198.85,73485.82,26067.05,301538,45757.41,74744.23,55295.25,122274.99,20443.93,45869.51,39818.15,54777.67,50905.66,48629.34,67464.53,77599.68,18843.25,54755.16,78120.58,21276.33,62121.17,77841.83,56430.96,59677.09,
MF0001,2421.58,1173.67,3514.54,11850.98,10039.5,3302.41,7251.69,4902.64,4572.25,990.76,3642.91,6052.19,12173.97,9660.78,8027,3399.75,18903.17,11109.42,13700.53,3295.58,11109.64,936.5,2851.97,1663.08,6253.01,3857,3516.92,9763.03,4472.81,3862.28,1774.76,3967.02,2078,5694.26,6088.47,712.11,4262.58,5883.68,7593.55,10018.58,1025.66,6075.25,1885.5,5598.13,5809.61,3885.75,3916.78,5067.75,1836,44675.51,25268.8,1173.83,37414.97,7944.25,4201.7,3909.75,698,17454.83,7549,5177.75,12494.84,1555.75,5368.19,6343.16,11254.12,3793.33,9469.89,2031.94,2185.06,1171.1,2028.42,1190.25,564.95,3192.75,546.36,4797.4,6661.35,3906.5,4695.94,7419.91,4166.58,7982.93,11123,2568.07,2615.64,16184.66,6714.68,2113.49,615.99,11773.35,3389.83,769,1268.5,5990.58,7220.55,5997.47,1065.58,3287.58,4656.91,1262.45,1094.75,668.5,6836.15,7917.75,1412.75,859.5,2354.25,11008.54,9890.62,13032.19,1350.75,720.67,4965.83,3590.94,12126.5,613.91,1188.75,4478.42,7911.89,1056.25,528.5,3692.3,4328.25,4016.75,1977,10321.56,8019.15,6504,5222,11.75,5041.1,101.75,1316.78,9318.5,10234.59,9456.63,9436,
MF0045,2506.83,10271.875,7717.125,14866.75,9140.92,3617.02,6833.195,3512.82,5276.51,1116.33,3401.11,5499.235,11794.16,9605.09,7216.015,1089.15,25982.8,10633.67,16111.005,3627.73,8740.33,1751.125,2543.05,1898.5,5522.97,3395.85,1313.51,10219.25,10992.375,5727,3257.77,7909.885,2133.25,14724.875,14593.375,9701.75,4322.28,7475,8515.105,10377.245,4799.625,6100.95,1228.875,6904.24,6712,5970.625,3347.48,4835.05,2042,31222.94,21133.64,4562.375,24856.735,5946.67,4024.81,3553.5,526.9,14862.42,8050.33,5478.75,11069.08,1914,7411.665,10819.67,10753.59,4967.75,10293.935,3684.5,4038.5,1547.7,2471.275,2252,2688.75,2329.5,481.165,3657.035,4242.415,2349.005,6153.505,7948.77,4514.755,6669.085,15841.575,2552,1668.595,17464.5,9726.155,3174.42,621.33,15723,4506.63,1039,2425.415,6212.83,9056.765,7300.52,2793.665,6157.875,4538.12,1131.685,1067.515,507.585,4065.165,5382.365,974,1169.435,2158.9,11293.665,10655.985,14608.37,3032.375,913.835,5445.03,3762.26,11820.165,708.42,1561.95,4883.185,8341.92,1221.05,814.065,2610.565,3247.065,2480.215,2057.285,9833.205,8062.165,7402.33,14467.42,52,5339.51,428.25,1296.505,9207,20161.33,10472.33,18223.92,
MF0089,1475.535,2658.635,7406.715,14663.51,6421.715,554.91,2207.25,486.715,1701.795,325.705,1969.105,901.92,5875.875,3552.045,2106.545,830.75,5126,1151.76,2332.465,3055.41,3293.035,1736.125,964.785,1899.99,2657.695,1909.41,747.66,10277.33,10829.125,5767.955,734.885,1617.545,2112.17,14701.795,13879.91,9664.875,1025.92,5943.705,6736.025,4159.08,4804.955,831.42,969.25,2274.705,6370.33,6256.785,617.375,145.09,1607.955,197,400.945,4802.035,101.955,1479.59,1026.305,1564.5,287.295,611.67,1476.285,1648.75,1314.705,1389.83,4388.285,4270.045,4734.305,5073.58,13099.135,671.455,1129.375,1271.715,2234,2150.83,2791.08,1408.625,66.455,191.385,490.83,325.635,4454.67,207.41,2023.375,3775.205,6033.23,3106.83,840.295,913.705,3363.25,2459.09,529.26,10910.5,1186.535,114.625,329.33,2121.91,5787.91,5344.475,708.83,6174.125,173.295,300.5,231.705,141.045,162.625,270.5,237.375,245,130.625,5154.18,5759.615,5844.965,3074.545,268.795,1009.91,332.5,6473.49,497.545,1457.125,216.5,143.955,78.75,137.83,160.75,359.465,304.035,459.75,5145.09,4953.41,3965.115,5736.59,0,3791.07,495.25,914.34,4826.91,7560.705,5120.41,5601.01,
MF0002,243815.91,20309.92,34648.57,63051.09,48402.93,57564.91,54024.84,191714.68,76628.25,44505.22,104032.89,110696.19,81094.09,49799.07,57759.59,288567.25,111025.75,87182.43,161196.92,29529.91,53409.07,51018,107593.16,88050.32,36127.18,229775.32,63725.57,49095.31,66695.65,298110.31,109833.06,173709.87,301578.09,90665.23,197948.25,82436.5,47328.68,29982.95,25833.39,15679,76195.25,55925.09,17627,29599.51,52989.58,63712.32,75663.24,199032.18,8449.91,53118.8,38035.08,53500.91,39878.66,94649.18,46261.52,38545.5,171940.59,91245.43,97426.82,82197.25,80563.57,7623.66,159837.91,67440.18,34153.51,58706.5,102847.77,25649.5,47390.9,7858.63,10825.75,10270.66,16709.81,29606.25,32594.16,11775.57,36730.61,40856.02,46936.02,97813.16,60145.1,39988.87,74813.28,63510.36,104821,109524.5,41927.2,83209.88,78911.38,65618.7,24757.91,6428.25,14712.41,54792.66,43247.76,41241.05,46834.16,65405.34,74471.68,43668.15,64313.91,33616.34,22274.55,39336.25,80485.75,5592,53109.25,20845.82,25068.79,29209.29,52138.09,39292.34,26864.16,24630.59,65212.91,18081.18,300321.5,44193.91,49470.91,57646.25,131803.16,18117.1,51128.93,40580.07,52635.5,45985.84,39996.63,60538.82,69160.18,39420,58065.35,106421.5,34275.92,55086.05,81840.22,52647.17,64793.88,
MF0046,5041.41,1188.2,1920.24,11591.65,4834,29229.24,25918.69,51627.14,47683.42,55058.96,63018.57,169590.82,10576.72,22559.48,28908.33,28076.75,33937.75,31912.67,55679.98,15715.41,11924.14,24630,47300.8,41603.58,7567.44,4770,18998.42,9633.9,4643.34,4304.56,5075.69,16634.12,3080,6884.13,2905.85,679.69,43025.91,6889.11,9091.71,11459.74,24931.99,12155.75,1107.75,7986.43,7296.44,7649.42,2767.31,41874.75,5814.5,36831.33,24917.43,12997.16,27857.72,10765.75,30942.37,1027,7686.5,18722.66,3481.92,2313.08,9993.01,6734.25,6805.52,6249.82,8401.65,28886.16,11315.72,13140.1,1310.68,11219.7,6512.75,4554.75,6752.32,772.25,27111.36,5544.97,9636.28,12175.67,2437.27,58054.24,8325.71,4454.19,4962.53,43549.67,41911.14,21091.49,28250.61,22366.09,54329.76,15270.12,23670.16,2684,5786,39530.41,11082.43,10707.19,1153.58,24255.91,47008.24,24786.82,33571.58,12458.08,5403.38,5444.08,94898.25,2705.17,26562.75,14110.78,14852.32,22767.04,27750.25,30543.17,26513.16,3089.77,7672.32,7357.24,1848.75,9398.42,28736.89,4941.75,11586.83,7177.43,13005.08,11692.58,1994.17,21380.06,6183.88,2044,1038.5,15651.25,28673.67,28086.08,5496.64,7185.54,6075.29,8157.93,5127.87,
MF0043,0,0,0,0,247,43,140,277,0,30,88.5,0,0,0,39,95.5,0,0,0,35,79.5,132,39.5,174,201.5,0,57.5,0,0,0,32.5,88.75,0,0,0,0,143.5,124,151.75,93.5,0,60,0,0,107,108.5,0,0,0,586.125,708.25,154.5,0,63.5,29.5,0,54,69.5,0,0,191,0,229.5,159,184,191.5,362.5,0,0,0,32,69.5,84.5,0,0,101.5,223.5,211,893,0,40.5,1112.75,977,19,12.5,88,462.5,90,0,484.25,0,38,77.5,52.5,218.625,309.875,0,297.5,0,118,148.5,121,147,351.5,16,36.5,0,233.5,302.5,110.375,57.5,0,0,0,354.5,0,0,69.5,0,0,0,41.5,124,79,0,201,630.5,1178,1196.5,0,0,0,0,297.5,0,230.5,0,
MF0087,4749.91,19600.25,14800.59,29321.26,14819.59,25627.66,12407,1447.59,23194.42,1102.83,39231.23,2592.42,16662.5,13032.42,12612.42,56971.75,11481.75,2637.51,5393.09,12404.16,13217.91,38034.75,53192.41,29674.99,7147.57,4724.66,26731.91,21136.08,21874,11659.83,3888.75,10393.17,4756.92,30691.67,28264.66,19538.25,20210.42,12856.08,13702.65,8977.83,58065.58,2843.17,2059,13691.83,20178.58,29686.16,1501.75,752.09,5074.08,27975.5,16440.57,39906.41,19242.58,4532.34,22248.93,3468.75,15070.92,9289.67,4088.41,4037.5,5241.08,2920.08,10492.41,13071.17,10742.93,29458.33,28799.01,6837.08,2108,2766.34,5664,5670.83,6907.83,2838.75,286.08,4673.26,14767.83,17645.01,11240.92,60417.16,9680.5,8638.83,17488.98,7344.33,7017.25,13383.58,18105,12184.59,24275.01,31305,9175.66,1545.25,3730.83,21147.66,21371.91,22712.6,1684.83,29231.75,656.42,19660,34788.08,16712.42,6672.25,11050.5,37140.75,1787.5,31628.75,11691.68,12910.99,13262.59,20894.92,748.42,10247.91,953.75,19036.74,4080.67,3463,3130,25313.58,1868.5,2395.83,4280,13665.59,8899.41,1117,19031.84,11950.41,8230.74,11517.59,40200,22171.82,57244,23208.675,14774.16,30766.08,16695.91,28608.51,
MF0044,130110.24,167769.85,143466.89,115253.33,54562.63,61005.87,61046.57,118133.57,82834.1,47735.5,92379.45,130458,84491,57702.77,61521.95,176985.3,107483.68,68756.01,114506.14,30710.79,58396.81,46743.1,88972.43,72132.29,32771.84,125535.77,49652.09,54781.68,53047.17,163991.7,61291.32,99583.43,159045.44,71893.41,117159.3,52134.67,48559.16,52816.98,55761.35,44233.99,70213.91,41393.74,13425.75,34293.14,51971.33,58437.26,46420.22,116736.03,10279.91,96692.55,71368.68,50055.14,67212.38,67402.68,46486.47,28203.5,97157.89,84395.06,66864.16,54396.86,64777.56,8946.91,99041.8,59394.45,51253.69,58441.43,87600.72,23206.1,32222.25,12096.08,14262.88,11957.86,16713.2,21827.25,22764.67,17095.51,36641.82,36442.66,41157.7,131368.87,44138.34,39722.92,74250.6,47064.78,68470,96028.86,43698.39,76031.92,94114.67,95520.74,26785.59,8144.45,17331.36,56167.99,65868.61,59738.66,29449.74,61085.22,52012.34,41385.54,62356.27,30538.65,25484.91,38445.56,72648.5,7709.54,58954.55,52046.85,53968.27,63934.49,44592.39,30038.31,37181.14,21797.28,70834.07,21600.89,155165.9,34298.69,72704.25,33480.6,73428.37,19189.96,43373.89,35877.83,30713.74,56722.91,46033.96,48095.91,64100.43,37920.7,60491.4,82408.26,30544.51,58272.48,91650.42,61271.1,76087.08,
MF0088,478.33,693.76,262.28,686.16,636,148.87,448.26,748.32,423.46,448.14,823.66,908.67,10805.65,1027.94,201.5,112.5,18053.21,1318.42,2837.98,144.08,5007.07,511,189.4,113.33,3290.57,487.75,549.96,390.69,61.58,421.19,1004.32,1255.12,247,3153.89,631.31,101.18,314.83,4216.03,4218.69,1813.83,259.37,89.75,110.25,233.39,561.18,267.75,403.98,267.43,174,22952.98,13125.39,494.83,19008.36,176,766.31,89.25,43.5,2056.83,676.5,441.75,722.88,112.5,442.76,573.87,6743.61,391.83,7160.57,312.51,347.33,106.7,186.46,59,401.65,79,157.18,262.3,616.45,291.75,5528.55,541.62,986.99,3524.32,5945.59,1539.56,7020.28,2331.37,94.24,219.02,572.73,9601.2,362.33,66,405.25,140.33,5899.89,3891.06,240.79,421.58,292.87,73.15,53.5,58.25,305.25,391.75,841.75,69.5,137.5,6084.83,5724.57,2533.33,208.5,473.09,118.33,255.51,786.41,67.87,202.75,498.92,363.07,337.75,465.75,63.1,108,106,132,663.74,6731.34,851.04,816,1,4600.61,49.5,627.23,1144.42,22658.18,13391.89,20303.91,
MF0052,3,140.25,88,136.25,1.5,0,6,2,2,21.75,1.5,42.25,76.25,3,4,2.25,96.25,85.5,99.5,0,5,4,0,0,10.5,0,3.75,54.25,27.75,82.25,86.75,11.75,2.25,91.25,93.5,36.5,1.75,0,1.25,0,0,3,1.5,1.25,3.75,1.75,8,1.75,0,61.5,319.5,1.5,41,0,2.5,1.25,1.5,0,3.5,2,22.5,0.75,2,5.25,490,0,17.25,4.5,1.75,4.25,0,0,0,0,1.5,0,0,10.25,3.25,0,32.75,3.75,15,23.5,75.25,2.5,1,1.25,1.5,2,1.25,0,0,3,5.25,2,7,0,0,37,52,16,0,0,3,0,0,3.5,4.25,3,0,4.5,1.75,1.75,2.25,4.25,2.75,0,0,0,0,0,0,0,5.5,2.5,14.75,0,2.25,0,3.5,0,0,2,0,1.25,0,
MF0096,3001.2575,10328.8025,2688.61875,16082.08875,6551.75,10218.33,10169.7225,9460.445,14091,943.615,18492.58,5580.3975,13544.72125,11332.1975,10834.2475,15883.25,23699.535,9423.625,12446.39375,5981.79,8910.34625,9950.3125,16604.0475,12418.1675,6104.58375,4002.625,8037.8975,13179.91,6457.305,3972.55,2980.61875,8041.27625,2473.6875,6524.85625,4197.12,950.97375,11040.9775,6286.25125,9344.0725,10377.27875,13685.3925,6827.21875,1479.96875,7896.3275,7365.00625,7064.815,3146.92125,7881.3125,2252.75,31035.9625,22158.39625,8825.54,23056.315,6410.5625,9227.9125,1258.9375,4366.625,9032.03875,4868.305,3389.60125,10237.5175,2008.15625,2590.0675,4986.50125,9012.19,10764.165,12833.16625,2916.835,1339.6025,1476.4625,3004.0825,1983.75,1560.2775,1300.03125,2924.68,4678.87375,5713.0725,6207.065,3571.45,21334.705,5482.675,5954.35875,7151.80125,3597.185,7553.4325,7238.2325,10578.8,3743.97625,12135.145,15354.58,5240.1025,1365,2445,12916.665,10159.18375,9192.5625,834.71125,9896.915,6963.955,9336.1525,14902.3725,6525.08125,5380.2325,6995.1225,15371.9375,1505.2525,9074,13031.8925,11908.9875,13014.05125,7199.75,4268.585,8499.1025,3809.15125,8804.85875,1770.6425,1521.4375,5742.6875,13602.82,2132.125,3495.685,3648.5975,7138.4975,5201.4975,1748.58625,12562.5275,8261.36625,4461.32,3345.75,9075,10108.8375,14154.9975,5370.3125,6991.185,7075.26375,10321.6925,7648.3225,
MF0097,400,145.5,1214.5,5842,3717,811.5,1744.5,1648,2382.5,630,740.5,3558.5,1339.5,2101,2522.5,205,1003.5,7212.5,12128.5,528,1494,457,2115,464,1452.5,532,361,786,345,469.5,486.5,1956,414,1332,1460,838.5,1230,2642,1987.5,762.5,1123.5,2045,440,2685.5,2051,4124.5,933,1983,923,2400,2897.5,1133,912.5,2180,1273,805.5,75.5,4167.5,5180.5,3673,3942,1047,3339,8189,1988,1474,957.5,2650,1186,1061,705,718,438,364,343,1003,1596,1040,1291,3068,1744,1872,4964,621.5,532,5641.5,4516.5,2575.5,291,3835,3580,314,913.5,1090,2543,1780.5,1476,828,1087,348,394,134,1029,2306,454,525,1797.5,1587.5,1563.5,426.75,1027,362,1904,1607,5617,594,366,1144,2000,1206.125,686,602,791,727,219,1514,3084,3905,5692,17,1227.5,77,308,3576.5,2805.5,1710,3005,
