#OTU ID,LYZdtt308,Vil1.07B.DTT84,LYZFP332,Vil1.02B.FP24,Itg.22.DTT520.S15,LYZFP320,Itg.06.DTT436.S29,LYZdtt320,LYZFP308,Itg.16.DTT484.S79,Itg.18.FP496.S99,Vil1.05B.FP60,Itg.04.FP424.S24,LYZFP356,LYZFP344,Itg.10.FP460.S62,Vil1.09B.FP105,Vil1.08B.DTT96,Itg.06.FP436.S37,SLCdtt024,Lyz2.07B.FP284.S82,Vil1.04B.FP48,SLCdtt150,Lyz2.02B.FP224.S72,SLCdtt168,Lyz2.02B.DTT224.S64,Vil1.013B.DTT156,SLCdtt054,Vil1.04B.DTT48,Vil1.13B.FP153,Itg.22.FP520.S23,SLCdtt114,SLCdtt006,Itg.20.FP508.S11,Vil1.01B.FP12,SLCdtt132,Lyz2.05B.DTT260.S101,Vil1.09B.DTT108,SLCFP150,Lyz2.07B.DTT284.S126,Lyz2.05B.FP260.S57,SLCFP024,Lyz2.06B.DTT272.S114,Vil1.010B.DTT120,Vil1.05B.DTT60,SLCFP054,Lyz2.08B.DTT296.S139,Vil1.03B.FP36,Vil1.06B.FP72,Lyz2.06B.FP272.S70,SLCdtt078,Itg.08.FP448.S49,Vil1.14B.FP165,Lyz2.03B.FP236.S84,SLCFP006,Lyz2.03B.DTT236.S76,Itg.26.DTT544.S40,SLCFP132,Vil1.01B.DTT12,Itg.18.DTT496.S91,SLCFP114,SLCdtt096,Vil1.014B.DTT168,Vil1.10B.FP117,Vil1.06B.DTT72,Lyz2.04B.DTT248.S89,Itg.26.FP544.S48,Itg.20.DTT508.S3,Lyz2.08B.FP296.S95,Itg.04.DTT424.S16,SLCFP078,Itg.02.FP412.S12,SLCFP072,LYZdtt356,Itg.02.DTT412.S4,Lyz2.01B.DTT212.S52,Lyz2.01B.FP212.S60,Itg.12.FP472.S74,Vil1.07B.FP84,LYZdtt368,Vil1.02B.DTT24,SLCFP096,LYZdtt332,Itg.16.FP484.S87,Vil1.08B.FP93,LYZdtt344,taxonomy
MF0087,4332.32,2680,19600.25,12407,9886.5,1102.83,799.82,1249.25,11481.75,7300.41,38034.75,7147.57,26731.91,21136.08,30691.67,20210.42,12856.08,5359.5,2843.17,2772.33,2059,13691.83,26082.25,1501.75,11318.59,1199,17473,5038.25,2530.42,16440.57,22248.93,4267.67,8517.51,9289.67,5241.08,3002.42,2925.07,2616.75,28799.01,4083.01,2766.34,5664,1022.99,2655.25,3023.25,4673.26,750.5,9680.5,8638.83,9175.66,1500.83,21147.66,21371.91,656.42,19660,648.42,8019.5,6672.25,740.17,18755.25,1787.5,32583.5,8525.25,11691.68,3538.5,1436.49,10247.91,4760.75,953.75,14070.83,3130,25313.58,4280,3671.67,14433.66,1030.24,1117,19031.84,11950.41,5754.76,1397.5,40200,4401.16,14774.16,28608.51,7082.91,
MF0044,106389.31,5615.66,167769.85,61046.57,30597.24,47735.5,9667.42,91157.43,107483.68,44559.97,46743.1,32771.84,49652.09,54781.68,71893.41,48559.16,52816.98,11004.86,41393.74,10052.02,13425.75,34293.14,114195.83,46420.22,103936.28,31316.43,33643.31,12517.01,11284.68,71368.68,46486.47,28032.61,32030.97,84395.06,64777.56,34918.42,14446.42,8065.96,87600.72,42043.21,12096.08,14262.88,7892.17,7769.42,6249.25,17095.51,65445.65,44138.34,39722.92,26785.59,42822.83,56167.99,65868.61,52012.34,41385.54,43020.28,32155.55,25484.91,24476.45,33891.06,7709.54,52007.56,29240.67,52046.85,7316.16,28331.08,37181.14,42844.88,21797.28,48929.08,34298.69,72704.25,19189.96,105831.35,60979.04,51871.61,30713.74,56722.91,46033.96,69677.43,10833.23,37920.7,51595.17,58272.48,76087.08,61951.05,
MF0088,23631.26,0,693.76,448.26,2478.54,448.14,310.09,497.58,18053.21,693.63,511,3290.57,549.96,390.69,3153.89,314.83,4216.03,16.68,89.75,97.85,110.25,233.39,4761.24,403.98,5616.16,741.86,2342.95,29.86,154.12,13125.39,766.31,144.17,2320.73,2056.83,722.88,458.92,656.47,95.77,7160.57,1921.5,106.7,186.46,490.3,10.54,0,262.3,425.58,986.99,3524.32,362.33,857.27,140.33,5899.89,292.87,73.15,357.1,381.08,305.25,368.13,1827.1,69.5,114.9,2491.29,6084.83,3.25,953.84,118.33,852.08,255.51,687.81,498.92,363.07,63.1,344.51,250.86,493.73,132,663.74,6731.34,2918.94,462.56,1,2020.72,1144.42,20303.91,2469.47,
MF0052,193.25,2680,140.25,6,67.75,21.75,17.5,48.5,96.25,63.25,4,10.5,3.75,54.25,91.25,1.75,0,5359.5,3,0,1.5,1.25,0.25,8,0.25,50.25,1573.75,0,235.5,319.5,2.5,186.75,75.5,0,22.5,0,95.5,2616.75,17.25,60,4.25,0,456.75,2655.25,3023.25,0,58,32.75,3.75,1.25,10.25,3,5.25,0,37,24.25,73.75,0,156.25,73,0,0,1190,3.5,3538.5,1419.5,1.75,83.25,1.75,51.5,0,0,0,56.5,58.5,61.75,5.5,2.5,14.75,450,207,0,60,2,0,159,
MF0096,7786.18625,2703.91375,10328.8025,10169.7225,4726.225,943.615,1023.03375,5180.42125,23699.535,7859.70625,9950.3125,6104.58375,8037.8975,13179.91,6524.85625,11040.9775,6286.25125,5386.40375,6827.21875,2049.73875,1479.96875,7896.3275,19920.215,3146.92125,13638.28375,3021.565,8442.76,3942.675,2617.93,22158.39625,9227.9125,6962.15,6639.145,9032.03875,10237.5175,6045.99875,2164.49875,2828.23,12833.16625,5304.665,1476.4625,3004.0825,1776.8425,2698.26625,3023.25,4678.87375,5655.8825,5482.675,5954.35875,5240.1025,2751.22875,12916.665,10159.18375,6963.955,9336.1525,2844.7025,7743.9325,5380.2325,1497.01625,5824.435,1505.2525,8191.8975,4033.0425,13031.8925,3548.91375,4414.4225,8499.1025,7966.2925,3809.15125,4689.56,5742.6875,13602.82,3648.5975,4245.88375,8334.11,1736.75375,1748.58625,12562.5275,8261.36625,18684.38625,2015.69875,9075,3019.545,6991.185,7648.3225,5060.795,
MF0097,14802.5,139.165,145.5,1744.5,963,630,244.5,624.5,1003.5,1466.5,457,1452.5,361,786,1332,1230,2642,258.68,2045,297,440,2685.5,7220.5,933,4834.5,546.5,1066,337,377.5,2897.5,1273,459,233,4167.5,3942,1153,708,42,957.5,2429.5,1061,705,546,24,0,1003,839,1744,1872,3580,392,1090,2543,1087,348,246.5,1082.5,1029,428,1057,525,104,1656,1587.5,132.29,736,1904,1949,1607,518,1144,2000,602,233.5,619.5,288.5,219,1514,3084,1575.5,388,17,631.5,3576.5,3005,825.5,
MF0050,43385.53,2816.165,165585,28901.65,16233.56,25916.865,4449.755,54031.215,38330.07,16541.38,28754.925,15383.43,30203.36,18819.995,33879.8,29111.16,27309.515,5492.09,18702.41,4201.13,5625.25,14916.21,57361.675,20598.825,55883.85,12503.865,16468.845,4555.74,4546.94,27045.565,27627.035,12937.22,17558.66,34661.235,26071.72,11295.26,9131.235,4170.885,35772.155,22464.02,10655.02,6762.67,3983.355,4181.605,3128.125,6206.015,27235.08,21798.01,18360.375,16433.63,18639.825,29530.83,32184.86,30749.48,23057.11,22599.175,18162.53,9036.89,11919.83,17951.31,4005.935,35192.415,16491.685,22016.63,3670.79,17359.335,22087.905,17626.575,8174.965,26804.845,13899.015,45543.675,8484.765,48873.255,30656.135,24290.915,13795.535,22317.92,17568.48,15178.25,5447.04,22878.85,37329.52,26855.485,24305.375,28104.295,
MF0094,21635.5,6,5125.5,11099.5,10064.5,547,536,853,4217,6930.25,37933.25,2671.25,25957.25,20442.75,29391,19927.75,4861.25,14.5,2641.5,2676,2060.25,13211.5,27992.5,1042.75,7909.25,517.5,18691.75,4274.25,2360.75,20576.25,21561.75,4066,8122,6918,5114.25,3084.25,2355.75,443.75,20964.5,4986,2684.5,5579,1098.5,193,1.75,4344.75,527,8926,4690.5,8439.5,863.5,20925.5,12903,582.25,19544,263.75,7563,5490.25,806,16796.25,1588,32474.5,6095.75,5601,2,945.25,10009.75,3728.25,552.25,13347,2718,24765.25,4181.5,3474.25,14112,559.75,1031,18387,5655.75,3152.5,1090.75,36265,2491.25,13773.5,4235.75,5084,
MF0051,18438.235,2789,13168.7,16334.85,12402.375,10426.55,3398.3,40725.175,24775.295,11049.025,38114.05,6218.525,33368.175,8073.0675,14718.94,26887.7,6583.68,5468,13565.95,2238.375,3284.5,12187.1,50011.975,17492.625,40722.975,10395.6,22913.665,5260.1,3142,30257.5,26269,10816.05,17775.625,15741.15,19304.325,7703.225,1984.05,3717.625,16966.95,8322.6,1354.75,2959.275,2334.375,3800.75,3120.25,4693.4,24273.875,18062.35,4285.5625,10311.05,17218.525,27864.25,10038.75,21121.25,28295.7,18607,13748.825,7073.7,10802.6,17113.3,2040.6,41535.55,7726.415,8678.085,3643,10721.46,13730.2,11801.5,4700.25,27156.025,13148.725,30190.6,6791.8,46410.125,30928.375,23363.775,12974.2,15225.8,6221.835,15481.3075,3240.05,36982.6,7360.785,9079.525,6941.54,21105.56,
MF0095,10898.61,1367.995,10110.84,6502.43,2843.62,943.19,941.09,4142.91,28044.79,8694.3,1129.5,6322.82,1198.71,10005.61,5654.89,4607.58,5987.28,36.93,8259.125,1676.68,1559.75,8818.085,14241.855,3521.48,13616.58,3512.86,2964.53,4242.17,1817.04,33311.585,4282.06,4596.76,1397.095,9198.66,12082.13,9454.23,1998.97,162.19,10699.65,5314.25,1799.425,3139.06,1174.47,1375.94,0,5012.455,6778.33,4987.57,6127.82,4753.91,4717.535,6577.58,9758.64,6143.93,1194.23,2044.85,4581.83,5451.57,1239.71,2908.6,1342.255,94.095,2884.96,11940.25,1778.745,1785.67,6182.83,7242.32,4305.01,1234.56,6913.625,9023.82,3733.145,4802.01,5167.86,2003.54,2045.67,10253.32,9358.34,21571.44,1428.56,18.875,2735.72,8143.17,7621.82,5023.89,
MF0092,147881.83,2915.33,175069.51,124877.67,87896.5,234181.66,16747.82,170185.01,127954,53808.41,202208.25,46127.74,177035.91,49966.58,96981.66,205270.59,37983.25,5589.43,82039.67,16042.83,17242.25,56838.83,223414.33,74067.92,276254.92,44197.67,64474.91,26423.75,14910.59,67622.24,180090.76,63608.5,109128.34,124896.34,87121.91,43141.75,35225.4,5643.58,102814.51,78652.84,48355.34,26323,17164.49,7936,3217.25,26369.26,100702.33,88283,37458.33,103640.33,73432.16,190457.33,74142.83,208214.09,144285.5,121332.75,119061.83,35427.25,44133,98910.42,12889.5,263160.5,67524.91,39522.01,3766.83,109087.75,114974.58,79441.58,22845.42,130754.83,61615.33,192774.58,40379.5,189896.75,159010.66,95340.74,53282.5,97632.67,33299.92,39285.01,19077.42,166476.5,62640.92,62662,55827.91,96886.5,
MF0093,4365.125,0,164.625,3012.5,3267.875,13611.375,152.75,11011.75,1765.125,365.125,5613.5,796.25,4344.375,90.125,613.125,7134.875,0,2684.25,1734,0,61.25,793.625,718.125,40,7479.625,58.625,819.875,0,338.25,215.75,6189.25,950.375,2327.75,0,308.75,0,1525.25,1389.375,435.625,2260.5,2547.125,0,871.375,1547.625,0,0,92,1070.375,75.875,4289.625,175.125,5554,852.125,0,2474,3015.625,4206.375,0,125.625,2642.5,0,0,3054.5,571.75,0,5185.25,3703.875,2049.625,41.375,2117.25,0,0,0,62.25,3339.75,118.375,37.25,1824.25,50.375,340.5,444.5,0,140.5,522,0,249,
MF0090,76084.85,2923,161206.15,36197.2,26127,48696.35,8851.87,104139.1,94364.41,37426.14,52898.6,29412.99,54141.35,36583.11,62381.72,51848.15,22678.75,5591.5,35918.42,8496.68,14329.75,21945.64,88803.7,45304.23,103082.54,27439.79,24840.33,7666.2,6410.71,32791.81,47755.5,20993.85,31868,47898.25,56949.67,23925.07,10469.1,5080.75,74666.15,32007.08,12217.25,7861.04,5610.5,5409.5,3224.25,7132.8,55746.6,40688.29,25158.91,23798.35,37129.77,51270,31398,58031.25,42913.15,43518.75,31065.65,12662.38,24258.17,27646.6,4570.2,69487.6,20728.33,18404.75,3772.75,29508.42,32778.15,30328.32,18498.86,48637.05,25407.2,65983.2,12583.6,104628.15,56516.25,49522.07,29310.17,31985.15,23482.01,42271.03,8689.48,45599.2,42209.82,26207.01,14353.49,67396.29,
MF0016,16454.42,2697.33,366.84,3142.17,1558.62,471.08,272,409.83,8865.79,2583.42,157,1450.99,428.25,493.11,1183.72,906.25,4645,5372.43,1361,138.33,1288,1995.75,3079.65,1723,5142.41,1178.25,3428.28,366.17,1551.17,12500.31,979.5,2003.92,1021.5,20325,3721,4831.5,693.5,2644.11,4118.65,3009,366.25,317.83,982.22,2665.71,3023.25,2611.67,1731,1002.82,3514.25,989.25,392.92,300,2470.25,868.5,867.67,463.25,395.75,4132.33,516.58,1337.5,811.67,133.33,2525.67,3895.33,3557.83,2541.84,457.75,4913.25,1649.25,680.31,316.83,969,2064.83,440.84,787,333.25,129.67,2036.33,3738.76,2409.6,902.73,6.5,910.64,10633.5,6311.49,1137.14,
MF0017,64751.92,2933.33,166912.85,52602.6,29078.87,50551.38,8653.41,31383.33,88130.54,34672.46,57446.5,26407.81,55978.62,44961.69,65693.39,58092.92,35938.03,5606.18,38372.17,8877.76,10950,28171.72,100605.4,41315.15,110026.75,26284.78,27464.78,10696.53,8278.13,46247.38,53303.57,24447.34,35830.32,61425.42,52152.54,25407.82,14693.87,5340.27,73657.41,36064.59,15802.29,12905.29,6818.96,5513.21,3226,12525.23,57276.41,41648.07,28341.99,30047.41,39227.35,61309.91,51488.97,62989.96,44503.57,46220.85,36054.16,18389.13,22955.71,34513.52,6060.67,69896.73,26335.71,35397.26,3791,32469.08,39521.66,35683.65,15811.93,50689.39,30436.83,74720.9,16707.93,101279.01,61971.52,49389.28,28759.17,48571.99,30413.67,44206.36,9321.23,45697.75,48111.3,41794.42,45014.5,56051.8,
MF0014,54140.295,2911.5,6738,17396.3,13308.595,48235.85,6618.44,25425.71,56564.935,18227.62,17222,15499.635,24454.395,13638.335,28932.56,21615.42,9605.155,5577.965,28755.585,3339.39,6932.75,8437.66,41521.075,36103.775,88554.555,21472.815,7899.7,3393.18,3477.48,17712.785,21761.155,5202.335,15653.915,34460.25,35115.395,14079.775,6589.545,4532.085,39032.62,14064.45,7303.035,2324.23,3607.505,4972.645,3217.25,3431.885,49174.435,26518.335,12701.635,13380.5,33489.14,21465.665,11051.54,46455.23,9306.9,39639.965,13816.52,7321.8,20672.605,12773.07,1174.25,36850.65,12612.645,8609.19,3760.5,21836.28,11154.75,21515.4,10477.8,33041.745,19907.79,21786.45,7180.6,92767.395,40254.635,46415.765,25783.25,13225.62,13801.655,17168.145,4416.515,9344.25,15764.235,15045.115,18910.89,43479.975,
MF0058,534.5,5360,288.5,45,218.5,50.5,52,118,702.5,159.5,15,306,82.5,123.5,242.5,21.5,245,10719,18,22,11,18.5,51.5,35,118.5,151.5,3158.5,0,492,644,61,381.5,182,60,70,32,232,5234.5,382.5,188,8.5,0,928.5,5310.5,6046.5,8,166,126.5,298.5,20.5,68.5,14,331.5,19,77,84.5,177.5,15,324.5,292,9,23,2585,152,7077,2881,16.5,230.5,44.5,158,12,32,8,134,135,148.5,11,64,401.5,1002,433,0,245,67,1041,480,
MF0015,52288.71,2916,167172.41,58767.37,28323,23194.26,8210.42,84010.52,59024.85,27455.21,48543.1,21844.29,47903.01,35639.13,64609.13,62268.24,33167.5,5608,30672.07,9059.08,10296.25,21620.28,124872.53,38632.67,95083.62,23359.12,25186.33,6648.95,6319.59,26157.24,45141.01,41145.85,52297.59,55114.89,44295.06,18463.7,11389,5248.58,65287.66,46587.54,10152.59,14705.05,6650.74,5383.25,3226,8101.06,51683.58,38280.45,23224.85,26840.18,37789.46,68628.83,42950.58,66799.59,67104.9,46020,41699.73,14070.65,22490.95,29471.02,7312.7,51866.6,21354.08,27412.76,3778,36743.83,42728.73,30376.33,13060.17,46896.88,31760.28,57559.78,15022.1,96829.25,51343.91,48072.54,26940.4,46830.77,25387.7,25776.14,10055.27,37996.7,46160.4,37935.55,41206.84,51761.03,
MF0059,193.25,2680,140.25,7.75,67.75,22.5,17.5,48.5,96.25,63.25,4,11.25,3.75,55.75,91.25,2.75,0,5359.5,3,0,1.5,2.75,1.25,8,0.25,50.25,1573.75,0,235.5,319.5,3.5,186.75,75.5,0,23.5,0,95.5,2616.75,27.75,61,5,0,456.75,2655.25,3023.25,0,58,32.75,5.5,1.25,10.25,3,5.25,0,37,24.25,73.75,0,156.25,73,0,0,1190,3.5,3538.5,1419.5,2.75,84.5,3,51.5,0,0,0,56.5,58.5,61.75,5.5,2.5,16.75,450,207,0,60,3.25,0,159,
MF0012,8731.42,5360,1256.5,9454,5235,560,501.5,945.5,5730.5,917,2073.25,2722.75,3356,553.25,3973.83,11717.25,1170.75,10719,726,1122.75,329.25,121,25768.25,572.25,5291.5,573.75,3157.5,40,479,2033,4225.25,10945.75,13074.75,2963.25,2153.25,621.25,1051,5234.5,2589.25,10269,361.25,2605.75,1723.25,5313.5,6046.5,171,849.75,1867.25,3094.08,4481.25,1444,12432.5,1611.5,12050.5,14369,4076.75,9593.5,460,1040.75,1923,1250,237.5,2535.83,1510,7077,9113.67,8033.75,2450.75,491.75,2118.75,3523.25,563,1324,360.25,465.25,561,128.5,6252.5,2183,2758.42,1606.5,53,1571.67,1679.75,9757,2250.42,
MF0056,3205.93,0,10595.76,266.76,610.29,338.64,296.59,736.08,14573.71,437.88,435.5,2839.07,3062.46,263.94,2450.22,383.83,4446.78,2.43,319.5,103.35,66,145.89,8292.49,141.48,5081.91,410.86,2028.03,2.86,89.12,17145.64,360.31,92.17,2196.23,592.33,1046.63,153.32,197.47,109.77,3985.07,398,62.2,123.96,241.05,12.29,7,46.8,430.08,916.74,2900.4,480.33,344.02,377.83,2061.14,90.12,185.4,139.6,747.08,32.3,662.38,793.1,93,105.4,1056.62,5235.08,9,374.76,533.83,443.07,194.76,1744.56,77.92,133.07,75.6,315.76,125.11,128.04,15,393.74,2392.01,1572.86,370.56,0,1799.14,541.92,2986.41,2342.39,
MF0057,643.455,0,140.125,142.83,231.375,55.045,51.25,150.08,2591.625,107.125,15,722.58,135.875,76.125,300.795,34.705,918.33,0,15,0,12.75,34.625,146.795,34.33,282.295,131.455,285,0,46.975,400.945,137.92,115.545,107.92,66.33,94.92,23.67,117.92,97.035,1650.625,97.17,9.125,0,188.49,0,0,23.5,65.67,174.375,732.115,69.955,89.795,17.33,2510.455,18.83,0,42.795,90.045,0,16.775,334.83,11,0,1067,1344.42,0,260.085,27.705,146.795,29.205,130.75,13.67,19,0,56.92,50.25,60.645,13,86.92,1650.205,678.34,179.83,0,365.33,184.16,2044.17,654.5,
MF0013,23305.7,0,45641.5175,0,0,13179.2425,0,27892.67,24354.515,11607.885,24525.4625,8352.535,0,0,25459.0225,0,12134.265,0,0,0,0,0,38851.36,11477.095,32457.225,7248.915,12488.62,0,3205.01,0,0,0,14568.585,0,16869.9025,8829.7725,4784.7975,0,25512.0575,0,5104.31,0,0,0,0,0,15279.5325,13776.6975,9839.8825,0,10520.3125,0,17453.4125,19470.885,19981.925,12784.38,13561.1325,7366.3125,6323.625,13879.725,0,25689.35,9207.155,11752.5775,0,10859.8875,0,12150.18,4989.065,16414.76,9530.78,0,6172.45,0,0,12797.8325,7606.6,0,10860.6675,0,0,0,13174.6125,17944.1075,15030.3425,15831.1625,
MF0010,87525.21,4403.665,98788.965,55965.185,31060.73,47735.985,11669.12,22264.585,111657,43489.03,54551.25,33924.84,60523.325,51542.795,80701.91,54524.3,36057.565,8398.43,49499.505,10010.11,14772,31164.86,122651.69,59853.97,136635.49,37311.925,31917.27,11121.445,9921.3,57471.06,51538.99,25627.295,37845.255,78610.675,70622.535,32175.385,13822.66,7509.96,93069.875,38838.075,12271.035,12801.375,7721.795,7481.25,4838.125,13553.45,82265.54,52517.38,36419.9,28780.535,55578.735,60718.41,51364.945,70635.465,44442.135,60239.14,34579.165,22056.265,33421.835,35887.39,6186.085,70009.465,27579.455,33594.645,5682.165,34944.3,35308.035,43735.755,21626.225,63045.905,39439.245,65551.815,18451.365,147403.125,74738.6,72571.9,41615.585,51778.825,38548.265,53549.295,10831.7,42564.5,43565.22,50811.64,59295.285,78128.115,
MF0054,18963.4075,0,44253.2525,15665.19,11921.69,12882.58,2331.225,46965.84,24341.9875,10649.81,31757.175,7550.6325,26745.7575,11656.9575,17232.345,21269.1375,10920.1525,0,10641.805,2229.19,2941.3125,12554.7275,35541.1975,10662.37,30416.84,6878.985,17325.42,4916.1975,3119.1875,32774.6675,23046.97,5686.9275,12191.05,19442.5875,15652.7425,7948.8475,3850.81,1497.3475,19826.82,8849.1475,4311.3225,3516.65,2113.8025,1411.4375,0,5511.4575,14628.61,13972.59,7947.865,10822.985,10162.7175,21078.435,17693.69,13275.2075,17350.78,10759.1125,10582.2475,7352.6075,6266.31,16022.28,2046.2675,33604.7325,9160.9125,11597.885,0,6814.18,12696.0725,10899.58,4459.11,19181.7375,8259.225,31602.5925,6071.2825,25460.7675,22731.2825,12561.4175,7327.6175,15605.2325,9170.99,11830.6,2717.7975,29506.0375,12432.4175,14009.7225,13156.24,14467.8425,
MF0098,6706.5,0,37.67,1394.39,673.6666667,159.0533333,106.2733333,302.0566667,1256.666667,922.3866667,91.83333333,619.33,187.22,186.2766667,541.5,180.6133333,1084,0.1666666667,490.0566667,113.4433333,364.6666667,980.4433333,1279.776667,419.0566667,981.2233333,400.5566667,786.8333333,237.1666667,356.78,1412.5,527.0033333,722,478.9466667,4471.28,1811.72,1639.166667,315.55,26.11,668.17,699.78,228.6133333,353,94.66333333,14.83333333,0,870.17,339.11,605.6666667,1486.89,270.61,124.22,209.9433333,1094.276667,422.1133333,554.5,182,306.2766667,1363.666667,196.1666667,650.39,313,58.83333333,536.5,1286.17,0,333.5533333,292.9433333,1289.276667,307.5566667,250.9433333,91,670.2766667,597,89.16666667,439.22,145.6633333,125.5,479.7233333,1515.943333,637.0566667,299.89,11.16666667,241.11,3019.5,3192.946667,439.8866667,
MF0011,42012.945,2821.83,88990.875,31228.4,21242.435,39260.375,4766.755,28734.54,48328.945,18798.88,34750.3,16422.055,34150.61,23269.495,36003.51,37219.91,21836.59,5501.59,22548.535,4890.88,6131.5,16720.46,59160.425,21886.825,65975.225,13978.24,14949.97,6293.115,4757.065,25254.94,34435.285,13378.97,20657.41,65975.92,30258.72,15957.76,9454.735,4042.845,40626.905,24389.285,10965.22,7614.545,4659.23,4100.815,3124.625,8357.265,29511.705,23396.635,17974.96,20923.58,20100.075,37052.205,29180.86,64610.96,25189.735,26492.925,23211.53,11664.49,12126.705,20924.81,3554.435,44207.415,17187.77,21137.63,3669.455,21505,24803.78,22610.725,9149.715,28595.845,16388.515,77391.6,10346.765,50920.38,34969.76,25109.04,14574.535,27683.545,18832.02,24595.79,5554.54,45707.45,25657.31,24236.11,27477.845,29761.46,
MF0055,26604.08,5391.665,2277.26,21130.5,12633.5,29549.58,1547.82,24235.5,18970.5,7374.16,12164.5,9779.07,13257.16,2733.83,6468.83,17220.92,18201.58,5405.25,7859.67,1032.08,3940.75,7220.58,16577.25,4885.5,23751.34,3502.75,4468.49,2295.5,3707.09,5644.32,16806.68,5944.09,9897.26,36907.42,13129.08,8277.67,5754.32,3388.08,16066.76,13699.01,6169.09,2137.75,3458.16,3384.67,3032,6133.93,4177.75,6198.75,14774.24,13104.41,2685.83,12525.16,19493.66,18636.67,7327.5,7665.17,10871,7294.58,2073.92,11340.5,2529.5,18950,17842.08,11964.93,3572.08,13792.16,9524.41,13202.5,5529.75,7772.08,2137.25,14554.83,5959.83,970.17,9368.91,1674.99,457,10120.84,16853.75,11613.35,3623.75,7805.5,4473.25,26240.41,43243.01,6097,
MF0009,88549.18,2680,162500.47,76824.04,38501.84,52414.85,10937.35,41368.5,137535.42,58806.72,56273,36641.92,56251.07,52625.98,49652.87,67815.68,52521.54,5359.5,54385.34,10991.92,15040.5,41846.84,118037.46,51829.91,128646.46,37773.97,30597.19,19550.06,14191.77,84792.83,64687.64,36275.67,38858.87,124316.02,83715.07,55305.4,18173.26,2875.98,79857.16,48819.11,16475.55,14643.08,9577.95,2850.92,3023.25,27396.5,77282.85,48973.71,48567.3,38237.99,48537.59,73522.66,76794.84,75785.93,48780.74,52887.86,46189.18,39198.96,25007.58,40677.68,9643.34,70232.06,31099.25,56572.72,3538.5,37429.03,51241.99,62438.89,28075.2,52619.68,43225.32,98363.3,27649.26,111197.48,77311.54,55016.06,33481.34,68747.14,53141.88,104285.94,13710.17,45655,51857.61,76064.55,82851.96,63478.2,
MF0007,35292.67,330,7665.166667,17941.66667,9866.5,20774,6277,3522.5,42467.5,15788.5,7788.5,12730,16635.25,21983.83333,38353.22,20141.83333,4450.25,219.5,24937.5,4781,6364,6289,60151,34648,72501.5,20317,5008.33,1858,2019,7436.5,12357,15721,19555.66667,20419,32662.5,10106,3755.5,1954.75,34998,17652,3096.333333,6480,2493.5,2264,195.75,1506,48258,24223.5,9316.83,8396.666667,33338.5,25334,4517.583333,41577.5,21671.66667,36924,15432.66667,3855.25,20562.5,6517.166667,1875.333333,18525,6009.33,4563.666667,211,17641.67,13318.83333,16327,8824.5,29365,21617,10433,5452,92404,33339.5,45957,25569,18699.66667,7108.28,13954.67,4086.5,1598,15107.67,11729.5,5029.75,42702.67,
MF0008,45029.75,218,7342,30293.25,23609.375,48126.25,6872,25752.875,50941.375,20405.375,52502.75,15251.5,52264,13308.375,30485.25,49921.25,4256.125,234.125,29859.125,4569.25,6979.5,16224,83901.75,35266,92950.875,20837.75,22471.25,7476.75,4371.5,24669.125,45230,18837.75,31035,37670.25,37170.875,15877,6607.5,2218,35315.25,21251.75,7446.25,5648,4353.875,2601.625,201,7034.25,48687.5,32292.375,11518.125,22617,34301.375,50160.25,14442.5,57920.875,42345.875,43249.75,29451.5,11284.75,21030.625,25624.25,3107.5,69137.75,15099.75,7345.125,222.875,27255.5,26965.25,25489.25,9439.875,46759.375,25028,46342.75,11991,92610,54341.125,46431.25,25746.25,25807.25,9480,14714.25,5763.125,45569.75,15577.25,17867.75,11788.625,43402.5,
