#OTU ID,LYZFP327,Lyz2.05B.FP255.S52,Itg.02.FP407.S7,LYZdtt315,LYZFP315,Lyz2.03B.DTT231.S71,Lyz2.06B.FP267.S64,Vil1.07B.FP79,LYZFP303,Lyz2.05B.DTT255.S96,Itg.24.DTT527.S22,LYZdtt303,Vil1.04B.DTT43,Itg.12.FP467.S69,Itg.18.DTT491.S86,Lyz2.01B.DTT207.S47,Itg.10.DTT455.S49,Itg.08.DTT443.S36,Itg.18.FP491.S94,LYZFP351,Vil1.05B.FP55,Lyz2.08B.DTT291.S133,Lyz2.07B.FP279.S77,LYZFP339,Vil1.09B.FP106,Itg.26.FP539.S43,Itg.06.DTT431.S24,Vil1.08B.DTT91,SLCdtt145,Lyz2.04B.FP243.S92,Vil1.04B.FP43,SLCdtt163,Lyz2.02B.FP219.S67,Lyz2.08B.FP291.S89,Vil1.013B.DTT151,Lyz2.02B.DTT219.S59,Vil1.13B.FP154,Vil1.05B.DTT55,SLCdtt109,Vil1.02B.FP19,Itg.20.DTT503.S98,SLCdtt001,Vil1.01B.FP07,Itg.24.FP527.S30,SLCdtt019,Lyz2.04B.DTT243.S84,Itg.10.FP455.S57,Vil1.010B.DTT115,SLCFP145,SLCFP049,Vil1.02B.DTT19,Lyz2.07B.DTT279.S121,Vil1.06B.FP67,Vil1.09B.DTT103,SLCFP163,Vil1.03B.FP31,SLCFP109,SLCdtt067,Vil1.14B.FP166,Itg.22.DTT515.S10,Vil1.06B.DTT67,Lyz2.01B.FP207.S55,Itg.04.DTT419.S11,Itg.16.DTT479.S73,SLCFP127,Lyz2.06B.DTT267.S108,Itg.08.FP443.S44,Itg.12.DTT467.S61,Itg.22.FP515.S18,Vil1.014B.DTT163,SLCFP001,Lyz2.03B.FP231.S79,Itg.26.DTT539.S35,Vil1.10B.FP118,Itg.02.DTT407.S99,SLCFP019a,Itg.16.FP479.S81,Itg.04.FP419.S19,SLCFP073,LYZdtt351,Itg.20.FP503.S6,SLCFP067,LYZdtt363,LYZdtt327,SLCFP091,Vil1.07B.DTT79,Itg.06.FP431.S32,LYZdtt339,Vil1.08B.FP94,taxonomy
MF0002,69126.53,12100.79,9430.23,57412.01,119929.8,48290.07,24480.45,21545.91,397287.42,9154.88,31230.47,539215.08,14081.79,32133.3,35407.35,33696.79,56029.11,17064.11,31246.74,49290.93,35152.9,36522.4,6706.62,69692.07,70089.78,16425.45,79788.37,7625.75,113760.69,90132.7,34482.24,99632.05,44502.79,41323.6,15258.17,44883.5,200242.6,6766.5,33855.16,45276.51,64105.1,5877.47,38839.6,17375.32,14038.53,71277.11,84866.07,6858.05,45494.33,16566.49,10020.17,19762.18,31036.74,8935.92,18789.24,24829.74,11951.96,30973.69,73739.39,38928.33,3930,35165.33,24393.73,39077.14,20939.12,28643.02,26663.43,43651.81,20307.76,21349.04,20014.61,107077.66,15172.18,95778.93,19213.61,12585.45,29312.32,23813.57,43523.33,262103.33,52858.05,11970.48,73651.74,65421.87,23113.9,4535.25,30026.65,18254.63,142646,
MF0046,27514.22,6492.92,3975.61,16459.95,73801.99,11375.74,6512.95,8618.42,30684.06,3732.75,5094.39,53195.59,3408.95,12265.42,9457.01,3031.36,13959.28,6129.53,11297.94,16360.57,14779.14,7464,2699.16,13436.78,5965.45,10762.8,4546.88,10853.38,9810.83,38235.21,11212.93,28476.23,5467.36,3204.18,8760.27,3656.79,4789.68,12661.53,8669,18647.63,14995.51,1782.9,10608.42,5775.87,1743.36,19203.83,28869.66,9913.62,10672.48,6652.99,3042.56,4887.38,7759.48,11247.64,15759.89,11413.84,6095.02,3781.49,24565.69,12701.56,7566.81,5644.42,4610.12,14000.37,2619.85,3737.94,17710.94,12140.73,9105.36,6330.17,8580.53,19287.16,5830.83,12245.87,4572.74,4797.87,6090.01,4217.03,4691.73,8060.27,14574.18,5918.01,11035.7,14286.42,8767.81,8278.75,4543,2921.04,1989.64,
MF0043,0,0,0,0,0,0,0,1246,0,98.125,122.5,0,0,194,166,0,152.5,249.875,187.5,0,224.5,0,0,0,1192.375,0,52,0,471.125,0,95,688.75,0,0,1494,0,287.25,0,96.625,0,52,34,0,0,16,0,233.5,6.5,26.5,179.5,0,228.25,409,8.5,120,0,76.5,56.5,561.5,44,0,0,252.125,204.5,132.5,0,67,155,42,887.5,86,0,0,283,224.25,103,326,596.5,0,0,71,39,0,0,0,0,84.5,0,345,
MF0087,22012.25,4685.65,3609.76,7641.34,16967.5,5347.34,7851.5,7100.17,9280.49,2933.5,10696.99,214717.25,3946.4,12485.42,15036.83,10496.67,11404.41,2430.84,18652.99,21076.58,13267.99,2707.41,1511.41,24152.83,20363.42,5023.66,3187.66,5378.75,26613.93,3867.59,12736.49,19045.42,13980,2587,2573.5,12970.84,155277.5,6320.5,6705.33,8134.33,7809.83,1253.26,4800.34,5914.58,1891.93,7684.49,17357.41,4567.75,7119.5,3380.09,1148,4543.16,8068.5,5277.75,6242.75,7019.25,5013.1,3301.92,57932.67,9057.67,3769,8403.4,4507.93,101071.07,1711.26,9674.84,10348.67,11825.58,7248.02,4270.67,7841.58,2585.93,4310.59,24869.51,5495.84,7038.92,10272.33,7058.41,2895.84,19196.91,7691.33,2052.66,35938.73,9307.83,12679.33,4130.75,3304.24,3304.91,12754.75,
MF0044,116210.62,25165.63,16170.92,83182.35,111397.07,34348.11,37342.4,34733.67,228672.83,17498.87,35854.83,1707738.25,16149.21,44813.9,41986.53,34687.18,51090.26,18762.62,42999.21,71313.74,61717.62,31760.74,10900.03,74272.31,74060.73,26545.34,51629,12163.38,92279.64,72733.07,48796.08,99090.83,45685.07,29731.78,37687.61,44616.2,188797.03,12953.7,34960.91,56879.81,56569.63,5994.69,45107.6,26061.12,11206.93,60933.66,77073.26,11823.67,43285.39,29407.46,12276.76,23611.86,41845.79,16858.31,31289.18,41543.6,22432.84,23535.55,78989.5,44764.39,7642.73,36921.29,26136.48,39793.74,17405.67,39150.08,37857.99,48962.29,26295.18,29954.22,27278.47,72344.97,20991.29,76549.88,26141.86,20432.38,33865.61,32455.75,32588.54,164643.51,52495.05,17935.79,96079.75,73346.04,29734.73,8984.17,28363.81,19057.72,93629.31,
MF0088,8176.37,1824.91,904.83,29158.89,13282.73,3069.01,4891.95,2560.66,6869.04,1841.61,4497.02,692964.96,1759.3,4352.36,3681.68,7054.74,3832.99,2165.23,3479.77,16887.47,9338.48,1705.04,1097.23,7006.6,727.86,1935,1024.09,67.65,7712.29,3342.83,4456.84,14124.43,8239.17,1423.39,12247.47,7696.02,2093.64,25.93,2034.25,2830.53,2988.83,624.34,2591.05,3021.56,497.94,4825.48,3311.04,98.42,1756.78,2190.76,2919.87,2690.58,4687.44,274.16,1890.48,2243.12,2562.52,1119.71,297.91,2327.01,7.82,6536.76,2557.25,2306.06,573.85,5237.72,1945.72,3971.19,1392.38,5086.57,2766.45,1927.73,1785.25,1070.31,2730.66,1363.37,2045.63,4465.64,2345.15,11892.77,3218.24,894.67,20098.44,4570.15,2233.73,244.04,1800.8,3242.92,3576.61,
MF0052,167,0,1,1292.5,111.75,160.5,1,3,102.75,302.25,59.75,10387.25,850.25,0,21,142.5,103.25,1148,1.5,94.75,8,160.5,0.75,84.75,0,1.25,26.75,5378.75,0.5,2.25,0,1,0,2.5,591,20.75,21,6320.5,8.5,4,115.5,112.5,2.25,1,4,225,0,4509.75,1.75,37,82.25,934.25,3,5120.75,1.5,3.5,0,75.75,11,56.5,3769,0,241,165.5,0,22.5,1.5,28,0,555.75,36.75,2.25,28.5,3.5,170.75,0,1.25,0,0,73.75,0,0,122,243.75,0,4130.75,0,653.25,2.5,
MF0096,23948.175,5042.305,2869.775,12288.41,23062.88625,2080.485,5429.18125,9486.26375,11787.875,3205.95,2715.45625,132098.635,2738.90375,9263.0975,7509.05125,3372.05625,5714.7625,3720.1625,9719.53625,17896.26375,15956.0225,3474.64,2505.70125,15058.6925,3756.6925,6146.0625,3422.2075,5485.1425,8089.2725,12019.0975,9031.3225,25513.4125,7568.1575,2845.95875,7770.26125,4602.82625,42271.4525,6340.3025,3684.875,11236.1375,8178.755,1044.9675,10004.34875,3412.34125,1324.16125,7375.10375,13119.1,5058.7325,8256.19,6879.1425,1601.83125,3802.92375,8987.25,6288.09625,8810.36625,8963.88,5045.2625,2241.25,15065.9125,8412.91375,3806.245,7300.215,3751.79125,88532.52875,2288.0875,2652.54375,9597.6375,8751.01125,5573.46,4417.83875,6142.135,8300.33625,3178.195,3122.9125,2695.7575,4783.525,7114.5175,4215.16125,3447.6,9786.85625,8306.4025,4025.5475,12559.23625,12752.655,4338.815,4145.735,4559.75,1916.695,3329.83125,
MF0097,712,569.5,289.5,7188,1487.5,857.5,2753.5,676,1117,922.5,1484.5,446274.5,859,790.5,1412,818,1773.5,1515.5,941,1410,1809.5,1681,475,767,645,421.5,656.5,0,2374,578,1738.5,4179.5,1447.5,587.5,6015,1517,1200,0,919,742,818.5,92,1000,1102,254,1646.5,735,68,316.25,2207,183,1858,888.5,150,2556,614.5,280.5,454.5,504.5,910,64.12,682,1699.5,35314.88,309,3432,464.5,1453.5,372.5,3679,250.5,646,716,1577.5,1715.5,1315.5,378,898.5,495,2202,699,126.5,4558,760.5,1586,0,758,853,3656,
MF0050,46933.37,14275.365,8836.96,31166.555,51515.505,17312.975,17373.475,11577.08,111153.065,9396.555,14984.99,543438.15,6585.335,17116.98,15784.715,9676.72,23815.385,8504.03,15773.145,20766.895,22952.825,15027.515,3421.32,26416.445,49465.39,10946.25,23199.75,5996.615,45706.79,33109.04,16381.49,52465.95,15107.35,12368.695,13347.315,14416.385,92857.82,6462.8,18311.665,24797.765,21874.765,2796.085,13635.985,12514.41,5251.955,26336.57,36070.615,6082.875,16727.435,8190.195,5929.95,10282.645,14846.255,9118.245,13072.64,18451.695,10336.365,10877.125,50071.875,19780.555,3848.62,10685.6,10737.155,59086.89,6920.03,17052.34,14352.505,19460.26,11744.23,13077.995,10529.055,32444.28,9701.81,44599.7,13251.255,7763.675,13638.37,11732.225,12557.485,73916.17,18977.195,6879.065,28552.115,31307.49,13446.165,4361.73,10605.1,8383.57,44913.14,
MF0094,18871,3021.5,2604.75,14914.75,4188,1650,2742,5767.5,3285.75,1839.25,3652.5,678684,1924.75,8372.75,10748.5,2183.5,6989.25,2482.75,15661.5,8462.75,5997.5,1285,983.75,19348,19918,3613,2160,18.75,12745.5,1214.25,7639,4962.75,3851.5,1058.5,11188,3828,157118.5,9.5,4039.25,5756,4502,841.25,2803,2527.25,1367.25,2149,14712.75,351,5263,1169.75,3449,2699,4177,902,4459.75,4248.25,2234.25,1962.25,58056,7216,1.75,2263.75,3102,6222.25,1274.75,2575.25,8542.5,7702.25,5847,6503.5,5220.75,893.25,2337.25,23382.5,3048.5,5335.75,8314.5,2101.25,816,8581,3655,1328.5,7167.5,6987,8996,241.75,1693.75,2653.5,10137.75,
MF0051,19092.275,2751.35,3559.5,11835.65,23222.225,10436.19,4485.975,7059.7875,95190.425,2148.93,3835.99,186648.775,2876.74,8049.175,7282.625,3167.425,13992.1,4422.535,9044.85,14703.07,10813.785,8199.915,2000.615,11658.415,16416.875,5815.75,19132.625,5902.75,26088.39,24065.25,8382.79,23824.025,5701.305,9529.5,7675.665,4708.7325,166805.25,6417,9588,13694.5,16380.3,1869.2,9681.5475,2666.5475,3411.775,14923.44,28756.725,5167.25,15265.71,4696.4475,3070.705,3411.3475,6382.135,5966.5,5675.2925,6384.1475,3519.475,7832.975,58596.5,13040.875,3796.12,4944.43,4161.025,48051.9975,5585.975,3810.025,9417.475,10665.375,8147.2,4786.965,7376.875,27389.45,3486.975,20965.875,3827.75,2627.435,6207.475,3892.945,10209.575,57866.125,12011.825,3932.12,11637.885,13825.75,9531.05,4200.375,5667,3627.86,28303.875,
MF0095,27097.45,4495.66,2428.08,12210.06,21311.06,1944.64,5754.45,10447.16,11309.62,2979.19,3189.29,64645.51,2386.05,8432.11,7157.68,3337.57,4916.74,2499.4,8373.27,21273.3,16918.07,3556.96,2799.73,13479.68,2328.94,5409.5,3890.59,111.48,3854.58,9405.08,11586.34,21698.35,6885.53,3195.89,9964.3,4499.02,5922.335,20.6,2829.875,10459.7,8078.18,1021.39,11747.72,3451.06,1046.52,6054.69,8734.87,420,9336.8,9610.48,1293.79,2783.5,9899.94,879.83,10948.09,8561.87,5663.525,2193.13,1472.245,7411.02,1926.86,6390.26,3425.67,27280.83333,3576.775,3574.44,7626.97,8111.94,4375.88,4602.4,6656.92,6871.23,3077.33,2834.62,3493.91,5280.3,5938.13,3874.39,6124.095,12879.85,8842.49,6774.01,17421.22,14152.82,3737.72,2130.69,4374.3,1538.17,1629.06,
MF0092,90446.34,29184.82,24405.09,80608.75,303392.5,76568.33,32487,24114,465244.91,15696.42,36278.16,307917.17,12225.07,53864.75,51270.5,24471.67,89024.08,20492.26,57553.32,39612.8,39538.83,49411.82,6631.41,68120.66,119374.34,39502,82981.16,6582.98,137243.84,174291.75,41091.99,154554.25,34450.17,41601,15097.33,33855,514669.5,6556.6,56143.08,82981.33,89815,9116.76,39060,28594.91,16560.09,104809.15,166942.41,6505.5,63598.17,12793.42,24353.16,18891.99,26925.67,7125.83,51862.42,42159.42,21429.93,38100.92,275420.67,71415.34,3827.24,28789.74,25697.34,69457.57,23851.26,27933.26,66976.84,63112.58,48256.68,29528.99,35303.58,142569.93,27327.59,144816.84,29650.68,15617.25,36252.16,21057.91,43629.34,252311.49,74429,18244.99,55957.16,75066.16,53731.5,4266.71,29701.9,22368.67,140425.75,
MF0093,228.5,0,477,3724.75,13832.875,1941.25,298,0,5077.375,386.625,513.875,6014.625,471.125,0,798,105.75,1516.125,821.5,974.75,72.375,465,647.75,5.875,56.375,0,730.125,144.875,0,900.25,4414.625,0,3405.5,0,16.25,311.5,24.375,255,3162.25,430.25,1131,1385.75,168.25,17.625,488,80.5,2083.5,0,2343.875,151.375,102.5,1577.625,571.625,9.5,2581.875,2101.75,641.75,0,404.375,5677.5,1191.25,0,0,295.5,1137.25,0,147.75,1639.75,609.5,0,779.375,296.375,1672.625,443.75,2100.75,514.875,0,142.625,0,0,67.375,0,0,75,235.875,0,0,0,1107.125,188.25,
MF0090,65029.04,13257.25,10646,35840.31,97006.24,35114.9,16333.25,22038.33,224560.72,8396.67,13417.55,263096.92,7231.97,19243.94,20408.85,12585.32,39889.16,10894.48,16041.1,24065.46,22648.32,27742.33,5545.23,51960.01,56018.75,14283.25,49143.87,6462,84000.04,57359.25,26540.68,78896.93,22211.2,26847.18,10032.97,19589.18,178583.75,6547,24037.75,37243.54,42518.42,4600.76,31638.91,12304.6,11607.19,56342.44,58292.2,6386.25,26019.42,8090.65,9392.45,9706.3,20790.61,8960.5,16080.73,25523.04,9799.2,20878.83,84961.25,29553.4,3837.25,21747.6,15532.33,32372.89,13186.44,14354.45,21694.14,31587.19,16756.4,12889.06,12411.53,58999.59,10851.7,72503.89,13552.75,6228.53,22322.96,11082.4,27582.82,177275.26,38147.26,11994.83,16750.7,64595.65,17098.6,4334,25098.96,12246.84,114467.78,
MF0016,5122.29,596.83,486.66,11679.81,3566.31,1162,2866.2,2177.33,3545.04,1114.08,3379.25,464518.21,2081.75,2039.44,1731,2416.33,2582.75,3246.48,1183.6,8236.21,4027.07,1446.46,1266.48,2768.51,535.36,914.09,753.84,5418.65,5135.5,2163.24,2938.43,11838.18,4396.7,992.89,9167.47,3622.75,4644.39,6348.17,1208,1834.2,2785,464.01,1561.88,1468,249.93,2689.94,1784.62,4656.17,2501.28,3603.9,281.45,3335.33,3816,5396.66,1707.73,1817.04,1446.93,1377.92,586.33,1274.94,3827.24,3137.6,2624.67,1396.64,886.1,3403.64,682.14,1835.19,836.04,4521.31,2085.28,1665.98,966.33,1293.64,1860.42,1081.03,1319.96,4233,1108.23,3819.18,3409.5,3504.67,4936.2,1720.65,1888.9,4307.21,1711.46,2495.84,7755.67,
MF0017,92322.54,20961.23,13877.17,45514.09,110610.56,32331.24,26119.2,24903.5,224077.78,13028.27,24455.68,380176.58,10424.12,33740.11,32018.43,20857.99,43036.32,13060.57,34064.59,48689.54,41153.81,26264.87,7168.39,59455.09,73733.28,21498.75,46564,6635.23,76909.43,70429.58,32253.92,89199.1,30013.95,24961.39,15495.97,28642.52,182205.89,6580.6,29181.08,46851.28,46827.68,4805.52,32324.72,19018.72,9648.11,51334.18,72548.78,7060.75,34663.78,15834.24,8461.7,15559.49,27034.11,10746.49,24360.23,30978.04,15958.03,20163.05,88896.75,37851.61,3876.25,24568.5,17707.76,43367.97,14103.36,24493.23,31802.56,38008.02,22834.56,18056.98,19779.61,67562.91,16324.17,76647.65,19159.51,14294.45,27095.29,18514.3,27211.82,146508.59,40558.74,12875.83,56444.18,60062.73,22602.48,4353.46,21315.7,12260,81673.28,
MF0014,27148.865,5242.445,3777.15,23096.07,79956.14,23738.19,7962.535,9120.28,204713.15,3487.075,9046.795,262674.73,5163.18,10053.665,10860.555,10623.595,22180.47,7215.875,8319.26,20471.535,12987.7,16055.06,2728.93,24177.21,26887.775,5954.435,38195.315,6456.285,43316.275,46258.51,12289.335,53690.03,15628.495,20047.245,8396.735,14104.34,22836.995,6526.215,11408.995,18408.895,28986.845,2397.525,17413.82,5504.275,6007.81,31087.82,35942.18,5621.195,17343.805,4698.4,4377.48,7134.925,11420.34,6643.085,9540.525,11475.43,3544.56,13864.325,18632.73,16296.465,3801.785,14138.765,9161.44,15570.77,9570.395,7827.155,9946.03,15082.92,8473.89,9093.265,6041.735,52607.105,5003.545,38407.695,6834.755,3044.035,11089.895,8959.65,20278.445,122407.055,23688.185,5274.995,18662.225,28460.26,9355.235,4329.645,13001.275,7632.485,61346.805,
MF0058,480,91,79,2951,875.5,479,377,103,669.5,674.5,443.5,23151.5,1863.5,342,345,515,558.5,2391,274,811.5,509,404,69.5,501.5,42,114.5,117.5,10765.5,342,178.5,279,543,602,138,1199,488.5,42,12641,175,167,467,271,191.5,268,87,909,261,9019.5,160.5,177,193.5,2043.5,361,10251.5,213,149,185,299.5,32,210,7538,324,611,537,37,478,172,371,74,1226.5,262.5,197.5,157,97,552.5,87,136.5,207,137,547.5,301,45,1067,589.5,94,8261.5,134,1430.5,248,
MF0015,66178.54,16023.32,11019.59,50591.72,67168.45,33080.55,22874.5,13206.17,205194.76,10670,23393.71,292185.75,9177.37,31076.1,26713.25,18908.87,46616.53,12987.99,26134.52,32887.99,27191.16,27964.99,4517.16,46674.71,67943.59,21012.75,43405.66,6551.5,85937.96,77385,23632.81,68357.55,25154.92,22335,8614,25935,179272.75,6576,37315.08,45314.58,41662.6,5532.66,21793.5,17649.76,9606.14,53845.37,77123.61,6788.75,36824.5,9521.82,13983.61,14229.54,18615.57,10014.91,14339.47,23533.77,15618.88,18666.12,77834.17,30807.09,3842.25,19477.94,16566.39,38070.72,11451.71,22948.46,29446.29,37811.33,18540.58,15134.01,20646.58,71513.58,16743.54,75109.34,17725.93,12064.15,21509.36,17375.81,24446.99,139734.99,33303.15,8973.29,47427.87,46855.66,19364.6,4341,17415.9,16064.05,80363.5,
MF0059,170.25,0,1,1292.5,112.5,161,1,5.25,102.75,302.25,59.75,10387.25,850.25,0,21,142.5,103.25,1148,2.75,95.75,9,161.75,0.75,86,0,1.25,26.75,5378.75,0.5,2.25,0,1,0,2.5,591,20.75,21,6320.5,8.5,5,116.5,112.5,2.25,1,4,225,0,4509.75,1.75,37.75,82.25,934.25,3.75,5120.75,1.5,4.25,0,75.75,11,56.5,3769,0,241,166.25,0,22.5,1.5,28.5,0,555.75,36.75,2.25,29,3.5,170.75,0,1.25,0,0,73.75,0,0,122.5,244.25,0,4130.75,0,653.25,3.5,
MF0012,3791,677,329,14167.08,3832,3713.08,2668,759,2016.5,973.67,2335.25,236178.67,1732.5,3776.75,1831.25,2203,6319.75,2820.42,1267,6002.5,2810,3524.08,372.5,1670.5,725,3240.25,736.5,10758.5,10650.33,13032.25,1874,7204,3649.75,432.5,3789.33,2960.5,1374.75,12642,5861.75,5525.25,3214.5,1027.5,591,1840.75,618.75,7637.08,10424.5,9020.5,4516.67,1328,6349.25,2467.75,1356,10246.5,1006.75,706.75,1965.75,988,1195,1505.25,7538,1848,1820,6085.25,225.75,3201.75,4299.25,4571.75,1135,2670.08,3046,7315.25,2301.25,2843.5,1745.25,1007,508.5,1989,1183.75,5261,2319.25,649,7183,1215.5,862.5,8261.5,851,5196.17,3860.25,
MF0056,6610.62,511.16,487.83,7161.47,5027.98,561.65,2359.2,1727.49,3694.54,416.03,1127.52,15230.63,651.3,1709.36,926.18,968.49,1458.74,885.15,1137.27,9722.72,5066.24,615.62,857.23,3872.1,658.11,1216,634.34,20.9,1380.37,1776.83,3156.67,13212.43,2506.78,1029.89,6285.8,1400.52,400.39,2.43,1082.5,1322.03,1518.43,541.34,1262.05,1013.56,432.19,1491.52,1920.04,186.92,1297.95,1532.07,194.87,1009.33,2314.44,456.41,981.48,2560.62,2280.02,564.21,66.66,1550.69,0.57,2241.76,1123.25,1343.56,532.35,1853.47,1582.22,1479.44,859.38,1134.4,2918.45,1075.73,610.75,852.06,669.66,1593.37,1691.63,2802.14,1024.15,3997.52,1589.74,964.67,4556.19,3493.9,3306.23,0.29,1166.3,694.84,2430.11,
MF0057,1083.16,339.33,190.67,2678.75,3592.49,1003.92,1214.5,462.83,2421.705,433.795,1422.705,12851.795,227.065,1008.17,540.33,744.495,891.955,659.575,659.92,2589.215,1543.5,332.75,156.875,2270.045,43.83,327.785,184.875,6.865,1128.25,613.465,892.66,598.17,2482.43,361.25,620.5,1525.68,31.5,0,198.25,642,564.08,210.25,582.965,846.17,116.84,1215,731,153.83,727.545,276.67,89.465,942.795,1061.83,517.83,374.58,599.58,301.17,374.375,1552.17,286.08,0,1160.66,507.34,406.42,100.5,1386.08,367.08,672.5,250.84,601.215,815.375,335.625,323.75,286.42,449.535,219.67,341.295,902,613.2,1600.045,799.83,107.17,2733.175,841.045,546.33,0,473.34,691.125,184.25,
MF0013,28747.5425,6468.99,0,20321.2775,30686.8075,9749.1725,0,8417.14,57956.1825,4148.5825,8564.49,277131.095,0,12177.67,11865.2775,6895.89,15090.2625,4713.1225,13328.265,0,13433.995,0,0,20588.995,23671.0325,7339.84,0,0,27818.0625,21620.905,0,28675.3,10447.8075,6810.8725,0,9594.715,0,0,10216.8325,0,0,1835.175,9564.2475,6460.2475,0,16189.34,0,0,11638.7375,5615.615,0,5479.9975,9457.31,0,8498.8575,0,5474.5425,6003.3575,0,12065.315,0,7823.8025,6144.57,32740.6125,4191.54,0,0,13388.23,0,0,7601.1825,19360.0275,5543.885,0,6400.0625,5547.785,9335.79,6290.2375,7412.51,0,0,3379.0325,0,17561.07,8584.4525,0,0,5826.15,26153.1525,
MF0010,92236.815,18582.875,12796.805,60456.315,124077.07,41510.22,28109.65,27587.235,315574.755,12520.53,29498.62,607128.5,13777.14,36932.325,36821.365,29303.86,51914.145,17137.505,36360.265,55712.525,45201.725,32871.945,8401.145,70689.545,72728.97,21633.245,65131.255,9863.275,99065.64,84822.735,38598.835,108266.98,40821.57,34828.99,22760.055,39719.725,192041.49,9837.265,32802.995,51038.71,59286.365,5924.39,41191.44,20056.715,12525.545,64863.055,83050.195,9451.345,43225.57,19894.14,11188.75,19904.64,33487.18,12929.125,25663.635,32190.86,16711.97,26553.275,81677.05,42101.6,5798.405,32871.515,23065.475,80542.455,18927.465,28562.82,33199.565,44560.585,23798.13,22467.815,23066.435,90693.925,17171.925,86993.485,20876.31,15762.65,30972.66,23095.63,37842.975,208712.56,50905.875,13820.155,72355.775,69098.815,24921.465,6549.75,27703.955,17025.595,112994.195,
MF0054,24306.6775,5711.56,4954.55,17641.635,29514.285,8093.1025,7622.1125,7123.9775,57127.5425,3707.67,7426.1,165824.9425,3269.53,10692.28,10346.44,5834.7325,12476.6275,3968.2125,12390.915,14150.89,12316.995,6557.265,2169.33,16097.8225,21314.9475,6453.2625,12079.26,1667.22,22649.39,15507.0525,11140.99,33510.27,8746.57,6618.045,10325.7725,8224.9475,123698.9825,0,8000.2075,13238.6775,13714.4275,1657.74,9218.23,5613.4325,2812.95,12591.83,21969.9925,1909.8425,10901.915,5282.6775,3632.0925,4628.055,8039.2375,3018.8875,8071.04,9090.9275,5551.15,6058.3275,49486.84,12864.5375,0,6823.265,5253.015,30160.8725,4407.94,6962.2125,9949.8575,11406.015,8331.835,6371.525,7652.0275,15865.535,4655.7675,21002.8025,6098.4175,4684.48,8257.7675,5491.06,7293.78,37998.5025,11795.8075,4159.9,16289.405,16024.27,10486.0025,0,5753.85,4200.205,22849.16,
MF0098,649.4466667,503.44,228.4466667,3239.75,2257.333333,445.5566667,1090.333333,614.28,1408.553333,423.4433333,1638.72,221693.75,478.6066667,966.8333333,917.6666667,810.0566667,937.7766667,389.75,762.94,1073.496667,1368.83,565.0533333,388.0533333,1002.886667,66.75,308.1666667,397.22,6.333333333,1892.06,600.8333333,1486.11,2181,1318.39,346.8333333,2922,1277.166667,568.5,0,618.9433333,896.2766667,1073.666667,207.5033333,1006.833333,758.5533333,164.78,1051.33,594.5533333,27.66666667,1027.443333,1056.723333,120.72,658.1633333,1528.556667,64.72,1165.056667,1115.89,532.8933333,356.89,75,649.1133333,0.3333333333,705.6633333,534.28,764.44,379.8366667,1654.836667,483.28,906.2766667,342.3933333,1314,1022.443333,459.7266667,505.28,251.4466667,669.2266667,366.1666667,530.22,957.8866667,362.28,1199.663333,1241.333333,317.9966667,2300.773333,680.8866667,859,79.75,543.55,507.4433333,2387.833333,
MF0011,47474.745,22140.23,7831.835,35262.14,72089.88,19218.685,16248.1,14568.415,119409.065,7553.095,14808.885,284349.9,6428.835,36873.21,18714.965,12608.845,25683.01,8095.03,19314.145,27579.27,23932.99,15169.225,4305.945,31179.695,39554.265,12124.875,24092.5,6642.23,44315.625,40635.79,18442.575,53288.45,36375.45,13208.695,9811.815,17772.475,93031.445,6460.885,16107.915,25875.39,26623.39,2905.21,17288.36,11493.91,5227.455,30084.905,40662.49,5855.915,19011.185,10462.82,9916.2,9672.605,15571.005,8061.705,16255.765,17213.07,8829.115,11222.375,50903.875,21165.305,3846.955,27803.7,10602.155,22117.625,7736.53,15273.31,18334.13,21738.26,24118.96,11375.955,11337.805,36431.655,9554.935,41633.02,11663.255,8298.675,14839.245,22167.7,14166.36,76549.42,44801.14,8089.65,34837.115,31182.115,14586.79,4433.21,23260.7,10289.78,42818.695,
MF0055,7567.25,5104.15,3156.01,33267.42,51472.5,11170.75,13505.5,3275.33,24909.24,5158.09,19978.24,386514.01,7519.4,12193.92,11450.58,15132.25,16095.41,6905.1,8684.99,21417.83,17160.83,8364.07,2968.41,9624.58,3756.17,4619.91,3522.66,5544.41,25696.84,15563.59,11157.9,36925.92,19851.75,3255.5,5827.99,20978.84,2455,6388.67,7578.58,8621.83,13347.83,1899.01,4767.34,9852.08,1466.43,20046.9,12173.91,5832.91,6756.34,9676.09,4250.25,11168.33,13438.5,9063,10493.25,6039.75,5395.6,5286.17,12233.67,7871.92,3840.67,11860.65,10206.85,8499.74,2906.51,19541.09,7159.92,11780.58,5175.52,11320.91,8203.33,8045.93,6385.09,7998.26,9568.59,3925.67,4382.83,15043.41,3839.09,19578.41,14429.58,3029.16,44299.73,6330.08,10071.33,4234.17,7018.49,9288.25,28329.75,
