#OTU ID,Itg.18.DTT496.S91,Lyz2.05B.DTT260.S101,Vil1.06B.DTT70,Vil1.03B.DTT35,Vil1.01B.DTT11,Itg.24.DTT530.S25,Vil1.06B.DTT72,Itg.24.DTT531.S26,Itg.04.DTT423.S15,Lyz2.06B.DTT272.S114,Lyz2.04B.DTT246.S87,Itg.20.DTT508.S3,Lyz2.06B.DTT270.S112,Itg.16.DTT482.S77,Lyz2.03B.DTT236.S76,Vil1.04B.DTT46,Lyz2.02B.DTT224.S64,Vil1.02B.DTT24,Vil1.02B.DTT23,Lyz2.06B.DTT271.S113,Lyz2.07B.DTT284.S126,Vil1.09B.DTT106,Lyz2.02B.DTT223.S63,Itg.22.DTT519.S14,Lyz2.04B.DTT247.S88,Itg.06.DTT434.S27,Itg.22.DTT518.S13,Itg.02.DTT412.S4,Vil1.03B.DTT34,Itg.26.DTT543.S39,Itg.04.DTT424.S16,Lyz2.01B.DTT210.S50,Vil1.08B.DTT96,Vil1.010B.DTT119,Vil1.05B.DTT58,Vil1.05B.DTT59,Vil1.010B.DTT120,Itg.12.DTT470.S64,Itg.02.DTT410.S2,Vil1.05B.DTT60,Itg.08.DTT446.S39,Vil1.08B.DTT95,Vil1.01B.DTT10,Itg.26.DTT542.S38,Itg.18.DTT495.S90,Lyz2.04B.DTT248.S89,Vil1.010B.DTT118,Itg.20.DTT507.S2,Itg.12.DTT471.S65,Lyz2.03B.DTT235.S75,Lyz2.05B.DTT258.S99,Itg.10.DTT459.S53,Itg.08.DTT447.S40,Vil1.09B.DTT107,Vil1.01B.DTT12,Vil1.013B.DTT156,Vil1.07B.DTT84,Vil1.014B.DTT167,Itg.26.DTT544.S40,Itg.04.DTT422.S14,Lyz2.08B.DTT295.S137,Itg.06.DTT435.S28,Vil1.06B.DTT71,Itg.16.DTT484.S79,Vil1.04B.DTT48,Lyz2.07B.DTT282.S124,Itg.06.DTT436.S29,Lyz2.08B.DTT296.S139,Itg.22.DTT520.S15,Vil1.07B.DTT83,Lyz2.02B.DTT222.S62,Lyz2.01B.DTT211.S51,Lyz2.01B.DTT212.S52,Vil1.02B.DTT22,Lyz2.07B.DTT283.S125,Itg.10.DTT458.S52,Vil1.08B.DTT94,Itg.02.DTT411.S3,Vil1.014B.DTT168,Vil1.09B.DTT108,Lyz2.05B.DTT259.S100,Itg.20.DTT506.S1,Lyz2.03B.DTT234.S74,Vil1.07B.DTT82,Vil1.013B.DTT154,Vil1.04B.DTT47,Itg.18.DTT494.S89,Lyz2.08B.DTT294.S136,Vil1.013B.DTT155,LYZdtt342,LYZdtt308,SLCdtt022,LYZdtt366,SLCdtt070,SLCdtt005,LYZdtt354,LYZdtt330,SLCdtt114,LYZdtt356,LYZdtt368,SLCdtt095,LYZdtt367,SLCdtt024,LYZdtt319,LYZdtt306,SLCdtt113,SLCdtt004,LYZdtt355,LYZdtt343,SLCdtt076,LYZdtt344,SLCdtt096,LYZdtt318,LYZdtt332,LYZdtt320,SLCdtt078,SLCdtt052,SLCdtt054,SLCdtt006,SLCdtt077,SLCdtt132,SLCdtt130,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt150,SLCdtt167,SLCdtt149,SLCdtt148,SLCdtt168,SLCdtt166,taxonomy
DENOVOPURINE2-PWY,30773,14692,9452,10622,30521,20434,16148,41825,118517,9804,12072,39790,35636,9662,54303,11766,35688,12506,19351,19218,36268,25135,50436,25820,43009,56573,14058,62179,27187,38794,52918,38701,24323,34702,19773,11018,13876,37446,65268,13774,9798,22180,17599,32800,28409,38595,25599,22699,15723,53434,21446,34117,29997,27409,29139,25257,12312,20303,31030,97321,9470,73397,15603,33313,7448,34335,10502,72146,31277,9076,114394,50660,62394,10070,9124,35525,22841,32834,32836,13963,13734,13880,50573,12878,27217,7077,25170,7205,18055,76365,80524,41958,34204,10553,68390,50909,22886,16691,148873,51295,35812,50447,10667,38963,43361,13754,30643,79149,34637,85602,121503,59267,190719,77405,57295,59439,44419,11258,39363,72497,33734,6975,141307,55787,34179,107251,119105,138032,57717,109599,184224,
DTDPRHAMSYN-PWY,25402,14479,383,6815,8126,19900,719,37369,40933,8992,10174,28445,31383,10740,20821,10899,16221,11378,16553,15529,35682,12420,12650,15506,28427,22008,14194,25120,23786,31639,20352,14396,1199,14236,1002,435,4473,37776,50416,373,9244,1483,5803,30425,23031,32713,12538,13777,14939,16658,22020,25046,27047,8065,7145,18046,695,14700,31018,27274,4021,22893,608,25007,6596,25666,4931,23427,24748,596,21351,26210,10076,9495,7925,32297,1321,16047,30188,4492,14300,10584,23275,1070,22105,5586,25085,6119,9360,14587,41131,44253,26946,4391,79182,2837,18814,26138,9400,49368,10873,45489,10792,22117,10507,19784,30577,6626,3971,13032,31214,36033,34320,56308,61250,11274,33243,11772,25801,10249,25947,3569,60916,47660,27701,51057,133525,52164,147007,62500,31855,
ECASYN-PWY,154,198,3151,571,235,752,5802,326,151,1149,19,178,398,24,46,302,120,599,375,143,129,7140,40,67,169,303,105,113,132,839,111,52,8739,10090,6527,3514,4659,7,77,4950,14,7078,147,117,233,3364,7201,148,24,69,16,38,214,8217,341,3712,4419,429,152,35,54,130,5006,116,494,154,40,110,164,2899,35,5768,119,133,1030,21,7619,20,2878,4647,71,247,107,4285,2896,773,132,112,1108,408,374,43,152,0,51,251,109,185,207,1861,0,275,0,194,165,11,31,204,159,32,537,0,341,172,146,20,6,0,97,48,0,11,514,193,6,1,1,1,1,1,1,
ENTBACSYN-PWY,290,450,3927,1281,606,1703,7244,756,278,2163,30,346,937,40,80,733,214,1306,915,323,509,9331,77,132,326,655,202,207,246,2932,194,90,10910,13457,8183,4471,6016,9,134,6181,26,8991,338,256,514,7595,9617,314,42,172,39,70,450,10680,807,8093,5519,1101,297,51,132,247,6348,223,1133,288,74,206,539,3682,55,11410,243,334,1703,32,9492,35,6263,5978,108,550,192,5337,5804,1676,253,255,2795,909,1058,114,358,0,153,611,275,453,549,4043,0,646,63,445,402,32,78,485,409,82,1390,0,902,429,369,51,17,0,258,118,0,29,1478,548,16,3,2,6,1,1,1,
FAO-PWY,1302,711,10182,2488,1016,2138,17888,1188,826,3006,106,737,1217,137,238,969,415,1823,1451,564,920,21779,263,293,679,1051,334,468,621,3737,404,204,26942,33829,21026,12150,14009,474,397,15266,120,24493,464,485,1107,8411,21895,576,195,504,108,374,896,27873,1518,9693,13621,1482,567,274,231,617,17338,561,1436,532,153,414,790,10025,218,20192,396,459,3184,198,24620,111,7984,13904,314,739,470,13841,7736,2562,599,337,3491,28769,197,816,214,149,67344,253,5047,314,178,1038,106,427,184,102,155,128,22379,242,515,2430,69923,203,351,39068,162,1409,429,173,11501,764,438,142,296,40583,528,556,220,121,22,378,32,
FASYN-ELONG-PWY,28310,13937,9698,10423,31306,20854,16527,40059,113570,10197,14613,41041,31883,13776,53044,12935,36370,12618,19463,18284,34743,26356,51314,25688,40566,55655,19722,61712,28465,48177,50859,41557,24874,35320,20270,11240,14231,31649,65325,14097,11572,22603,18443,32620,26821,35909,26739,23014,14810,52541,22988,30825,27940,28168,29263,26492,12615,19931,29920,96509,9628,72864,15881,33647,8237,36773,10446,73055,33368,9246,116064,54545,62850,11532,9637,35657,23355,32687,32212,14488,14053,25693,48339,13227,28398,8474,24846,7396,18623,91430,79166,40700,51091,11339,76271,107860,61774,16498,145575,56384,34817,54771,10032,38555,91230,12684,30145,84086,69565,83270,140243,58071,188303,84903,107600,58549,46364,12302,36984,70807,35055,8029,139293,65794,36345,99910,118596,129990,79343,101398,161664,
FASYN-INITIAL-PWY,411,616,5593,1764,651,2179,9769,1137,668,2591,168,442,1023,149,158,740,376,2356,1013,466,663,13268,158,232,1252,831,368,322,372,2739,332,234,14717,19005,11597,6526,7888,181,273,8332,56,13163,367,365,768,6871,13395,457,97,497,89,151,723,15473,1003,7336,7439,1157,410,370,166,568,9293,438,1046,438,148,316,650,5384,199,15318,324,353,2670,85,13527,73,6083,7892,205,605,482,7611,7152,1824,392,297,2787,13293,1934,965,127,176,94930,333,4921,252,126,1511,70,418,140,122,126,108,34999,145,248,439,30956,129,453,13123,144,428,371,122,1640,281,366,158,286,21291,492,138,168,27,935,190,9,
FERMENTATION-PWY,28049,7118,12200,5496,4015,10997,20669,16187,38453,6746,5385,21626,10689,8472,7730,6514,13866,8526,11362,9687,17234,28046,4435,17071,15976,12942,8858,29355,12413,15018,19151,9831,31131,39395,25136,14007,16235,34612,57125,17687,7349,28177,4054,23200,18527,22322,27733,8435,16224,8081,11546,16236,22131,32571,3743,33280,15766,10419,27487,18212,3314,12848,20006,18133,5199,21071,3426,15361,21165,11569,5267,30615,4324,6577,7385,24054,29469,18243,16280,16255,7163,6169,13474,16553,24820,4714,16787,4233,24732,48091,34651,32647,20655,4558,91148,10330,21264,19576,16717,40493,6271,37589,5020,6250,10213,15641,36023,12040,9550,22626,98188,10678,27172,58071,15903,15327,19770,8081,31489,12725,18025,3786,35153,54624,21547,73541,47283,100383,85580,18924,75851,
FOLSYN-PWY,15771,6105,9591,6620,6522,13307,16499,10705,33111,7786,5281,18143,8147,7495,3333,6654,10727,8788,9716,8763,20782,23904,3609,6147,14186,13537,8258,7229,18305,29108,13914,7823,24864,33581,19917,11131,13579,10144,17713,14086,3985,22443,3740,13358,15180,22254,24077,9809,4098,5149,12590,4605,13656,26902,6581,21239,12569,8982,14143,15614,2570,14674,15852,13354,4724,12742,3491,10869,18038,9192,5456,33323,3889,3420,7449,4292,23219,4543,23736,13651,8541,7531,10049,13035,22104,5093,18551,3256,10325,48878,32573,27721,20760,3880,83203,11647,17982,7901,13485,29580,3057,30844,4624,8608,9206,4284,31625,14847,8173,20947,96818,5685,30080,59317,18208,15015,12574,5035,31925,11577,13403,2573,27104,54667,18259,70144,18675,86996,61398,51330,26854,
FUC-RHAMCAT-PWY,1142,859,4382,1131,879,2228,7628,925,2461,1923,848,1305,1018,386,625,690,1762,1467,1511,965,3067,9703,513,572,2385,1488,1193,724,1388,2447,1473,1286,11488,14016,9055,5008,6000,764,723,6510,198,10095,543,1078,1173,4385,9742,1193,364,838,662,398,1365,11586,863,5995,5808,915,985,2171,370,1937,7143,1051,776,1910,433,1430,2660,4132,758,8764,672,279,2086,346,10597,195,4528,6031,422,944,1428,5958,7812,1122,1327,547,2203,2622,10188,4939,1815,678,827,825,1465,497,1287,7189,99,4876,266,965,919,198,275,934,898,2422,4207,279,4314,2783,1832,1314,817,147,1422,893,2474,513,6996,2379,764,5740,1791,2881,16368,2347,478,
FUCCAT-PWY,1197,883,5585,1096,774,2605,9572,656,1788,2066,899,3908,823,387,729,865,1841,1355,1809,1012,2634,11930,430,513,2647,1404,1526,1147,1599,1381,1111,1159,14421,17785,11501,6443,7423,650,882,8178,164,12987,777,775,1327,4531,12063,1944,411,808,820,245,1384,14723,625,6036,7293,700,691,1912,455,1811,9203,946,1125,3950,384,2582,2160,5319,546,9226,509,515,2501,190,13501,276,4589,7388,412,1328,1369,7583,8326,1269,1594,664,2143,1568,8049,4730,2577,640,751,933,1354,605,1761,8413,128,7652,327,889,1218,289,444,901,867,2093,2715,372,3511,1820,1686,1105,1495,577,1033,898,6314,1483,7670,1593,1379,2754,2061,5975,12185,2238,581,
GALACT-GLUCUROCAT-PWY,5268,3020,7856,2071,2802,5821,13299,1490,4837,3980,3363,11021,4423,3535,2549,3375,4866,4182,7076,5221,8317,18002,5311,2445,7588,5926,5078,6057,5158,5811,2211,5220,19979,25467,16125,9120,10490,8465,9515,11375,2444,18324,1696,5403,5169,8714,17882,4826,3581,3609,8025,1741,7557,21316,1467,9529,10168,1686,6574,4234,1716,5511,12966,9298,3169,13278,1212,9105,6404,7503,6485,14554,1925,3463,4597,2365,18837,1795,11433,10536,4829,3224,5429,10725,12274,2668,6630,2264,3156,11117,13684,16922,16980,1659,8449,2168,6000,8474,12050,31576,750,27116,4547,2010,3628,4312,2469,5469,3010,9787,26920,1571,10410,13064,8593,10219,18640,6793,8724,7877,16421,2045,12485,16651,14835,17534,33897,24847,43199,9988,16382,
GALACTARDEG-PWY,229,184,3208,453,238,657,5582,336,314,836,119,190,399,59,107,276,139,438,363,178,269,6874,61,99,355,318,161,134,170,883,176,206,8410,10220,6626,3680,4364,117,115,4764,20,7419,142,156,313,2461,6919,167,46,114,169,73,260,8429,290,2593,4249,389,164,181,63,216,5254,211,392,204,60,211,309,3039,74,5018,141,135,855,60,7763,34,2204,4330,89,232,200,4358,2227,660,235,114,903,173,677,1186,46,107,12,32,72,117,17,1025,15,371,30,37,37,21,31,39,46,84,337,7,103,166,32,151,65,2,213,74,466,135,488,155,80,251,566,269,1118,608,41,
GALACTUROCAT-PWY,8185,4315,7167,2601,3133,7596,12166,1704,7889,4598,3940,13794,5453,4381,2649,4289,7506,5176,7857,6159,9522,17006,5771,3009,8364,7936,7322,8109,7329,6429,3694,6859,18268,23513,14701,8333,9683,9408,12718,10405,2742,16737,2326,6007,7951,8283,16831,6432,3864,3609,9530,1999,8653,19714,1776,13439,9310,2379,7141,6728,2045,7692,11832,11481,3930,17550,1686,10917,9494,6852,7243,15595,2604,3698,5393,2658,17149,2516,14068,9789,5764,4231,5658,9800,18885,2995,9774,3098,4688,22209,16738,19900,18246,2011,19596,2328,8698,8794,12739,35579,963,30247,5000,2316,3961,4516,3266,5839,3654,10337,51423,2075,12451,36301,8995,10704,20234,7437,9290,8164,18207,2513,15918,31974,16354,20737,31916,27900,64508,12802,18012,
GLCMANNANAUT-PWY,36228,8798,8325,8434,34420,19526,14273,25062,135109,7465,12878,35430,25138,11081,53473,11948,38150,10210,18258,15584,23561,20832,57132,36125,36376,58322,19058,71549,10394,16547,63761,44077,21488,29148,17408,9673,12003,39882,82556,12196,11072,19414,19548,27962,24316,24285,21259,22153,17947,56619,12799,42733,27593,23590,32222,43342,10882,12389,25390,108907,10078,78145,13695,35048,7972,34697,10501,80697,30106,7961,131568,45941,71824,9617,7833,48799,20104,41245,23936,12185,8313,24515,49883,11302,35304,7874,23663,6418,37838,79616,77753,39998,50942,12020,34561,107343,57038,17405,154416,57719,35304,56061,10429,33717,87658,14665,21425,89677,69499,89757,104387,54484,191321,54884,85606,62372,46505,10844,38114,75629,35288,8366,134917,35895,36101,116461,134929,163071,61684,73352,239089,
GLUCARDEG-PWY,437,226,3969,528,257,816,6936,360,540,1007,128,219,461,61,110,317,185,519,434,242,326,8467,58,143,379,379,323,137,262,997,306,265,10450,12550,8195,4531,5414,208,176,5921,20,9134,170,242,446,2956,8524,179,79,119,180,99,324,10357,330,3128,5281,445,208,456,66,303,6471,225,464,263,95,221,553,3742,93,6000,189,148,1011,77,9605,32,2750,5370,92,267,234,5391,2651,788,384,127,1037,146,1498,1030,108,86,14,36,61,94,24,989,16,475,25,57,45,20,29,44,46,75,276,9,444,140,46,126,57,2,165,70,470,102,491,131,70,146,278,93,1853,601,70,
GLUCARGALACTSUPER-PWY,229,184,3208,453,238,657,5582,336,314,836,119,190,399,59,107,276,139,438,363,178,269,6874,61,99,355,318,161,134,170,883,176,206,8410,10220,6626,3680,4364,117,115,4764,20,7419,142,156,313,2461,6919,167,46,114,169,73,260,8429,290,2593,4249,389,164,181,63,216,5254,211,392,204,60,211,309,3039,74,5018,141,135,855,60,7763,34,2204,4330,89,232,200,4358,2227,660,235,114,903,173,677,1186,46,107,12,32,72,117,17,1025,15,371,30,37,37,21,31,39,46,84,337,7,103,166,32,151,65,2,213,74,466,135,488,155,80,251,566,269,1118,608,41,
GLUCONEO-PWY,36036,15302,9949,9633,22957,21881,17087,54950,56720,10568,12410,40473,28422,13140,28915,14172,29912,13635,21886,20135,41387,25998,39877,27766,31559,43395,18822,53064,28988,43364,28403,27972,25701,36245,20730,11583,14622,47809,81015,14593,12482,23259,12828,39162,33993,38504,26343,20139,20976,35858,25598,23809,35634,28649,18231,40810,13055,23071,39036,54729,8163,51165,16381,35839,9411,36073,8512,57703,33384,9529,76752,45687,29794,12174,9553,32365,23928,32431,34174,14708,16900,15087,36946,13564,34605,8132,31294,7650,30373,75797,68753,49942,44553,8563,90424,15098,32888,25107,95962,66344,27119,62245,12872,35924,36036,19529,36632,48218,25170,59000,126639,61770,98406,82134,87512,54701,52123,15076,49463,56574,40189,7746,110004,65266,42522,131751,115347,176479,94308,112953,151214,
GLUCOSE1PMETAB-PWY,361,424,5820,1453,698,1834,9772,1019,500,2307,43,359,963,94,102,868,253,1396,1021,444,564,14163,170,216,673,760,255,253,432,2893,222,179,14720,20924,12093,7047,7990,1,212,8334,35,14214,356,356,660,6673,14300,429,70,386,72,140,654,16978,756,7290,7445,1204,350,91,165,413,10027,321,1036,366,74,242,514,5814,101,15937,271,346,2598,56,14080,64,5771,8027,265,563,355,7925,6411,2015,321,260,3418,9932,98,507,45,119,90987,36,3524,178,31,492,35,193,92,30,38,70,34003,31,116,242,23772,69,90,9718,48,227,257,90,1109,114,211,98,73,16066,340,77,45,282,249,18,3,
GLUCUROCAT-PWY,5632,3134,8251,2204,2863,6255,13985,2305,5068,4151,3504,11032,5529,3761,2884,3657,4512,4349,7928,5943,10035,19187,5406,3186,8671,5923,5067,6583,5339,6780,2331,5161,21002,26888,16925,9560,11104,10647,10767,11961,2918,19206,1631,6824,5349,10150,19151,4826,4415,3882,8598,2545,9227,22505,1569,9999,10699,1873,8072,4299,1722,5400,13583,9898,3303,12763,1198,9027,6558,7863,6649,15217,1896,3975,4720,3286,19753,2038,12422,11195,5269,3249,6135,11274,11515,2940,6971,2256,3422,18916,13494,17196,16948,1767,17162,2282,5999,9018,12468,31183,816,26834,4758,2065,3743,4806,2920,5738,3113,11546,43297,1712,10436,29393,8779,10772,18754,6880,22090,8382,16130,1968,12416,24820,15168,21212,38863,29136,39896,11041,19194,
GLUTORN-PWY,15119,7476,6788,4036,3058,10615,11603,2462,11478,5185,4947,15997,5087,8892,2771,8414,8912,6510,7768,7066,18056,16089,5686,2711,10737,11329,7897,5602,27079,22636,4853,7994,17492,21998,13974,7831,9091,15266,9048,9914,4243,15819,2931,7231,14541,9260,16226,8097,3399,3406,15282,2192,12976,18464,2707,9643,8852,3388,7640,10054,2165,9148,11196,17240,4663,17452,2440,9905,12425,6483,7205,20081,2939,4283,6146,2612,16414,1894,19219,9320,10715,6184,6341,9238,12266,3854,20976,3864,5110,31023,19100,26261,21053,2738,98650,3847,13358,9478,14205,36044,1578,32402,5699,3448,5155,4787,36048,6826,6280,12074,67803,2230,16146,37767,10118,11320,21285,7556,11890,9127,18204,2532,21267,43060,17754,45870,19895,66220,81327,26076,12943,
GLYCOCAT-PWY,33297,15056,8921,7282,11183,20239,15210,7753,46290,8748,9693,31553,16452,14113,10415,14919,23387,12060,16596,14517,31849,22756,18167,9295,24819,32208,15776,19474,32769,13480,18596,20999,22911,30533,18464,10396,12382,40183,30771,13009,9405,20947,7914,16929,28273,18863,22725,16474,10115,11934,25098,8712,28967,25256,9150,23097,11614,8911,19296,29169,5615,30461,14811,36115,8608,35618,6116,33257,22325,8596,27081,36462,11862,7952,10073,10654,21556,6706,31954,12685,16825,11480,18944,12126,24905,7059,33988,7246,10255,45996,50811,46500,38865,6665,78127,20440,24727,16818,50377,64171,4006,58305,11815,11004,17494,10376,33771,29214,19396,32944,87465,6716,52938,50044,25259,29370,38890,12059,17756,26092,33572,5706,61378,55169,31855,87299,68561,125830,151201,51102,45050,
GLYCOGENSYNTH-PWY,44432,15752,9109,9456,27608,25569,15415,26085,118822,9928,12169,40919,42495,13221,43368,14924,35696,13975,20931,19343,36924,24829,45352,33736,36992,53488,20468,63015,37058,21490,56583,37544,23220,32006,19071,10425,13054,44463,95968,13131,10725,21047,16495,30052,33469,27147,25186,23638,17133,44841,22684,35390,33165,26161,26136,42396,11741,16004,28652,93446,9119,67077,14776,38886,9791,40269,10104,67520,35185,8595,102663,49240,55572,10385,10447,38398,22045,38739,37856,13340,15279,15674,43825,12431,34119,7936,38785,8906,34740,83950,84642,48154,39490,11924,63963,52071,26279,17541,172574,67955,38417,64239,12034,34472,38555,14106,29745,88968,35073,96472,134915,59855,209168,95832,20701,67329,49581,13148,28682,81542,39707,7903,142620,66695,39056,141735,91706,177611,139922,83962,143774,
GLYCOL-GLYOXDEG-PWY,571,213,4857,1113,396,881,8415,362,347,1348,121,234,428,72,72,355,276,752,464,213,232,10546,40,86,374,406,152,113,222,1033,161,63,12675,15785,10054,5643,6643,230,669,7185,18,11366,169,155,418,3823,10644,218,63,76,14,139,326,13013,630,4860,6408,525,172,199,70,235,8048,193,545,273,65,106,190,4657,76,8850,117,151,1473,74,11752,19,3250,6600,105,277,212,6595,4719,1055,161,119,1694,246,1249,2565,122,107,13613,92,138,136,164,694,32,163,61,151,90,5,372,167,74,3147,341,35,519,136,156,1907,94,0.5797,5847,1118,104,5,486,203,159,286,32,31,2261,38,5,
GLYCOLYSIS,38476,17389,10642,10494,19565,27897,18333,48843,77934,11874,14371,41484,44032,15608,30049,15144,30265,15377,23416,21575,45859,28087,30225,27667,37531,40110,21920,43195,25869,42235,35095,29802,27592,38595,22200,12384,15628,41716,87366,15640,11924,24921,12384,39295,33887,38207,28482,22260,17774,25949,26506,25885,34587,30774,16907,39702,13987,20579,38775,54802,7820,45181,17536,37252,9869,37690,8457,50609,36259,10196,51565,50620,24090,12806,10734,31318,25659,31525,40806,15811,17766,20028,33643,14512,35863,9112,36801,8629,25250,76723,69579,54426,53826,9338,91572,28517,52919,25332,59399,70881,28045,66965,12570,35680,41397,17175,37509,37575,23880,51527,124737,61092,104814,95652,98782,43008,48657,14690,45101,39553,39637,7782,113550,70192,41399,137755,94199,189861,102348,100854,124745,
GLYCOLYSIS-E-D,30403,11593,8673,5582,5883,14365,14582,22424,35995,7717,7130,31796,17259,11865,13087,12000,7535,7897,12921,16842,34126,21448,3794,19468,21873,22956,12650,31560,10753,27539,20506,6102,21939,30336,17974,9971,12195,27136,67973,12482,9726,20004,6378,30739,28018,25124,21897,13650,13158,11021,21127,13920,26775,24125,6980,22632,11153,15153,30802,17476,3547,17256,14142,23308,6240,17202,4120,14913,27148,8219,3948,28977,3202,8584,5627,16968,20852,22757,25654,12230,13399,9243,16810,11788,20500,6074,25506,4449,14547,53881,49832,42507,35275,6104,86088,5979,28945,17169,12711,33678,7626,44950,8387,10943,16355,12883,34301,12365,12483,22538,102160,11844,49379,65551,34075,14083,30881,10771,30727,15255,25529,4946,65065,55262,32613,86451,56653,111204,35707,56710,76480,
GLYCOLYSIS-TCA-GLYOX-BYPASS,5105,1767,9694,4442,2575,4704,17387,2419,2227,5224,327,2009,2593,362,659,2143,1147,3944,2950,1223,1830,23178,755,640,1477,2508,836,816,1000,7198,1021,485,26178,33754,20096,11496,14159,2092,598,14832,163,23166,1056,1124,3149,14294,23431,1396,484,1294,159,1283,1805,27447,3549,15193,13257,2764,1365,287,548,1172,16346,1794,2784,1329,345,940,1798,9480,365,27558,964,987,5082,748,23394,201,14356,14222,659,1606,1284,13207,13202,3877,964,741,5890,17335,116,2617,143,332,42693,82,5937,578,70,991,81,853,373,75,111,271,16301,105,448,1491,37072,110,167,21323,136,795,798,324,3512,428,926,347,139,22961,1296,8114,11067,5066,400,6363,1635,
GLYOXYLATE-BYPASS,1960,1251,7098,1909,1024,2544,12452,968,1702,3237,370,3846,1634,2433,314,1949,850,1992,1800,1823,4071,16300,352,822,1036,2466,1068,1251,1684,3819,734,574,18767,23493,14649,8399,9732,1611,3640,10628,719,16951,819,2058,2863,7603,16228,1346,643,455,3743,387,2285,19582,1341,9271,9483,1426,2135,1120,441,1544,12003,2755,1719,1749,404,1565,1437,6942,393,17796,524,814,3406,437,17187,830,8323,9798,2755,1159,1048,9652,8606,2587,2943,656,3177,21423,3058,6594,4210,583,61842,521,7109,1435,753,3743,322,6113,883,779,771,732,20580,829,1412,2226,51482,502,1536,27765,1363,1501,1908,861,3497,1021,2609,585,2215,32837,3784,10551,1558,15051,1206,7584,3318,
GOLPDLCAT-PWY,3800,2335,296,1222,140,2508,588,2228,9635,1266,2009,7457,3616,135,9196,842,142,1000,1998,3815,3675,2667,46,6765,8476,615,1938,9114,361,1648,6320,634,689,3690,718,494,1818,4048,10329,512,1614,703,124,6882,3534,10603,2849,2983,3025,3711,1906,5585,5269,2457,70,17,559,1727,3940,1998,108,1755,352,688,635,384,340,188,5791,275,29,62,135,1083,317,6451,178,8803,3291,1883,1030,1245,4409,544,6,437,1322,205,1,539,11543,4693,146,767,3623,206,226,2200,282,463,5727,454,797,10002,4562,2171,1353,535,108,866,974,17578,14918,671,8006,860,4975,1597,5634,1581,2291,419,23693,520,3342,3411,17111,3231,619,16400,22143,
HCAMHPDEG-PWY,84,95,1616,221,116,311,2918,160,89,451,11,96,196,15,32,140,62,244,164,69,71,3489,26,38,83,153,53,68,70,385,62,32,4395,4972,3338,1784,2296,0.5455,55,2489,9,3596,72,66,113,1354,3508,70,14,46,12,24,103,4096,158,1399,2222,188,82,23,28,72,2546,66,210,81,20,69,85,1473,28,2400,70,70,396,14,3906,14,1179,2282,30,113,60,2197,1073,321,73,53,426,389,230,27,61,0,66,863,101,369,49,825,0,49,0,124,81,6,37,219,111,16,234,0,214,157,55,9,4,0,118,11,0,7,249,200,4,4,1,2,2,1,1,
HEME-BIOSYNTHESIS-II,2323,208,5709,1537,257,1278,9805,428,2142,1568,600,1006,375,293,110,352,1530,1207,856,414,3794,12313,301,201,1177,1101,702,247,7848,14716,990,1062,14766,18571,11799,6612,7739,582,1142,8379,300,13309,149,1011,1763,4556,12458,1124,208,475,106,311,1142,15181,545,4535,7471,579,546,1924,209,1680,9428,432,647,859,467,368,3704,5456,381,11047,325,135,1610,243,13792,95,3957,7718,75,1031,756,7749,3798,1236,3934,291,1529,26753,2034,1487,469,300,63704,551,5530,564,487,1504,271,809,331,350,365,293,22954,515,904,4248,60668,502,2422,33432,536,2456,864,335,16503,1395,869,262,1166,32016,976,2397,682,1396,2576,1182,259,
HEMESYN2-PWY,10832,5272,8237,4575,5138,7567,14169,4248,24554,4403,4061,14315,5493,2374,3080,4097,12364,4693,5370,6388,12843,18558,4308,3435,12196,9059,4416,4467,13425,21639,9243,8686,21338,27153,17039,9544,11262,5440,7547,12103,2073,19232,3155,7172,10727,11148,18822,6634,2873,3327,6935,2227,7468,22192,4538,10060,10795,4351,7773,9966,2762,9090,13602,13998,3012,10917,2341,12474,11175,7880,5133,22367,3684,2787,3992,1973,19896,1824,13730,11390,3959,4717,6683,11180,9600,2897,9564,2545,6508,31612,23157,17021,9490,2038,61685,9564,9267,6148,5870,21744,1409,20024,2381,4167,4231,3645,22212,8775,4372,9945,64443,1870,15673,39079,8930,7194,4318,2203,17090,5210,9007,1861,27188,35901,7707,38787,23836,58194,12928,37481,28142,
HEXITOLDEGSUPER-PWY,2024,2439,9386,4580,4057,7756,15384,2687,22277,5668,2932,12763,2224,435,2684,2626,3522,3988,4541,2339,8056,22605,840,1860,7860,4221,3544,3909,3425,7184,7318,3097,23174,31997,19514,10548,12814,1469,2679,13168,393,21182,2677,2393,2766,21023,23162,5871,989,2703,2565,646,2743,25318,4508,16323,11748,4288,4592,4677,1545,5039,14983,2271,3136,10966,997,8426,5541,8707,688,28670,953,1616,4659,345,22661,811,17509,12756,1080,4028,4985,12727,14771,4829,3556,1342,7457,13560,17642,12149,5719,1841,5539,4217,3039,935,3270,19524,244,18329,897,4216,2069,496,1135,9064,2251,7445,17575,824,11780,11812,7641,5289,4456,1521,9513,3355,20377,4608,24750,9997,3782,36283,4830,28357,31542,6595,8220,
