#OTU ID,Vil1.03B.DTT33,Vil1.05B.DTT57,Lyz2.07B.DTT281.S123,Vil1.010B.DTT117,Itg.10.DTT455.S49,Lyz2.02B.DTT221.S61,Itg.10.DTT456.S50,Lyz2.06B.DTT269.S111,Lyz2.03B.DTT232.S72,Vil1.09B.DTT105,Itg.20.DTT504.S99,Itg.20.DTT505.S100,Vil1.04B.DTT43,Itg.24.DTT529.S24,Vil1.07B.DTT79,Itg.18.DTT492.S87,Vil1.014B.DTT164,Lyz2.01B.DTT207.S47,Itg.26.DTT541.S37,Itg.02.DTT409.S1,Itg.22.DTT516.S11,Lyz2.04B.DTT243.S84,Itg.06.DTT433.S26,Itg.02.DTT407.S99,Lyz2.08B.DTT291.S133,Itg.24.DTT527.S22,Itg.26.DTT539.S35,Vil1.09B.DTT104,Vil1.02B.DTT21,Vil1.03B.DTT32,Itg.22.DTT517.S12,Vil1.02B.DTT20,Lyz2.04B.DTT244.S85,Vil1.06B.DTT67,Vil1.04B.DTT44,Itg.24.DTT528.S23,Itg.08.DTT444.S37,Itg.12.DTT467.S61,Itg.16.DTT480.S75,Lyz2.02B.DTT219.S59,Itg.12.DTT468.S62,Vil1.04B.DTT45,Lyz2.03B.DTT233.S73,Itg.18.DTT491.S86,Lyz2.07B.DTT280.S122,Itg.06.DTT431.S24,Vil1.07B.DTT81,Lyz2.05B.DTT255.S96,Lyz2.01B.DTT208.S48,Itg.02.DTT408.S100,Lyz2.07B.DTT279.S121,Vil1.013B.DTT152,Vil1.05B.DTT55,Itg.18.DTT493.S88,Vil1.013B.DTT153,Vil1.01B.DTT08,Lyz2.05B.DTT256.S97,Itg.04.DTT421.S13,Vil1.014B.DTT165,Lyz2.08B.DTT292.S134,Vil1.06B.DTT69,Vil1.08B.DTT92,Itg.10.DTT457.S51,Lyz2.06B.DTT267.S108,Itg.16.DTT479.S73,Lyz2.05B.DTT257.S98,Vil1.08B.DTT93,Itg.20.DTT503.S98,Itg.22.DTT515.S10,Vil1.013B.DTT151,Itg.16.DTT481.S76,Vil1.02B.DTT19,Itg.12.DTT469.S63,Itg.08.DTT443.S36,Lyz2.04B.DTT245.S86,Vil1.010B.DTT116,Itg.04.DTT420.S12,Lyz2.02B.DTT220.S60,Lyz2.08B.DTT293.S135,Vil1.07B.DTT80,Vil1.010B.DTT115,Vil1.08B.DTT91,Vil1.014B.DTT163,Vil1.05B.DTT56,Lyz2.01B.DTT209.S49,Vil1.09B.DTT103,Vil1.01B.DTT09,Lyz2.06B.DTT268.S109,Vil1.06B.DTT68,Lyz2.03B.DTT231.S71,Itg.06.DTT432.S25,Itg.08.DTT445.S38,Itg.26.DTT540.S36,Itg.04.DTT419.S11,LYZdtt351,LYZdtt364,SLCdtt050,SLCdtt110,SLCdtt075,SLCdtt019,SLCdtt002,LYZdtt328,SLCdtt021,SLCdtt111,SLCdtt074,LYZdtt304,LYZdtt317,LYZdtt305,LYZdtt329,SLCdtt092,SLCdtt020,SLCdtt128,LYZdtt341,SLCdtt051,LYZdtt340,LYZdtt363,LYZdtt365,LYZdtt315,SLCdtt069,SLCdtt129,SLCdtt109,LYZdtt352,LYZdtt353,LYZdtt316,SLCdtt093,SLCdtt001,LYZdtt303,SLCdtt068,LYZdtt339,SLCdtt003,LYZdtt327,SLCdtt067,SLCdtt163,SLCdtt164,SLCdtt145,SLCdtt146,SLCdtt165,SLCdtt147,taxonomy
PWY-5862,362,5889,148,2409,979,84,330,183,218,6373,99,113,2584,0,7388,196,2564,3503,94,417,71,1300,186,932,982,477,212,4995,331,402,80,169,63,6668,567,188,112,652,491,270,377,556,247,277,271,158,6594,1199,137,648,3330,3292,11195,159,3876,53,88,204,1388,295,11157,7063,251,253,936,165,7621,719,483,2844,190,777,352,4430,0,5582,108,131,438,5437,8327,9627,2697,9714,108,9790,156,38,8883,1029,221,82,125,1382,658,1274,280,312,225,96,1788,1229,285,252,1132,13643,352,693,1500,378,515,198,970,279,459,599,1091,14452,407,111,273,1101,844,573,391,220,19300,288,1704,2707,628,360,18317,135,4953,728,332,1076,
PWY-5863,503,8501,112,2845,1488,61,252,155,160,8601,67,78,3100,0,10810,139,2739,3985,63,332,47,1501,138,1070,1278,421,200,6801,322,346,55,160,44,9742,515,137,74,607,390,213,288,664,309,241,251,198,9462,1352,94,578,4042,3714,16380,114,4324,42,58,143,1435,281,16035,9902,242,200,1407,124,10797,1144,445,3376,140,2860,291,5338,0,7284,76,91,420,7698,12022,14000,3289,13771,76,13943,151,22,12598,1056,170,57,88,1735,492,513,120,118,95,416,1706,698,100,87,647,7412,457,665,943,139,179,82,745,149,323,481,470,30640,438,55,486,423,328,544,151,896,15493,247,1977,21692,3020,1322,894,4,916,47,10,425,
PWY-5896,456,6171,141,2940,823,40,0,195,172,6932,74,28,2750,0,7501,131,2988,3884,55,359,0,1516,58,1107,1170,406,211,5282,403,269,31,196,27,6772,349,80,77,207,391,189,0,686,63,124,292,157,6947,1442,0,601,3736,3831,11367,40,4776,46,39,81,1772,338,11706,7190,0,160,1064,69,8012,810,360,3533,142,960,25,4845,0,6026,0,90,510,5550,8468,9760,3199,9919,77,10015,185,19,9058,1214,39,38,104,1640,549,912,56,28,28,18,259,1111,39,92,269,18387,816,1378,1236,39,96,74,1498,0,450,763,819,19605,18,0,277,606,582,947,0,389,27590,0,4498,401,1486,675,18775,69,2633,7,24,30,
PWY-5897,1079,9193,234,4517,3095,125,520,324,325,10351,137,157,4388,0,11654,283,4651,6300,125,693,98,3135,282,2150,2657,852,410,8000,679,716,111,340,87,10523,1085,278,150,1252,801,427,595,1365,657,487,520,394,10350,2435,188,1200,6130,6139,17662,230,7716,86,117,288,2920,587,17440,10840,509,400,2936,249,11937,2395,914,6571,282,4622,612,8000,0,9163,155,183,873,8363,13169,15166,5834,14944,154,15605,317,47,13648,2201,343,118,180,3331,1105,1034,267,260,211,853,3355,1510,216,194,1359,12943,1029,1449,2024,305,377,186,1646,329,699,1058,1037,35314,912,124,1046,936,736,1220,338,1933,26932,516,4382,25521,6515,2561,3048,21,2620,192,53,1487,
PWY-5898,1079,9193,234,4517,3095,125,520,324,325,10351,137,157,4388,0,11654,283,4651,6300,125,693,98,3135,282,2150,2657,852,410,8000,679,716,111,340,87,10523,1085,278,150,1252,801,427,595,1365,657,487,520,394,10350,2435,188,1200,6130,6139,17662,230,7716,86,117,288,2920,587,17440,10840,509,400,2936,249,11937,2395,914,6571,282,4622,612,8000,0,9163,155,183,873,8363,13169,15166,5834,14944,154,15605,317,47,13648,2201,343,118,180,3331,1105,1034,267,260,211,853,3355,1510,216,194,1359,12943,1029,1449,2024,305,377,186,1646,329,699,1058,1037,35314,912,124,1046,936,736,1220,338,1933,26932,516,4382,25521,6515,2561,3048,21,2620,192,53,1487,
PWY-5899,1079,9193,234,4517,3095,125,520,324,325,10351,137,157,4388,0,11654,283,4651,6300,125,693,98,3135,282,2150,2657,852,410,8000,679,716,111,340,87,10523,1085,278,150,1252,801,427,595,1365,657,487,520,394,10350,2435,188,1200,6130,6139,17662,230,7716,86,117,288,2920,587,17440,10840,509,400,2936,249,11937,2395,914,6571,282,4622,612,8000,0,9163,155,183,873,8363,13169,15166,5834,14944,154,15605,317,47,13648,2201,343,118,180,3331,1105,1034,267,260,211,853,3355,1510,216,194,1359,12943,1029,1449,2024,305,377,186,1646,329,699,1058,1037,35314,912,124,1046,936,736,1220,338,1933,26932,516,4382,25521,6515,2561,3048,21,2620,192,53,1487,
PWY-5910,7372,300,2844,3671,29169,5872,13886,4741,18619,2404,7455,12723,4361,9622,210,7513,6598,7937,10910,16770,3622,33924,32915,8648,17562,9684,8409,2180,9380,4343,6206,3981,6180,403,6807,5849,13307,20694,10756,10370,11745,5813,6851,14176,3230,23001,690,2968,2491,8597,6276,4964,378,11212,8740,2994,3504,37526,8831,7100,1211,1043,13223,4844,23817,7819,1492,28703,23493,7335,10946,7825,10986,9094,4830,4243,9253,8995,15367,451,1819,1454,9590,846,4753,1869,6951,2160,718,23643,19910,8323,5833,9266,59180,1075,1880,3632,10126,8105,12987,17628,1834,4494,26517,43758,117049,67693,17650,18685,1286,3235,70516,1258,17304,4799,2912,35542,3780,11153,22263,62415,63990,113971,15542,2525,26244,2668,5032,27781,53134,16486,37154,9102,41807,6875,26828,11334,
PWY-5913,4162,14224,7345,13191,14569,8625,5656,8104,5057,17443,6006,23435,7811,10086,16462,11742,13306,12192,16974,20118,3306,11531,17174,9434,7568,7827,5461,14795,7170,7248,7615,1926,1880,14854,6753,4795,8920,12152,17793,11060,7064,9382,5050,7960,2590,7605,16088,4388,6380,4516,13667,16796,24956,23744,21615,2331,4321,11953,14696,4522,26892,16290,7959,3816,39340,12269,18269,9051,13404,21033,21288,2659,9556,13565,2056,17840,2893,3618,10274,12818,18483,21331,14492,22877,12057,21664,7160,2658,20844,8481,9211,17991,3545,6794,12274,13403,4658,4821,2866,2484,20142,32271,3925,5103,8553,30626,47057,20891,34720,5161,5165,5351,60698,4588,11299,14398,109406,33521,10775,4762,11576,11780,31989,18391,10482,161428,71161,3993,891214,18488,125332,5606,29838,3661,9866,2928,15655,15716,
PWY-5918,1398,10288,3717,4766,5884,5632,4017,5703,4145,11795,3587,16776,4352,7087,11926,8569,6812,5972,10180,11739,2161,4722,9738,4728,4188,5236,3034,9630,4039,2620,4933,773,950,10756,2243,3441,5031,3332,8898,8601,3740,4651,3504,2561,1240,4653,11643,1654,4311,2461,5727,3907,18075,12532,4436,1300,1076,8985,7491,2775,19622,12827,5612,3136,23544,7533,13955,4487,6175,3303,10996,3466,5520,6633,1397,10332,2499,3240,6562,9239,13273,15454,6142,16742,8354,15276,3789,1677,15253,7445,6628,10659,2459,2558,7450,9603,1944,1389,1215,831,21647,19370,830,1438,3916,32761,44284,12691,22632,1457,1129,1561,42343,1639,7930,5685,107676,24086,2421,959,1598,8772,33977,7098,3261,176742,51746,1050,628009,19742,71399,2315,36022,2328,15456,1811,2905,4192,
PWY-5920,377,388,279,3335,712,58,49,194,132,4851,45,68,1082,168,0,344,3740,4771,283,297,0,1820,167,1124,1217,453,269,3710,374,451,50,166,15,151,561,52,602,597,427,232,315,582,38,682,267,138,1166,1033,0,494,4216,2253,133,820,3268,35,54,311,1852,313,1008,475,0,141,1147,96,1175,692,348,2757,389,691,223,3200,0,3138,123,94,464,79,436,138,3521,705,58,2684,161,9,350,1428,113,354,149,1484,249,246,116,133,68,140,1198,4976,140,122,359,2440,139,167,614,167,211,102,5536,153,869,191,264,6113,184,57,169,140,105,163,194,473,2892,67,525337,2655,63691,318,29387,239,7456,52,727,150,
PWY-5971,579,2045,483,6455,1477,426,203,528,853,13247,198,265,6706,738,1345,285,6712,9151,549,1231,205,3281,918,2345,2174,942,600,11987,661,463,476,345,280,3007,716,508,684,1313,880,1157,681,1322,255,577,571,870,5073,2795,270,1574,9647,10126,2163,482,12239,104,153,971,3582,632,8965,8131,160,959,1995,352,10374,1317,1700,12132,558,1236,445,11637,233,14922,319,444,888,3546,11703,10947,7075,6650,363,12769,302,337,5597,1927,698,335,349,4053,697,351,843,572,505,349,22042,3405,440,573,1393,6980,443,524,856,486,447,678,3974,833,525,392,492,24533,1120,460,628,631,367,794,1277,156836,7328,477,486382,4426,63574,1067,18881,430,17221,79,3320,2007,
PWY-5973,19655,18769,21629,30789,53641,28456,39891,22362,49492,33092,38302,53169,18820,55956,21300,51811,34553,40971,62446,48583,26145,66309,77070,29853,35168,44202,23438,32071,26634,33136,36944,11182,26472,19313,27370,41349,51674,44572,64901,50562,42704,34280,20391,34349,13878,57878,22320,18993,57093,27188,32549,28098,32246,50229,34398,10457,47946,89270,32697,21903,37114,27466,26910,44196,62501,53424,29273,57765,46155,32286,55816,13793,33108,29795,12139,37404,27000,45368,49559,17403,25071,27894,31612,31981,42285,32738,19344,27711,28968,44561,56346,30899,37062,29157,210877,97342,26587,23074,18728,13304,39276,94659,9969,20999,62757,98628,183104,143993,95883,34472,15145,23399,160691,22395,60339,69110,120486,77157,27166,26327,28836,164995,117278,217391,41484,158783,113668,13134,942358,35744,178253,28125,151767,162784,87204,47141,140554,109910,
PWY-5989,425,9757,361,4695,1118,323,158,393,643,13412,158,210,5009,564,12323,225,4798,6681,427,912,158,2404,700,1688,1576,719,455,11265,491,353,364,253,214,11156,532,388,523,994,671,880,516,962,195,447,414,670,11388,2043,215,1116,7191,7816,18656,376,9283,80,121,744,2503,465,18954,13357,125,731,1505,275,14098,1002,1266,9362,433,881,340,8836,175,12133,244,342,668,9219,14238,16064,5127,16756,282,17810,228,259,15192,1417,532,258,268,2876,489,251,628,419,368,253,20570,2527,328,419,1013,5268,312,370,613,350,331,501,2899,627,376,277,350,20446,836,332,453,447,259,561,936,237221,5525,353,627702,3410,54720,778,12314,166,11661,28,1768,1021,
PWY-6071,134,6974,46,1698,209,12,0,74,52,6874,21,0.891,1786,0,7837,34,1686,356,9,121,0,536,16,354,350,122,54,5024,153,75,7,72,7,7137,82,21,24,47,124,41,0,239,11,39,109,44,7704,591,0,210,2069,1958,11964,9,2219,16,8,0,720,124,13187,8020,0,44,321,19,8803,210,99,1174,48,185,0.8393,2610,0,5097,0,8,178,6139,8609,10201,1233,10974,8,9840,61,0.8219,10062,350,8,7,12,527,228,278,0,14,14,7,118,515,0,0,59,4177,176,291,375,0,0,0,751,0,194,233,277,4751,7,0,17,138,135,221,0,190,5123,0,2672,177,534,254,93,1,506,1,1,1,
PWY-6121,20597,18645,22983,31789,56074,29040,40467,22757,50384,32844,38768,55373,19740,54859,21247,53388,34851,40862,61337,48437,25812,68411,81754,29763,36918,44220,23764,31819,27373,33708,36701,11655,26222,19272,28297,40147,54248,49052,68554,51703,44312,34517,20691,42138,14715,62591,22116,19741,55397,26700,33464,25909,32210,58293,31754,11018,47929,93018,34634,22552,36742,26692,27558,43043,68416,54201,28599,61321,47475,30896,60289,13622,34736,30162,12196,37711,27539,45648,50207,17217,25097,27871,32782,31421,42407,32785,20775,26719,28480,45734,59301,33711,36164,30682,230503,97727,28003,23415,20254,15286,41094,102608,11171,21344,66716,105295,192147,153370,104734,36104,16040,25077,171915,23913,64359,72590,132389,71839,29378,29674,30934,179705,126327,231911,44553,136199,120627,13961,1288915,37531,228560,30410,148545,160339,93835,47955,150873,120058,
PWY-6122,20848,17536,23387,31749,57214,29519,41531,23294,51349,31699,39869,57211,19572,55553,19918,54521,35015,40915,61951,49280,26361,69634,83642,30057,37529,45043,23638,31072,28082,34242,37197,11853,26830,18073,28492,40753,54428,49191,69523,52314,44868,34880,21033,42398,15032,63824,20870,19586,56701,27142,33526,25410,30195,59138,31079,11267,48648,95181,34989,23077,34631,25399,28335,43466,69945,55084,27160,62044,47259,29948,61256,13761,35310,29978,12409,36997,28143,46807,51394,16224,23601,26147,32997,29638,43414,30977,21161,27153,26854,47033,60516,34394,36652,30974,238512,99507,28194,23723,20788,15573,40714,103762,11126,21618,68456,108036,197095,158361,104506,37661,16144,25611,175053,23530,65903,72502,135909,72021,29181,30092,31457,185949,130902,239642,45193,121901,120529,14033,1280253,38317,229460,31179,152569,168892,101516,50746,151182,122163,
PWY-6123,17481,16209,19335,27662,48341,24907,35031,19620,43296,28443,33090,46373,16789,48872,18451,46860,30446,34960,54857,42080,22660,58373,71859,26114,31391,38524,21186,27705,23592,29379,32254,9876,22997,16734,24657,35863,47497,42270,59810,44393,38561,30963,17874,36369,12333,55676,19108,17421,49277,23361,28649,23413,27972,50313,28684,9321,42825,80962,30032,19288,31867,22929,23880,38464,58306,48065,24511,51079,41052,27449,52357,11623,30057,25795,10606,32514,23650,39269,43839,14937,21701,24149,28170,27257,36699,28508,17437,23924,24708,40019,49802,28606,32230,26270,208458,87801,23953,21008,17604,13316,34832,87104,9771,19193,57605,90359,174060,139794,90946,31355,14161,21272,150665,20286,55762,63440,112729,62272,25673,25444,27932,162033,113435,210517,38478,126533,103940,12016,698260,33221,149816,27073,128858,145731,85230,42816,129967,102155,
PWY-6125,13973,16410,10187,17172,41612,14496,22176,13602,30530,24612,15411,36706,11768,20279,19336,21559,18835,19819,24194,33722,6872,54001,70690,16821,30597,16192,9584,21114,16442,13004,13081,5982,9347,17480,13223,11451,19901,27426,28437,24349,17774,16106,12930,19450,7004,57485,19146,8092,10387,13583,19979,20851,29276,29811,28173,6103,10881,76322,20712,13601,31957,21814,22590,11395,59777,20343,23908,48831,32973,28263,29797,11966,18341,21733,7471,24434,16888,17454,29549,14872,22542,25265,22602,27099,17181,28204,14365,6082,24576,41316,37901,23631,9452,18027,183831,15943,6837,6519,13537,11380,25542,43149,4817,7860,36009,64230,146381,120190,44174,22516,5366,8207,102007,6041,30006,20248,86043,51898,13078,21233,23810,137524,97856,182134,25541,118518,70228,5420,688018,29321,131752,23983,105450,35174,67229,12259,69669,51829,
PWY-6126,20524,20378,19604,31904,66440,24869,41990,21747,51894,34706,31125,49782,20324,50238,23606,42598,35144,38603,57328,51826,20605,75852,78888,32144,39727,40977,27556,33383,29045,29101,31595,12320,24507,21398,27053,34705,56090,55871,56478,44437,45072,28947,20720,43465,13509,61127,24022,20239,36402,28447,34232,28540,35783,52390,36482,9835,39184,90547,35411,21417,40055,28952,30952,38849,74954,49061,30922,64623,54959,33650,50856,15331,37227,32640,13421,39192,26081,37039,46317,18762,27788,30893,34464,34250,33053,36044,19437,22390,31025,49121,56074,33957,32637,31205,248942,62107,23986,23820,21551,16472,42716,93025,10744,22557,69006,110133,211338,168670,103205,39832,14093,21800,175228,21939,61551,57371,126374,75748,26548,30903,40594,193323,136308,254377,46111,149486,124829,14111,830965,42894,162183,33650,139017,117905,115576,45518,147739,107265,
PWY-6147,8209,12717,10007,12827,19315,10268,14848,7744,20454,16212,18918,19447,9151,24531,14705,23347,14036,18094,25519,16883,12492,25418,13975,11495,11085,21092,11747,14390,9367,15193,16081,5626,13703,13311,12698,20440,24871,19807,27127,22270,18422,9770,8906,16459,5613,9418,14463,8170,19089,10825,14829,16029,22296,21687,20741,4129,23429,21116,13867,7068,24406,16792,7349,17663,17370,21756,18069,22986,20602,21881,20558,6220,13365,14880,6097,17072,10498,17106,11482,11547,16530,19087,14445,20883,15063,19818,6516,10997,18982,12615,20463,11672,18455,13309,28712,43570,17028,11505,6506,3920,25561,42241,5848,11097,28063,45365,50546,30939,41363,15266,7747,14529,41910,15085,25858,40928,46694,41833,15323,9151,9353,27605,24806,53339,21901,159159,62688,8270,823832,19994,115348,8024,64308,34779,24737,12272,63516,49103,
PWY-6151,14740,15228,14202,21959,46451,19459,29021,14553,39724,24776,26359,30736,13917,42573,17701,36378,24924,29788,46783,32053,18853,57518,60877,21549,29634,32682,20136,24003,20519,21390,26453,8862,20443,16033,18652,31518,40741,39576,50295,35470,31608,24684,15313,32712,9639,49680,17720,15368,40800,19621,23946,18658,26832,38336,21149,7353,34125,69924,24084,16546,29739,20985,20652,33861,38167,39387,22205,48265,38534,17887,42972,11638,24178,22556,9967,27454,20153,31608,38358,14123,20738,23142,23049,25604,27856,26943,13682,20426,23276,36136,41147,19042,27729,22378,192209,70756,19181,19657,15696,12282,25051,72414,8227,17226,49938,77678,153787,128893,77349,28306,11751,16261,135339,16889,45394,51168,37118,53870,15811,23074,28854,147357,95145,191879,29852,136317,77153,9390,783448,29839,115192,24664,103372,120959,76231,37909,113587,82712,
PWY-6163,11844,13573,18954,25784,33225,22979,29874,18095,32750,24493,32609,40625,14967,49601,15808,48441,28436,33450,56569,34066,24278,35080,25556,24133,18151,39949,19589,24869,20026,29675,32843,8425,22808,14304,22703,37742,45694,34318,59539,42300,37203,30304,14308,31037,10992,14446,15999,16887,56148,20247,26660,17080,23925,47534,20521,7758,47337,35357,25803,14997,26665,19868,15262,42283,47895,49560,20862,26338,26967,20820,49585,8584,27101,21593,8378,28677,17785,37900,35679,12542,18425,20517,23370,23009,38431,24300,12162,26532,20725,18371,34710,25072,34801,22505,50320,112974,29691,26165,12323,6466,42263,101486,11257,22994,54038,83923,90945,51520,101553,26440,17472,25599,139412,25078,59778,75081,133746,60342,29542,12555,18953,52552,53431,67783,37786,192977,108591,14007,980551,29068,151022,11545,75616,117366,54922,34162,76366,68024,
PWY-6165,189,0,56,544,259,14,0,67,55,210,20,8,226,0,0,27,12,187,11,131,0,219,16,233,125,163,95,193,16,98,10,0,7,0,119,24,28,63,149,52,0,184,13,38,50,29,0,49,0,112,357,0,12,9,0,17,12,26,73,67,0,0,0,59,258,23,0,97,135,95,55,0,7,514,0,500,0,12,119,0,28,0,318,0,15,52,44,6,0,153,10,12,15,541,107,274,0,13,35,8,114,204,0,0,58,333,144,182,196,0,0,0,184,0,68,176,212,1205,8,0,18,110,50,217,0,136,529,0,400,165,151,109,33,6,10,3,2,6,
PWY-6182,0,0,0,0,112,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,503,0,25,210,67,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,88,9,0,0,0,0,25,71,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,66,60,0,0,77,0,213,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,174,0,0,0,57,1,1,1,1,1,1,286,6,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,38,2,1,1,1,1,1,2,5188,1,1,9207,13,445,1,2525,1,1556,0,2,1,
PWY-6185,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,638,0,0,203,84,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,73,11,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,67,0,221,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,152,0,0,0,63,1,1,1,1,1,1,344,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,1,1,1,1,1,1,1,6778,1,1,7276,9,233,1,1100,1,1646,0,3,1,
PWY-621,16484,18230,20830,23232,63101,27797,43744,18764,52510,28421,38759,47055,18445,55070,20994,53091,28735,41559,63055,40304,26600,73750,88332,25647,37754,44952,22591,26473,29512,31921,37070,12136,27783,18960,26279,41449,50232,51609,66173,49994,45102,36146,20316,42600,13429,70780,21286,14304,59857,25900,30205,27874,31779,52073,32893,11148,48855,99693,28773,22296,35901,26105,29890,40974,45849,54011,27525,65585,47956,26577,58497,11827,33582,29087,12645,29405,28266,47412,54004,16838,24011,27505,28469,30602,41097,29041,19982,26172,27893,47295,58522,24214,37800,30555,240197,109352,29384,25767,21119,16056,42983,106941,10834,22584,70193,112708,201289,163815,103039,40081,16360,25998,189793,24096,69833,75410,88195,75596,28817,30880,34861,190962,132117,244176,45477,35915,115398,16864,486731,42619,150556,33295,116990,203428,138499,73825,105594,106140,
PWY-6263,1965,365,3710,4753,5854,4518,3686,4509,3426,4167,3519,14265,1364,6216,0,7141,5684,3841,9496,10880,2004,4458,10387,4155,4474,4421,1855,3343,3796,3383,4552,874,1600,36,2855,3367,6453,4518,8672,6171,5100,4913,3022,3883,1525,5013,1195,1432,3325,2537,3975,1333,53,12537,2102,1186,3337,8571,6532,2281,1136,856,5217,2908,26197,6473,1540,4147,4989,1875,10156,721,5613,2291,1309,3878,2190,2955,5671,199,216,76,4875,822,6139,507,3638,1796,443,5822,6654,10530,3137,2621,4821,7981,1166,1508,1341,348,3834,16516,2059,2582,3598,19979,35607,9323,24601,2056,2218,1968,32324,1545,6807,9980,106761,3791,8554,969,1700,5860,23033,10060,9642,1172,38860,1447,6336,2402,5789,719,3689,3700,2913,750,2117,900,
PWY-6269,5786,2542,10452,12873,18756,15257,16057,11060,22442,16358,20498,24264,8271,32323,3684,30006,17027,22004,36911,16789,15298,24319,14319,11783,9842,24498,9378,14742,11930,15644,20501,4458,15668,2407,11099,25066,24558,14475,35724,27228,19435,19734,9366,13399,6079,6452,7805,6042,37331,10550,16646,14485,3956,23776,16619,4721,27043,19511,13489,9862,10340,12588,8993,26452,17161,28142,12907,15337,12753,15201,29314,3911,13967,13990,6093,16643,9918,25834,25394,4642,6584,4218,13975,10903,24723,10872,6735,17693,8897,15055,19882,12414,21745,12026,23304,75904,18093,18064,7106,2714,25698,67189,6953,15900,30004,59308,76281,34967,56940,19313,11692,14742,97550,14140,41197,43535,61984,34474,18233,4783,8035,27749,28252,58207,25886,133811,63229,7763,745841,12250,95281,6199,42507,81425,33770,29581,32417,34230,
PWY-6277,20848,17536,23387,31749,57214,29519,41531,23294,51349,31699,39869,57211,19572,55553,19918,54521,35015,40915,61951,49280,26361,69634,83642,30057,37529,45043,23638,31072,28082,34242,37197,11853,26830,18073,28492,40753,54428,49191,69523,52314,44868,34880,21033,42398,15032,63824,20870,19586,56701,27142,33526,25410,30195,59138,31079,11267,48648,95181,34989,23077,34631,25399,28335,43466,69945,55084,27160,62044,47259,29948,61256,13761,35310,29978,12409,36997,28143,46807,51394,16224,23601,26147,32997,29638,43414,30977,21161,27153,26854,47033,60516,34394,36652,30974,238512,99507,28194,23723,20788,15573,40714,103762,11126,21618,68456,108036,197095,158361,104506,37661,16144,25611,175053,23530,65903,72502,135909,72021,29181,30092,31457,185949,130902,239642,45193,121901,120529,14033,1280253,38317,229460,31179,152569,168892,101516,50746,151182,122163,
PWY-6282,429,10047,365,4758,1127,326,160,396,649,13909,159,212,5155,569,12680,228,4863,6742,431,920,159,2423,707,1702,1589,724,458,11786,496,356,368,256,216,11474,537,391,528,1001,678,886,521,971,197,450,418,675,11737,2062,217,1128,7281,7714,19187,380,9150,81,122,753,2522,469,19627,14088,126,736,1515,278,14758,1009,1275,9217,438,890,344,8978,177,12517,246,346,675,9520,14702,16543,5152,17395,285,18428,231,261,15795,1430,540,261,273,2906,494,252,631,422,372,255,21364,2533,329,422,1021,5307,313,372,615,353,333,503,2915,629,378,280,351,21164,839,334,457,450,260,566,942,235183,5536,355,631133,3459,55328,789,12358,162,11793,28,1747,1007,
PWY-6317,17610,15374,18351,26072,57583,23725,36959,17466,46626,26970,33564,39495,16390,50643,17729,45699,29207,34585,57052,42662,23297,66370,69264,27297,33433,40357,24642,26943,25239,28430,32811,11019,25268,16035,24534,37502,50471,49146,56828,42684,40358,30065,18126,41227,12101,55333,18106,17977,50998,25946,28054,23149,26815,49194,28169,9172,44114,80560,29494,19084,30303,22146,25560,39144,47855,49461,23348,57295,49081,22552,50587,11090,31362,26069,12026,31373,24295,39207,44854,14261,21059,23149,27580,26054,35084,27811,16311,24122,23639,41026,49955,24702,34173,26816,202455,98145,26959,23578,19140,14004,38823,97174,10399,21174,65937,99684,179389,141159,100884,36102,14809,24400,166700,22056,61138,71172,78217,75474,24706,26600,34457,160643,110485,212510,40850,30342,112479,13739,115754,39138,132417,28620,128353,141506,108506,45637,138519,103506,
PWY-6353,5734,18731,8165,13711,15552,8139,10738,6510,14318,24637,10415,14704,10671,12661,21752,13461,13999,13449,11752,10013,7791,18180,9580,9784,9241,15072,6469,21488,8941,10932,11276,4621,6631,19670,7085,10233,15810,12465,12766,16605,14594,6653,5103,9276,5939,4798,21257,5901,12497,9520,15235,21492,33002,10509,26269,2729,8948,16795,11948,5937,36113,24435,5447,12021,7561,10412,26527,14320,8092,23738,8167,2906,10666,17424,2798,25045,6343,12255,9412,17036,25066,28371,16301,30811,12018,31482,4332,7130,28067,9510,19065,6601,10057,11205,21819,24812,14079,7618,4851,3524,31288,41627,4085,7671,18225,33867,28509,19469,33862,11432,6130,11062,46121,12877,18297,24349,38624,43146,15061,7153,8834,25191,23338,51335,19381,24580,66802,7053,87952,15680,132434,9955,53758,46118,42933,10546,35557,36902,
