OTU.ID	GnotobioticExp-FP-188-S51	GnotoExpt-FP569-S85	GnotoExpt-FP617-S313	806rcbc422-S327	806rcbc392-S297	806rcbc423-S424	806rcbc477-S382	GnotobioticExp-FP-199-S63	GnotobioticExp-FP-193-S57	GnotoExpt-FP562-S78	806rcbc481-S386	GnotoExpt-FP552-S67	GnotoExpt-FP610-S306	806rcbc421-S326	GnotoExpt-FP452-S673	806rcbc179-S276	GnotoExpt-FP461-S682	GnotobioticExp-FP-209-S73	GnotoExpt-FP457-S678	806rcbc425-S330	GnotoExpt-FP456-S677	806rcbc175-S272	GnotobioticExp-FP-197-S61	GnotoExpt-FP554-S69	GnotoExpt-FP472-S693	806rcbc394-S299	806rcbc433-S338	GnotoExpt-FP475-S696	GnotobioticExp-FP-207-S71	806rcbc176-S273	806rcbc474-S379	GnotoExpt-FP455-S676	806rcbc432-S337	GnotoExpt-FP539-S54	GnotoExpt-FP558-S74	GnotoExpt-FP616-S312	806rcbc393-S298	GnotoExpt-FP453-S674	GnotoExpt-FP614-S310	GnotobioticExp-FP-196-S60	GnotobioticExp-FP-175-S37	GnotoExpt-FP564-S80	GnotoExpt-FP536-S51	806rcbc466-S371	GnotoExpt-FP469-S690	GnotoExpt-FP555-S71	806rcbc401-S306	806rcbc403-S308	GnotoExpt-FP474-S695	GnotobioticExp-FP-189-S52	GnotoExpt-FP465-S686	806rcbc479-S384	GnotoExpt-FP570-S86	GnotoExpt-FP595-S291	GnotoExpt-FP479-S700	806rcbc472-S377	806rcbc398-S303	806rcbc400-S305	GnotoExpt-FP549-S64	GnotoExpt-FP464-S685	806rcbc434-S339	806rcbc169-S266	GnotoExpt-FP551-S66	806rcbc436-S341	806rcbc423-S328	806rcbc426-S331	GnotoExpt-FP565-S81	GnotoExpt-FP615-S311	806rcbc396-S301	806rcbc480-S385	GnotobioticExp-FP-186-S49	GnotobioticExp-FP-177-S39	GnotoExpt-FP548-S63	GnotoExpt-FP618-S314	806rcbc430-S335	GnotoExpt-FP529-S44	806rcbc469-S374	806rcbc173-S270	GnotoExpt-FP609-S305	GnotoExpt-FP557-S73	806rcbc465-S370	GnotobioticExp-FP-190-S53	GnotobioticExp-FP-201-S65	GnotoExpt-FP561-S77	GnotoExpt-FP602-S298	806rcbc427-S332	GnotoExpt-FP462-S683	GnotobioticExp-FP-198-S62	GnotoExpt-FP608-S304	GnotoExpt-FP540-S55	GnotoExpt-FP466-S687	806rcbc428-S333	GnotobioticExp-FP-208-S72	806rcbc431-S336	806rcbc168-S265	GnotoExpt-FP600-S296	806rcbc171-S268	GnotobioticExp-FP-191-S54	806rcbc464-S369	806rcbc399-S304	GnotoExpt-FP545-S60	GnotoExpt-FP567-S83	806rcbc172-S269	GnotoExpt-FP483-S704	GnotoExpt-FP543-S58	GnotoExpt-FP484-S706	806rcbc438-S343	806rcbc174-S271	GnotoExpt-FP451-S672	GnotobioticExp-FP-187-S50	806rcbc402-S307	GnotoExpt-FP534-S49	GnotoExpt-FP467-S688	806rcbc178-S275	806rcbc390-S295	806rcbc435-S340	GnotoExpt-FP559-S75	GnotobioticExp-FP-206-S70	GnotobioticExp-FP-195-S59	GnotobioticExp-FP-179-S41	GnotoExpt-FP601-S297	GnotoExpt-FP533-S48	806rcbc467-S372	GnotoExpt-FP537-S52	GnotoExpt-FP459-S680	GnotoExpt-FP541-S56	GnotoExpt-FP612-S308	GnotoExpt-FP460-S681	GnotoExpt-FP486-S708	GnotoExpt-FP478-S699	GnotoExpt-FP454-S675	GnotoExpt-FP470-S691	GnotoExpt-FP535-S50	GnotobioticExp-FP-205-S69	GnotoExpt-FP468-S689	GnotoExpt-FP597-S293	GnotoExpt-FP599-S295	GnotoExpt-FP611-S307	806rcbc407-S312	GnotoExpt-FP546-S61	GnotoExpt-FP481-S702	GnotobioticExp-FP-194-S58	GnotobioticExp-FP-181-S44	806rcbc471-S376	GnotoExpt-FP485-S707	GnotobioticExp-FP-204-S68	GnotobioticExp-FP-202-S66	GnotoExpt-FP463-S684	GnotoExpt-FP547-S62	GnotoExpt-FP603-S299	GnotoExpt-FP605-S301	806rcbc429-S334	GnotoExpt-FP458-S679	GnotoExpt-FP480-S701	GnotoExpt-FP538-S53	GnotobioticExp-FP-182-S45	GnotobioticExp-FP-176-S38	GnotobioticExp-FP-210-S74	GnotobioticExp-FP-184-S47	GnotoExpt-FP550-S65	GnotoExpt-FP477-S698	806rcbc404-S309	GnotoExpt-FP563-S79	GnotoExpt-FP531-S46	GnotobioticExp-FP-200-S64	806rcbc397-S302	GnotoExpt-FP607-S303	806rcbc437-S342	GnotoExpt-FP542-S57	GnotoExpt-FP613-S309	GnotoExpt-FP568-S84	806rcbc470-S375	GnotoExpt-FP553-S68	GnotoExpt-FP482-S703	GnotobioticExp-FP-203-S67	806rcbc406-S311	806rcbc170-S267	GnotobioticExp-FP-185-S48	806rcbc473-S378	GnotobioticExp-FP-183-S46	GnotoExpt-FP556-S72	GnotoExpt-FP532-S47	GnotoExpt-FP473-S694	GnotoExpt-FP471-S692	806rcbc468-S373	GnotoExpt-FP566-S82	GnotobioticExp-FP-192-S55	806rcbc177-S274	806rcbc476-S381	GnotobioticExp-FP-180-S43	GnotoExpt-FP604-S300	806rcbc391-S296	GnotoExpt-FP596-S292	GnotoExpt-FP544-S59	806rcbc405-S310	806rcbc424-S329	GnotoExpt-FP606-S302	GnotobioticExp-FP-178-S40	GnotoExpt-FP598-S294	806rcbc395-S300	GnotoExpt-FP560-S76	806rcbc478-S383	GnotobioticExp-FP-372.fastq	GnotobioticExp-FP-319.fastq	GnotobioticExp-FP-384.fastq	GnotobioticExp-FP-314.fastq	GnotobioticExp-FP-301.fastq	GnotobioticExp-FP-315.fastq	GnotobioticExp-FP-369.fastq	GnotobioticExp-FP-377.fastq	GnotobioticExp-FP-304.fastq	GnotobioticExp-FP-313.fastq	GnotobioticExp-FP-375.fastq	GnotobioticExp-FP-317.fastq	GnotobioticExp-FP-306.fastq	GnotobioticExp-FP-386.fastq	GnotobioticExp-FP-305.fastq	GnotobioticExp-FP-366.fastq	GnotobioticExp-FP-371.fastq	GnotobioticExp-FP-365.fastq	GnotobioticExp-FP-302.fastq	GnotobioticExp-FP-380.fastq	GnotobioticExp-FP-393.fastq	GnotobioticExp-FP-321.fastq	GnotobioticExp-FP-391.fastq	GnotobioticExp-FP-394.fastq	GnotobioticExp-FP-363.fastq	GnotobioticExp-FP-303.fastq	GnotobioticExp-FP-385.fastq	GnotobioticExp-FP-307.fastq	GnotobioticExp-FP-381.fastq	GnotobioticExp-FP-312.fastq	GnotobioticExp-FP-309.fastq	GnotobioticExp-FP-318.fastq	GnotobioticExp-FP-370.fastq	GnotobioticExp-FP-383.fastq	GnotobioticExp-FP-367.fastq	GnotobioticExp-FP-378.fastq	GnotobioticExp-FP-310.fastq	GnotobioticExp-FP-322.fastq	GnotobioticExp-FP-373.fastq	GnotobioticExp-FP-364.fastq	GnotobioticExp-FP-382.fastq	GnotobioticExp-FP-387.fastq	GnotobioticExp-FP-388.fastq	GnotobioticExp-FP-368.fastq	GnotobioticExp-FP-361.fastq	GnotobioticExp-FP-389.fastq	GnotobioticExp-FP-311.fastq	GnotobioticExp-FP-379.fastq	GnotobioticExp-FP-308.fastq	GnotobioticExp-FP-392.fastq	GnotobioticExp-FP-323.fastq	GnotobioticExp-FP-316.fastq	GnotobioticExp-FP-396.fastq	GnotobioticExp-FP-374.fastq	GnotobioticExp-FP-324.fastq	GnotobioticExp-FP-320.fastq	GnotobioticExp-FP-390.fastq	GnotobioticExp-FP-362.fastq	GnotobioticExp-FP-376.fastq	GnotobioticExp-FP-395.fastq	taxonomy
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia	0	0	0	0	0	0	0	183	138	0	0	2	22	0	0	11	0	2698	0	0	0	0	587	0	0	0	0	0	59	0	0	0	0	428	0	0	0	0	0	4173	0	7	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	172	0	0	0	0	0	0	0	0	0	70	82	0	97	0	0	0	0	0	0	34	0	2	0	0	207	0	831	4	0	5905	0	0	0	0	0	0	0	1070	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	2	147	205	0	0	56	0	27	0	2	99	0	0	0	0	0	86	100	4	0	0	0	0	16	0	155	0	0	0	4284	6644	0	36	0	4	0	0	0	6637	0	0	2987	0	13851	0	0	17	38	221	0	0	0	7	0	7	0	0	0	399	0	0	73	0	0	4	26524	0	0	0	0	0	0	0	0	0	0	0	28723	0	0	0	0	7	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	221	91	0	105	4181	0	0	139	0	249	0	0	0	0	138	0	0	0	0	0	0	1026	176	837	0	0	121	0	111	0	181	0	0	94	0	0	0	927	0	0	88	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium	0	46	0	6	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	179	0	0	0	0	0	0	45	0	0	0	0	0	67	9	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	11	5	233	0	0	0	0	0	0	0	0	40	0	4	0	0	23	0	0	0	0	0	7	0	0	0	0	0	10	0	58	0	0	0	0	0	0	39	0	0	0	0	0	7	0	0	0	0	0	0	0	0	51	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	8	0	0	0	0	3	0	0	0	0	6	11	0	0	0	0	0	0	0	0	0	0	0	2	0	85	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	5	0	9	0	0	0	7	0	10	0	0	0	0	2	0	0	0	0	0	0	0	6	23	0	0	25	0	11	0	7	0	0	32	0	0	0	16	0	0	20	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor	11	61	9	39	6	0	13	207	95	89	0	55	70	154	32	5	43	21	22	4	203	46	1	33	89	4	152	88	112	19	3	230	453	579	47	17	14	32	9	1	6	505	18	3	70	56	6	6	72	44	26	5	75	40	61	6	3	17	12	40	33	5	726	49	95	6	28	18	8	3	5	17	37	3	101	15	0	1	100	21	4	0	102	87	46	65	65	6	24	23	119	78	8	604	11	69	0	1	4	12	301	28	0	100	25	106	37	42	31	9	4	83	166	2	11	64	72	30	133	1	25	88	0	13	22	8	5	47	132	27	43	63	59	82	56	65	11	2	13	28	65	102	5	3	102	1	1	61	38	53	88	82	40	164	65	9	1	1	23	144	0	7	46	12	496	4	39	26	55	7	107	6	11	36	25	18	9	2	3	10	111	22	53	58	2	13	1	0	25	2	9	13	25	308	29	101	7	2	24	58	81	12	4	81	0	20	67	56	13	2	3	48	55	1	98	3	9	2	2	8	65	8	3	116	8	2	67	41	6	67	6	157	56	43	1	1	7	1	15	1	35	21	0	3	4	5	15	1	4	17	48	4	11	36	1	10	17	75	0	19	8	1	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Murimonas	0	0	570	0	0	0	0	110	209	0	0	1508	201	0	0	0	0	1602	0	0	0	0	159	0	0	0	0	0	113	0	0	0	0	0	33	283	0	0	33	21	0	0	0	0	0	0	0	0	0	0	0	0	6	151	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	238	0	0	0	37	0	60	0	0	67	164	0	0	0	175	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	99	223	0	287	175	0	0	0	0	0	0	0	0	0	0	0	106	0	282	97	488	0	0	0	175	0	0	0	142	67	0	0	169	288	0	0	0	0	0	0	181	0	0	0	0	44	0	124	0	69	0	0	28	0	0	0	0	514	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	441	0	39	0	0	0	124	0	57	0	0	0	0	828	0	12	21	10	0	0	20	15	0	0	29	0	30	0	0	0	30	0	0	950	0	0	0	26	0	14	0	59	18	28	0	0	0	0	29	337	0	0	0	0	0	0	0	0	47	0	25	0	957	5	0	0	152	596	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea	0	3	16	0	0	0	0	0	0	1	0	4	36	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	27	0	0	2	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	119	0	0	0	0	17	0	0	0	0	0	36	0	0	2	14	22	0	0	0	0	0	140	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	110	2	0	0	0	0	120	0	0	0	0	0	0	0	0	28	109	0	0	8	0	0	0	0	0	0	0	0	0	35	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	29	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	29	0	0	0	111	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	11	12	0	10	5	0	0	16	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	13	0	15	0	0	3	0	0	0	0	0	0	3	
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella	0	2	4	0	0	0	0	2	0	35	2	0	5	0	0	0	0	373	0	7	8	0	23	0	2	23	3	0	0	4	18	8	6	0	83	0	7	0	0	0	0	22	0	0	0	3	39	0	0	3	0	9	66	0	2	0	0	0	0	0	9	0	0	0	0	14	0	0	0	7	2	2	0	3	0	0	9	39	0	2	0	4	3	0	0	0	3	3	0	15	2	0	6	5	0	8	4	0	0	22	8	7	9	0	0	0	0	0	0	0	0	0	14	59	0	5	2	0	4	13	0	11	3	0	0	0	0	2	0	0	0	0	0	0	20	0	23	3	0	2	0	2	0	0	8	16	8	0	0	0	2	0	0	0	0	0	0	23	0	0	0	0	120	0	0	0	2	0	0	0	32	0	0	0	104	12	2	8	7	0	24	11	0	0	9	0	3	0	0	7	0	2	0	0	4	15	0	11	20	89	0	0	5	0	0	0	0	0	0	17	26	2	0	19	12	0	27	3	13	6	2	0	0	0	0	0	2	0	0	0	0	15	2	0	29	0	0	13	15	16	0	9	0	0	5	2	2	3	28	0	0	0	63	0	2	0	0	0	2	0	12	2	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter	6	437	45	58	50	0	13	123	144	154	2	73	36	85	215	1	15	150	59	0	637	58	79	160	16	1	108	206	74	15	4	401	383	3	70	52	20	150	72	0	16	174	1	7	78	185	0	30	16	6	10	0	363	50	32	7	36	70	1	16	35	3	5	62	75	2	192	59	44	0	0	11	3	4	145	6	3	1	53	245	9	0	39	111	90	70	60	43	42	2	24	70	28	596	30	30	0	0	8	21	87	100	0	103	3	49	41	52	78	11	25	15	23	2	85	38	207	68	174	0	44	357	0	0	38	4	3	50	87	12	206	65	1	95	14	64	11	12	0	74	69	118	7	23	37	11	12	9	2	75	58	87	41	218	7	7	11	25	0	11	122	18	56	2	187	40	50	31	19	49	210	12	128	68	81	15	6	8	0	6	195	3	10	57	0	89	0	0	29	3	20	146	62	9	11	75	23	6	16	9	207	24	74	42	0	2	5	3	329	1	0	10	53	0	3	98	1	52	6	106	10	189	112	51	84	15	113	3	52	7	212	2	2	1	3	1	207	2	0	1	42	106	0	91	20	340	84	1	0	79	6	75	3	1	2	63	10	22	0	81	13	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae FCS020 group	0	0	5	0	0	4	0	0	0	0	0	0	5	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	2	0	0	0	3	0	0	4	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	8	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	2	13	0	0	0	0	0	5	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	6	0	0	0	0	0	0	5	0	0	0	0	2	1	0	0	0	7	0	0	0	2	0	0	0	0	0	10	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	0	0	2	4	0	0	0	9	4	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae NK4A136 group	1	15	3	0	154	2	3	2	2	32	2	123	18	0	0	3	0	187	0	0	0	128	773	12	0	53	322	0	34	307	1	0	692	2430	156	85	36	0	7	44	3	634	610	1	0	23	49	16	0	286	0	1	55	3	0	1	22	8	1150	0	233	20	4058	799	0	5	22	35	15	1	2	135	537	0	146	862	2	20	44	6	1	2	3	39	3	326	0	48	30	480	0	168	242	419	7	14	2	1	1	21	1312	59	4	0	1079	185	59	40	0	151	9	478	0	45	81	113	13	2	8	2	2	272	2	1396	0	946	1	0	0	178	0	0	148	2	1	6	3	10	2	104	0	6	5	0	177	33	2	85	667	36	53	458	0	0	176	17	1	7	2	1103	0	33	243	1506	2	16	3	64	306	2	37	1	5	0	209	39	31	27	0	80	97	97	0	0	1	78	2	1	2	2	36	96	3	370	19	24	17	4	2	85	41	2	2	238	0	0	0	2	66	0	0	0	34	1	2	96	0	10	6	21	0	205	120	2345	50	30	55	15	75	4	231	43	33	0	7	9	20	12	17	49	9	34	0	88	56	62	10	5	22	93	0	56	405	2	6	28	211	792	22	16	22	11	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus] torques group	0	86	38	0	128	0	0	207	286	616	0	406	17	0	163	71	40	57	327	0	644	19	32	162	0	143	0	0	71	8	3	593	35	348	304	81	64	84	20	3	0	1627	124	0	0	182	252	273	10	0	26	0	1396	10	0	0	53	159	15	72	0	3	191	0	0	3	214	37	163	1	0	0	90	3	0	61	5	2	52	21	0	0	29	74	10	0	279	54	16	42	109	0	44	0	4	53	0	0	0	106	275	127	0	0	44	0	0	9	742	0	246	552	309	2	68	0	143	101	61	0	42	210	0	69	209	13	6	128	12	0	105	0	79	238	259	31	21	94	148	8	0	185	0	0	0	23	9	116	225	55	36	0	98	0	2	0	0	9	0	11	0	190	1003	6	357	109	9	0	356	7	521	0	107	0	104	240	7	0	2	0	407	2	0	0	0	139	0	0	0	0	87	68	20	91	202	49	83	0	10	226	154	0	0	0	0	114	270	106	0	0	175	286	0	226	422	4	276	0	0	0	194	18	3	0	2	1	0	73	2	313	23	634	135	311	0	1	0	0	150	0	0	0	0	6	2	0	0	1	203	3	258	3	1	209	1	0	0	0	1	0	0	1	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus] gnavus group	95	12	5	13	12	0	0	16	65	32	0	25	0	4	3	30	8	357	0	2	15	0	172	5	3	308	4	0	34	0	0	24	4	4711	344	0	136	0	0	0	82	30	42	0	0	4	262	3	7	86	563	0	77	0	8	0	11	12	322	575	0	2	1505	0	4	16	3	0	8	0	24	134	839	8	10	114	0	0	0	0	0	4	22	5	0	0	0	26	0	6421	331	0	51	11	0	4	0	5	0	87	1909	8	0	0	553	0	0	0	2	147	8	186	787	0	17	3	2	22	19	37	0	238	0	301	0	128	14	0	0	2	4	0	1596	20	1279	0	0	78	0	14	0	17	11	0	0	56	28	375	264	0	0	0	2	6	820	77	243	59	87	1020	0	2	44	182	107	3	0	0	1211	0	44	0	4	0	287	35	0	36	0	20	24	681	5	0	0	5	4	0	0	7	4	20	0	841	26	22	0	72	7	1399	4	0	0	0	0	5	3	11	0	0	0	18	0	29	23	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	30	13	27	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium] hallii group	0	0	8	0	0	36	6	0	0	0	187	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	22	0	0	0	0	0	0	7	0	11	0	0	0	0	0	0	0	194	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	218	0	0	0	73	0	0	291	0	0	4	7	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	5	0	71	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	64	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	115	0	0	9	0	0	275	0	0	0	8	0	0	0	0	0	0	0	0	0	68	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	4	0	0	0	0	12	8	0	0	0	0	26	0	0	0	7	0	0	0	0	0	0	23	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	11	39	0	0	0	0	3	0	0	0	0	0	0	0	0	17	2	56	0	110	0	0	0	0	0	0	0	0	0	8	18	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	24	0	0	16	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	16	0	0	0	34	0	6	0	0	0	0	0	0	2	8	5	0	0	0	12	0	0	34	0	6	0	0	0	14	0	0	0	0	0	0	4	0	3	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus	0	4	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	116	0	0	0	10	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	23	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	26	0	11	0	0	0	0	0	0	0	55	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	2	2	0	0	6	5	7	0	0	5	3	5	12	0	7	2	3	6	4	0	0	2	0	0	4	0	0	3	0	6	18	3	9	0	7	0	4	4	0	8	0	0	0	6	0	0	8	0	4	0	3	4	0	2	4	4	0	2	4	0	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	1	757	28648	0	0	17236	826	59	33	0	29474	0	81169	0	0	2470	0	2	0	0	933	0	1	0	0	0	0	0	1	0	22416	0	0	4	42	3923	0	0	67	3574	1	0	0	464	0	0	0	0	799	1	0	37771	158	6	0	518	0	481	0	0	163	0	0	0	0	0	0	31	0	13104	5372	1	0	320	0	0	29361	0	38	720	462	12339	1	0	582	0	0	1	50	1	445	0	7783	0	0	4696	1145	2360	477	0	6	1	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	1	1	1	72	115	32346	0	0	0	430	0	0	863	0	0	1	79	767	40	32240	64913	0	2	0	71	1	542	476	34637	9357	0	1	125	22409	0	0	1039	2	1	1	14463	130	1	0	0	1	0	97	0	135	0	1	41	18	559	0	0	1	0	0	1	16701	1	7	1	0	0	12885	0	51743	0	548	995	7962	0	86	0	0	0	19379	1055	183949	0	2	415	223	1663	1	54	75	6	1	311	1	48	1	10	154	23	2	23	171	69	231	1	1	6	1	189	1	3	1	5	1	1	7	476	47	87	1	698	1	4	1	2	1	4	20	1	1	1385	1	1	911	1	1	888	76	1	1	516	1616	1	17	1919	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas	44	179	29	14	27	1	31	7	8	32	7	17	18	29	14	30	23	0	23	4	79	21	15	58	24	10	21	43	0	3	5	47	23	121	52	68	28	11	56	3	77	20	17	0	33	50	12	31	6	100	10	0	40	27	24	16	7	17	11	9	18	2	59	11	33	7	74	93	10	0	17	134	27	5	9	12	0	0	33	102	11	0	9	37	39	5	54	5	20	27	30	9	6	31	13	32	0	0	0	19	118	32	0	23	18	31	8	20	22	78	20	27	15	0	16	12	51	7	12	5	30	107	0	10	11	14	5	34	49	15	19	29	68	13	5	36	7	0	15	119	27	10	43	17	24	0	0	32	11	45	29	12	23	129	44	125	54	0	85	31	18	27	12	7	13	12	8	6	58	55	58	20	26	18	3	44	14	13	0	81	51	9	6	20	0	48	0	0	20	7	26	34	24	79	21	28	24	24	6	18	67	20	4	6	0	1	8	10	120	2	0	5	48	0	2	0	3	74	6	51	6	2	2	10	3	0	109	7	0	9	5	3	16	5	3	0	115	2	6	0	56	79	0	0	3	98	72	0	0	2	9	3	7	4	0	41	50	7	0	107	16	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae UCG-010	0	25	0	15	0	0	0	46	69	0	0	63	0	24	0	0	0	12	4	0	2	0	99	0	0	0	28	0	29	0	0	0	45	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	2	17	0	0	29	15	0	0	0	0	0	0	0	0	0	35	0	0	0	0	7	2	0	17	0	0	32	0	17	0	0	3	28	8	49	0	0	0	0	0	0	0	0	0	0	0	0	27	0	4	0	0	0	9	0	0	15	0	18	49	0	0	18	0	0	3	0	0	0	0	0	2	0	0	40	3	0	0	0	0	0	0	43	0	0	0	0	4	2	0	0	0	13	0	0	0	0	0	3	0	0	0	0	5	0	65	0	0	9	0	0	0	0	0	0	16	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	17	0	0	0	0	0	0	0	2	0	0	0	0	254	0	0	2	2	0	0	0	3	0	0	8	0	2	0	0	0	2	0	0	67	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	0	20	91	0	0	0	0	
