#OTU ID,Lyz202BFP222S70,Itg22FP518S21,Vil106BDTT70,Vil107BFP82,Vil110BFP115,Itg24DTT530S25,Vil104BFP46,Vil114BFP163,Lyz204BDTT246S87,Vil102BFP22,Lyz201BFP210S58,Lyz206BDTT270S112,Itg16DTT482S77,Vil105BFP58,Vil104BDTT46,Lyz207BFP282S80,Lyz203BFP234S82,Vil109BDTT106,Itg24FP530S33,Itg06DTT434S27,Itg04FP422S22,Itg22DTT518S13,Itg20FP506S9,Vil103BDTT34,Itg06FP434S35,Lyz201BDTT210S50,Vil105BDTT58,Itg02FP410S10,Itg12DTT470S64,Itg02DTT410S2,Vil103BFP34,Itg08DTT446S39,Itg26FP542S46,Vil101BDTT10,Itg26DTT542S38,Itg16FP482S85,Vil1010BDTT118,Lyz205BDTT258S99,Lyz208BFP294S92,Itg04DTT422S14,Lyz204BFP246S43,Lyz206BFP270S68,Lyz207BDTT282S124,Vil113BFP151,Vil101BFP10,Itg08FP446S47,Lyz202BDTT222S62,Vil102BDTT22,Itg10DTT458S52,Itg12FP470S72,Itg10FP458S60,Vil108BDTT94,Lyz205BFP258S55,Itg20DTT506S1,Lyz203BDTT234S74,Vil107BDTT82,Vil108BFP91,Vil1013BDTT154,Vil106BFP70,Itg18DTT494S89,Itg18FP494S97,Lyz208BDTT294S136,Vil109BFP103,LYZdtt342,SLCFP070,SLCdtt022,LYZdtt366,SLCdtt070,LYZdtt354,SLCFP022,LYZdtt330,LYZFP354,SLCFP112,LYZFP306,LYZdtt306,SLCFP004,SLCdtt004,SLCdtt112,SLCFP094,SLCdtt076,SLCFP052,SLCFP076,LYZFP330,LYZdtt318,SLCdtt052,LYZFP342,SLCdtt130,LYZFP318,SLCFP148,SLCFP166,SLCdtt148,SLCdtt166
PWY-6125,180066.2366,53942.1454,2424.8767,29468.9385,32517.7179,15926.2365,32904.1476,27765.9838,12374.068,39169.3856,178055.1751,31253.8542,9037.8113,71610.1421,11360.005,15847.1143,137529.321,11475.3024,70512.2441,52066.766,111060.9073,13517.9378,32241.112,22921.6349,99183.7258,36166.7831,6356.0128,51418.4931,41198.5966,61605.1947,68313.137,10945.2206,64460.0616,16924.8418,33319.4883,18339.3802,12738.4073,17919.4765,27340.3566,89161.8176,33912.1079,17000.7994,31481.6507,57440.685,51348.5084,22642.9039,105787.9625,10396.8148,46788.9416,42129.2525,66074.2331,5761.5149,9206.4799,16938.8254,48510.7289,3195.4657,24337.385,21738.3274,26527.3908,20955.3462,30017.6578,5966.5897,14445.2147,41885.6836,30369.7233,32148.4158,20855.8025,8363.1721,29824.7354,11039.0632,10443.1999,180841.8979,6760.5463,139253.1397,26579.6325,14326.3439,12547.4177,1118.595,19265.0888,67411.8285,30329.9247,83294.8797,52006.2278,151646.1745,31531.3162,49619.4502,5110.7063,50386.6026,13965.3297,77102.4762,25641.6771,336979.2428
PWY-6126,184334.4481,87855.3187,2723.7205,46962.2551,61175.6957,26345.6562,54202.6095,87195.7203,18209.9642,65719.1566,180652.9126,53155.0672,15803.5135,74743.8623,17508.5425,20353.5865,156472.0371,13654.562,138442.0971,56956.5052,120074.2606,24943.8358,54169.1374,31754.3458,111599.5984,41323.5038,6974.0631,89014.528,69341.0479,109262.3816,80104.3483,18393.1517,117401.0094,18624.4363,50819.0232,38125.6752,14972.4565,26414.3789,32472.7154,97115.3218,47111.9271,29276.926,43194.8748,67830.001,58704.5839,40013.42,109762.7938,16664.3447,73115.6979,81862.6239,106005.6622,6499.8959,13449.3839,25975.0863,54646.2501,3624.9685,46375.2842,28265.3823,39050.6971,35806.5091,69151.4504,8943.2324,37810.4349,47989.7327,42222.1808,49250.8223,36001.508,11053.7944,37547.7598,22290.9092,33434.0854,189869.4129,18843.8528,156608.714,35391.8404,41290.4817,20573.8797,3646.0174,39584.5174,73419.6726,47005.705,89771.8183,127195.0222,156802.3528,42097.5024,61078.5291,7071.9016,77167.2623,33983.2729,104260.5463,62965.7266,353452.3143
PWY-6147,3699.1434,16242.3866,1978.025,26747.1453,19631.5515,5643.7585,15043.3121,34777.8288,4563.799,20185.6407,2015.7237,6036.2927,5464.2004,7185.1584,5096.6877,5258.6739,18019.5217,5545.7154,16190.5246,7839.4666,4129.9586,5798.9957,22700.1035,7291.3715,17288.0623,4446.9627,4132.2487,16898.2452,11259.3945,21039.0846,23491.2571,4049.7724,19430.2408,2272.6626,11491.3768,21176.3516,5777.5077,12207.9757,7876.8511,6781.0196,8716.7672,3785.7034,16052.4069,28914.2531,11182.9593,8611.5545,8410.8525,4334.456,7796.3716,10345.608,13393.2025,4888.2235,5447.4092,4074.8745,8407.8347,2704.4593,23095.4888,8485.6482,11374.3833,10483.9507,7579.7834,2458.8461,12742.9982,4819.8055,8980.1043,16963.128,16722.9641,1650.088,2398.1744,2769.4349,5387.3727,5864.4696,5859.1118,57442.0813,4837.2764,2759.3928,2121.4327,488.5798,4791.0665,5740.6196,11154.4368,1946.2101,18551.6619,18869.8888,13562.4692,1422.7352,2365.6073,21574.2298,22472.9951,15695.3202,34417.2209,33426.7632
PWY-6151,156390.0446,53447.4498,2141.923,43502.7301,47879.3596,18019.7864,37903.2054,64252.0393,12572.8684,45547.9308,153561.3819,41834.6833,10287.6292,60851.6259,11269.3652,15609.179,122829.0958,10422.2826,95064.1094,46199.0265,92059.5381,14811.0713,32147.506,20346.385,87961.9767,32727.8492,5531.9965,47800.0761,48919.3762,66826.0392,62009.9295,11892.3588,77913.6952,14608.0719,34120.4645,36501.8204,11312.6713,19562.3057,25441.6535,75517.6199,35413.1725,21271.3795,32977.6479,22272.6126,44119.0339,27557.4767,93357.294,11409.2705,48537.2923,53957.8095,66489.4561,5101.3976,10289.4988,15557.9208,43465.6818,2849.7899,33402.3578,12137.7268,29208.4513,20090.7296,32589.4385,6663.2408,30394.0513,38399.0254,25606.6062,33822.5045,26204.2304,7468.5329,28109.7891,16725.5139,22548.7514,159959.7185,11963.8977,115232.4278,23594.8217,20365.4127,12993.0805,2036.1793,15311.3415,59349.3865,23571.1289,72334.7591,103606.0174,129713.1162,28902.5968,51766.8126,4268.1082,60567.5979,24694.8673,78343.785,48353.4816,282442.1411
PWY-6163,8426.9499,17871.0749,2219.9261,45438.1467,36375.2405,11420.0298,26734.5234,67958.7715,7885.1961,27568.4275,4958.5736,25379.8044,11167.5514,9540.817,8472.5483,8535.5069,11140.8375,7753.8133,34968.3641,11167.1197,3748.4929,12508.6559,32420.7915,27688.3412,27516.0598,11177.8384,4650.1578,18570.3242,16134.3944,32654.2407,16234.3042,6705.6559,28312.6183,4157.2534,11771.8206,37031.8671,7958.7927,14923.789,11677.854,9956.3217,3682.5313,11327.208,20899.1807,27526.4073,18159.927,10344.6821,9182.5582,6783.7044,8983.5055,17467.731,7848.156,5445.3654,6981.9108,16210.248,7921.4016,3021.2411,38688.8555,8458.4404,22683.9626,18943.0014,10269.9564,4573.8585,28542.589,12772.2846,9552.0493,25341.2084,25321.7861,3055.0246,24988.1486,7709.4139,31062.2059,16640.2493,8639.524,48471.3521,21337.0351,1859.9788,2089.3383,1442.2672,4227.7126,9679.7869,7728.7047,3089.4131,89990.8366,12638.934,10028.8129,9794.8273,2990.9113,44690.0028,35373.2697,35927.3818,61827.7879,14458.5687
PWY-6165,0,0,0,10.2818,23.343,27.7197,28.6161,14.3765,0,22.7358,0,0,11.9795,35.4289,43.5239,0,0,94.0838,0,0,0,23.8232,33.9558,281.6411,9.5944,0,0,0,0,0,129.8377,11.938,0,0,0,11.4217,149.3705,0,13.2834,107.0092,0,0,39.6829,0,0,0,0,0,0,0,0,0,0,11.9512,0,0,0,0,15.7071,0,0,0,0,0,0,116.2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.2613,952.6426,3.9989,1.9972,1.5997
PWY-621,208691.9049,63883.5185,2939.9582,58272.1089,39963.8527,21162.4701,53194.5395,73240.186,15455.9941,53238.5786,205438.0446,37115.6298,11497.8576,81026.6867,15254.4,22862.0467,152434.2948,13446.3481,91359.6108,62179.8673,130207.3067,18014.0774,51355.3841,31228.3258,119885.8027,44828.4752,7985.1199,60516.6678,60830.5891,75101.3415,64942.9395,13658.9843,84011.871,20205.1081,36834.1007,47753.8949,14566.3323,16832.2109,35141.7732,105347.3043,37767.0163,20340.6647,44937.7822,56150.7315,62539.7629,32240.4181,126134.6792,12215.8611,62610.1702,69719.886,89751.2114,6936.5767,9798.4212,20998.5288,55901.4539,3863.2639,50350.6127,26717.4838,40449.964,29088.9162,58823.0273,8100.9189,22856.2454,51250.3301,38759.8434,40609.8408,25146.6803,10544.9132,37563.3774,17921.4556,12277.8363,214546.5878,15166.6326,143669.7996,28775.6004,34696.4562,18166.2222,2458.1569,35288.3293,78991.8975,41583.9304,95239.2559,81016.2753,168330.275,38420.7819,67882.5671,6959.5162,76928.1451,36153.3166,85833.9243,65281.0403,376902.6348
PWY-6263,1164.3157,2291.0487,0,7608.1954,1181.4039,1354.6492,4998.2652,5814.2828,742.2588,5665.0175,844.0478,1251.2655,3074.4602,983.1533,1848.3646,773.6759,3582.7966,459.8498,704.1909,2859.2744,184.6453,1637.9607,6410.7122,11151.3954,5927.4386,889.5705,1.4995,4390.1826,2359.4933,5278.0114,1707.1419,1018.5941,6078.8262,739.6282,2803.3887,6807.1402,875.4798,4986.0596,1939.9006,2831.111,618.1155,1399.3756,2500.4128,74.8771,5611.2111,1582.1664,636.0588,873.324,655.0691,2413.3027,1405.9577,0,1939.5674,1121.1723,1432.0611,0,4967.8889,61.2251,2624.1201,7567.8398,2508.8288,863.2133,1018.2452,1678.1926,1796.2676,6536.0696,6307.1134,370.7682,266.5144,749.1778,3514.8898,1632.5038,1960.844,22665.5329,845.8356,314.753,293.9561,158.3351,268.2017,1332.2006,2085.4559,1648.5427,12333.0476,2145.0256,1615.7582,1540.1469,434.782,4882.4397,2490.1966,5451.429,2541.6994,4293.5943
PWY-6269,1749.4123,12589.1598,76.682,24807.6242,8307.101,5731.042,8092.971,33551.1831,3752.4371,10526.5235,946.7676,4625.4364,2669.8283,5095.8501,2412.2924,2540.9511,14588.0616,3730.4396,16588.7126,3644.9066,3404.7258,4646.9687,15348.3044,17298.9061,13040.189,3759.8241,409.9619,15173.7972,5375.113,12848.4601,21407.4783,2172.5586,15301.2817,1013.2983,9431.2567,17131.4596,4493.0592,6351.3527,7179.5472,5781.5514,8530.0125,3430.7597,5716.341,10698.1981,7206.4743,4866.3406,1150.6522,1502.8686,5656.087,6843.1366,11771.2708,376.034,3588.1768,3322.1043,5276.4338,255.5883,17523.2222,4604.1451,10018.505,11919.5115,6972.0976,2038.2264,4709.5466,2771.411,5546.3564,13708.9233,2848.1482,1376.2727,323.498,2379.8939,2440.3297,2055.3504,5168.2646,49231.2664,4068.2889,2387.7327,1796.3456,295.8904,5002.0232,4502.3724,7692.74,1698.6442,5636.0546,17820.1029,5330.6906,702.5247,802.8922,21709.5964,19401.1813,14737.0319,27676.9065,22937.7636
PWY-6277,188891.2817,49278.5006,2207.7688,59670.0362,56913.2157,17766.7559,49248.9737,78109.3359,12853.547,50702.5087,184808.4263,43716.1206,12779.5676,75134.8626,14042.5079,23523.646,118980.1151,12159.0501,70466.0274,58543.8739,101634.8,15748.3596,52202.6804,35219.9194,116051.3227,39364.8393,6006.0022,47048.7652,41723.3547,67416.1837,70801.1594,10852.3163,60785.0828,18195.3551,27898.0981,46519.2808,13183.6995,26714.9375,33628.1416,88543.4147,24071.1612,20936.6144,46443.8753,45258.5852,61531.5319,25767.5937,114187.3957,11250.5763,31715.5446,45565.9468,46715.1695,5229.1886,13875.2871,15635.824,47874.9027,2925.2527,52250.3939,16423.5862,40765.0631,26937.9623,29010.6945,8379.8475,36690.8785,45873.5113,29319.1112,41835.6709,32327.838,8319.6122,25065.3749,15757.9981,22367.7618,194004.0053,10214.7359,157688.8605,21565.4958,8016.6732,8594.0977,984.821,14053.8856,68314.6731,26810.6333,74724.4201,124902.0788,158469.8212,33521.8412,65989.6554,6648.1691,78905.8801,38813.2916,89813.5554,71444.691,324126.4689
PWY-6282,9.7497,4.7398,2375.7045,6.7494,122.2751,1017.2052,16.8253,201.8836,68.0653,37.1217,14.2493,600.8916,51.7214,5642.7584,508.5656,2.9997,9.4195,7633.2753,25.8553,480.3111,7.4997,200.4595,36.4038,193.9122,8.5795,112.065,5682.0444,0,31.9034,142.6773,160.6212,34.1145,10.739,224.3103,189.8494,4.4996,7938.5148,38.5383,16.2246,121.0053,20.7498,17.4815,266.4115,12239.0183,5.9996,0,95.106,230.5648,44.6406,0,2.9999,5698.8109,0,499.4176,188.2129,3149.6464,263.2207,4849.3399,323.6581,218.8617,7.4989,158.2183,502.0614,532.47,0,628.8506,215.7898,36.4482,250.5142,8.396,271.283,633.4344,26.9626,378.3152,328.8125,47.8975,65.7517,0,32.3699,61.6134,33.7285,2.9999,551.1804,995.9474,66.9992,168.6396,30.5101,944.6106,1835.4067,1227.7932,679.256,19.1093
PWY-6317,158955.5735,77604.8666,2434.2611,48523.6504,53844.2944,21370.2662,47934.569,79211.6215,13462.1816,55786.6772,155101.2637,48145.8139,10565.8852,63723.6417,13764.4776,18363.4183,132929.8698,12163.8362,122208.876,49087.3915,104587.1283,18301.5501,45249.4346,25855.9866,95660.7899,33457.1058,6191.0242,78323.0314,59978.074,97507.597,69634.7152,13876.0638,101231.951,15178.7972,41389.5656,42536.0499,13179.8578,21453.1174,27582.0512,84205.6888,39633.7513,25842.9247,37458.7832,56383.1073,48978.2459,35088.7153,95219.9762,13013.3402,59808.0583,72167.7297,91978.3078,5831.9199,11651.5972,15788.19,46884.4764,3248.2385,43985.0099,25162.4344,34015.7282,28663.3476,61218.6165,7649.3648,33860.72,39407.8435,36520.9996,40423.8433,22784.3371,9144.0567,24515.7976,19464.0846,21599.4339,163364.8163,15552.8056,127327.8569,21374.7406,35802.5108,17417.6379,2429.1059,34845.5825,63102.8471,41112.2047,76379.8455,117558.282,135023.1651,36718.2102,55841.5692,5801.9846,69358.5627,33257.0587,91613.3622,62468.317,304698.9944
PWY-6353,2226.5016,2891.0511,3091.6795,6158.3817,9227.9717,6539.9641,10338.381,16899.3605,3414.1514,11590.8469,779.1716,4999.5226,1055.3578,10891.0417,3308.4257,4531.5122,13075.6403,12048.4569,1463.4642,5881.4505,153.5872,5711.8427,24487.1414,6348.8976,15257.548,4132.2203,7588.1458,7527.4184,2742.6994,3319.6432,4864.2575,573.307,3505.1677,3008.4275,2656.2321,4767.3284,12933.2007,2627.0717,5147.1054,7406.6569,3400.9313,1447.4832,16005.4586,13131.6322,11367.732,635.9895,1767.281,2514.5278,991.8955,1339.9418,475.5347,7406.5244,1632.0351,5157.0401,5947.4543,4104.1671,16153.0564,13968.3313,7929.5518,5696.2975,1450.3864,2333.4423,6138.4996,4035.8393,11570.8994,9929.3844,2896.0769,1759.1712,1007.7227,934.1698,2706.3182,3396.2663,2488.1969,26031.8339,1930.2733,1241.1289,1057.4315,21.465,3812.5083,2849.8231,10593.3644,566.9279,6994.5133,14905.8576,4114.429,985.5766,3267.5978,22401.7358,17736.8863,8927.0895,24497.8648,1787.2139
PWY-6385,173557.1836,75371.4482,2294.872,49550.5406,53348.8457,22844.3824,46562.3835,78596.8232,16353.2206,55816.942,170898.2508,47142.0343,14477.3842,70117.605,15399.6349,18322.8684,137601.2508,11983.9176,116854.4329,52596.7279,110335.4969,22429.8268,48696.7773,30899.3374,101102.1217,39160.8129,6067.8153,76218.4706,57734.9462,94836.0694,69382.0427,16004.265,98323.9614,17571.7803,43096.0251,39846.0341,13101.2894,22574.1232,29452.7947,89441.113,39378.26,25264.6381,39077.8819,57087.5342,53427.6547,32970.0513,103944.5289,14525.3674,62350.8256,66961.583,88774.9435,5419.2875,11296.0333,27056.1514,49008.1556,3025.0378,45369.0569,24124.3245,35483.8678,30781.3061,57179.0552,7924.2191,33212.5616,45029.4135,36051.7096,41908.3081,33826.9048,9847.8503,46579.7072,17641.5814,34525.468,177659.277,15446.7078,138965.3405,39824.0241,33815.2831,17275.7861,3146.6402,33692.2125,67233.4041,40346.8784,81502.5273,108864.4644,145189.0031,37393.246,51924.6533,6390.088,70319.7514,34286.459,91992.047,62459.6287,325285.3933
PWY-6386,171140.5755,73136.6116,2270.7303,51248.9941,53021.261,22418.7236,47652.1033,78381.9817,16223.5899,55404.3565,168325.1771,45738.2559,14720.5066,68935.4814,15534.8728,18516.8468,134619.8849,11769.5209,112712.4828,52111.6451,108072.3418,22171.9764,48414.023,30858.0758,100913.0779,38739.2416,5982.188,73657.7392,57261.6237,91733.6176,68788.8949,15953.5399,95570.4832,17357.6096,42081.442,41481.3512,12853.7492,22939.3268,29219.931,87774.0962,38319.9814,24597.248,38866.4249,55141.721,53138.8254,33115.1602,102230.6946,14293.6168,60770.0863,66943.5702,86592.0585,5364.3534,11640.4316,27108.633,48085.9085,2996.9061,45736.3614,23413.9861,35883.1544,30683.6449,56698.2348,7827.1233,33155.599,44777.337,34978.8653,41865.2937,34140.1484,9680.107,46810.575,18075.0738,34789.2855,176582.7326,15021.114,137265.3676,39928.4627,32482.8846,16770.0605,3089.3314,32594.8678,66075.5163,39202.5232,79824.2845,110368.7512,142778.5038,36631.5135,54513.2055,6308.6474,70001.0756,34543.0874,90342.6635,63128.3498,319071.4008
PWY-6387,179536.9908,77129.2635,2333.5593,52850.124,55510.7233,23333.4091,50706.769,80446.5719,16713.907,58030.4371,176496.9955,48162.7675,15089.7482,72005.8642,16223.3602,19436.8338,141141.0738,12278.0698,119258.1406,54480.4734,113444.741,22880.4733,49543.856,31237.3189,105816.8263,40172.349,6208.4022,77729.5433,60688.3427,96646.6093,72373.9778,16665.4636,100907.429,18043.5405,44081.4622,43693.5079,13432.921,24079.6415,30290.6385,91815.1665,40292.4202,25986.2337,40188.1096,58105.835,55328.5457,35378.9652,106887.5779,14897.4013,63858.2875,71840.1882,91647.4724,5503.0611,12415.2219,27612.1713,50251.194,3072.1975,46253.2802,24689.7507,37041.7847,31824.9178,60809.3037,8093.4626,34763.4766,46688.1571,36851.9447,43517.1508,34735.4808,10100.0364,47736.6114,19724.7024,35727.8003,185676.3617,15674.0286,142229.2656,40729.7003,34449.5075,17663.4926,3207.4231,34363.1673,69023.088,41167.2416,83701.5711,119297.2312,149258.3383,38203.7371,60189.3877,6513.7846,71841.5984,34732.1476,95240.4898,64178.6191,334203.0315
PWY-6396,127.9184,207.0879,0,173.5513,4064.4814,372.8597,384.5444,200.9337,63.643,242.0405,43.9903,280.7239,97.6874,3284.8372,55.5534,43.8626,159.8228,230.5499,926.5481,632.4862,565.1357,47.7771,327.2135,414.1158,2389.9077,15.9931,27.6507,199.075,250.1295,119.6975,1221.1857,110.6571,1564.2793,35.9249,719.7549,271.0866,306.6198,63.724,284.7351,505.196,75.8441,243.6916,186.6278,31.9287,163.4441,380.7893,63.965,0,191.11,426.6621,460.4735,0,55.6305,47.8254,99.8038,0,99.2966,23.9318,919.9569,192.5779,35.9427,31.7814,1973.5909,4204.9443,103.5757,1260.606,277.0148,23.9212,5616.3157,538.1777,205.3248,3817.0331,295.5396,2012.9748,131.2762,103.0482,27.9246,23.2379,285.9782,151.6703,87.6973,143.7584,954.7827,2473.0467,43.9338,471.1617,47.4489,274.0378,790.5899,1705.4094,1183.9165,4520.1492
PWY-6467,2268.25,4038.12,1978.12,7211.75,13931.16,1795.01,8084.76,13010.62,1336.5,10710.69,1447.5,2421.28,4367.72,3008.82,3499.26,1060.75,3851.07,4916.12,546.23,5099.89,562.5,2395.74,7503.57,10694.81,4522.26,2271.96,4090.5,3029.75,6439.32,9480.6,2396.81,2209.24,6151.96,1383.84,3359.75,8079,4974.33,7677.85,1927,3144.89,465.46,956.87,8844.67,26769.86,5333.08,3821.58,6975.53,2810.33,2260.99,3489.08,1709.25,4874.41,2500.5,1639.36,3544.53,2675.79,8345.39,7277.95,3253.72,6504.45,1911.83,1112.54,10080.91,2492.08,3349.08,8170.41,15119.45,520.59,432.39,578.32,4925.39,3355.52,1803,19084.65,1394.28,245.58,425.83,241.33,461.81,2655.98,2781.42,1119.83,17322.99,3448.88,7640.18,1488.26,860.68,10723.07,7699.44,3629.27,12447.8,10050.97
PWY-6470,390.3567,493.4686,0,379.8991,594.6453,1045.4244,209.3604,138.8503,215.2646,149.1274,146.2803,713.4808,102.0928,8057.009,35.9015,114.4575,414.0018,495.6895,2275.5862,1571.6968,1375.3929,100.2713,390.0393,64.593,5529.3112,38.3614,82.6073,476.9195,1525.1371,287.0516,7974.4436,268.5163,3921.6471,156.972,1767.8503,448.1363,460.9207,152.2076,371.9926,695.502,188.7294,595.5479,226.5325,98.2014,698.6159,911.5201,175.6787,0,728.3535,3635.674,1779.365,23.6938,141.7685,175.3782,294.2287,14.2131,250.2228,794.5157,2257.5783,57.4781,119.7534,54.7727,750.1843,8911.0127,67.0754,2416.6192,709.3823,4.7976,11694.3978,1102.7636,586.3995,8996.2384,149.6341,4786.7719,402.7773,325.7923,213.4311,56.4522,0,4368.4269,160.1754,1337.1209,2345.2483,5893.6945,121.9883,1156.3229,57.0529,528.0751,66.9471,4120.5953,97.3527,10777.0055
PWY-6471,162991.4029,68342.532,953.8548,32052.8627,32944.3203,19435.8976,38135.1524,50488.4505,14027.5547,47133.2381,160462.1409,35458.9426,8769.6036,65455.3416,12162.1105,16558.5924,132563.1694,9487.835,104262.6068,48169.235,103904.0272,17856.3386,40094.2874,17989.8648,94289.8201,35331.9445,4536.4389,69051.6623,52886.9175,81059.6923,64120.478,13479.4639,89311.4855,16028.4174,39573.0477,23354.242,10734.876,15550.2631,27084.6333,83622.8956,38545.0379,20770.4726,32660.9383,44018.3655,48781.3715,29609.7885,95879.6538,11895.9318,59166.6152,61607.7039,85410.1487,1565.6914,8493.8891,19935.8118,46101.9484,925.9445,32505.024,20777.7508,29670.3654,25120.8653,53729.1755,6585.8642,13045.9747,40568.6311,33624.8863,34576.4455,19206.119,8959.0014,34603.4733,15194.4975,8377.6245,166299.002,13515.9512,126405.7424,29467.8507,33008.8629,16674.6276,2660.2683,32103.1474,63261.8175,38030.145,77802.0568,44729.1797,137059.1857,33119.0005,47160.2682,5602.4977,55316.5508,15587.197,78057.9253,30127.526,306234.4394
PWY-6478,112.5316,189.6085,0,1646.3089,3060.8689,728.645,979.4504,6479.2072,525.3967,938.3923,203.7503,468.9213,347.6031,489.6984,155.3077,68.5863,814.2183,233.7474,214.3639,575.7904,9.6642,733.2467,2179.0489,1679.5312,408.7565,1080.8188,0,192.489,541.5855,286.0431,905.8199,90.0823,359.9591,191.8346,292.9468,1882.6081,354.1983,512.9919,547.0826,1374.6759,384.1134,63.0338,717.79,5653.6906,528.5765,91.025,303.1345,7.9712,175.4263,351.6341,210.1179,0,169.7314,489.9656,601.0385,0,2617.0177,1977.6893,1847.9437,1362.5554,368.0339,195.1217,2262.4902,350.5728,359.2461,2274.4201,575.9034,230.7567,24.7699,264.3747,234.5744,379.6785,596.3427,1914.7505,75.9638,56.0529,116.4389,9.461,731.9957,1099.3005,328.6625,131.5072,263.8358,1857.1936,220.0154,21.2722,115.8657,4841.5714,4947.6782,746.754,4985.131,173.0996
PWY-6507,3350.0489,5987.3163,1975.8284,3922.9954,18361.1723,3335.855,9685.8952,26564.4337,2334.465,13976.7893,1956.7966,4248.4554,4011.2686,1724.825,3455.2638,4653.4705,5224.8684,5637.0595,1149.005,6021.48,900.9545,4698.3081,16939.4778,3400.028,7740.7953,4522.9062,4112.0632,4054.9673,9356.403,12785.5368,3287.3331,2659.8194,7437.2362,1847.0019,4178.8812,8785.6529,5652.7199,7562.6379,2688.3478,4937.2994,1000.0734,867.9101,14457.7267,42025.5796,7054.6366,5406.2217,7560.2142,2975.9879,3461.1332,4932.5153,2344.3979,4882.103,2652.4043,3052.132,4715.5283,2708.9253,18092.9162,11778.401,6528.9427,5557.3748,2028.7002,1875.8349,14511.8936,3237.672,6058.3478,9498.794,14500.4558,1083.7892,576.0677,678.4288,5413.1223,4905.2228,1754.1698,15169.1709,1746.5022,499.3311,629.4829,273.4069,1836.0922,5472.5869,6185.0097,1256.8503,20326.7885,7004.5921,10329.528,1104.434,2089.3923,24362.6332,17542.9376,2690.1946,26360.8505,11473.3197
PWY-6519,17.8302,8.6834,2418.5892,12.3387,223.0547,1353.3373,30.7904,366.6148,121.1057,67.8998,25.9691,965.1678,93.9448,2267.1822,832.3811,5.4891,17.2385,7461.1819,45.6122,830.7817,13.6539,348.7802,66.5244,341.5622,15.674,199.9905,5639.1524,0,58.3255,259.2088,280.3909,61.9546,19.664,371.4934,335.1345,8.2453,7632.2631,70.3873,29.4658,215.0838,36.3758,31.3773,480.2066,17874.1725,10.9842,0,173.2149,399.0998,81.001,0,5.4934,5828.8683,0,768.0552,335.4128,3220.8934,472.7782,6530.5838,547.1348,386.5303,13.6891,262.8852,895.3694,855.6691,0,1089.3613,391.9182,63.6984,338.6671,15.165,478.2687,1049.752,48.6647,679.0884,528.7352,75.4585,104.5386,0,56.6532,111.6255,61.2871,5.4842,988.3964,1569.7034,122.2593,273.5142,54.6112,1651.1305,2933.7403,969.947,1208.5954,34.9934
PWY-6545,1920.8329,3396.8463,0,13496.325,4484.0025,2895.9985,7271.0085,9421.3448,1491.0942,8267.6623,1446.435,2347.5691,3967.0869,9515.6761,2712.3808,1786.6385,6283.3349,1157.4868,1448.5889,4800.3112,282.9042,2963.8813,11076.0681,15155.7125,13478.3028,2394.3013,2.2494,7254.3833,3961.314,8212.4684,3170.3873,1606.6898,9547.9543,1475.2923,4785.5422,8276.2034,1756.9885,6482.9417,5768.9771,4285.0146,1346.7255,2338.4475,4609.6449,228.5825,12411.0996,2219.9091,982.6184,1268.7614,1149.7235,3551.1808,2052.6261,0,2746.6531,2751.0972,2493.949,0,6891.6306,486.57,6586.8607,10940.6015,4460.4176,1398.7686,2020.3622,3688.5781,2857.4401,11179.6636,7253.2449,937.8807,305.6674,1186.0585,4435.8285,2203.3666,2422.8001,41339.9741,1868.8227,538.1707,722.9337,215.3766,1597.1704,3947.015,3412.6634,2783.9207,17380.5745,4548.5214,2709.7192,3390.6603,788.4378,6641.3672,5841.1365,11237.9536,10215.8924,7020.5073
PWY-6572,0,3.7389,0,0,1156.9233,370.7659,45.5931,1506.1624,86.7278,64.3923,0,84.2894,78.6609,55.8607,50.2158,2.6358,3.9545,86.3208,28.012,81.8671,0,272.3723,726.5486,200.1715,43.8224,35.9674,0,0,63.2257,25.7235,45.5059,27.5986,58.668,59.9346,47.333,0,86.7591,16.3275,5.8633,261.2317,22.3758,14.7656,148.1873,27858.3419,0,0,48.3591,0,32.3509,0,0,10.88,0,124.7808,203.0989,0,1675.2796,5542.6589,122.7099,89.1736,2.6629,8.0833,1037.0402,47.1781,0,714.95,26.5558,72.8253,1.8648,1.5119,66.5079,26.6042,23.4117,46.0385,36.2889,0,22.9159,0,167.4278,509.6547,0,0,28.6352,998.7324,42.0441,10.4124,15.6388,4007.3373,428.981,87.9497,1715.4025,19.7299
