#OTU ID,Vil103BDTT33,Vil105BDTT57,Lyz207BDTT281S123,Vil1010BDTT117,Vil105BFP57,Lyz202BDTT221S61,Itg02FP409S9,Lyz204BFP245S42,Lyz206BDTT269S111,Vil109BDTT105,Itg20DTT505S100,Itg24DTT529S24,Vil109BFP108,Itg26DTT541S37,Itg02DTT409S1,Itg06DTT433S26,Vil110BFP120,Vil108BFP96,Vil101BFP09,Vil102BDTT21,Itg22DTT517S12,Vil106BFP69,Itg16FP481S84,Vil103BFP33,Itg08FP445S46,Itg24FP529S32,Lyz206BFP269S67,Vil104BDTT45,Lyz203BDTT233S73,Lyz207BFP281S79,Vil107BDTT81,Vil104BFP45,Itg12FP469S71,Itg06FP433S34,Lyz205BFP257S54,Itg18DTT493S88,Vil1013BDTT153,Vil102BFP21,Itg04DTT421S13,Vil1014BDTT165,Vil106BDTT69,Itg10DTT457S51,Vil113BFP156,Lyz205BDTT257S98,Vil108BDTT93,Itg20FP505S8,Itg22FP517S20,Lyz203BFP233S81,Lyz202BFP221S69,Vil107BFP81,Itg16DTT481S76,Itg12DTT469S63,Vil114BFP168,Lyz204BDTT245S86,Itg18FP493S96,Lyz208BDTT293S135,Itg10FP457S59,Lyz201BFP209S57,Lyz201BDTT209S49,Vil101BDTT09,Itg04FP421S21,Itg26FP541S45,Itg08DTT445S38,Lyz208BFP293S91,SLCFP021,SLCFP069,SLCFP111,SLCdtt075,SLCFP051,LYZFP317,SLCFP093,SLCdtt021,SLCdtt111,LYZdtt317,LYZdtt305,LYZdtt329,SLCFP075,LYZdtt341,SLCdtt051,LYZFP305,SLCFP129,LYZdtt365,SLCFP003,SLCdtt069,SLCdtt129,LYZdtt353,SLCdtt093,LYZFP353,SLCdtt003,LYZFP329,LYZFP341,SLCFP165,SLCdtt165,SLCFP147,SLCdtt147
PWY-6163,9267.8633,4214.2089,11989.7174,17046.9788,48874.7864,14793.5261,20186.3708,12292.7299,10713.4144,10687.5658,17655.349,25988.2551,48336.3479,27027.9725,20657.6568,13300.4977,27567.7244,58003.4544,30274.5743,10593.1288,16846.4417,44421.4355,35431.134,47105.2994,23244.2126,29138.5199,19347.5212,25349.5232,8215.4324,14645.3006,5142.3878,29679.1304,31040.9905,18701.2052,17812.8473,26896.0125,9129.1987,35808.0982,23564.4326,16725.8208,8781.8648,7269.8729,4331.34,27911.3701,8255.2999,32561.7313,32638.0892,21491.2667,24066.3299,33349.5907,28451.3081,17619.0795,7393.2143,5804.2377,25894.6412,26588.8332,25155.7061,29587.8328,23593.7528,6212.5235,17083.5194,24668.7249,12718.4654,17169.3829,14175.0046,6887.0766,14750.0164,10349.1387,19499.9151,22688.1331,11997.866,9153.4283,21662.9997,237023.1459,19983.4279,103105.5423,7606.6624,869410.4826,18644.9877,16400.1467,7248.5622,912511.6826,17394.4998,26176.1362,7926.7341,73148.3637,31289.1134,29356.3785,25338.8301,77320.2985,35892.0443,20640.9424,51834.6023,18798.3034,41111.4795
PWY-6165,295.2884,0,15.8787,807.5043,0,0,0,0,70.0339,272.63,21.1152,0,18.5558,0,51.4816,23.7999,19.2649,55.8243,0,0,28.6557,14.531,0,33.7825,9.899,0,7.7266,239.3603,0,7.0903,0,19.7941,13.4696,7.9821,0,15.977,0,0,0,31.6985,0,0,21.8135,0,0,0,0,0,0,16.7811,133.0583,24.3638,48.6256,0,0,43.3936,9.6912,0,0,0,0,0,46.078,17.4385,36.677,0,55.1719,0,77.8328,263.5419,140.4817,0,0,0,0,0,0,0,0,0,0,0,0,26.1413,0,0,0,0,382.914,0,0,22.7923,1.9828,266.2141,1.989
PWY-621,14696.6216,5396.7759,14918.4087,15759.5783,47461.6514,21421.6991,21202.708,21575.7057,14114.46,11817.0774,29481.7063,31287.2845,78340.2981,33492.2338,31987.7005,67889.6396,41839.6811,112733.3114,46558.4773,19391.0559,20242.1396,47049.2071,41341.467,50521.163,31139.7787,33009.4372,18847.9515,32886.9845,14610.0634,18557.8549,6740.4041,35154.4591,41245.544,43412.5718,16092.4727,33676.8447,14671.9734,44127.4009,78419.6621,23056.2839,11723.059,21410.6613,42801.2374,32066.3951,10663.6162,51768.9217,40303.0983,83426.0868,60779.5128,35186.7255,39422.3178,25612.1392,37504.7119,9996.9047,30921.5598,44834.9809,42865.9307,37725.6387,28808.0813,14117.2252,28082.2008,30232.1819,18639.2751,28331.8166,13326.6881,10785.6004,15364.6953,18556.4261,21713.1145,159902.9937,28183.1566,9423.1563,23496.6775,369928.3699,116034.5838,109520.8712,14309.8562,1074209.057,19890.8845,402077.9488,11674.0708,87454.0135,24756.7659,24586.5603,24293.7425,126653.7817,41226.9801,31015.1207,41550.3518,69703.4316,52011.2133,21130.094,71127.6774,24846.6236,57440.5411
PWY-6263,1218.9497,51.4092,1382.5618,2471.5347,8782.7246,1150.9267,1967.8902,1160.1497,1032.8411,930.4318,4740.196,2193.6052,1228.5472,2606.1116,2591.0565,1956.5012,1446.1301,6422.1496,5125.3529,1051.5893,1731.1219,7122.6928,5395.4944,6182.9471,3361.5479,3239.7498,1193.0757,2252.8938,1137.9149,1782.3729,183.8567,3619.7982,4857.1755,2619.0659,2056.6089,4693.1996,216.7073,4434.5701,3348.057,1525.0535,374.5028,890.3144,100.5598,2345.0437,597.5566,3871.6385,3768.6728,5880.7658,3319.1956,8516.7459,3076.2235,2473.8354,400.2226,584.2125,5040.9862,1295.6426,3365.927,4936.7319,1596.5749,1148.0098,1918.1694,4248.4176,2763.3568,2340.2989,2957.9884,675.3923,820.29,661.8914,1013.5163,10498.0268,1248.2414,1310.4684,1598.3354,31037.8862,5115.2776,15422.9231,484.1486,28701.968,966.9198,7663.2086,500.188,876809.7116,1245.3682,5466.7834,478.8647,48022.0287,5631.9847,5029.8869,1234.065,13903.8496,5114.7571,2944.9525,1971.5511,2050.0338,1314.8141
PWY-6269,4413.6462,1127.5042,6022.2622,7304.8861,25240.0876,9888.7812,8348.9116,8677.0322,6431.8655,5145.0101,9907.0226,16031.4765,4382.7658,17372.129,9335.003,5494.7965,8702.6486,23715.8211,13856.6924,5093.4413,9565.2429,27783.8615,15376.7917,20916.8788,12739.4022,15450.3468,10991.6285,18636.3025,5105.4431,7097.8591,2340.5709,12218.8405,15032.2168,9593.6193,7631.5196,12327.5983,6725.0969,15336.3119,12085.1063,7766.3355,4062.3957,4140.5117,1021.6261,14862.5025,5161.2072,18807.0035,18554.5521,12126.6732,13005.5465,13601.2592,15448.3824,8896.1675,12615.6031,4250.2453,12754.4569,20290.3224,14309.9336,18349.5971,16045.7824,2888.7912,10570.9452,11594.6124,6802.998,10055.2137,5829.9881,2736.6092,7713.6728,6552.4859,10691.2208,84376.5097,9915.8342,5544.5209,15176.8783,214801.9966,15661.3497,54237.6811,4326.7529,759861.5885,10583.544,37736.29,3623.7418,67519.5655,9206.1472,15509.5248,3679.535,28769.3675,22562.0458,15655.4868,10758.9438,39675.286,19578.3383,9578.053,25211.6123,8855.3686,16562.6704
PWY-6277,17689.2257,4076.3545,16197.1052,20618.7581,53275.9748,20760.3516,24428.92,20435.9737,14878.5872,12606.9355,31735.9966,32037.0337,90667.6815,31214.6842,33183.3851,64200.2912,50849.7775,122659.8224,49816.2847,18286.837,21167.5642,49648.3222,44676.1993,61793.9912,30401.6623,35721.8581,21662.6245,28761.2908,14365.4031,20226.7906,5360.3571,36959.0842,39466.5647,43360.7572,20464.5371,34332.2705,12625.5257,47707.4674,75586.2969,23835.7552,9194.6167,18374.6767,9015.4801,34068.8167,9050.666,53260.1783,41258.0501,75021.6129,59021.8961,41051.2073,39622.0547,24800.0319,24024.9679,9526.9971,31585.5731,40028.674,38918.7371,37539.7251,27672.0077,14315.4885,28255.6731,30827.8384,19066.272,28981.8872,16530.9954,11001.1399,14849.0256,18062.534,21497.9668,201526.7881,22428.6086,10206.53,22420.8734,327205.7034,108025.1085,113940.6055,13535.8844,845444.7585,20136.4965,378515.6465,11941.6734,1093312.735,22284.3231,30404.1267,22968.4319,145636.3454,42478.2071,32770.8799,38197.9239,80558.5599,53507.2725,26750.5088,78614.2833,23649.3396,60483.052
PWY-6282,228.2218,4375.3341,150.4956,2257.1594,231.1333,112.0452,69.3083,96.7898,165.8673,6754.0651,49.3576,114.9481,175.9922,88.8276,331.5459,181.8642,323.7106,7367.1415,176.1801,257.4609,78.2389,250.6026,120.3084,178.2038,57.6804,112.7674,84.4645,385.3864,60.9431,88.4663,5276.6556,170.3662,115.08,124.6123,37.516,131.1212,7343.8684,163.2911,153.751,1293.0603,9117.3097,12.3547,194.0172,96.3349,7267.7573,86.9675,151.5277,203.246,226.1804,214.9433,140.2052,54.2826,259.3626,46.6562,104.3547,296.2368,66.7402,146.2827,75.1709,122.2047,65.3032,114.7076,61.098,86.4415,518.2449,147.4971,284.5963,38.6466,252.7158,5488.5767,445.7831,150.9155,85.0128,830.6419,809.4069,935.2057,47.8899,1092.5024,89.7521,449.8016,126.3001,648.5229,202.8399,282.7176,84.9889,737.6696,196.8905,497.7247,387.7448,827.9158,589.3353,274.9542,572.8467,1215.12,308.4353
PWY-6317,15444.265,4520.1639,12740.4058,18207.554,44172.7454,17932.2669,25920.4086,20365.9618,13002.0582,12263.8909,25299.4513,30000.6694,90018.0051,31429.8088,33062.5541,53692.177,51553.1596,91384.3525,39513.7714,17067.1917,18930.406,41232.1332,40159.0239,52835.1221,32193.8554,35809.5557,20863.3194,27514.8608,12811.3415,16190.0367,5657.5515,32545.4751,43760.6466,36243.9598,18280.6308,32793.0442,14338.3316,44657.109,63740.1083,22797.7237,9727.3066,18630.2002,43308.9563,31066.3234,9014.2779,46354.588,40684.031,71072.9195,49022.6262,33012.3479,33908.6626,23732.8778,49895.1694,9381.2607,32426.08,37639.3255,42466.7254,32256.9011,23887.8291,11356.043,24712.7804,34762.3254,18018.629,23701.2019,14465.6287,10011.7411,15821.2389,15726.8403,18623.6827,178418.3341,26844.4482,8707.9344,21598.516,312739.3229,93512.4588,104461.6919,12110.4267,911622.4107,16562.574,321473.1649,9956.3699,77259.9295,22990.274,21294.8077,19711.8744,95788.3917,34322.3112,29133.4538,36711.3866,70053.1571,46205.7175,26310.4621,71512.5403,23566.2468,52832.6148
PWY-6353,5214.2632,5642.0229,7047.2583,9906.9613,15847.3255,5718.2393,7024.8265,7117.1772,5197.8481,10583.6875,11391.3495,9039.4564,2222.1098,8060.0162,8064.2074,6830.6031,4630.0659,36166.1697,14782.1955,7756.847,8177.8858,14351.6576,8925.0201,22583.013,8460.483,11479.8627,8942.2005,5969.1208,4071.1614,8446.4239,6785.0454,12630.2402,15399.3854,11549.3874,5082.5461,7904.2735,10970.3712,19957.5841,11862.9522,8079.6392,11695.9147,3785.4884,1562.8011,8837.994,9543.4715,20813.0924,17044.5051,16559.5674,13800.0227,8988.2868,6875.8506,8612.8249,4240.7875,2546.2296,8343.6654,6530.8114,12354.0809,11765.3233,6838.3626,3632.515,10386.2562,10433.9298,4392.2223,8295.7667,4419.2882,4886.9993,5123.0602,2687.7277,9824.262,19341.0584,11123.8054,2407.0576,6351.2381,25021.6644,12722.9235,29047.3678,2051.6688,20902.3772,8997.5068,10508.6214,5158.9881,26423.4436,12061.1461,12832.1817,5462.7135,18404.1587,14686.739,8462.5539,10163.5328,20842.3145,13721.039,6801.475,13822.0608,13564.4446,19621.9004
PWY-6385,15897.8143,4206.9921,13215.9058,18925.1771,48347.4717,18083.1296,25976.0169,20363.8692,13714.8682,12119.2076,27055.6845,30772.4184,82326.1671,31520.0206,33704.9839,57420.6848,48612.7347,96611.5596,42802.5227,17661.5478,19726.1813,44082.6941,40341.4779,55558.1963,32726.3967,36596.8836,20999.7271,27377.7111,13307.3892,16474.0623,5378.7432,34171.0381,44463.1582,37970.575,18707.191,32249.7903,13912.4791,45755.5345,67977.9079,22872.6305,9213.8376,19490.4569,41931.78,31484.1799,8774.7078,47495.2489,42066.3851,74219.691,51487.6422,35404.7218,35215.6804,24835.9328,47261.8036,9385.1689,32895.0989,37271.4308,43366.3072,32897.4841,24256.7734,12210.2485,25534.0823,35128.6028,18779.7425,25582.4561,15311.0371,10009.1112,16029.9804,16405.1121,18693.9867,183895.2577,27296.2953,9355.1225,22953.9868,305816.5811,99199.9848,103773.2265,12431.2742,823810.4486,17694.4264,349402.0616,10285.3373,909592.4025,23226.9864,26802.6382,20754.8335,128302.6316,38526.5082,30070.1262,37407.7856,73984.822,46744.0057,27139.0902,71865.934,24019.9628,52462.3111
PWY-6386,15710.5819,4171.5604,13330.0139,18824.2009,48996.0774,18211.9045,25529.0672,20237.1719,13682.9214,11987.8921,26928.7372,30723.3553,83912.5763,31439.3795,33165.2054,56799.6518,49081.2733,96004.7832,42973.5734,17464.8363,19736.9749,44904.0077,41239.6139,55293.0372,32791.9456,36264.0816,20933.0946,27399.2663,13249.5449,16595.5907,5344.9118,34479.5498,44365.4792,37793.0123,18733.7079,33147.2484,13692.8161,45425.6064,67137.864,22807.0713,9150.625,19228.8878,40051.8515,31614.3461,8757.7408,47324.838,41832.7891,73011.8184,51093.8225,36338.8011,35672.8077,24802.1469,45698.9955,9347.103,33335.4088,36989.984,42967.8893,33232.0493,24600.9874,12161.8963,25458.4463,34715.604,18873.2454,25552.2286,15633.8957,9819.6294,15927.937,16379.8657,18863.3102,180958.3184,26792.4586,9568.9956,23020.9082,303996.0175,97742.9603,104388.2599,12404.5863,825091.4626,17966.6412,343353.0613,10242.153,910772.7528,23055.9957,26912.9939,20500.1728,127693.6256,38486.5612,30604.1867,37376.5688,74722.7109,47700.6905,26643.9076,71471.3317,23743.3851,52313.6355
PWY-6387,16267.2104,4274.6479,13502.6226,19249.343,49111.774,18434.7754,26452.1599,20782.9612,13984.2133,12364.9581,27545.9946,31300.6603,90957.7684,31981.455,34386.2554,59249.5089,52301.2855,98627.8695,43835.953,18017.0656,20053.2193,44937.7951,42518.9221,56640.3306,33686.9753,37242.2144,21394.6875,27670.2463,13580.7965,16764.8647,5474.3292,34970.266,45780.7871,38977.8309,19253.9229,34484.3942,14318.5498,46551.4276,69684.7012,23519.669,9384.1006,20000.1659,42608.8783,32336.7077,8957.004,48362.0515,42814.9438,76005.6982,52709.8262,36981.2268,36652.8109,25533.9895,48229.4656,9577.9094,34417.1557,37856.1712,44342.8683,33496.6553,24666.4598,12525.7951,26102.8819,35845.7289,19440.1849,26096.8942,16129.4887,10211.2076,16286.3218,16763.4459,18958.937,188867.9127,27893.5166,9702.1482,23310.3346,309586.2949,101803.8528,105901.3379,12695.0053,827696.2652,17917.7163,359224.9995,10466.3069,910313.4863,23573.0661,27202.4495,21229.061,131036.4096,39187.0894,30585.1071,38113.5508,75094.8538,48851.1283,27612.9756,73662.5146,24405.823,53788.2723
PWY-6396,590.1987,0,93.0555,859.0985,261.8202,27.8804,43.6893,39.871,94.2499,342.9176,91.4226,505.4465,3587.519,251.3108,166.2298,215.1977,689.5905,3322.5024,99.4988,0,70.9779,278.1351,659.6406,3599.9337,706.8654,451.3674,182.7176,303.8178,0,86.1784,0,1199.3828,360.9966,194.6145,39.5055,320.9883,0,43.8522,1630.6514,137.7465,0,166.1054,155.4065,55.6196,0,338.9985,254.1692,43.972,83.822,178.2926,498.5172,218.5584,985.281,11.9742,227.7692,103.3932,334.3227,180.2876,94.1136,19.9541,1521.6152,211.6637,236.7814,350.6473,509.545,176.2263,438.0542,79.3281,214.3633,10014.4222,2487.133,274.5995,289.5428,295.3841,243.451,219.8733,0,321.9887,199.1046,1180.8009,0,142.5152,992.405,146.9047,51.838,791.9074,789.1454,67.0618,1021.6564,210.4799,87.5699,272.1809,640.099,307.7142,356.7376
PWY-6467,2518.53,3618.5,2464.04,4116.26,11116.83,2060.33,2485.74,2172.01,1318.01,4520.09,4691.45,3340.11,4738.04,3719.67,4069.34,4349.21,7401.87,8633.84,10162.22,2008.85,2412.49,8651.98,9116.25,9862.04,5269.08,4665.75,1854.86,3120,1829.81,2686.37,4135.68,7730.06,6396.93,4315.39,2522.51,6731.71,7274.61,8540.07,5396.49,3380.6,7082.43,1303.23,3509.46,3199.54,4841.72,6320.18,4997.47,8359.9,6324.51,11853.71,5157.55,3316.14,1205.96,994.14,7110.51,1939.39,5636.17,5412.44,1840.39,2185.4,2643.4,5987.49,3619.66,3656.39,4586,1763.21,1869.95,953.95,3562.8,12169.43,1865.69,1608.48,1518.11,24347.37,6359.48,21549.51,1462.16,27225.47,3318,5587.31,1817.53,874252.38,3131,5371.15,2838.95,45561.9,4945.07,5537.83,2515.7,19803.84,8038.07,5566.85,11282.97,4312.38,8651.88
PWY-6470,673.0639,0,38.2481,260.1276,339.0736,0,0,78.8744,0,275.2067,124.159,498.0912,8748.2692,366.4984,223.8666,476.0359,621.1889,9580.6119,375.2733,16.7827,0,111.5252,114.7212,92.6108,378.7839,642.799,92.9789,71.7391,0,45.4288,26.1597,186.6096,904.5771,377.5455,0,90.8562,31.1097,21.5872,365.1801,316.0384,0,675.91,420.6721,67.0025,26.2781,267.1127,67.0694,38.3801,67.1067,150.1395,138.4941,881.1421,2629.5535,28.7057,47.9107,213.8555,1017.2382,16.7882,19.1775,59.6852,102.7193,414.0835,189.7209,16.7876,106.6935,4.7974,0,45.4637,0,21648.446,4.7991,71.1374,0,830.1545,1302.1836,702.2367,69.1774,470.4151,0,2975.5541,7.1943,379.5174,119.2938,23.9704,76.5091,1738.3226,35.9596,107.4097,22241.7139,422.1036,119.6243,38.3272,269.9424,38.3262,100.551
PWY-6471,12702.9111,1322.7024,8787.6787,9978.0481,25029.1103,13128.0037,18158.6814,17897.1858,10507.7558,6793.6472,22451.5165,21709.6638,58472.3163,22626.7852,27103.8481,52907.2297,36499.8051,84440.837,33477.4727,15133.4119,14082.0366,21677.4976,25153.8743,35482.6918,25897.1613,26338.591,12719.2213,17667.6991,11451.5814,11018.6829,2500.3042,23611.3813,35685.8467,33039.8518,9467.1402,22126.0035,9838.1263,33550.9832,61473.1822,16904.8247,4420.8382,17723.7293,38977.0124,20744.9195,5056.6861,39543.254,31905.9713,68592.7301,44951.4201,19156.7474,25124.4434,19772.376,44475.7797,8162.4812,23748.1287,30623.3896,36996.6354,21777.4293,14869.8759,10548.8453,20500.9771,27312.4266,14830.3762,21139.826,8003.3317,8095.8111,10362.631,14160.9866,8765.0137,174236.7494,24437.4379,5330.8858,15569.6242,235269.2123,92396.9268,49650.7607,10596.3785,247080.7473,8007.2745,330284.1584,8365.6641,26952.7991,18783.7886,17633.1212,18707.193,99434.5356,29517.2836,17659.3614,29422.0701,31128.8706,35217.4808,18706.8253,53853.1644,18440.0607,37431.1013
PWY-6478,975.465,0,989.109,2131.058,4191.7322,1547.2066,1468.8445,1202.1507,1392.766,993.774,1405.5521,2748.557,392.4963,2378.3079,1697.8044,1115.9414,1073.7291,6667.7731,2867.6164,800.9113,2149.4145,3947.3626,4344.8272,7039.8582,1604.0127,2313.0412,3086.2321,874.3044,795.1616,1572.9827,118.2856,3084.0158,2721.8259,2041.8825,1780.2883,2914.503,2811.2278,2697.8524,3021.9437,1789.0441,405.7957,901.1261,391.1689,4395.0809,439.8713,2762.4768,4462.3403,2609.2904,2930.0217,2304.8698,4742.5198,2349.37,248.8275,507.1879,2085.5527,1634.2374,2289.4946,4059.6821,4013.7737,871.2395,3856.0843,1768.4556,1125.8451,2608.8336,2074.4272,700.3974,2181.3527,1411.7492,2748.24,1020.7691,2908.7239,1505.3474,3301.8075,2312.5455,1621.4639,7307.151,1032.1346,3496.3284,3065.1356,707.7734,818.7042,3185.2079,2192.3544,2540.8353,719.9189,3007.0668,5772.6184,2831.8092,2481.7055,7129.0772,2901.6104,1651.0393,2864.7574,1797.2376,2457.2225
PWY-6507,3648.8807,3710.4376,6294.817,5991.5107,14732.7622,8627.2508,5620.0322,4480.0248,3394.8417,5873.0338,8387.4589,8521.7777,6892.636,7872.1473,6660.5498,6463.5497,11378.4519,35021.5533,14560.8964,4403.6454,7694.8546,11591.2181,16458.0246,14291.5461,10412.4296,9411.5688,7817.2635,3527.8862,3040.6554,8190.9147,4360.083,11926.8265,15136.9809,8733.9577,4518.3013,11664.9466,10159.4672,16062.6454,8995.472,5897.1265,7400.883,2544.3889,1828.8237,7909.2595,5885.9923,16947.3752,16723.5266,11548.7459,13561.9662,13066.1607,13381.2172,7813.7037,1615.8186,1838.3444,12884.2454,4767.0843,10243.3785,14605.4934,12091.8996,3230.7439,8176.2381,9891.4813,5303.1843,7667.8693,6388.2048,3377.894,4777.0035,3447.8616,9986.9382,9386.7118,6159.7401,2773.5008,5607.4436,11666.4541,9233.8579,41943.6264,4277.8266,19065.6147,8736.4089,5097.1613,4774.2774,14816.9211,9155.3472,7989.0869,5169.6225,6265.9869,8162.0106,10856.3252,6915.5857,33623.9294,15195.181,7553.3576,19453.8208,9992.7033,18691.1202
PWY-6519,392.2045,4449.3831,265.4683,2960.2634,416.0317,198.7302,124.4805,172.6426,278.9564,6630.2651,89.7351,206.0977,315.7118,160.1604,576.0002,325.3762,578.967,6254.4049,319.2153,425.4783,140.3015,448.2265,218.6162,321.6491,105.0019,203.4071,150.6716,626.9194,109.4151,158.6176,5323.9295,307.5707,208.27,224.3324,67.947,237.1122,8465.066,295.6879,276.8003,1910.1862,9169.5967,22.5105,323.3782,172.9223,7092.3082,158.0812,271.9374,366.7863,405.7631,388.3848,252.4378,98.3731,406.8177,83.1083,189.2591,493.8871,121.4347,261.2151,133.2215,215.7603,117.6272,207.5441,110.741,156.0263,878.6339,254.1689,477.5339,69.074,444.0778,7245.768,711.2915,255.8944,146.5306,1459.9991,1368.8767,1663.4154,86.3722,1912.8982,162.0355,760.9431,222.4611,1159.6558,357.3392,482.8811,153.2467,1227.3651,331.1361,834.116,638.4564,1472.5604,1028.9041,487.3879,1022.8723,1871.0243,555.0093
PWY-6545,2356.675,108.3402,2624.4202,4951.9662,10223.1109,2880.4944,3832.2076,2225.298,3130.9259,2740.3706,9131.9891,5490.6313,2255.619,5359.5549,5841.6895,4304.4737,2478.7323,21300.4559,8669.0132,2421.4813,3412.2114,10547.0776,6164.392,10453.8087,5247.9194,5656.7115,2804.4349,4475.6189,2243.364,2660.6736,454.1982,6029.0172,7072.0628,4610.8696,3227.0831,6973.2451,1250.6907,7370.2477,7410.052,3644.475,858.7572,2321.5901,211.0089,5049.54,1414.2042,8689.9582,6336.8704,8032.0663,5504.0745,8582.7297,6300.6489,5031.0665,1704.4785,1258.8958,6555.2394,4475.9211,5758.8056,6000.1963,3892.9719,2417.3833,4943.5868,5118.9621,4908.6976,4770.4569,3857.1113,1327.9341,1821.5514,3705.1631,2536.8834,22763.799,3917.1315,2229.7127,3909.0575,60761.9772,6549.4588,17147.2508,1482.8493,52550.77,2770.9589,14899.8229,1320.5659,880605.4705,3745.0501,7576.9068,1938.095,83697.2058,11724.2623,4686.0826,6225.0873,9833.6802,7408.1699,4300.9783,8386.2562,4158.969,7508.2036
PWY-6572,247.8602,2.4828,392.4491,393.6843,1506.7746,188.7915,123.6578,132.6114,224.0212,125.8511,208.5277,255.7671,70.9537,208.4831,225.0174,306.4286,809.7585,420.6431,315.8829,76.8664,394.5741,404.5821,407.0251,490.3645,319.3236,310.8188,579.0278,153.2714,168.1384,292.2166,24.9978,522.4558,233.4242,186.7738,83.8246,261.3093,4454.9851,713.9655,471.9243,499.9135,36.4629,93.4609,181.5761,176.0464,27.5785,835.3281,730.0553,243.1197,299.3519,296.7349,342.0034,169.1811,229.9549,85.3949,158.4211,115.8353,315.7403,363.4478,97.1997,125.5555,192.9432,287.5176,209.3465,246.9412,536.8765,272.809,428.9362,109.5962,1241.1284,70.1586,560.3683,104.3072,160.5286,1020.5321,1686.7798,2225.0293,294.4244,773.4666,203.7621,38.9348,421.6532,444.9896,435.7569,321.5137,374.4695,158.0849,154.6019,874.8423,266.1995,2678.3841,908.1412,132.4665,793.5277,258.0308,1193.094
PWY-6588,1161.5399,4988.8482,2343.6607,5205.8068,13635.6917,3268.7186,3184.402,2512.2367,2881.4413,8793.3719,2658.1612,6295.4205,497.0187,5007.0734,3175.8497,2394.453,2525.3652,8181.4604,7235.141,1910.2406,3940.5728,10983.9274,4573.4549,10755.9856,5074.7532,7268.8531,4372.8495,2809.4109,1453.9355,2499.3717,6180.6539,6209.089,6124.1718,3906.0289,3491.8077,3954.6467,3426.2011,7637.6504,4943.7581,3283.8278,10635.0243,2058.4562,165.2558,6290.6831,9529.8468,7018.2637,6972.0027,3482.2288,5660.5344,5248.2533,3534.5342,4441.6564,512.2056,1042.508,4357.0811,2746.6489,8323.9272,7239.8741,6110.5844,1258.5997,3684.188,5567.5413,2394.5189,5198.7495,2087.6986,869.0649,2329.9122,1542.4542,3255.0837,1277.3727,3111.7788,1666.948,3764.9484,4709.3386,3656.9339,15307.4977,1329.2323,11579.8135,5608.8025,2121.3855,1182.4834,18967.144,3668.7019,13133.9182,1183.6293,10231.75,7682.3742,8741.876,4164.0977,22336.151,9725.4249,2224.8626,6079.3685,3969.6697,6465.2324
PWY-6590,801.2067,78.5395,271.7552,3202.1073,131.0265,89.2663,44.7457,13.4734,309.418,1376.4028,77.9589,93.79,477.4835,184.8813,602.4664,206.7875,150.0514,8158.5224,176.6798,589.0416,53.652,137.0378,71.6647,1000.2432,60.4378,78.2735,13.4762,1052.4597,55.3298,8.982,376.2073,311.5245,457.0168,101.0853,13.4782,341.7983,3915.2885,73.8778,168.9196,2095.2467,758.9029,243.1502,100.668,131.5874,1819.9956,71.6989,35.92,24.6862,38.1506,215.9221,356.1101,407.1982,312.7949,0,138.0508,695.2129,385.9762,34.8191,76.1805,284.5451,61.4128,97.0269,193.436,29.1476,142.1776,0,123.5265,73.4111,117.5599,2534.4777,167.4529,42.1233,75.7236,1366.5156,1259.3566,1476.1789,32.3963,1362.7364,0,972.4743,29.987,1517.4351,60.174,127.7863,160.1203,876.7008,34.762,360.0141,11065.1798,1241.55,489.6725,75.1321,321.7037,2293.6046,129.5518
PWY-6608,3661.0226,6021.1057,6421.5911,9719.6331,14202.6043,4738.7351,4919.6643,5353.0174,4426.835,13754.9738,9354.0498,6878.2204,1236.6859,5772.9654,5309.1199,4328.2099,2711.9998,34396.3978,10933.9169,6139.6307,7017.397,17051.8331,7616.0639,18191.5613,5812.7324,8372.9644,9575.252,4488.8967,2997.515,7586.7622,7372.7216,9922.5034,11299.1324,8778.9428,4502.6628,5415.6742,11807.3624,15874.6223,7910.0543,6023.4634,12686.0502,2446.5327,901.1596,6781.9401,11272.6239,17123.1448,13693.5039,10880.0734,10020.8862,8072.2733,5924.9726,6449.0244,2467.7707,1792.4837,5699.4641,4690.3212,8534.7165,10070.0545,5832.7556,2581.726,8914.2276,7269.8995,2942.9184,6488.9017,3301.8453,3962.2968,4027.9365,1893.0899,9242.8294,11426.1236,8446.9709,1890.6281,5516.1867,15662.5778,8102.4128,24420.029,1325.2194,13221.8513,8677.6772,6013.1118,4322.7441,28166.5348,9991.8052,12529.5228,3752.4627,11509.4923,11993.2209,7256.9146,7487.5158,25448.8098,10365.4153,4813.8845,8942.7863,11519.0937,15003.2272
