#OTU ID,Itg18DTT496S91,Lyz205BDTT260S101,Vil113BFP153,Itg20FP508S11,Vil106BDTT72,Lyz206BDTT272S114,Itg20DTT508S3,Lyz203BDTT236S76,Itg16FP484S87,Vil105BFP60,Lyz201BFP212S60,Lyz202BDTT224S64,Vil109BFP105,Vil102BDTT24,Vil104BFP48,Lyz207BDTT284S126,Vil103BFP36,Itg02FP412S12,Lyz202BFP224S72,Itg02DTT412S4,Itg26FP544S48,Itg10FP460S62,Itg04DTT424S16,Itg18FP496S99,Vil108BDTT96,Vil1010BDTT120,Itg06FP436S37,Vil101BFP12,Vil110BFP117,Vil105BDTT60,Lyz204BDTT248S89,Vil101BDTT12,Vil1013BDTT156,Vil107BDTT84,Vil106BFP72,Vil102BFP24,Itg26DTT544S40,Lyz205BFP260S57,Itg12FP472S74,Vil114BFP165,Itg16DTT484S79,Vil107BFP84,Vil104BDTT48,Itg08FP448S49,Itg04FP424S24,Itg06DTT436S29,Lyz208BDTT296S139,Itg22DTT520S15,Lyz201BDTT212S52,Lyz207BFP284S82,Lyz208BFP296S95,Lyz203BFP236S84,Vil1014BDTT168,Vil109BDTT108,Itg22FP520S23,Vil108BFP93,Lyz206BFP272S70,SLCFP072,LYZFP308,LYZdtt308,SLCFP078,SLCFP024,SLCdtt114,LYZFP320,LYZdtt356,LYZdtt368,LYZFP356,SLCdtt024,LYZFP332,LYZdtt344,SLCdtt096,LYZdtt332,LYZdtt320,SLCdtt078,SLCFP054,SLCFP114,SLCFP006,SLCdtt054,SLCdtt006,SLCdtt132,SLCFP132,LYZFP344,SLCFP096,SLCdtt150,SLCdtt168,SLCFP150
PWY-6519,425.7321,494.2878,25876.1111,0,4287.7276,1675.5649,482.0985,135.5745,38.5157,569.2421,30.1212,352.8493,468.4471,999.5585,33.0931,392.1471,311.6675,6.2685,64.4861,335.6123,26.0798,42.4879,302.2385,27.221,6428.8029,4291.7188,21.9724,136.4023,383.5486,3651.8224,4432.9769,717.8,5929.7435,3304.9906,700.3986,43.129,441.0059,36.2078,20.0041,281.6286,359.7821,231.6744,1045.4218,16.4858,698.6355,123.893,353.4631,420.575,327.334,13.6952,74.2718,3.1893,4017.6939,4321.4527,31.7065,295.5606,163.4794,6.5939,3756.9755,2386.0533,0,29.6525,1041.0352,221.3653,466.9717,2784.5701,488.4964,6.5899,1640.5108,1012.8658,14.4641,501.2751,573.2478,73.4984,8.791,0,194.4677,31.3284,411.1985,102.8118,8.7927,3940.5253,0,62.508,374.7298,2244.2754
PWY-6545,5131.5043,2191.7969,1141.6996,14542.7431,57.9479,1128.3157,7777.2341,778.0018,9889.4671,7392.9039,869.5668,2026.9876,7087.6855,1292.51,8020.5061,8152.8467,6893.4174,7539.2667,3829.9149,2895.8148,6743.5399,4829.0197,2258.0043,1821.3025,69.2238,128.494,7754.5818,13035.5109,7276.3029,0,1676.8996,1356.6787,747.5392,57.7903,6384.7218,6907.6332,4352.3752,3562.437,5330.605,6144.0174,5719.6462,8353.7783,1148.1036,4428.9911,2358.6786,1018.133,3280.3625,3574.2364,1028.869,1855.033,4720.3882,4120.1363,5570.2183,190.996,4724.8438,9671.0171,10687.5065,2192.1079,7654.5345,8068.3883,4317.5205,2085.154,1779.2115,2700.462,967.6549,6262.0072,3348.4103,1126.5629,22196.7417,4776.5208,255.6048,3185.5315,2780.9202,1440.1171,2642.8115,1357.0449,1528.9796,1194.1774,1508.2989,3777.0665,2230.6709,6405.9546,31.4577,19880.146,20533.2994,8647.3457
PWY-6572,60.494,6.8153,11659.7217,3.7659,0,210.6914,69.3331,13.6463,87.2561,392.8533,10.3757,56.669,366.2124,224.4054,6.2717,119.5405,112.5014,5.2634,9.2943,25.5801,3.6174,22.6192,103.3049,2.6396,4.9282,0,13.0011,49.3961,1040.9326,0,181.0918,20.3621,1605.2115,0,209.7581,8.9962,26.4416,2.7258,66.5039,1046.4765,80.549,384.2827,3.2593,0,40.754,40.3913,29.246,215.9673,25.3089,2.5532,9.021,0,392.1985,4.1211,22.9072,470.8491,88.6201,26.3648,9844.3889,1706.6531,0,0,17.4455,0.9125,37.9106,192.2008,16.3581,23.7004,62.1789,418.8324,18.4294,127.3658,46.42,129.4148,26.2717,0,1.3043,0,34.7142,59.3511,3.1401,493.4534,0,787.4079,1686.07,857.0865
PWY-6588,1408.7898,815.8436,1298.4696,694.3498,4742.8976,1661.2662,753.9868,301.2056,1172.1821,3341.802,21.8847,690.4653,5837.5585,1132.5416,203.8851,708.538,1035.2528,115.8478,220.0682,354.0577,167.668,242.6439,840.1459,83.6414,7205.7492,3942.9969,75.7254,554.442,7433.9259,4032.7498,5027.6606,583,5249.4033,3614.0818,3069.218,804.2603,573.7274,60.8402,602.5192,5798.4723,675.0008,5178.8673,980.9303,109.0361,968.9812,279.255,412.8382,1308.5992,409.8946,69.4339,169.2445,104.9467,5899.1427,4237.7401,905.6141,10963.0941,468.0127,59.8201,9369.4606,3916.2769,105.963,35.935,786.2141,207.0161,361.5358,3628.1488,524.072,35.869,1085.5148,1888.9295,132.1056,1529.8269,337.8091,271.7981,123.1723,71.4418,209.5325,0,646.3594,180.9922,79.7289,1285.8774,0,819.3304,1786.3095,8159.5255
PWY-6590,1691.355,687.3426,1476.9553,987.1242,5.5678,777.9051,751.6436,253.3068,471.1875,627.566,66.7173,461.5934,356.7609,748.2027,204.8728,548.3232,1191.6968,108.1222,115.9291,327.1634,145.1067,437.8858,441.2684,954.099,18.9428,19.169,133.6075,745.1028,231.3334,0,1688.9435,638.9565,1114.169,0,728.919,232.8439,510.5637,35.0735,457.4808,73.9144,626.8384,287.8067,335.6243,79.4444,522.1571,172.8028,408.7479,601.0416,431.9724,40.7647,110.3469,32.463,4056.8127,239.0585,99.3232,63.9952,116.1693,40.9008,1340.548,1583.1425,77.4324,68.6638,304.2897,208.2736,396.0239,2744.5019,480.8923,42.0654,1842.9906,1285.1749,6.5479,512.1569,412.5932,645.7462,4.474,38.3646,142.6498,0,2276.9398,69.3239,0,1917.819,0,2660.2291,172.1972,176.3068
PWY-6608,2924.2948,2344.8054,22046.8664,32618.2096,5774.4187,3978.4655,11130.5173,1832.9442,15330.5917,5249.0906,323.0778,3237.8907,10680.4894,3329.0813,3488.1891,6985.155,3254.5514,2851.2998,3651.3174,2699.9927,999.8854,1924.6288,2320.7544,340.0733,8634.5165,6933.7254,3242.1252,10440.6134,13326.262,4929.2375,12392.6804,2175.8273,13121.6565,4456.1839,6661.1228,6293.8709,1470.4881,716.3962,4237.892,6819.8554,4599.9447,9410.8196,3075.8271,650.95,2627.8023,1063.8546,3311.9592,6286.0198,1209.1595,2747.3337,3039.9755,2739.9262,11659.0296,7078.4965,4056.8722,16457.5941,3260.5713,4877.5572,10276.375,35513.433,653.2079,584.6435,3572.6877,972.8262,995.8417,8227.3386,1569.7227,378.6648,37270.6545,3944.3853,601.8111,2541.9402,1319.1479,1061.9471,5632.8027,1455.5246,1678.8306,755.6228,2453.3999,12220.8927,9463.4839,4455.1885,12.9946,19292.2637,5981.9732,10138.1694
PWY-6609,25867.5858,18561.0521,35213.7365,91916.7349,3784.0377,7256.9246,45586.4608,46492.6777,44364.0249,30844.0777,28990.0771,28086.4358,46203.7416,10683.4965,27287.8964,46791.7647,42656.0595,80620.0741,43918.7679,57890.3818,37116.6417,39917.0916,45943.3957,31975.6864,5636.5535,5586.3006,43353.8618,61710.9587,46215.0863,3229.4962,31226.8154,23994.12,16950.0634,2940.0781,30826.6474,51469.6882,28116.6685,21446.1315,43877.4051,59542.4844,35205.3353,35962.285,8849.8263,43354.6105,43693.3645,9132.5403,58861.9307,31529.4944,49830.5355,13190.776,18221.1355,60615.272,29018.0002,5634.9556,43333.6543,58220.8669,28542.3705,19447.8529,92364.8222,79307.8007,28498.6877,12203.0485,15327.2305,56730.3535,101625.2696,47711.1906,45872.4209,8701.8672,220352.2655,58575.9234,49571.1518,60164.7642,115155.3515,39270.5449,16289.1299,5497.0263,20271.5556,8699.1186,25429.7343,34287.385,25546.3703,68990.8388,16136.1626,93344.8665,115799.2138,78995.5997
PWY-6612,8603.9475,4068.7407,32345.4983,24513.6203,5311.0408,3944.0979,11760.2688,2252.9199,17426.4676,13170.0443,1659.5936,4101.008,12973.2639,3370.4072,12051.3817,14590.0376,10957.1067,12575.6856,5553.7094,5287.0089,11668.1313,10453.2541,7946.3297,6350.5947,7978.4384,5382.8138,11152.5323,19211.3527,15445.5388,4520.3522,11128.6317,3923.5772,10341.1842,4072.2124,14974.9274,11639.3329,9633.0373,5371.1088,11208.6173,15020.7312,9583.1453,15046.3033,3166.6191,9801.6259,12743.7117,1757.1429,6902.0617,10527.004,2233.5282,2673.3921,6787.1105,7809.9088,12769.8557,5324.016,9778.8803,20688.5975,14576.4604,4727.9805,36307.1941,18404.407,5888.6397,4098.2672,4513.7026,7159.6986,3343.2582,16824.9665,7625.1851,1896.9842,8337.7395,10532.3295,750.7463,7105.9453,8483.157,3622.78,5795.2247,2494.7651,3607.4009,2295.8947,10390.7807,6411.3365,5221.147,13660.6409,113.8555,36000.0288,29712.484,15991.5967
PWY-6628,9407.5274,7402.0718,11187.7607,3654.3735,4287.694,2452.2869,2856.9362,963.0541,27137.759,9537.3883,2784.3881,2945.8654,16972.7974,3047.1823,14022.1375,14679.3813,10670.2442,5770.2426,4763.9783,2884.248,9647.0072,7503.2047,3031.94,5324.565,6491.8899,3525.5403,7620.4568,14826.8832,20033.1846,3637.5122,5753.3338,2484.3518,6348.7826,3270.4945,16796.1925,17597.0001,5305.8842,8032.7227,22599.6916,20686.7677,13362.2341,18868.4572,3836.7306,11328.1673,2914.0066,1403.7662,3642.7195,2800.8614,2004.3781,4676.1628,2725.408,3096.9929,10541.7167,3996.5187,6298.7688,7033.8155,7473.5482,2410.1762,7480.0495,4704.2714,2005.8215,8282.5176,4621.6036,2600.9798,7744.8536,16107.1471,29838.3491,4458.062,40119.9581,13441.5027,732.5491,14694.4469,7278.2555,1188.362,3784.3029,2697.3164,3138.264,1771.8235,3613.7692,4670.5462,4195.9405,36536.5485,150.6929,18332.0141,14910.9006,41028.884
PWY-6629,815.1394,994.3166,3333.7115,0,4170.6331,2290.266,943.21,273.3571,23.9821,125.1415,64.8279,559.3917,0,1628.7802,14.9861,695.3558,381.5983,0,94.9744,654.6225,20.9683,20.958,566.4475,47.4629,6307.5636,3451.8881,35.8985,267.153,41.9428,3540.1766,5657.5281,1245.0955,5498.0879,3186.5723,44.9207,71.813,811.4505,50.5719,29.9614,62.8959,729.2727,175.9438,1795.1905,35.9012,44.7535,194.416,656.2255,762.5784,630.5457,17.9361,20.9545,0,7379.9575,3831.1913,29.9217,0,14.9823,0,1128.1029,2141.9532,0,0,1748.1865,246.3098,631.3028,4693.9919,634.2869,0,1613.2506,1711.7831,0,691.7809,564.2766,120.7158,0,0,399.732,0,810.0045,0,0,1049.6438,0,2.9998,2.9997,205.9398
PWY-6630,9268.1993,7290.1734,10863.757,3648.6064,4287.694,2396.8717,2826.24,936.9488,26766.1814,9421.0147,2537.6632,2841.5958,16894.5359,2981.6863,13471.5652,14500.4488,10379.9611,5738.8902,4612.9659,2795.4757,9428.3277,7213.643,3015.8266,5256.0325,6490.5952,3521.1381,7283.3109,14262.0755,19703.2942,3637.5122,5626.3618,2418.2191,6132.6609,3269.1976,16614.9787,17259.1788,5128.0668,7952.7306,21567.5757,20513.8274,12679.6486,18598.5455,3683.8073,10681.5822,2906.7499,1372.5782,3476.4132,2783.6341,1893.7681,4584.9088,2680.2339,2933.5571,10468.5194,3976.594,6154.6335,7028.2241,7347.1962,2361.8613,7428.2434,4689.2622,1909.0346,8041.2583,4410.826,2573.2381,7178.4509,15150.4008,28831.5448,4286.6304,40118.9874,13144.0421,726.7383,14667.2792,6764.2465,1160.2454,3672.0527,2645.1777,3046.448,1600.1405,3576.9711,4532.1473,4095.4972,36223.1907,148.2849,18112.112,14721.4749,40458.0427
PWY-6690,79.6364,104.1818,348.5455,0,3860.1818,498.2727,90.8182,26.4545,2.1818,11.4545,6,54.8182,0,225.8182,1.3636,65.4545,35.7273,0,8.7273,63.8182,1.9091,1.9091,56.1818,4.3636,5846.7273,2896.6364,3.2727,24.5455,3.8182,3298.0909,1548.5455,170.4545,1716.8182,2923.6364,4.0909,6.5455,80.4545,4.6364,2.7273,5.7273,69,16.0909,256.9091,3.2727,4.0909,19.0909,63.2727,73.9091,67.3636,1.6364,1.9091,0,1298.1818,2854.6364,2.7273,0,1.3636,0,105,210.8182,0,0,203.7273,23.7273,61.6364,490.9091,59.1818,0,153,173.4545,0,65.4545,52.9091,11.1818,0,0,40.3636,0,82.3636,0,0,99.5455,0,0.2727,0.2727,18.8182
PWY-6700,6420.3836,6770.3728,28473.248,16733.1687,3665.191,2815.1055,12414.817,4239.2891,14456.8799,10203.2407,4143.5019,6558.1259,23549.1797,3443.2262,12768.9876,15932.6158,10143.134,34886.97,6926.6304,11863.8139,14382.2044,8247.1597,5936.7469,2750.0443,5514.3773,3612.1951,12413.8784,22144.2712,25265.0742,3124.6519,6158.4866,3262.8475,7428.6706,2821.7783,10605.4101,15037.5594,8345.2678,7549.8233,16211.4817,27121.7692,14578.5427,13910.0476,3695.1418,11096.8712,7608.8355,1870.6126,12687.6944,8025.9361,4259.6656,2534.55,7214.0208,9418.1085,8736.6951,3896.8906,9344.4969,18360.1368,9355.8564,4957.7711,40197.7888,12222.5746,9072.3309,4461.8259,6161.9947,2793.521,9468.6522,31492.5495,17273.3012,2934.9336,169134.1281,11085.3121,440.601,36371.4942,8801.2288,6702.6717,6163.4762,2332.5017,2651.9235,4618.4826,5558.0642,11644.5018,7052.6679,11387.6858,71.5638,28111.2896,20190.9028,21479.4649
PWY-6703,5194.5886,3051.5544,25003.9822,13363.7121,3551.109,2120.6847,9438.4861,2806.6114,11567.2297,7526.3648,2345.1944,4204.7923,7871.9524,2255.493,10388.1365,7475.3199,7047.3841,11833.4224,4432.4212,6785.8911,8220.8863,6645.5087,2137.0966,2249.9631,5403.8573,2831.689,8797.6528,15881.0372,12670.3716,3024.997,4613.3301,2048.1136,5790.9321,2713.5656,7931.9723,10820.2798,6500.6165,2995.894,12225.8956,14529.9375,10387.0212,10919.4609,2856.9584,8560.7389,1892.9911,1266.3014,7805.8398,4508.5005,2446.8622,1785.4904,5383.8642,6827.5543,6314.4897,2904.6865,6135.8293,16090.975,8333.0879,3778.9662,29345.4995,10175.2319,6023.1148,3512.0063,4921.3035,2126.7655,5143.1007,24175.4765,11595.034,2073.3424,885.2363,6434.4641,324.8073,3580.4533,6068.4976,4032.0983,5245.1784,1944.7279,2065.1756,3706.1077,4575.8575,8707.84,5483.68,7112.565,46.991,18602.1195,16151.0288,15094.7551
PWY-6708,249.9016,214.7572,739.759,2.4995,4086.6372,794.4707,209.3683,62.5639,54.7135,388.8731,13.5011,126.6128,1764.0383,418.3657,45.383,212.4023,150.5348,9.9844,22.3247,153.2534,11.8571,19.3055,269.35,12.4151,6206.2692,3231.4215,9.9852,58.4554,1562.891,3488.3654,2387.3779,313.7269,2389.4249,3107.8968,439.4221,17.4528,184.9013,10.5905,18.6888,74.8673,181.4104,394.6071,460.1474,7.4891,468.5871,67.0451,138.2051,174.898,140.1978,6.2231,31.6504,0,2186.481,3144.8764,16.1916,12.4876,283.714,24.777,489.6171,463.2313,29.7895,37.002,419.6918,55.5832,129.0729,996.5427,133.1907,14.8127,11285.3958,364.0156,33.2897,143.8187,116.0573,24.9821,0,55.8576,119.3068,0,229.5823,0,0,885.8581,0,13.1167,70.4392,42.9713
PWY-6728,191.497,99.1275,0,0,0,22.009,269.4174,19.5338,20.7649,60.3924,23.8381,62.0601,0,103.541,13.0865,244.7789,162.5106,0,44.1401,134.6069,10.2325,10.3478,79.9735,21.1997,0,0,17.6562,118.7302,30.7276,0,57.766,73.7991,0,0,27.7081,34.4033,119.1694,22.6531,20.8182,29.5775,111.9581,88.6428,131.5199,17.4972,21.9249,53.534,101.1168,130.2535,44.1656,8.4852,10.3313,0,128.7379,0,14.3216,0,7.4466,0,441.3195,167.1326,0,0,73.1661,99.4523,96.5837,849.1713,258.7806,0,801.0169,261.6189,0,102.0226,89.3015,39.0004,0,0,0,0,0,0,0,463.3818,0,2.9925,3.6525,80.9749
PWY-6737,23017.4395,11896.7237,37838.4401,58582.143,4812.4316,4946.1315,25239.6798,8848.956,49653.0539,24096.5222,9664.9898,13730.4989,38028.0333,6411.1078,28027.1248,27324.7424,25931.6963,25850.3489,18000.715,16181.2058,20626.2684,21348.4218,12558.7031,19670.9839,7249.6708,4570.8437,23428.4344,39856.6497,37145.8131,4084.5981,12759.7013,7252.3507,12581.1604,3694.7888,33993.2729,38029.6708,15532.4038,11590.2776,44675.5111,48524.9125,30336.0501,38123.497,7569.6938,29743.3015,15088.706,4522.838,22487.6078,14958.5281,9316.5902,10298.7874,13762.9507,15567.9442,21069.3702,4980.1619,20068.4137,59398.1117,20606.4535,10418.0854,64971.3257,48621.6765,13888.1079,13933.627,11236.3729,9234.7175,29164.1209,48375.587,57223.8602,8643.1531,31470.3021,35204.8994,2617.4061,22574.4113,12513.9468,12354.1725,11985.7753,5084.9009,8956.0718,6635.6788,9667.911,21436.2398,16182.0877,75633.6768,608.2455,58001.5403,46233.0249,77423.5266
PWY-6749,21.1337,37.2734,8170.8713,42.6668,0,96.0075,30.6472,26.8521,38.0635,179.3157,3.9997,52.1468,440.0873,97.7021,58.5221,24.1925,35.6052,27.135,17.3364,19.7168,4.6597,2,53.392,2,0.86,0.58,0,66.0395,364.4349,0,107.9052,15.4149,615.7935,0,135.7847,472.7497,19.7146,45.2783,15.1375,951.7477,20.8533,276.2205,23.8859,3.9999,34.0697,13.2299,39.0462,32.2632,4.5798,9.9956,48.7856,3.9199,172.7039,16.5589,24.9542,134.4032,58.6075,57.8998,960.0305,701.0317,0,5.4189,28.643,33.7889,50.2673,131.748,148.3108,1.9998,83.0405,95.0583,0,53.5903,67.9787,36.6423,4.6791,35.9004,19.9956,7.717,46.7297,7.9987,0,743.6095,0,69.1171,100.5347,563.6378
PWY-6891,824.8617,420.8938,1577.068,553.9165,3717.9191,952.1353,554.4579,178.9716,791.311,1732.9997,54.5839,384.1296,1948.7682,484.6963,172.1512,254.7952,687.6206,231.9886,306.8205,310.277,60.3992,321.1685,280.1436,795.4937,5632.6088,3018.2745,66.9625,624.0848,1119.7182,3167.5692,2667.8851,399.2111,2780.6985,2834.4391,591.7434,624.4855,268.9753,90.5003,245.2195,422.0391,570.67,1348.1409,625.9731,17.9832,156.6018,71.4151,507.2088,343.7451,286.7273,46.3643,243.5807,291.64,2868.5784,3022.6534,142.494,4967.0684,231.937,61.9697,736.6545,1030.069,263.6241,80.73,552.9533,134.2879,209.6936,1381.4397,268.0474,90.6704,336.4068,737.5803,56.27,327.7359,182.3328,425.3259,165.6665,28.642,134.5205,28.6974,3156.8091,678.3916,462.1326,725.9802,0,1663.9002,1829.2615,1579.0363
PWY-6892,7152.7331,4074.8108,18441.6486,28559.0376,3914.7926,2839.692,13336.9044,3466.2633,19037.9637,9747.9327,2776.0853,5698.8707,16421.0244,2882.9743,13118.7347,11454.1562,8320.8539,14304.6448,6516.9631,8099.3742,9619.2583,8525.976,3048.2436,2142.0168,5924.147,3294.9565,10728.0237,19431.5992,14937.1236,3326.0048,5612.942,2311.9029,5142.249,3000.2551,10848.7585,21301.8304,7520.8532,3387.5975,16687.1134,22359.9121,13388.9225,15533.8698,4346.8411,9993.2746,2844.0575,1682.0315,10618.7882,5781.2262,3106.3602,2919.9393,8484.7235,7772.0366,9363.7313,3369.2961,7397.5601,22684.7334,11168.6768,5119.0202,34737.5903,14972.2588,7544.7392,4036.1855,7008.3556,3101.3047,6450.1344,30032.6884,15432.9987,2611.8693,2501.4905,8185.0104,506.4202,4678.1949,8989.5841,5295.2783,6874.248,2917.2174,2215.9348,4397.5891,4523.3152,11440.452,8389.64,9316.6108,35.4178,20481.4749,18242.2112,20757.3269
PWY-6895,2548.0406,1412.8589,6496.9606,2436.7127,3592.9498,1838.8995,2307.1732,723.7364,3234.3187,4943.5743,254.5344,1493.021,5846.439,1416.15,816.6089,1146.6554,2569.0896,1083.2435,1254.3087,1335.8129,294.1995,1365.9772,973.7664,1556.4622,5456.6608,2862.4457,326.1437,2747.2708,4449.7168,3051.7648,4095.3249,1144.712,5193.4415,2749.9641,2377.699,2624.9338,1165.4963,407.4768,1155.8294,1912.4895,2432.3894,4866.8526,1849.2951,89.2823,604.9768,302.5852,2098.8774,1347.1213,1033.8919,215.2152,1061.1823,1253.0225,5318.597,3029.9906,656.2948,10649.2658,1049.5907,293.7527,3432.2093,3887.3582,1149.2359,377.3845,2025.0326,534.7089,938.5234,5848.2104,1260.3638,401.9033,1538.202,2744.9049,152.6414,1279.2303,819.2982,1559.7764,750.0538,136.5178,543.6264,139.8855,2569.6057,2703.2117,1825.2084,2888.8506,0,6219.6498,6778.3934,6022.1998
PWY-6897,8624.5419,3966.0726,30636.0076,34666.7266,3568.6077,2733.5964,12198.8424,3286.7167,25483.1099,9654.9403,3054.9082,5333.2682,19941.1776,2886.0335,13449.0746,12794.6974,8674.5389,14427.6635,5688.9691,8471.1693,10009.7256,8062.063,3550.2334,2726.2312,5415.1968,2918.846,10392.7935,18673.9149,17915.3001,3024.222,6120.2567,2193.1497,7505.1026,2730.3207,16011.7174,20337.7282,7701.6051,3543.9629,17064.161,23476.7903,13565.5905,18921.8888,3839.3075,11290.0144,3303.9121,1638.8778,9508.0869,8628.0375,2983.8851,3394.3054,6939.866,7938.552,11494.3666,3081.4856,7366.5359,27945.1287,10555.3698,5042.3086,40734.3721,20227.4119,7548.5077,5026.8456,6572.4771,2963.1011,7294.2978,29929.9234,17634.1516,3005.5074,14403.7688,8843.6992,781.3007,4886.1323,7184.5038,4707.3898,6773.1853,3117.6457,3413.1364,4781.7363,6504.6886,10992.0696,9022.409,12217.7106,63.7487,21429.3182,23296.9225,21185.1874
PWY-6901,4788.3372,1485.9803,40115.0139,2662.7921,3102.1982,3336.7307,1903.9089,819.0254,6542.6456,5795.5541,506.5885,1904.3829,6356.6747,2668.2263,1482.1153,1842.7119,4236.9078,462.3561,1434.5857,813.0362,459.4431,2117.3591,1937.4194,4018.1651,3923.1699,5325.2153,1353.1553,3826.8923,11788.6189,2684.9589,9558.8706,2536.5594,13830.4358,2654.9188,12422.0081,843.8699,1139.1758,397.314,3597.502,7592.1898,4164.6674,10086.0949,1831.7716,1381.9116,1041.6648,908.7541,2120.0261,2799.2489,1242.3178,63.5771,1123.4616,1599.126,10029.945,5237.1304,597.8473,8124.2334,988.0122,1346.7256,37807.7091,44939.0731,1364.7386,532.5534,1840.91,546.102,1490.2493,7034.6798,1738.0889,495.5625,1622.5396,3913.7833,317.628,1725.7508,1504.5486,2517.5825,1490.7124,413.2524,1993.5826,467.7651,10749.5552,2619.8181,2653.829,5058.1955,0,21768.9492,7980.7164,9803.3297
PWY-6969,6897.9637,3877.5123,34293.337,20477.2469,5077.6647,2939.4388,11205.5902,2206.6117,16179.7802,10878.5563,1810.3473,4498.9184,13764.4332,3191.0878,12168.4129,10101.7087,8640.8221,8990.2496,5466.8109,4523.5656,7290.0759,6746.9974,2839.0067,3038.8802,7696.5369,3914.7614,8567.2965,16989.1738,18476.4328,4319.6872,6121.5244,2212.9145,7872.0553,3870.1932,13610.5966,14713.4389,5601.9991,3151.7421,13167.4575,17444.7824,11159.9473,17223.2567,3732.0658,7003.353,2569.7679,1614.392,6158.412,5882.2889,2389.6689,2749.1874,6363.5355,5249.9146,8408.2844,4085.937,6533.0091,19613.7251,8486.3669,4700.2691,32428.1653,15363.241,4504.7523,4225.5619,5378.7353,2321.1967,3497.3296,19286.6599,11406.8845,2285.234,14186.5536,8277.2713,333.4755,5039.47,4516.2536,3545.3994,6587.6125,2419.0499,2658.7863,2100.9152,5951.3101,9459.7517,7578.0709,12250.771,43.6905,20826.4744,19920.726,17738.382
PWY-7003,3646.1222,2073.0734,3475.6129,2014.433,1034.9242,2907.724,2123.2556,884.7531,3145.895,7423.591,64.4283,1796.8466,10185.6309,2386.3282,593.2931,1987.7179,2790.9739,345.0704,637.771,1039.4714,492.0477,714.9394,2378.9931,249.0275,1135.5128,4186.7671,225.5933,1587.0647,10050.5266,945.9919,10818.9678,1503.6489,8739.4924,1016.8551,6762.2588,2276.5651,1622.0443,179.8973,1709.5234,10428.7318,1841.8964,10042.237,2135.9641,324.8292,2751.0392,743.0907,1176.4823,3436.8552,1098.7194,201.846,492.4492,313.4919,10274.6824,4049.9338,2556.4819,15579.577,1323.4333,177.0843,20371.1963,10511.6572,311.0544,105.853,1992.5487,615.5055,919.7364,8253.7102,1435.1888,105.5438,2568.53,4844.6971,394.0138,3761.8305,976.0443,772.2769,345.946,187.4032,610.813,0,1810.363,527.8186,235.2504,3401.9325,0,2387.045,5108.0624,17295.0238
PWY-7013,24814.5685,14137.5538,682.1049,31678.3122,0,6320.4118,21162.2637,31865.5093,6903.4597,9647.664,599.7485,722.2126,1715.4274,3795.6289,8891.4713,23501.5288,12061.4745,53089.1704,1389.5347,35127.1799,34991.5787,62918.5011,22851.4761,49124.034,53.9344,2463.592,18910.1737,5052.482,6571.5908,0,40919.0908,682.4534,487.2426,0,1564.8018,32113.294,37942.0251,21754.4353,20061.5614,12641.5437,4219.1061,2258.521,2502.8361,52031.1503,42433.7475,1713.4747,1141.853,29620.994,1367.4182,846.6817,833.1199,74790.4782,23557.0736,964.457,55007.5741,2418.9124,38512.3449,9730.7142,22048.3804,45029.957,6220.2944,6083.5385,9404.1103,105544.5034,663.2246,2877.4271,1454.4459,2796.8904,1140.2101,2617.6336,79574.7936,1702.1406,93925.1041,2435.9158,6520.7729,2260.3862,24789.711,6544.1377,23153.461,8456.449,6178.4829,6957.6904,34316.7408,8611.2123,78423.991,6883.8645
PWY-7090,191.9929,88.6181,5.8188,403.2917,0,31.071,199.9656,50.8836,365.3361,231.6675,10.6494,105.8574,186.3548,35.6335,56.6084,178.9652,51.2434,214.3733,126.3796,109.2329,101.2804,187.7377,55.7357,6.1446,0,0,28.0273,186.8224,173.9638,0,58.5941,19.1167,27.6829,0,173.2616,711.4748,95.5995,57.8569,273.7031,272.2205,98.7638,455.4006,33.1637,57.0899,25.3567,33.4726,86.0624,81.083,24.3865,80.8762,65.9255,50.9859,182.7053,1.1623,61.9975,376.7169,173.8495,3.6428,505.5858,281.4474,25.6401,16.8521,60.9235,58.4218,72.7442,480.6117,245.4814,6.5371,1.0125,147.4703,7.1171,74.0808,62.2071,43.3238,89.513,49.467,9.9418,6.5985,26.0227,22.2871,9.9234,104.4902,0,223.6999,333.8962,826.8743
PWY-7094,46.5846,62.5237,0,448.2689,0,8.9624,169.3082,0,103.2252,261.7656,15.4951,17.2179,116.3944,40.4872,122.5277,148.6344,247.0546,64.9689,60.6573,59.3842,84.1496,185.3644,25.2666,43.3513,0,0,110.1319,236.18,110.0572,0,23.9053,34.8996,0,0,312.418,143.784,51.8372,21.4732,128.1469,35.6906,33.8511,131.4191,62.9718,48.3831,310.9155,29.1976,47.6773,62.527,11.6582,23.7637,64.6259,19.3458,62.3508,0,48.759,34.4545,72.0183,19.951,194.6888,70.4451,42.1591,33.0509,32.0617,112.6476,47.469,461.8722,308.8006,19.6331,14078.0969,126.9912,0,47.428,42.4826,25.8142,2.9653,22.6597,0,0,0,38.4153,0,900.8753,0,239.8769,97.0217,52.4073
