#OTU ID,Vil101BFP11,Vil103BDTT35,Vil103BFP35,Vil101BDTT11,Lyz207BFP283S81,Itg24DTT531S26,Vil110BFP116,Itg04DTT423S15,Lyz206BFP271S69,Vil105BFP59,Vil108BFP92,Vil102BDTT23,Itg20FP507S10,Lyz206BDTT271S113,Vil104BFP47,Lyz202BDTT223S63,Lyz205BFP259S56,Itg22DTT519S14,Lyz204BDTT247S88,Vil109BFP104,Vil113BFP152,Itg26DTT543S39,Vil114BFP164,Itg24FP531S34,Vil1010BDTT119,Vil105BDTT59,Vil107BFP83,Itg26FP543S47,Vil108BDTT95,Itg18DTT495S90,Itg12FP471S73,Itg20DTT507S2,Itg12DTT471S65,Lyz203BDTT235S75,Itg10DTT459S53,Itg08DTT447S40,Vil109BDTT107,Vil1014BDTT167,Lyz208BDTT295S137,Itg06DTT435S28,Vil106BDTT71,Itg04FP423S23,Lyz204BFP247S44,Lyz201BFP211S59,Vil106BFP71,Vil107BDTT83,Lyz201BDTT211S51,Lyz208BFP295S93,Lyz203BFP235S83,Lyz207BDTT283S125,Itg10FP459S61,Itg02DTT411S3,Itg16FP483S86,Lyz202BFP223S71,Itg02FP411S11,Itg06FP435S36,Vil102BFP23,Itg22FP519S22,Lyz205BDTT259S100,Vil104BDTT47,Itg08FP447S48,Vil1013BDTT155,Itg18FP495S98,LYZFP307,LYZFP331,SLCFP131,SLCFP023,SLCdtt005,LYZFP355,LYZFP319,SLCFP005,SLCFP053,SLCFP095,SLCdtt095,SLCFP077,LYZdtt367,LYZdtt319,SLCFP113,SLCFP071,SLCdtt113,LYZdtt355,LYZdtt343,LYZFP343,SLCdtt077,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt167,SLCdtt149,SLCFP167,SLCFP149,taxonomy
PWY-6467,7450.42,740.45,1905.86,2366.04,1336.75,620.4,10618.4,2984.91,3233.84,8749.2,5860.26,3221.99,8491.87,2786.12,6812.67,5226.46,2481.5,1731.47,1881.37,7871.77,33905.9,2977.86,7280.98,763.75,6248.81,2175,6236.96,5139.86,4446.37,3907.71,4363.33,2322.42,2603.7,3560.57,1442.79,5101.21,5239.12,832.43,1181.35,4707.35,3140.5,1177,481.43,2567.58,9704.34,1831.75,4856.1,1809.29,5644.5,1539.57,3767.91,2054.87,11402.91,3428.5,9464.12,6416.25,8453.83,3561.4,4926.43,1784.33,1969.75,3303.43,1903.87,12700,3215.36,6874.08,1997.75,701.42,5226.66,7215.5,1524.58,3586.78,111.08,240.43,1420.75,19727.98,969.69,1047,4069.08,1842.83,3416.78,1748.3,4818.14,2283.81,4790.38,8880.4,8768.78,10477.28,18906.27,12487.32,9935.95,
PWY-6470,2838.1982,2839.5836,42484.7475,4352.9405,349.8946,2683.0045,660.3195,29970.1828,594.0627,7409.1548,226.8978,143.0665,4348.2421,510.6333,539.4494,212.6473,113.8256,1548.9831,364.0775,1185.3635,33.5825,702.6364,19.1917,9354.451,306.0005,0,1284.0812,1091.5819,23.8527,1282.685,2942.3441,564.6111,537.8763,261.0986,1874.1032,1120.8895,279.7532,3428.797,310.1846,2720.5029,0,19978.5977,475.8263,359.1283,1221.5372,0,2218.8887,753.0459,430.6995,605.142,9714.2067,297.9574,895.6825,530.779,1228.4391,4918.6121,480.8074,5395.04,319.3388,16.7629,1731.0749,418.7852,1768.7163,6454.4127,12254.4737,391.4444,979.9801,6404.8195,772.8521,13707.1415,1083.4624,16.792,105.4984,0,462.2968,2041.1078,2210.4772,94.566,95.8002,52.6887,11545.8435,1184.1893,31306.9492,1598.5973,3853.3135,5572.8917,0,1453.3299,10613.8915,1361.2689,874.0722,
PWY-6471,57799.1472,6844.8948,85335.9537,26781.2606,21851.8279,49129.803,25025.6939,114014.2934,25635.4318,110814.8702,42530.331,20597.8999,75367.0388,19815.4834,51004.5574,42844.1893,8866.0558,35978.4677,39951.3324,19946.2308,58603.6643,30803.3376,41466.706,115097.9095,14789.0407,2135.5061,36548.8642,57795.2978,3461.7768,28242.0825,60686.0386,22048.4435,23440.2947,49137.6715,49960.3348,36747.2733,9018.5483,19365.7875,8002.2111,64353.0368,931.2586,196434.1797,32610.4649,133348.5702,43722.5422,1483.7593,29644.2267,27230.4966,130930.4212,4699.7002,111481.2804,40011.3203,40098.2613,126369.8244,142323.4254,59336.3405,54515.1805,110918.1557,10288.8008,7040.2743,52719.3136,26655.5767,81239.398,68533.476,29895.8132,31548.5251,9461.2029,25027.8881,39391.5087,155584.3908,70301.1325,32702.8574,99310.8274,33863.3928,34473.479,31446.1311,29441.7777,5912.8236,42511.8975,23386.6116,54684.7278,23312.9242,114101.1482,49821.0814,105968.2134,14084.3651,29630.2985,149405.7519,160916.7479,49388.3169,44280.8533,
PWY-6478,810.3297,214.0982,479.7166,165.6812,97.9881,248.9346,4385.6059,1630.9502,302.8517,930.5538,4342.2775,340.4261,674.5327,562.8757,1066.4226,128.3767,149.6183,222.079,1323.9386,4219.0042,9522.3069,300.8643,2645.8805,61.9688,79.4804,34.2317,1184.4039,1754.5404,13.9781,1178.5286,454.2124,621.4832,160.5382,188.3056,157.2797,576.1843,126.419,298.6052,104.1143,523.4457,0,37.2777,163.8433,238.9884,3911.4678,0,287.3502,404.3404,545.4798,371.8121,400.4714,53.8117,1584.8437,523.7506,331.1088,212.5631,228.3896,304.9311,199.9469,141.7359,276.1596,759.6976,64.3047,1311.5332,121.5037,735.3038,142.4718,131.9314,123.2276,561.9967,56.3902,553.1299,137.9368,123.551,144.7126,1496.2502,147.1928,198.1215,480.2101,103.3709,108.5185,37.7506,208.1563,275.3189,1681.1884,476.3017,308.4693,723.9495,6157.0876,244.939,927.7313,
PWY-6507,9845.922,1090.5071,2133.9398,2624.8267,5661.8432,1204.6182,15157.134,5768.058,2368.212,4924.1938,25341.6501,5114.2566,24125.339,3978.4901,6775.647,5446.4558,2208.8608,2657.7039,4358.316,13765.1523,52683.1283,3717.3124,12776.8357,730.5603,6715.4791,2214.0029,6886.491,11043.1099,4459.0919,5231.9024,5806.6175,4839.4402,3663.5339,4012.8639,2259.4791,6971.5047,5746.7702,1550.7925,1355.3733,6284.0411,3141.1245,1936.7622,638.5348,3668.4813,9334.8104,1820.2924,5125.4366,1531.4776,5460.788,2376.0467,5728.7726,2837.3618,11054.0163,5360.1913,13388.5445,10988.2639,12546.5523,4470.4423,4684.376,2028.7712,1983.2241,2964.6809,1526.1335,11615.1906,2778.0536,10807.8639,1777.2653,1460.9516,7804.4948,6264.1399,1503.3704,10038.0437,198.1611,150.3346,1692.7754,21399.3523,1151.6175,1150.9346,6653.5385,2257.5417,4250.0217,1995.139,3416.522,3313.2347,9067.7668,10083.8101,9675.9038,14627.4988,25809.5975,9468.8954,9843.167,
PWY-6519,24.6931,768.316,1304.5195,614.6471,12.3041,605.3816,479.9511,452.7457,34.4832,6814.5897,240.645,857.8082,16.9147,373.039,15.0944,132.7721,4.1212,208.0192,531.8127,699.9654,31273.0365,1604.5953,145.272,21.6635,10109.3449,2923.6012,29.7038,100.3489,5702.1963,587.0569,0,349.0351,86.9097,215.6168,139.958,592.7233,7932.9302,723.5798,141.4942,444.8756,3748.5489,17.7991,12.777,21.9458,775.2752,2350.0576,7446.7458,45.9154,9.619,1560.9527,13.7334,68.3822,12.3673,5.4973,3.1896,5.4981,27.4628,11.7476,177.1926,1434.0225,0,2112.676,8.6675,529.1482,2500.7943,5.4976,5.4905,205.5482,1135.5501,517.7435,257.7848,35.0334,5.283,6.3801,5.4924,474.8046,470.8555,0,0,48.9667,576.7447,442.402,3902.8679,75.2411,1434.2838,686.915,206.4898,575.54,107.6476,5481.411,52.1323,
PWY-6545,15893.0203,643.5015,3555.3674,1054.2789,3494.3862,1036.4751,8130.1495,5157.366,8071.9138,22823.0067,7758.5084,2225.0309,18901.3724,3745.9319,12658.0798,750.5913,3155.4421,1870.686,2908.2718,6781.284,761.5536,3416.2733,6251.1427,1970.0374,656.6294,0,11938.2363,6199.4089,104.4468,7217.7056,5777.2376,4263.2153,1532.9459,657.0248,988.7089,4946.5109,509.8013,1438.1798,815.5811,3812.4983,49.0453,943.3102,1284.8768,1674.4394,16490.4209,74.876,2702.452,5319.3867,7923.0161,935.1713,3226.4958,1996.2307,13161.0953,2398.4694,12479.2626,8703.4818,8833.1725,8588.747,4567.0543,901.7931,4136.0776,131.9311,4526.4,22774.3605,6325.107,6788.6521,2190.5413,873.0203,2168.4645,14805.1335,1660.0562,4465.7014,291.4664,139.0088,1974.9829,9717.7067,1505.7419,931.0661,3146.5162,930.8127,1207.5981,2174.2283,11987.3655,1071.5962,7184.5029,7328.2799,6083.0737,2858.7299,29026.7777,17511.9616,19423.2953,
PWY-6572,0,70.4606,41.7182,20.0102,0,75.2709,1879.9223,160.7798,7.8186,49.4088,601.327,310.6222,2.6641,225.3763,0,3.7896,0,36.8527,154.054,868.9515,30260.7841,30.8763,668.0787,0,23.2126,0,0,133.8718,0,64.6594,22.6342,389.4161,6.498,3.8643,20.3789,147.8691,16.3484,34.2445,17.1193,159.1634,0,0,0,3.8524,235.1688,0,49.5275,5.9356,0,340.5289,3.9535,2.4761,3.9695,3.974,0,0,0,2.6492,45.7222,29.9097,22.0651,498.7217,2.6485,15.4911,31.4718,0,0,51.7144,23.4028,30.0045,0,67.8373,0,2.1509,0,161.3897,35.1039,0,0,0,85.7738,28.8449,25.6877,83.9219,395.4263,185.6455,50.2954,1354.4974,29.7502,11.727,18.5955,
PWY-6588,405.0298,846.7826,829.2925,478.1623,241.5532,794.2184,6600.9564,1972.3706,394.2503,967.0292,15182.9465,1143.651,1039.2943,760.5844,380.891,169.9439,62.7255,255.0054,1289.9738,6627.3215,423.5577,1900.9187,4517.0282,63.6969,9317.7282,2989.7938,849.5371,3529.2365,5981.8083,1474.7307,144.9476,1027.2783,226.6487,234.9207,274.2115,1434.8812,7954.7453,1008.4567,171.8059,1035.405,4198.4297,52.8287,37.829,186.9998,5121.8247,2440.179,6284.4078,402.8092,90.7487,1525.6006,167.9384,61.0988,480.0427,107.3964,145.182,115.5992,262.9663,235.8586,184.8691,1425.567,83.7862,1771.9244,41.2789,1363.8406,728.6849,238.5398,35.927,356.8627,122.7017,748.2287,217.1566,549.5215,71.1794,35.6787,15.9652,1479.532,470.2499,55.6092,155.3323,35.9057,444.3316,563.9737,765.1881,310.2211,2811.6645,1215.3833,205.5426,887.2083,785.2469,43.9632,257.1834,
PWY-6590,390.3976,828.014,4666.3086,378.2418,30.8162,610.4051,242.1745,851.1656,105.0785,2563.1891,68.503,855.9643,1196.8048,418.6266,364.9529,203.4329,6.653,243.1486,631.6755,544.4019,452.1644,2209.2646,35.8913,76.5717,192.8035,3.3249,254.3962,177.5215,29.9129,1212.9061,593.1746,561.5601,166.3153,242.1783,337.0313,814.8003,331.6666,800.4133,149.9509,570.7235,0,139.9843,21.4043,83.6633,968.2534,0,908.8542,156.0489,48.5848,933.2012,1535.4895,70.8959,235.7679,67.2577,221.2283,199.8023,116.3759,140.9225,253.6866,236.1894,62.5969,143.8911,436.6644,770.2073,645.8746,99.6334,94.8539,1090.5253,171.3707,617.6949,123.0753,7.8398,4.3555,0,202.9989,438.9803,357.0894,46.1995,99.4161,58.3359,373.0232,372.3634,1571.6395,470.0168,1482.9191,763.1803,62.5335,17.9689,307.88,260.6583,231.6516,
PWY-6608,11917.4388,1991.2593,3124.5729,2025.9144,7045.8413,2432.3695,12568.8376,4110.9746,4178.8074,15907.2766,16773.4262,4972.4771,35377.171,2511.8846,8502.9157,766.5239,840.5685,1290.1709,5956.958,9903.7565,19466.4486,3645.9499,4893.9102,251.5381,17108.104,4100.0831,7016.2232,4927.3084,7838.7475,4104.3349,2356.0859,5931.4186,692.1204,1904.2712,689.214,2849.923,12704.4131,2626.3225,757.3046,4068.0097,5027.2403,129.9126,1118.0104,783.0757,17608.1466,3231.6194,14310.1747,3370.0045,4171.0144,3638.7498,611.0696,467.9058,19523.3471,2462.7612,4201.9664,11522.2835,7728.3821,3539.487,1133.9285,2859.0598,998.9944,5751.2266,188.5658,15228.4592,4054.2581,11823.156,497.4124,1142.7904,1138.3008,6468.5806,1385.9957,13574.9762,354.7569,200.8903,272.7951,4818.0634,1347.1498,1896.2671,6506.7155,1986.1013,1006.2119,919.148,6539.8204,622.1741,17030.8778,2312.0534,2089.0916,4520.99,54839.8398,5224.9837,16758.947,
PWY-6609,66010.659,7741.7661,88367.0434,26889.9557,28003.4981,31479.35,49708.9494,102480.7694,23572.2785,103065.0074,68690.462,22217.5345,108129.4281,19542.8242,50683.8587,42771.8785,12137.9314,25160.4736,38897.4242,51553.1587,48953.9135,44897.8505,54893.1531,69700.7021,14642.776,2807.6195,43919.5056,47438.164,5276.6867,24484.0553,42321.3184,24920.5088,16233.6921,47094.0016,33782.604,29621.2015,10019.9666,16605.7085,8132.1293,64083.2679,3278.625,163198.7562,24368.3256,127627.8427,54493.4799,2182.5,29353.3278,27892.047,120024.1274,5971.3821,69742.585,31460.7626,53099.0856,123049.103,149354.5936,67971.5386,53632.3035,71266.4832,16158.8872,7204.1461,35842.431,13676.2069,44234.8729,79564.0764,185363.293,37243.059,10711.691,14495.0398,49481.0075,164998.5814,20802.1226,38326.8746,58150.5066,27055.1716,31159.1531,43032.2581,30127.6096,5021.186,36785.1663,11462.2217,55075.6264,31053.675,119656.2174,47656.2728,110302.9289,40240.9907,25116.3888,142003.2237,146713.4998,44549.2027,62523.5987,
PWY-6612,19482.3261,3012.5419,33260.3314,4213.8773,4881.9501,5200.8018,15657.2384,19521.6686,10691.0746,17070.2965,15853.7851,5147.3034,30118.3238,5837.7338,17794.6077,2326.5316,4649.6848,4102.4635,6711.4362,13442.7493,47799.6931,27150.3765,12834.1706,14877.4281,13485.028,3502.7201,16057.9495,10124.7239,6918.1628,10121.8929,10940.5459,5836.9143,2881.7234,3141.2758,3296.5928,8224.5886,9690.1581,5026.1088,1624.0253,7018.8179,4657.3621,13574.1505,2518.6519,3292.4425,26735.4328,2841.6892,11462.21,6278.281,12022.2808,3086.0586,13365.5854,3428.5495,23489.3865,5278.3177,20315.9719,14707.5455,14739.3857,15876.4296,6712.3903,2828.7571,7762.9644,5099.8964,8290.0594,31547.7644,9812.8669,10895.3442,3586.8689,5352.8083,4060.0351,33477.725,4089.4819,9661.8876,596.5101,515.2384,2524.9389,17079.7277,4633.4552,1954.2983,8528.1881,1791.3682,7082.3485,2908.3215,17087.0955,2555.8699,12644.1377,12169.4568,9593.3004,16060.5406,33620.8467,21551.6484,25563.5609,
PWY-6628,13400.7967,2017.5365,7619.6251,2554.8837,9155.2466,1632.7462,23490.552,6655.9349,4461.4055,10518.1677,9960.8459,5321.502,3981.5276,3074.4847,25332.5124,2933.8811,5915.8827,1489.1349,2864.9544,26005.3147,9991.5214,6226.2263,21061.1031,2434.634,8240.4316,2633.0599,21480.3007,14409.4259,5388.4102,9032.7303,17884.8218,1378.7344,2473.0242,1311.9369,2283.721,10193.3306,7136.14,2498.7041,768.7271,6415.9659,3786.6866,5337.255,293.8617,6032.9343,28511.0589,2201.4311,7447.2781,4740.139,1652.4229,2555.3881,10577.6048,1408.0597,36671.9907,8957.0143,929.9188,13029.5476,16035.1559,5990.1867,9108.9486,3535.933,9770.5884,3701.2819,10854.0859,7143.1947,76320.9557,7750.3413,7346.6099,1988.6357,21441.7762,7981.1004,2975.1987,3496.5837,1408.9618,689.2242,611.7089,9110.5934,1544.7898,1038.933,4496.9015,2180.1117,7131.0466,10743.0466,33705.5707,1051.8471,4921.8952,20712.9399,5542.4092,14151.3318,25102.0575,18850.4109,26993.4033,
PWY-6629,41.9301,1324.1091,861.1129,1132.3351,14.9784,1165.1104,50.9136,788.5192,53.738,139.9243,0,1602.9019,29.9792,690.9484,20.9808,273.0076,8.9854,371.8497,769.306,14.9927,722.831,3701.6528,23.9812,35.7545,8073.9137,2599.1889,0,41.9171,5283.2562,1153.6483,0,712.3102,153.7463,427.4087,240.9299,1107.5089,6856.0314,1364.3764,275.8421,704.8911,3676.9022,26.8962,17.82,35.8063,179.3221,2161.3599,7640.4004,83.1619,20.9539,2165.6786,17.9716,139.1656,26.9822,0,0,0,47.9046,0,368.3349,2083.6566,0,2296.2349,0,995.2074,1006.5703,0,0,427.5616,325.1899,494.1919,530.6288,0,0,0,0,527.7635,771.0796,0,0,105.0983,692.8964,600.6677,1073.6852,151.2923,2104.9495,1208.76,44.8255,2.9997,2.9998,11.9935,62.8758,
PWY-6630,13291.3681,1994.7314,7602.8089,2445.0417,9120.0669,1624.0976,23105.6398,6630.1201,4449.4353,10395.9298,9948.4544,5184.5063,3978.7344,3031.5346,25136.9792,2558.9471,5776.5826,1452.6165,2848.6084,25754.5919,9905.3247,6210.623,20850.6789,2427.7879,8209.3188,2633.0599,21292.2987,14185.449,5387.3705,8900.6587,17572.1884,1372.983,2314.2531,1225.6192,2171.4285,9801.0495,7101.0048,2479.9219,745.3327,6215.997,3786.6866,5298.6428,292.7037,5774.5237,28372.5003,2200.7493,7233.7456,4724.9733,1620.8483,2499.7812,10296.7717,1385.4202,36161.8198,8644.7859,929.6756,12824.8523,15639.4184,5907.5633,8782.4989,3351.2936,9673.9976,3513.0317,10789.7765,7101.068,76281.9829,7572.7892,7229.9072,1965.5975,21122.9827,7903.1658,2884.685,3473.5467,1402.2839,670.7365,597.3163,8731.4445,1523.8296,1031.2321,4398.2794,2088.3444,6853.6659,10359.4951,33610.4928,1024.6747,4892.2604,20390.6711,5178.3702,13531.9588,24430.9617,18268.486,26966.9029,
PWY-6690,3.8182,231,82.0909,132.8182,1.3636,165.8182,4.6364,75.2727,4.9091,12.8182,0,180.5455,2.7273,69,1.9091,25.9091,0.8182,37.3636,75.5455,1.3636,67.0909,384,2.1818,3.2727,6384.5455,2372.7273,0,3.8182,4808.7273,115.9091,0,70.6364,14.4545,42.2727,23.4545,110.7273,5305.3636,201.5455,28.3636,68.4545,3425.4545,2.4545,1.6364,3.2727,16.3636,1974.5455,2839.9091,7.6364,1.9091,446.4545,1.6364,13.0909,2.4545,0,0,0,4.3636,0,34.9091,438.8182,0,526.9091,0,93.2727,96,0,0,43.9091,30.2727,46.0909,56.7273,0,0,0,0,48.8182,95.1818,0,0,9.8182,67.6364,59.1818,102,14.1818,213,116.1818,4.0909,0.2727,0.2727,1.0909,5.7273,
PWY-6700,13667.273,2409.8287,22583.7387,4560.0882,2998.2208,2544.92,25618.2757,13456.1464,6248.1444,16536.3043,18994.6724,5725.3561,15994.1984,5362.8048,11470.8897,9416.9388,4011.0691,3372.1865,4056.869,29393.5434,42225.7601,22805.6042,23908.4419,5450.8448,8472.4548,2438.25,11197.608,12296.8958,4827.4924,6508.9799,7703.386,4034.8335,4426.1252,6715.8282,2982.3126,8663.5274,6931.8493,2460.0122,2116.6847,8688.4334,3207.636,8502.0586,1123.635,5132.1791,17117.54,1991.3847,8682.9033,3907.6286,11003.6437,2496.9952,10791.8283,5938.5171,18654.5792,6898.5497,56922.6295,11675.3239,14032.8002,6708.3436,7232.3371,2856.0043,3634.2498,5038.0328,3688.2147,22173.7616,127797.5685,10754.3126,3069.3256,2641.5066,9426.8782,13920.6206,2600.3095,6090.1874,268.9702,538.6501,2881.3318,28742.7683,1991.857,1850.6283,7097.4294,2993.3827,8544.5216,3514.1332,14879.4631,5056.2415,10084.329,25645.6826,12683.8915,22159.4475,33457.5658,18612.9925,15988.3081,
PWY-6703,10256.8539,1397.8707,11968.4249,2805.0755,2253.688,1043.0874,11991.6565,4666.419,5406.0338,6466.3709,14388.7604,3982.7933,13006.1281,3913.1437,9225.9445,5409.564,3304.4362,2413.8269,2971.8655,9300.3293,36078.5003,4379.3546,11392.3842,1195.2717,6705.6391,2187.5378,8538.4969,7182.5012,4468.7034,5870.8366,6047.6196,3206.3418,3252.2183,4216.4864,2060.3623,6514.8361,5393.8205,1429.8181,1387.4361,5495.8039,3143.2428,1725.2967,857.4709,2970.3892,14547.6701,1836.2217,5650.1637,2861.1016,7576.2699,1884.3747,6052.8515,2737.5972,15275.4773,4130.1932,12831.0965,8442.122,10979.4785,5308.6734,5908.1971,2025.1899,2845.6909,3465.249,3009.6044,17767.6703,3446.48,8473.3035,2437.9332,2202.905,5385.0286,10936.5717,2079.0249,4814.3944,199.9072,379.6706,1768.1992,22309.2425,1476.3797,1377.8765,5076.5909,2293.5968,3913.2267,2116.3271,4511.3389,2990.7545,7307.6151,9940.1302,9860.3698,14531.8646,23590.3821,14372.3785,13452.5852,
PWY-6708,11.24,395.781,802.178,248.4719,5.6113,314.1192,1823.2106,297.389,41.0586,6450.7904,9.9877,369.0112,21.2249,179.2871,46.6943,58.9917,1.8739,82.1815,165.0583,1539.3808,151.6374,742.028,17.4505,9.9555,7453.7656,2515.3768,9.9901,11.2304,5108.4276,299.6459,0,161.8595,44.4382,87.5426,51.4265,311.0237,5869.1431,371.6514,60.1002,176.688,3623.6978,8.0595,3.74,9.9361,359.643,2100.9746,3756.7962,32.2158,4.3727,683.4072,18.6595,29.4615,38.0312,2.497,7.4946,9.9862,12.4854,9.9889,78.7646,696.2017,12.4667,812.7329,2.4986,213.9408,1373.1636,2.499,51.5751,104.9056,414.5321,141.497,122.8115,29.7974,48.2423,25.9807,2.4969,110.6372,191.0274,57.4326,12.4713,22.049,140.4739,126.1775,2719.5239,30.8197,446.1177,258.1892,29.2266,5.6165,13.119,2854.4321,18.1104,
PWY-6728,20.4347,54.9057,372.606,97.2578,7.2734,34.5992,38.9424,111.5435,25.5372,70.0442,0,143.2635,14.8226,128.3013,10.445,59.1056,4.4437,55.6872,41.1095,16.5518,0,75.9982,11.5294,15.8032,35.2851,0,0,19.9061,0,167.7705,0,86.796,47.7903,37.2132,43.7425,230.5648,21.7042,35.1357,39.6069,149.0277,0,12.7288,8.0891,16.3647,87.5009,0,228.2302,38.3265,10.2947,28.9383,8.884,44.7062,13.0788,0,0,0,23.4809,0,138.7657,88.6923,0,0,0,386.1944,446.336,0,0,0,148.5527,212.2104,62.192,0,0,0,0,222.4655,67.4224,0,0,0,168.6843,162.0033,508.4089,0,173.5335,73.9923,37.1978,2.9867,2.9934,5.9956,30.3378,
PWY-6737,42702.6407,3747.9205,15931.3397,8390.7864,21345.5168,4992.1528,38458.2194,30939.2615,16660.7946,30733.7985,68646.8663,11832.2755,66653.8643,10970.4074,53800.4232,13962.4511,10266.3401,6570.1632,16678.3923,41127.9282,55822.9316,9930.2593,42940.055,7964.9718,11160.0187,3056.8727,44103.0659,34330.8041,6146.9584,20647.3478,42504.0449,12228.1429,8536.9892,10651.2379,7480.8792,23324.4496,8926.9867,6660.7711,3942.7929,22615.506,4239.4851,19970.0982,3280.78,23276.804,63197.7771,2523.4062,15618.7593,15780.1709,20401.7184,4888.0707,29095.667,5902.8389,64163.1809,32084.5024,31721.7004,40004.102,38845.8191,22384.3017,14939.6163,5537.1452,27880.8919,5416.3816,42271.9955,49335.9613,70518.6253,23811.8178,12586.8849,5164.5719,54762.9786,37653.7342,8535.1073,21984.8787,6132.7681,1847.0122,5546.0737,41109.9726,6006.6175,4636.9442,17219.3461,6528.0944,19873.9459,15079.1737,96774.9503,10128.1936,39495.0899,29235.2109,18329.617,50641.305,82342.5729,40551.3858,56179.7384,
PWY-6749,76.6104,88.9508,39.0509,5.9193,19.9917,15.3375,355.6381,84.6271,18.8532,53.9864,176.1188,29.8986,41.2298,9.9975,69.9562,5.2397,118.0055,18.1952,120.9496,454.4804,8456.6445,15.7164,1114.1619,2,3.7196,0,14.0776,443.2418,0.58,22.8509,19.337,35.5714,13.1361,3.1399,3.1399,56.0364,17.1276,45.9433,6.1975,30.8522,0,0,0.86,10.6596,343.9662,0,762.9576,23.8894,5.3399,109.4127,4.6599,2.5799,10.6589,22.6579,11.9195,2,77.9447,11.1394,48.7712,0,5.3397,163.2153,3.9199,45.9846,67.4042,0,0,4.6595,48.8348,70.463,16.6579,15.9962,0.66,0,0,93.9611,31.1225,23.9538,11.9983,0,57.3888,40.0538,110.688,17.3368,181.3565,43.1104,37.3958,106.1598,42.5743,30.5709,17.917,
PWY-6891,749.3154,598.4558,9471.9462,388.9375,48.3808,377.9118,1626.4934,496.3493,318.9257,271.1462,2311.9653,446.7749,616.2507,393.6921,128.4625,93.3887,103.5042,121.2391,611.3871,1227.2218,365.1231,959.2132,1164.6438,18.4666,7007.3928,2306.6035,640.4894,643.4459,4691.7812,1665.9562,464.07,848.7073,89.5653,179.4329,213.2288,445.2325,5669.3319,417.6585,137.3008,353.5453,3291.9394,89.6611,86.0278,109.9177,2875.8372,1921.5943,4200.489,232.9261,325.4044,855.5384,1396.9696,76.9442,940.7059,171.3137,108.8055,65.85,192.1418,65.6164,185.4937,829.7008,13.177,919.7849,361.2233,2131.2146,240.13,662.1213,59.3666,1335.8419,84.0991,491.2472,129.6536,253.2854,25.6918,0,107.7018,463.9675,239.0147,40.4748,78.6878,45.266,175.2132,198.2668,328.331,270.6194,1667.1975,361.1967,207.3003,65.2718,410.109,26.3783,745.8843,
PWY-6892,19558.3189,1475.3525,5480.3214,3605.1696,6464.2881,1437.341,13954.3616,6131.0353,9177.7623,10607.8258,21943.518,5107.0122,31868.1523,5587.6309,16831.6424,6356.3813,3972.0675,2748.4425,5004.0528,14616.3523,38029.3367,5100.8944,17143.4491,1335.2804,7878.5833,2451.7087,16394.8315,9974.0852,4987.59,7726.7025,8554.1994,5149.3794,4153.5605,5067.4603,2576.3262,8526.6353,6344.7325,2005.2551,2086.2062,7742.0581,3458.4077,1946.9733,1083.7261,3962.7175,26359.3106,2041.6792,7509.0217,6911.3789,9125.3895,2540.1599,6362.8729,2947.7247,25282.7878,6200.3555,15778.9409,16900.4241,19368.8331,6035.1541,6588.0896,2637.4323,3938.0949,2070.1729,3086.1287,30602.3267,4700.5654,11945.5416,2967.9804,2331.5422,7305.058,17435.7636,1989.9885,8164.421,516.3642,187.3458,2329.1606,27627.449,2213.9957,2870.2291,6797.7726,3338.1223,5339.2509,3524.0304,6538.6527,3967.5495,16975.4589,12197.1166,11421.3399,18320.2078,28915.1597,16742.189,24918.9717,
PWY-6895,3004.1408,996.7628,4211.8549,1309.2073,225.6101,776.9542,5836.0032,1800.5521,1286.506,1247.6694,6748.5973,1630.3028,2657.0929,1446.4017,615.6522,442.4644,466.6108,507.6508,1834.2676,4544.5187,1768.0449,2840.27,4300.8046,87.1554,6755.8562,2208.5099,2588.4905,2483.6202,4521.3963,4111.5445,1862.8514,2259.7619,409.3554,783.838,769.1596,1820.6603,5620.6926,966.9384,520.647,1478.4602,3179.3699,378.0983,298.0041,494.8666,8796.0189,1853.862,5781.1701,904.239,1396.6727,1733.8028,3635.7701,346.4564,3935.3436,761.4883,526.7354,321.3424,909.591,312.5045,838.6255,1768.0101,64.9056,2310.149,1271.7235,7439.6625,1025.853,2626.7825,276.6082,1319.154,405.2476,2092.3049,523.7702,1083.1342,89.2139,0,442.3521,2170.6609,740.5411,185.2603,374.1108,212.4751,765.8208,776.0608,1428.1936,1026.7408,4756.5557,1615.083,967.2265,321.1912,1933.549,131.1146,3155.4148,
