#OTU ID,Lyz204BFP244S41,Itg10DTT456S50,Lyz203BDTT232S72,Itg20DTT504S99,Vil101BFP08,Vil114BFP167,Itg18DTT492S87,Vil1014BDTT164,Lyz201BFP208S56,Itg22DTT516S11,Itg24FP528S31,Vil108BFP95,Vil103BFP32,Itg26FP540S44,Vil106BFP68,Vil109BDTT104,Vil103BDTT32,Vil102BDTT20,Lyz204BDTT244S85,Vil104BDTT44,Itg24DTT528S23,Itg08DTT444S37,Lyz208BFP292S90,Vil110BFP119,Vil104BFP44,Itg16DTT480S75,Itg20FP504S7,Itg12DTT468S62,Lyz207BDTT280S122,Vil109BFP107,Lyz201BDTT208S48,Itg02DTT408S100,Lyz205BFP256S53,Lyz202BFP220S68,Vil1013BDTT152,Vil101BDTT08,Lyz205BDTT256S97,Itg02FP408S8,Lyz208BDTT292S134,Itg22FP516S19,Vil108BDTT92,Itg04FP420S20,Itg10FP456S58,Itg18FP492S95,Itg12FP468S70,Lyz206BFP268S65,Vil113BFP155,Itg08FP444S45,Vil1010BDTT116,Lyz203BFP232S80,Itg04DTT420S12,Lyz202BDTT220S60,Itg06FP432S33,Vil107BDTT80,Lyz207BFP280S78,Vil105BDTT56,Itg16FP480S83,Vil107BFP80,Vil105BFP56,Lyz206BDTT268S109,Vil106BDTT68,Vil102BFP20,Itg06DTT432S25,Itg26DTT540S36,LYZdtt364,SLCdtt050,SLCdtt110,LYZFP304,SLCdtt002,LYZFP328,LYZdtt328,SLCdtt074,LYZdtt304,SLCFP128,SLCFP092,SLCFP002,SLCdtt092,LYZFP316,SLCdtt020,SLCdtt128,SLCFP050,LYZFP352,LYZdtt340,LYZFP340,SLCFP074,SLCFP068,LYZdtt352,LYZdtt316,SLCFP110,SLCdtt068,SLCFP020,SLCdtt164,SLCFP164,SLCdtt146,SLCFP146,taxonomy
PWY-6126,30991.4601,29881.4248,42985.4268,24478.7188,29138.8358,68133.4563,30133.4175,23860.0648,49830.7124,14689.9655,44252.6244,153780.0804,43130.0222,42695.4774,32230.0024,16110.2251,22427.3777,9572.3222,20458.1184,19807.7611,24430.4765,43588.222,23902.3734,111866.0643,35328.2869,47349.5218,54135.6036,36260.4319,11109.4384,93373.9828,24211.49,22833.7848,10525.7387,65286.5452,12506.236,7220.8739,29328.506,26195.6397,18601.683,57153.5278,9998.222,23502.6908,45766.4594,57308.1906,41114.1653,28085.0424,62286.5193,32533.4054,22403.5187,83034.4352,19783.7362,29088.0456,45955.8331,4832.6491,14479.2057,9612.3228,48004.5148,33200.0698,37476.0653,16618.4664,8147.9991,43694.1215,43574.9989,22514.535,59482.027,20027.3764,23849.636,101803.1619,36522.4203,44414.9529,86509.6332,62592.5434,164424.2303,22112.5011,49998.2576,20868.9307,35325.2227,127189.1765,12089.9867,20299.7236,14255.578,36558.7644,58447.3224,46473.4767,25296.9916,14610.6264,144476.4634,192317.722,9351.7596,11576.6716,19765.8282,70097.6115,35900.0891,16802.5668,56941.3418,
PWY-6147,11810.7878,7458.8945,14482.3181,12511.2065,13430.8026,15298.6831,14467.4397,8281.6697,19998.347,7009.6494,12599.9357,15871.393,17886.9255,15328.6082,21080.4385,5572.0171,10949.3058,3600.6983,10272.5203,8371.6038,10397.5341,17016.0417,5804.475,23681.4147,14812.2218,19541.2492,22536.556,12223.8665,4509.1313,8375.9805,12348.7485,7830.1487,4729.5094,16547.0502,5919.6114,2730.5861,15240.7022,7588.9614,4649.5556,17737.8429,5861.4792,4060.8037,10489.1635,16487.0361,13603.6444,9274.6882,2786.0127,11268.2789,8535.1622,14627.6376,5884.7824,9784.0013,11168.1879,3359.3821,4790.4923,6290.3122,19621.0704,16957.2303,22410.0466,7671.4537,5525.6611,17436.4065,13711.0817,9079.4361,36580.7776,13336.1435,10953.1167,31805.6798,15501.7746,20656.2425,37298.9367,26383.1164,55760.1641,9755.1795,12967.2928,7580.7466,14031.5303,52212.48,5775.516,14246.5257,8897.3006,17865.8566,24322.1591,15369.326,7216.2669,5194.0422,22693.4668,40301.3982,4483.4533,5967.2725,7421.753,33657.0732,15408.5073,5677.5115,16085.5768,
PWY-6151,23027.8022,20898.2693,32221.8276,17793.0006,21936.6606,30020.1397,24458.9041,17253.5984,38102.6537,11631.8898,31737.5323,124388.9097,30778.5614,28442.5879,25481.8454,11796.0505,15549.6921,6471.5727,15439.1085,12638.8064,18805.2674,31095.4824,18548.2818,83610.2545,22922.3769,41711.7101,36558.4272,24177.6286,7432.2861,74493.7173,27960.1823,15570.6596,7744.7265,49361.6626,7252.0214,5024.1272,22099.7795,17236.1695,14871.1588,37292.7753,7059.0803,18539.946,30204.4294,37171.6834,26334.5193,20330.2464,13547.9351,22710.9902,15440.0867,65694.7228,15663.4798,22843.6013,37261.2547,3702.8111,10850.2112,7131.8097,37555.5312,26271.9705,27649.411,13787.6389,6096.1991,30707.5778,32542.7888,16028.6851,70444.5933,14684.4988,19562.4141,75735.4453,24382.3698,36856.1185,73945.7838,51069.6905,93982.8384,15458.7028,30264.107,12433.4339,25913.9534,95521.4836,9975.0693,17503.5996,9282.5969,26487.2061,52956.818,37959.953,19829.8062,9120.664,112494.2797,151847.2575,6751.9725,7795.9532,14423.5732,69059.8639,25609.7848,11894.9569,33819.4777,
PWY-6163,13995.1397,16993.5275,23906.0702,20938.2342,18098.4672,5825.9793,30200.8752,18401.4232,42513.9909,14566.0391,25231.791,22029.9452,32713.6196,27207.8382,32922.876,13004.9374,20364.4477,5445.4492,16161.8509,13987.3911,20995.5629,31040.7843,10537.2138,36430.638,22741.9883,45046.5978,29251.6816,25926.7375,8105.2349,38633.039,37930.7254,14623.1471,8774.7734,29684.9422,7421.0889,4555.9887,29990.7538,15131.9775,12219.5278,34188.4365,8294.0538,8266.469,15850.9546,31948.9843,25728.0417,21901.129,4111.1184,17178.0635,17386.1132,15643.1162,10991.1831,25704.9339,16098.5106,3940.0452,8405.7737,7856.2906,36608.2705,25954.364,38841.6913,17423.7593,6655.3782,25437.4924,22924.6095,19452.3562,104561.576,23649.8612,23174.2915,53155.0849,28328.5116,43697.6818,95923.4682,55990.3553,133018.7137,11875.9325,15000.0445,11495.7002,22272.102,54659.1363,13564.3707,25530.5114,11843.3523,32924.0985,67275.9241,32131.0172,11299.7509,7537.329,42053.6211,50021.6748,8843.107,11274.387,14871.5625,79016.8574,21347.0489,12738.8639,27026.0939,
PWY-6165,0,0,0,11.9765,0,0,0,11.9705,0,0,0,11.9876,23.7451,0,13.6916,265.2452,193.0047,0,0,200.5046,0,91.3582,7.7913,23.1499,0,247.7076,13.2511,0,0,11.5884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6213,0,0,748.9914,0,0,0,0,0,0,0,13.8338,0,0,18.7147,0,10.8861,0,15.9468,0,0,43.6816,0,281.1914,0,0,0,83.6675,0,120.033,87.5506,0,0,0,0,74.2481,0,0,0,0,0,0,0,0,0,0,1.9617,18.2957,1.9175,78.3488,
PWY-621,28333.0792,29393.7591,43137.8139,27865.4048,29396.2184,45910.0112,35215.2003,21204.9756,55818.5011,16538.0041,34035.8242,170870.0839,36066.7336,31983.742,35367.1511,13088.6914,23640.6461,8988.8473,21236.0997,19030.9003,24302.4588,37891.4387,24824.5513,88305.9865,32146.4526,54313.8513,52537.8956,34018.589,11237.7259,88131.5046,42183.1612,20314.9532,7861.5782,70199.1715,12747.4053,7843.0405,30832.8441,18186.5654,19919.9729,47043.325,10241.6745,24411.3439,39389.3466,46900.731,33189.2291,22477.2658,55515.2243,25976.386,17654.581,84775.8994,20360.7845,35465.2455,49331.7733,5065.9323,14691.2934,10103.2268,43474.8582,28026.6224,37934.9647,17809.8113,8855.5101,36494.3148,45482.9113,22239.8133,105335.91,25794.4706,25298.7516,102977.2061,38543.085,41558.8222,105223.7041,72602.4594,139424.9574,22403.1965,44810.1483,18858.3559,36573.6576,115440.5614,13581.4194,26779.7989,13926.9424,37587.5331,77542.5206,48800.4328,27107.0961,12559.8693,157419.9198,194505.5302,8770.8017,12399.5923,15687.0939,82166.6597,22674.2073,16954.1146,50631.5694,
PWY-6263,1194.3129,1962.7451,1976.5297,2092.9411,2416.1597,420.3114,3917.3858,2502.1009,6545.8895,1013.2582,2654.932,4478.4625,3387.0447,4103.2817,5276.0979,1221.2709,2230.0735,490.7065,1152.1938,2037.3142,1792.0326,3700.6876,1444.5546,5464.0431,2595.2877,5008.963,3781.4921,3749.9697,995.7255,1297.2533,1281.2925,1681.3152,1057.9171,4643.1345,80.2395,634.7966,2760.9588,1694.6481,938.6558,3531.2656,411.9563,899.9025,1894.4933,5311.0506,2984.0439,1812.5646,117.9233,1451.2568,2410.1752,1613.9081,1206.4367,1694.1089,1646.7819,101.6332,1336.9086,345.9212,5965.235,3428.1442,6637.8763,976.8759,212.1542,2816.6031,3857.8392,2016.8155,6757.0728,729.4305,828.0157,9075.7506,1443.7091,7338.2177,12445.2487,1624.508,62190.9257,651.4795,1261.4223,745.061,733.4165,8879.8777,1434.0609,1184.2636,555.8165,7573.2601,4333.9457,4478.1151,302.862,416.8629,7798.1761,7292.8853,462.2186,855.4357,1791.045,2882.336,1525.1827,718.3987,1623.604,
PWY-6269,10521.6198,10216.5393,16038.6186,12482.2699,7054.4155,14182.4079,19480.3712,10147.4673,26076.7325,8991.5902,11875.8664,6577.1435,14418.6519,13241.3245,19097.528,5982.4217,10872.1253,2481.6972,11336.1857,6271.9329,13850.4753,17291.6623,6201.3182,22423.2337,8995.659,27976.5444,16064.8043,13467.6761,4336.0311,4683.1457,26983.3013,7145.2163,3675.7585,15912.4955,5885.4152,2726.314,18402.2659,6396.9298,8564.3135,18472.6127,5483.8447,3998.4725,9168.2739,13838.1929,12452.0193,11140.6954,1321.2146,7873.299,8350.2121,9900.6025,6997.6966,17443.8095,5105.1191,1840.7313,3079.9444,4954.4383,12772.103,5576.4725,21658.6007,11882.7548,3750.3429,10541.499,12774.0442,12053.0773,69358.3458,13844.3284,15666.3285,35714.8087,18636.6595,18309.6078,59483.9198,33279.5479,88103.0349,4887.0146,14498.462,6322.2327,17517.8133,46290.5468,8778.704,15857.2481,5601.7075,15695.9955,48875.241,14577.4617,5275.3657,2800.0774,20602.5701,48790.8643,4792.7317,6040.2765,5633.7138,51680.7868,9005.7648,7539.7364,10909.2748,
PWY-6277,25856.9541,27336.3698,41108.1848,28808.4799,31041.1218,24883.9985,34136.0213,22311.3831,56055.0835,16942.1898,36057.9492,160668.0563,43216.4132,33243.8985,38468.3877,14849.8379,25255.1211,8837.693,20721.4773,19445.9373,24239.3446,38286.8729,24704.0048,97285.5435,32690.3939,54753.0565,52794.6973,33315.3622,12164.407,88791.608,39008.6573,20901.7062,10434.3184,68467.7887,10261.6436,7862.568,32563.9164,20257.7842,18939.3133,46789.2879,8619.9733,23441.1399,31445.8485,43814.9197,32282.575,25787.4596,13276.1986,25163.7132,21010.4687,72162,20363.3849,35266.9446,48114.5895,3993.2445,15656.1628,7997.4675,48960.9792,33850.9778,42734.0301,18353.7361,6795.7512,37524.4085,46142.9821,21687.9395,99713.5135,26037.7106,23039.4429,104267.5042,37309.0194,48654.0282,105914.6689,70402.309,172078.2954,22412.041,35840.3854,15445.4506,34301.8783,127236.565,14180.317,28603.162,14360.3098,40949.863,77877.2644,50952.8188,25156.7957,13312.7597,149062.5978,193225.8411,8772.4557,13223.7516,18208.4524,85311.5974,30560.7786,14959.3158,39416.9086,
PWY-6282,111.2997,9.7778,216.3388,47.2888,275.9163,183.339,89.3411,2050.3994,260.4375,16.6098,166.2775,742.4553,103.1002,134.6179,229.1065,5288.7794,106.208,110.3727,54.3602,163.861,97.8915,93.6931,57.4508,671.3985,124.8492,219.0829,96.5145,95.9999,170.3146,201.8405,45.5677,373.5372,27.224,344.2257,3937.8895,33.4718,41.8762,54.1001,193.4211,127.6541,6648.7156,50.8667,16.255,105.4215,101.6198,125.4253,340.5706,43.6895,5651.8441,153.9254,42.7817,89.64,162.982,3997.303,52.9074,7695.9089,105.5206,154.624,164.8202,49.3612,6773.5182,124.7735,111.0294,34.8858,825.7257,68.2875,140.2037,673.7463,285.3594,443.1434,781.751,154.7402,4619.1341,208.6968,390.3072,183.336,114.6034,954.894,162.0361,75.4724,269.3836,774.1546,482.2554,619.7586,23.9846,184.3558,1842.9163,1204.3823,120.2477,121.6977,674.1866,136.3989,443.0634,13.9419,142.188,
PWY-6317,26863.9081,24881.8593,37480.4287,23943.1803,24733.608,60499.5223,30859.4004,20447.8177,47576.2561,14905.2105,38398.9603,131884.7656,37411.5691,36175.3264,31476.8302,14048.4872,21066.5828,8253.8293,19283.6218,16818.389,22453.8086,37728.1532,20214.4114,98474.7263,30196.7545,45094.9426,47108.7714,30615.426,9648.3858,86336.1085,35066.4626,20171.3107,9276.5676,56526.1837,11757.7022,6292.1529,28375.3066,23281.2574,16751.6557,49115.5737,8656.2057,20362.7221,39098.3024,50973.5794,34745.5813,24525.6974,54717.3134,28009.8993,18939.1046,71466.4346,17216.6165,29105.4542,40322.0262,4279.1493,12681.3528,8440.6631,44256.6929,28124.8095,35374.5927,16429.2247,7265.2849,37523.2529,38121.7207,20279.225,89838.5881,21390.1268,22725.1597,88085.8228,32982.602,43950.8413,92823.7737,63158.7426,113316.9438,19053.1398,42540.4535,17784.4662,31662.17,109797.9765,11483.2303,23762.5608,12312.4989,35423.3414,66467.7865,43952.9049,22190.0159,12362.4202,125822.4177,163855.182,8655.5047,11330.338,17083.3256,77596.3242,30647.074,15242.2735,48827.4536,
PWY-6353,6585.4815,7271.0542,11594.8266,8925.8442,7668.6148,2689.7479,9684.6899,8914.5068,17266.1492,5710.9235,8342.7706,20019.0072,13617.6666,11090.0527,11525.2597,9990.3952,9294.1637,3783.3775,6119.4929,5841.1468,7408.2216,10001.7369,4878.0677,7976.2937,9319.5631,10091.1631,19915.6671,12304.1128,4696.6006,4100.3663,7248.9162,7735.2834,2333.4754,17286.6019,8568.4787,2171.1363,7355.8757,3956.6596,4100.5484,17562.5004,8547.7207,4674.1488,8268.3773,8970.2736,12513.8149,9300.1468,2084.1006,5270.4549,13310.8681,7356.8542,4291.4218,8403.9679,5920.1489,5121.1776,5096.2186,9738.4318,8857.8212,4599.0838,12528.7306,5425.827,8578.2305,10857.2926,14265.5984,7405.5986,19128.5562,9630.9821,5522.5571,23165.0786,13596.4182,10733.1867,30846.8535,10123.2321,63644.5676,7574.7082,11817.0438,7587.3706,8634.2727,22198.7502,3826.7494,8671.7623,6408.0276,10472.4252,16066.6721,11187.8684,2511.1677,3893.0982,18081.9551,23541.3876,2529.5894,5171.1778,4611.3466,14360.825,6468.719,4856.1469,21431.0506,
PWY-6385,26780.1594,26621.9827,38251.8078,24503.3922,26594.3184,57223.4523,31834.1374,21423.9753,49198.4073,15441.8472,38460.5848,142914.2642,38977.1116,36811.523,34137.8965,14049.8457,21752.1181,8394.6394,19052.5851,18049.0709,23052.4808,38357.0866,21775.9446,94563.7631,31738.0105,48806.5375,48354.7094,32228.7149,10048.2523,79273.5395,34871.1179,20439.1025,9481.4289,59977.0857,10561.8836,6612.3793,29377.8854,22995.6764,17191.8516,50228.5786,8356.638,21492.2326,39132.2125,48755.7975,35318.6587,25013.7706,52016.2606,27660.0952,19463.8765,74216.5551,18209.9826,30051.4839,42246.2794,4033.2985,13141.1912,7983.8491,44200.4132,29413.9123,38572.0012,17020.0218,6792.0836,38153.1998,39796.072,20891.3559,92566.7866,22608.5576,23275.288,92981.0441,33583.9654,43656.5729,95109.8057,64046.9701,147739.4648,20026.8354,43441.9308,17808.5005,32455.6951,112957.1533,12950.7261,24551.102,12961.7234,36876.0081,70661.9525,43514.0487,22869.723,12444.4913,133517.4088,173686.1468,8806.9883,11861.4793,16922.3521,78784.7982,31266.4727,15230.184,48495.2219,
PWY-6386,26549.9129,26439.8933,38098.9332,24634.092,26676.5275,55249.2689,32299.7149,21344.634,49619.847,15557.3793,37879.2307,141040.0165,38915.5488,36474.0511,34718.6126,13913.9753,21884.1574,8320.3487,19198.8649,18138.542,23079.1627,38682.763,21622.4012,95368.3278,31767.0439,49260.6048,48001.925,32270.6156,10068.6857,81541.9772,35588.0316,20187.2937,9520.3571,59526.8344,10500.6584,6630.4991,29790.2676,22502.806,17118.93,49677.0747,8382.8533,21233.1592,38524.7251,49667.7985,35263.5076,24845.5424,49608.881,27731.6582,19360.2832,72912.1172,18127.0622,30264.9605,42061.834,4009.0246,13245.1198,7955.2325,45278.0562,30103.0674,39035.7283,17259.8978,6755.3417,37812.5699,39641.7375,21005.663,95103.3008,22936.6908,23387.6888,92690.0242,33695.8189,44503.2763,96202.6892,64666.2247,148292.7719,19862.4132,42637.9303,17605.7609,32403.2154,112198.496,13176.8395,24952.4282,12937.5654,37462.4245,71654.1772,44789.3977,22706.8015,12023.3748,132378.5464,171686.777,8839.7588,11907.3028,17395.2181,79888.965,30687.12,15227.4299,47524.3689,
PWY-6387,27358.3798,27161.3976,39049.4071,24890.3191,27271.3185,58369.2051,32698.2149,21769.8224,50111.5163,15688.9723,39285.0567,147357.6081,39774.048,37518.928,34847.9571,14304.89,22116.5724,8558.8446,19394.877,18479.6115,23414.2761,39506.3547,22268.9076,101883.068,32531.9083,50145.1506,49278.8333,33010.1661,10220.2168,88670.7631,35373.9217,20830.5047,9782.3864,61345.6875,11051.425,6762.6063,30030.0866,23422.1632,17496.0025,51193.1917,8523.7551,22019.8449,40176.3443,52397.6857,36291.8011,25460.5834,52986.2065,28790.9514,19813.2436,76077.7859,18595.4912,30609.8453,43765.0043,4103.8656,13693.9693,8132.0826,47005.0661,30808.5118,39151.7441,17289.4832,6914.052,39018.8385,40651.486,21225.4721,93847.7978,22916.3582,23594.9538,95039.242,34114.8736,45485.1601,96602.7754,65211.5504,152112.262,20403.9199,44424.9042,18099.5575,33113.237,115525.2068,13241.4076,24889.3212,13160.5489,37776.9828,72122.6891,46474.5153,23382.9087,12737.6458,137495.0097,178157.4231,8941.0645,12053.6565,18142.236,79943.4773,31812.0516,15511.2458,49348.9879,
PWY-6396,39.914,59.7341,79.7156,47.7039,31.9202,674.0108,256.9195,11.972,351.6103,11.9457,563.6483,8818.353,1591.5516,272.6096,294.0593,348.3385,467.3731,0,0,416.1959,310.9544,520.1732,185.8834,760.6424,1087.3886,579.8178,324.1196,237.4401,0,431.741,69.8107,35.8324,23.7202,163.3872,0,7.9811,23.8386,39.7901,23.9316,256.095,0,1141.4869,221.8254,346.4215,316.9851,192.8674,59.6661,532.9125,832.1018,95.8741,393.5726,102.8959,265.9715,0,27.8882,0,917.6287,78.817,242.1315,58.1786,0,103.286,75.7734,167.9222,41.9581,157.7974,241.2802,346.1057,598.7295,150.277,177.3157,166.5925,301.966,43.8179,2030.5807,758.5248,400.9593,374.641,354.5236,156.6702,215.6648,83.2336,27.9352,75.6809,31.9377,205.2442,478.1707,427.0207,181.7529,98.5278,646.9037,589.715,146.4208,31.5918,228.0132,
PWY-6467,2514.35,1929.96,3929.18,2256.47,8088.65,977.64,3810.87,3579.69,8237.16,1148.6,4489.21,4585.64,7919.54,6490.58,7782.08,3585.62,3160.66,1271.8,1205.86,3689.13,1924.39,7271.73,2402.51,4005.71,7582.45,6343.36,7699.48,4564.11,1289.88,3610.96,1260.6,2212.81,1858.84,8714.36,4622.69,947.72,2872.19,2543.95,1308.37,5918.81,4125.21,1754.57,3672.3,8570.27,5330.05,2884,3509.48,5841.88,5286.64,6028.61,1662.89,1917.76,6945.31,3144.83,2561.34,5562.04,11645.49,10603.72,8258.33,1223.16,5056.09,8269.83,4964.41,2036.07,6378.46,2124.73,1356.45,10632.76,2306.13,11719.56,13688.69,2841.78,58370.7,5067.33,2428.31,2383.48,728.39,16668.83,1700.29,1913.02,4206.96,8953.35,4515.86,8335.67,3568.08,3827.92,9361.06,9067.33,1186.37,1441.07,4502.27,4239.46,7691.48,1460.37,5699.83,
PWY-6470,107.551,442.9184,32.8012,78.8854,199.0228,2682.9608,28.7631,50.2361,67.0781,0,802.7322,25218.0165,115.4831,414.2391,177.7582,244.055,66.8956,0,0,64.5202,285.4765,252.2968,9.5956,1258.473,151.9538,324.0166,352.3712,657.417,19.1552,1946.7416,0,246.0174,66.396,23.9897,54.8177,19.1375,57.3935,38.3218,127.7618,184.01,30.9982,66.9812,817.1188,52.7324,855.6674,76.4673,298.3472,507.365,292.8381,124.5933,0,21.5807,483.6768,33.0353,0,0,174.1937,9.5949,243.7711,16.7729,23.8318,75.8529,152.9544,152.0739,252.2601,0,43.0797,773.054,918.7623,415.78,440.6312,348.0415,699.5863,35.9273,0,140.3781,9.5969,953.8263,64.2385,7.1966,0,315.3584,88.6587,114.8246,112.2093,57.2941,1133.4177,1095.4386,0,0,167.657,851.5758,28.7654,0,169.7608,
PWY-6471,24145.7694,22494.997,32607.5376,18229.9788,20387.7103,54383.317,20307.3201,14146.6196,33976.0586,10041.6362,30056.737,134809.5387,25265.1891,27990.1625,19286.1893,6906.838,13323.9821,6961.2643,14470.736,13789.2957,15306.4961,28152.3361,19232.9413,81868.3062,24445.0447,30602.9483,41197.35,24144.2976,7578.3438,63443.8955,16101.9645,15896.621,4977.9215,51705.1913,7228.0565,5445.9218,14072.9572,17503.5162,14178.4294,40018.6608,4204.4316,19092.0905,35208.9624,38217.7221,27822.7428,16131.097,48633.4323,22165.0525,11087.1828,69442.8183,15286.6682,22243.7447,36858.0949,1696.9875,10456.6183,3544.1511,27769.2222,15933.1656,20022.9615,9252.8595,2942.564,29886.8018,33842.0045,13938.426,25455.2696,11634.144,13908.7126,80637.1789,25315.4472,17340.6809,52399.359,47449.3695,84448.7473,16477.2289,39871.9266,15144.2603,27461.9464,99506.2987,6597.1321,13459.3857,8137.2468,23864.8349,51067.4285,32523.5383,19894.5638,10014.6571,122751.594,161489.8926,4722.8604,7771.1196,9515.9559,44431.8546,22207.5223,11098.3467,42309.091,
PWY-6478,1126.7674,3740.1308,2582.5671,2363.8944,1594.6929,183.4649,4750.3274,3743.3141,5381.3121,2521.0635,1741.9496,1321.6547,4367.0921,2359.578,3431.7538,1757.9454,4158.8283,615.9834,2169.9051,1654.0854,2517.6726,3357.0936,1719.5358,1138.6692,2550.0494,8206.6819,2529.8931,4398.9482,1109.1811,1150.7432,7721.3233,1751.9126,720.0558,3343.6107,2462.7972,1055.4903,6465.0235,1004.5103,1334.8067,4312.8437,627.4735,1363.4529,1322.4061,2010.1165,2386.0029,2644.6405,479.6042,1153.3648,2505.1092,1467.0406,2057.835,2599.4214,972.3657,35.7967,591.9411,522.7826,3739.3459,1323.6465,3559.6743,3462.3413,636.4721,1708.8197,3466.8841,3132.6008,16989.4023,3663.1646,4777.9113,4156.9364,6169.701,3059.7869,12651.4144,10686.5409,24257.5874,991.8151,3294.2348,1572.6716,4222.155,3144.9481,2823.0591,3935.266,1422.3022,3043.0742,8558.7261,2024.7224,985.2902,626.5449,4967.4888,4311.3652,1481.0646,1968.7294,1835.0635,18654.9319,1201.8692,2333.5094,2233.8957,
PWY-6507,4561.1612,5686.6799,11181.5939,9736.0162,10894.8504,1124.579,10868.8598,6849.7154,22185.5,6427.7045,8567.0122,10788.1131,11525.3019,11177.2624,10909.6472,5327.8273,6655.4145,2764.4754,4664.2866,5593.6048,5628.335,15054.5986,5413.7194,3706.5898,10567.8335,22590.3142,16658.3351,12599.2484,4450.4628,5515.7479,17377.2228,4949.6267,2830.5476,16506.5706,6800.9868,2035.045,9313.1011,4666.8838,3780.3161,17556.492,5619.6651,3481.142,6987.4177,16209.285,12487.6425,8339.7938,1538.6204,10356.4664,8155.2837,8362.3339,4396.3983,13946.6182,9908.513,3351.8012,4504.5548,6361.8295,18199.0415,12831.3746,12167.5913,6648.7403,5515.8054,12474.8486,10714.5656,7180.8233,45872.4568,10336.0365,8450.6645,22240.1485,13142.5314,20587.1146,41168.515,22916.626,39485.4182,8680.0707,7325.4878,6007.7529,5747.7458,28770.9481,4922.5042,13512.3545,7350.9422,13506.4762,21615.0501,15160.8902,7534.545,4040.7979,14624.7314,25079.5454,3067.8104,4469.0374,6574.6725,27525.9143,11122.9037,6905.6541,15599.1249,
PWY-6519,198.9007,17.8429,384.1873,85.1893,495.3276,284.8119,159.7604,2661.5107,465.7883,30.0941,298.0187,1168.4643,187.3048,243.4235,410.9647,5197.479,188.7412,191.8719,96.0268,290.036,172.1777,170.3807,103.7491,999.2377,226.3386,391.1445,175.6569,173.1848,283.2691,356.6517,80.3927,605.4181,49.4172,615.425,4875.316,59.7808,75.6484,97.8206,321.5567,230.9258,6385.8449,91.6318,29.7223,191.6549,184.0168,224.0447,510.2796,79.7601,6126.1636,278.3377,76.9927,158.0619,295.0755,4036.725,95.7499,7618.3364,192.2808,280.6841,297.3576,87.8885,6750.6716,226.6493,199.9548,62.9788,1238.413,122.9645,239.5202,1184.2464,476.235,791.7801,1356.5299,275.4231,7148.5359,373.9549,650.0518,321.0739,174.3424,1694.4347,273.1289,134.5651,475.6149,1314.8743,786.7915,1084.1425,43.8289,325.5429,2893.2661,2026.4514,208.1544,211.3749,1127.8329,245.2339,786.0174,25.4153,256.8605,
PWY-6545,2135.2633,4684.5462,4952.0991,5480.9538,4451.9828,1024.0987,6774.0185,4703.9344,8874.2719,2382.9184,4724.0976,10646.1039,6122.4134,5030.4002,8167.0535,3407.716,4320.9482,1098.7798,2581.8326,4082.4459,4078.0383,6014.3584,3576.9426,10188.2018,5034.1175,8994.2115,8153.62,6480.0427,2149.3037,3263.3093,3524.8388,3356.448,1526.1282,7443.4913,973.003,1523.8115,4831.1859,2958.373,2843.4294,6403.6599,1231.862,1831.3466,3707.6797,7624.0886,5013.7928,3823.0104,289.2145,2553.1473,4865.6256,2115.5165,2583.2175,5110.4813,2466.1583,193.2992,2198.2033,752.8853,6195.9785,3785.4373,8738.5847,2555.5961,500.0307,4602.351,6723.1392,3729.3664,8124.2831,3128.9301,2407.6935,17674.8827,6622.4227,6166.3264,18124.5077,9545.2927,84757.8551,1827.5108,5553.0188,2727.6231,4827.5552,14494.2426,2538.1143,3082.9957,1701.3987,6113.0257,12924.6,5514.6693,1379.4174,788.7757,13218.4413,21431.9849,1119.0343,2113.1492,3112.9933,10610.8568,3774.0469,2269.8028,5626.8713,
PWY-6572,229.535,104.2013,472.274,116.7923,555.8169,13.5209,88.8274,204.736,787.4411,88.7636,507.88,134.5989,491.2308,415.6536,554.0495,119.6158,209.5698,133.8746,59.4337,300.6365,146.7498,463.7799,155.0251,88.2205,437.1998,457.9672,723.2521,265.8176,151.5601,126.3636,70.4507,175.5127,102.6617,930.6565,2906.432,50.9043,116.7789,119.9631,85.1324,926.5419,22.5079,146.0121,229.0287,386.8481,285.9356,1126.602,367.5216,400.7112,326.1774,379.855,91.283,77.0414,372.4832,0,292.0205,2.6629,821.3382,467.5553,1408.483,294.6935,2.6643,628.6316,201.6621,94.1783,106.79,260.8475,170.1217,2198.1085,287.9769,1340.2177,1111.6303,555.6586,1834.1535,1154.9073,719.5976,482.8016,98.374,2672.554,153.5678,157.6648,1066.3579,1551.3424,202.1883,1391.1935,584.5281,567.4069,1120.2432,1745.5174,355.4559,231.1436,731.7613,411.5639,982.4126,116.9098,194.3451,
