#OTU ID,Itg10DTT455S49,Vil101BFP07,Lyz204BFP243S92,Vil104BDTT43,Vil107BDTT79,Vil106BFP67,Lyz201BDTT207S47,Itg22FP515S18,Lyz205BFP255S52,Lyz204BDTT243S84,Vil104BFP43,Vil109BFP106,Itg02DTT407S99,Lyz208BDTT291S133,Itg24DTT527S22,Itg26DTT539S35,Lyz208BFP291S89,Vil106BDTT67,Vil102BFP19,Itg26FP539S43,Itg18FP491S94,Itg12DTT467S61,Vil107BFP79,Lyz202BDTT219S59,Itg24FP527S30,Lyz207BFP279S77,Lyz203BFP231S79,Itg18DTT491S86,Itg06DTT431S24,Lyz205BDTT255S96,Itg08FP443S44,Lyz207BDTT279S121,Vil108BFP94,Vil105BDTT55,Itg16FP479S81,Vil105BFP55,Lyz206BDTT267S108,Itg16DTT479S73,Itg12FP467S69,Vil114BFP166,Itg20DTT503S98,Itg22DTT515S10,Itg06FP431S32,Lyz206BFP267S64,Vil1013BDTT151,Itg02FP407S7,Itg04FP419S19,Vil102BDTT19,Lyz201BFP207S55,Itg08DTT443S36,Vil113BFP154,Vil103BFP31,Vil1010BDTT115,Vil108BDTT91,Vil1014BDTT163,Vil109BDTT103,Itg10FP455S57,Lyz203BDTT231S71,Itg20FP503S6,Lyz202BFP219S67,Itg04DTT419S11,Vil110BFP118,LYZdtt351,SLCFP067,SLCdtt019,SLCFP091,LYZFP327,SLCFP073,SLCFP019a,SLCFP049,LYZFP339,LYZFP315,SLCFP127,LYZdtt363,LYZdtt315,LYZFP351,LYZFP303,SLCdtt109,SLCdtt001,LYZdtt303,SLCFP001,SLCFP109,LYZdtt339,LYZdtt327,SLCdtt067,SLCdtt163,SLCdtt145,SLCFP163,SLCFP145,taxonomy
PWY-6122,46445.7477,42905.8655,73330.4614,13641.7861,4437.4541,36197.5499,27565.9044,21771.8151,25768.2661,59495.7216,39631.1816,82270.7359,22237.3775,31159.7196,29961.987,17061.9033,31681.2598,3886.0184,49425.4482,20361.2393,34829.1286,41693.5375,32378.4878,39035.4068,21728.7459,9566.7214,76063.6056,36768.766,57615.7404,15931.0117,30266.1259,19504.6162,107923.0796,6694.7696,32443.7306,53446.8837,30713.1934,135157.232,35381.9206,39480.3694,54488.6866,39412.1491,27581.0017,31270.59,17330.9674,14047.2575,24077.1105,12235.7957,32243.0672,14745.8176,33007.7474,39597.8712,7531.5821,7111.9949,21441.924,11833.786,67538.7669,38722.9907,49242.4641,41330.0917,22099.4466,90172.2011,183879.518,14684.4523,11680.9737,21258.7006,111662.5411,33219.7511,17030.0278,20124.0195,76286.9696,141160.5416,17154.0983,73053.4117,62515.435,62148.6202,275054.4118,27459.5304,5175.4225,510412.8836,18433.6893,16067.5165,17661.243,75241.5252,23573.7373,117396.7707,91796.2473,30376.8114,34992.1973,
PWY-6123,39039.285,34758.2572,64986.2301,11332.8394,4357.5864,30370.7349,22422.57,18654.7452,22409.275,50067.0377,33130.2009,71409.9747,19289.4428,26808.6587,24829.681,14752.8544,27278.3408,3867.43,42052.0752,17828.6234,30107.2361,34968.671,27404.0762,31829.3955,19229.5164,7841.7119,67628.3987,30805.0204,50214.5001,14028.9284,25864.6449,16389.849,88574.8816,6610.4996,27037.9206,46394.2242,26692.0819,112264.956,30342.6744,39407.1271,45172.0301,33731.0466,22173.3469,27498.0494,15939.7053,12492.5658,20216.9701,10538.7237,26146.9722,12583.444,34734.6604,33301.8252,7015.2746,6770.5385,18222.2075,10910.4636,59672.7864,33621.3818,39368.3183,33785.9043,18295.1077,76235.5507,159625.1977,12234.8083,9873.7817,18208.3185,94431.2898,28601.9457,14837.4741,16660.869,62449.9157,119268.1208,14401.0143,64911.9319,52631.7403,53587.6946,245086.1402,23882.427,4421.927,420298.6505,16112.5815,14913.6533,14676.4739,62596.7602,20216.5395,98110.9515,76420.0007,25741.8929,29555.2707,
PWY-6125,38238.6045,30420.3892,73064.111,8621.7757,4921.4243,18977.0541,12622.9242,16962.3506,12095.5978,49299.8667,24625.2012,53178.18,12901.0716,26569.4483,12585.146,9635.5454,26965.9012,4322.6725,37537.8422,13247.5502,18349.539,28750.4901,17394.7982,19138.5328,9643.963,4819.3392,74308.1103,21041.6493,51071.3911,7576.6595,21883.2751,11946.0433,86157.471,7398.8698,20184.7958,23999.8967,10505.9832,119467.7612,19504.9164,47176.9529,45507.0204,30928.215,19419.6435,13702.5111,16929.7142,8281.9772,11104.8081,11466.9122,18685.562,12421.4385,73637.5421,24575.9789,7675.2594,7528.7918,15892.5432,10453.1027,65007.4655,34842.0102,37254.1082,21715.2999,14890.423,69086.4319,159269.6557,12758.0908,9710.729,16776.6409,54512.2081,28353.7146,6984.9625,7337.1197,43584.4941,115433.1482,14477.7906,16934.524,48668.3923,25895.5038,255716.0754,21985.2633,4599.3177,289135.2117,13121.0791,8329.9789,13814.6506,50698.7361,21041.7425,92216.2483,77593.8994,20301.8169,32423.8863,
PWY-6126,56640.4792,40379.3714,89508.7189,13811.8534,5567.2142,33281.0346,23829.5339,28955.5489,26485.7638,66441.0691,41847.3453,88416.8671,25389.368,34137.4602,30797.4728,21271.6355,30520.3786,4930.5682,60158.7711,27795.2078,42818.8893,49521.0634,30812.1449,33778.3511,25218.2595,8955.9877,83443.445,40524.718,55845.9864,16836.1477,41090.9516,20273.8575,101047.7527,8371.7644,33053.539,52686.4572,30309.9373,137931.6627,43772.2864,112852.4688,58494.9492,47431.6927,26088.7567,34218.1449,20762.2379,17587.072,23389.7605,14158.7743,30304.3147,17172.8802,231509.6045,39851.5217,9076.96,8398.756,23962.0073,13668.2118,92340.8825,41970.8612,50954.9847,37645.1329,23016.3565,94499.8626,177622.1165,15898.3618,12080.0158,30300.0702,108560.2956,32951.6101,17438.679,18848.7574,69989.5907,141904.8671,17350.9215,54015.3324,63626.9992,55668.5633,269545.8965,38142.7053,6549.5483,549790.0343,26663.4525,21090.9814,18561.7922,72326.0556,24967.9348,117024.3494,102297.6087,33389.0916,44495.7412,
PWY-6147,13743.3769,16264.5608,24337.5111,5926.287,4223.6808,17849.7846,9338.6509,8465.9125,8589.4798,19112.0503,18043.7885,6557.362,7934.0929,7995.2893,12259.3127,6825.3211,5140.9255,3824.7528,17992.8866,9217.5345,14122.2376,14427.4585,14959.4477,13777.9322,9067.6354,4635.6581,13968.9723,13233.4345,6701.4922,5848.179,13758.0523,8043.4083,16281.1158,6367.6091,9623.1271,27404.4919,12159.2396,18232.6895,15075.5064,13398.6746,16757.4226,13503.1007,8433.9344,12146.4269,12658.6943,4828.1872,9953.0982,5147.2973,11471.6073,6209.9467,3653.9753,13686.7148,5281.5874,5543.4126,9273.7622,6456.4312,19082.1711,8784.3462,18402.8197,13967.33,8205.8363,8674.2708,20999.4114,4912.6714,2148.0693,8975.9678,34620.325,6614.0148,7016.2188,14163.8525,20277.9798,60507.1356,4629.0189,38277.4206,33902.1501,30142.8397,30852.9464,7044.1646,1924.6266,325485.5171,9697.5888,7817.3632,5610.0334,19417.8221,4882.4034,46005.821,18677.2449,17626.8852,10288.0484,
PWY-6151,40241.1008,31721.2089,69236.1162,9452.7391,4380.382,25679.1882,19744.7798,19528.148,20693.8857,50374.8089,28270.6656,71061.0547,17670.3887,26070.4458,21660.8552,15026.4182,24689.2999,3853.8269,43987.4857,19528.5375,29367.3915,34962.6009,23875.2363,26719.9724,18218.1756,6468.4747,66814.7369,29200.0304,46266.7799,12767.4893,28722.8782,14805.1425,77869.1943,6571.7134,25629.2731,37882.9513,23703.4282,38863.8678,29826.9587,48863.0587,43421.3794,34033.0767,20346.5504,24761.4266,11434.2847,12182.4102,17646.6579,10723.8681,22606.047,12434.4932,41739.2162,30155.4222,6937.3681,6594.3953,17161.4757,10557.1533,65901.092,32090.3442,37014.8621,27668.2361,17142.6548,74637.4242,142689.6704,9411.8472,9370.2684,17366.2422,88885.55,26447.7014,13644.1382,13637.25,58191.5068,107998.6662,13122.1794,51982.494,49455.0664,40134.944,222538.8334,27287.1932,4397.4855,390118.1987,15794.5569,13895.6737,13568.3402,59262.4647,18380.7921,82694.3062,72142.4838,23255.3168,30388.4067,
PWY-6163,22672.7767,19758.1038,19777.9228,9623.5942,4698.3255,25617.787,20696.6219,11348.0746,18833.6075,25959.1285,26414.3974,41273.904,16478.8184,12692.1559,23823.289,12491.3877,7849.0457,4314.6774,26694.5749,13663.5445,23526.7915,24897.2014,21617.0549,28069.7255,18025.123,6585.6414,13743.6819,23683.631,10251.3663,12746.1618,17247.9231,14505.1867,32514.007,7104.8905,18015.1416,43187.334,27666.0833,100069.7174,25451.8916,15306.4646,19401.5471,18831.13,12203.2537,25824.4799,12682.2087,9727.2988,19017.3715,7395.8264,19902.6182,9200.1776,5806.8969,24670.0353,6608.4892,6235.0426,13741.8683,10500.5921,24232.2442,12189.0375,20915.6671,28771.1671,13573.3455,31955.8588,39640.5377,8034.5395,4136.1975,12967.1704,70175.1805,9270.0295,13668.7469,17349.7836,40552.5004,48996.3832,5357.1789,72703.7608,43637.7244,50357.7638,31334.4778,16228.8465,2946.5017,420209.7834,13719.6314,14825.2639,11347.0365,35969.3934,7221.6554,62919.7831,41770.4741,19282.0352,13661.9021,
PWY-6165,136.7527,0,0,307.9526,0,19.8825,0,0,0,0,0,0,19.9112,63.2045,63.0422,11.9184,18.7779,0,0,0,9.5801,55.4861,18.368,0,6.3874,4.9967,0,43.7052,23.6042,0,11.8148,91.2262,14.7228,0,9.8465,51.3928,110.177,177.8833,0,0,39.5503,73.1915,0,7.8857,23.281,0,0,0,0,75.3116,0,27.5633,33.4936,0,47.227,72.2749,0,0,0,0,448.6058,26.8106,0,0,23.9133,0,0,0,0,166.4356,0,0,0,0,0,0,0,62.2588,104.939,0,164.3055,0,0,0,45.6207,7.7167,3.9224,11.2138,10.9155,
PWY-621,52765.3518,41057.1609,84490.3273,13770.4034,5930.1523,33307.8679,28645.3176,23286.2124,16321.7918,64228.7941,38159.797,74178.5207,20743.8838,32466.5591,29936.6771,16939.046,33617.9311,5196.3537,50388.1656,20379.5667,35641.1245,44998.6681,26264.246,39048.4069,19698.2376,8059.3565,87734.2254,37530.0313,61832.8229,11615.8079,31912.7692,19903.6204,109246.2153,8878.7061,31251.2755,42967.7642,28897.8883,59195.0507,36308.7347,83309.0061,58894.7032,41862.4252,27509.2206,27641.0888,20287.3774,11911.1287,23248.2891,11066.7007,32711.4498,17137.1907,208343.3171,30507.5844,8739.7871,9355.6831,22412.1061,11695.8098,83753.1552,40598.0062,50831.0116,40489.6038,22988.9857,90644.1664,197089.2885,13572.5964,12663.3139,25122.1016,86446.4451,36990.335,15122.2374,19337.5311,72515.1525,123938.4477,18713.6616,72332.563,60303.0176,54972.3524,294416.6632,33529.2672,5924.0184,599531.7019,22662.6606,15356.1936,17191.3753,68903.1543,25964.269,107578.2934,99497.1818,23822.2237,43106.4907,
PWY-6263,3092.8947,2171.4644,2501.3108,910.9068,0,3652.385,1455.1981,908.4476,1289.9897,2518.0475,2973.7009,1313.063,1782.0599,2309.5778,1927.7721,947.9698,1133.7453,0,2428.6454,1510.4693,2895.6794,3236.0325,3810.099,2499.3652,1749.999,1289.942,1826.1724,2928.774,1056.6391,1134.1134,1408.8919,1086.2889,4543.7951,4.4919,1871.6288,7165.2501,1773.2481,92668.3317,2255.12,797.5465,1949.0003,1382.0662,1887.7098,2487.8854,237.9095,931.5845,2944.5756,461.9603,3409.4503,603.4524,62.5838,2281.4073,100.5138,4.4964,1353.6556,157.8415,1946.3062,1853.69,1886.7238,4745.1987,1573.7157,3402.7184,5946.8986,334.9097,207.5759,1204.5056,10969.8105,320.5251,1077.5246,799.0504,6020.3994,7111.1926,273.7213,8593.9961,3019.4224,13144.0821,7007.5431,1090.1713,196.9315,125888.0048,848.9869,913.2702,1606.5108,4109.9359,409.6398,13196.1305,10205.6942,3035.6741,330.7883,
PWY-6269,13084.3734,5036.4081,15964.0262,5041.8637,931.3347,11104.4639,13321.9862,4990.4866,4827.7811,17363.5672,10047.626,3568.1726,7618.8348,5966.1578,14509.9415,5164.931,3396.9259,826.8442,8329.5049,4850.1398,8655.6739,9632.5654,4656.8935,18233.0846,9249.1711,2053.0616,8053.7613,9848.378,3137.4635,4209.8143,7656.0099,8142.8947,9899.0263,508.035,5059.9667,16958.1947,17629.9188,17107.88,10340.1011,12451.737,9482.4588,7252.8574,4854.2389,12901.7845,9424.0779,3049.9003,11821.662,2917.8595,10564.0453,5224.3065,2532.8397,6395.0513,2774.0584,1062.8496,7811.5674,3639.7559,12051.024,10466.9586,10757.7162,17625.5684,7361.2482,8118.4216,17175.7074,2904.9357,1505.9962,9424.9333,8134.5653,3763.3354,4616.2169,7658.5409,11552.9978,50576.8983,1874.2829,43576.5467,26531.1139,20976.9476,25586.426,6659.6876,1498.9984,343408.7863,6741.1338,5385.0229,6651.5638,7241.9847,4000.11,29680.4089,19108.6123,10342.4304,4484.2032,
PWY-6277,46445.7477,42905.8655,73330.4614,13641.7861,4437.4541,36197.5499,27565.9044,21771.8151,25768.2661,59495.7216,39631.1816,82270.7359,22237.3775,31159.7196,29961.987,17061.9033,31681.2598,3886.0184,49425.4482,20361.2393,34829.1286,41693.5375,32378.4878,39035.4068,21728.7459,9566.7214,76063.6056,36768.766,57615.7404,15931.0117,30266.1259,19504.6162,107923.0796,6694.7696,32443.7306,53446.8837,30713.1934,135157.232,35381.9206,39480.3694,54488.6866,39412.1491,27581.0017,31270.59,17330.9674,14047.2575,24077.1105,12235.7957,32243.0672,14745.8176,33007.7474,39597.8712,7531.5821,7111.9949,21441.924,11833.786,67538.7669,38722.9907,49242.4641,41330.0917,22099.4466,90172.2011,183879.518,14684.4523,11680.9737,21258.7006,111662.5411,33219.7511,17030.0278,20124.0195,76286.9696,141160.5416,17154.0983,73053.4117,62515.435,62148.6202,275054.4118,27459.5304,5175.4225,510412.8836,18433.6893,16067.5165,17661.243,75241.5252,23573.7373,117396.7707,91796.2473,30376.8114,34992.1973,
PWY-6282,402.9643,87.3823,255.1243,2301.0671,4971.89,257.3667,531.7234,104.9412,64.8696,905.6334,155.1729,36.1674,575.2168,495.9971,230.2761,126.9113,69.7356,4359.5341,191.7039,107.4452,127.752,266.9751,160.3068,273.5712,87.6278,42.4992,139.9603,162.066,194.3329,936.1514,68.2388,2830.9283,21.6567,7360.3592,46.9558,412.3659,193.6071,543.859,176.0666,117.8193,425.8816,413.4691,92.5419,195.4682,5092.1978,84.6691,66.7255,273.5166,179.9377,3378.0114,399.6978,118.4968,6723.3254,7047.6931,2087.6428,8805.1883,82.6767,533.1228,78.8761,246.2461,973.8601,104.2397,1559.697,196.3097,69.3046,306.0334,962.3511,56.3354,458.6298,337.7637,1171.0861,896.9919,57.4694,597.2355,7594.6283,1807.8749,744.6755,139.0646,381.675,34210.75,412.0769,382.4056,1958.9324,1122.3863,387.8107,937.2992,3624.6017,405.4423,895.8027,
PWY-6317,48068.3416,33492.9967,77407.1234,11870.793,4989.199,29657.2985,23890.5319,25468.5204,23904.4302,57217.5527,35230.4699,82051.2306,22025.6681,29096.2067,27770.8945,18630.5601,26286.1341,4450.3639,52086.6767,24092.3414,38562.9751,42613.9393,25733.4409,33007.4059,21983.3455,7506.7315,72086.4199,36135.8024,48834.6177,14940.9283,35446.6916,18042.9594,87721.6707,7521.0214,29849.7697,44973.4417,27763.2747,58786.7961,37953.5233,101077.8063,51040.3839,42007.7327,23028.9236,29808.0168,16676.1887,15856.0982,21077.2804,10552.312,27197.2819,15285.0243,205771.0886,34382.3447,8232.1558,7513.1961,20824.1173,12619.7219,80606.6424,35690.9784,44373.4172,34852.2815,20114.9495,84690.558,154622.9231,13235.0137,10572.2742,25609.5787,100496.1854,28926.637,16136.2203,16573.9517,65826.6349,122452.8506,15138.234,65411.1765,59007.1292,53031.7978,232888.1535,32857.186,5446.2472,408324.0658,22467.6318,18178.6566,14612.9741,65297.9198,21856.3473,102542.6032,85093.3768,27013.7868,38048.0929,
PWY-6353,12151.9188,5589.2727,7018.7671,7016.6514,6397.3635,8560.0338,8154.6539,4212.8556,3857.3932,14927.0997,11442.4521,2537.1145,10073.0102,9029.2906,11833.7336,4878.007,3882.2281,5624.1753,8129.6866,3392.0872,6295.7673,10861.8149,3908.5566,11605.0411,6229.8537,3443.965,6140.6946,8233.7364,3765.8081,6131.8419,4981.7774,10231.2284,18290.7821,9563.9347,3618.4837,13764.2021,10444.5726,8241.4758,10943.4605,3430.2938,13948.0947,6527.256,6376.414,11510.403,14724.2026,2068.9748,10262.5269,2203.2486,9366.0519,10228.6537,16697.1211,9180.1031,9125.9123,9240.1958,13612.5586,12549.7034,8677.0488,7494.2559,14913.8422,14175.2047,9833.5213,6777.1126,14569.7387,3708.452,1594.9843,10059.7463,8940.3623,2216.4915,3517.0758,9593.7583,10139.2205,19125.8466,3343.2567,14610.18,34567.382,15230.2184,14114.1208,5554.1574,2079.6936,334919.1187,7913.6283,4278.5898,8742.8655,8012.749,5146.8027,28472.7236,22385.916,6017.4511,10272.3048,
PWY-6385,49082.867,37066.7954,78417.2867,12324.7788,4594.4495,31417.7156,23913.2566,25252.2294,23403.2883,58356.2231,37308.4675,77067.5546,22231.727,30185.4097,28314.5464,18291.4881,28324.1957,4063.5098,52693.8716,23862.3949,36593.6744,42874.1267,27553.9702,33573.2371,22131.0725,8153.8436,75593.571,35183.6311,51899.0836,14877.1315,34815.6328,17798.1299,91383.9879,6963.0222,29108.7648,48204.7127,28424.2045,121458.9661,37776.067,95075.8043,52298.6267,41941.8558,23846.7575,30257.5511,16704.9082,15531.5585,21691.699,12335.2879,28041.3267,14692.8588,193746.3878,35529.9621,7698.2765,7155.3877,20450.3447,11736.5473,80003.34,37237.8734,45610.1637,35739.2206,20341.0754,81115.9739,164402.8609,13158.9717,10806.2989,26069.7916,96452.8624,30243.571,15102.7363,17494.9175,62534.5738,125535.3182,15880.5344,67312.4365,54348.2842,55687.4425,251194.2914,32612.208,5640.6044,365372.7664,22603.9641,18134.2498,16266.9981,65708.5695,22457.5762,104497.9888,90099.9703,28945.1048,38991.3494,
PWY-6386,48578.2607,36972.4058,77008.2816,12361.2636,4548.7103,31833.644,24122.3933,24758.077,23274.2284,57666.5819,37229.9538,77404.5593,21896.8738,29743.2378,28330.8171,18060.0925,27986.638,4028.9137,51770.2862,23437.1108,37371.5302,42734.5771,28241.9798,33788.368,21931.2301,8204.5553,74268.4972,35846.7277,51325.1098,14700.1795,34661.2928,17819.3416,91392.5211,6894.8106,29720.3962,48399.4193,28601.0144,120937.7347,37714.0435,91815.6632,51574.4172,41174.523,23754.4088,30029.6102,16403.0816,15137.5028,21797.8937,12218.8714,28072.6715,14501.3634,184982.6115,35199.8126,7566.1115,7064.102,20184.65,11510.7709,78751.0838,36734.7293,45071.2828,35923.8674,20264.403,82595.3025,163068.4101,12554.865,10787.34,25606.5825,97508.5313,29868.8577,15760.8694,17607.8304,65021.7279,124309.8416,15653.312,68757.5999,54458.2035,56776.1742,247244.93,32004.9202,5566.602,362470.9527,22277.742,17821.3784,16243.5531,65595.4354,22052.353,103572.8801,89426.1961,28906.1611,38108.1364,
PWY-6387,50494.9278,38102.9747,80279.3244,12565.1288,4684.9044,32461.5382,24346.137,25835.6078,24401.9215,59683.9396,38072.7177,82981.0552,22726.661,30898.5842,28787.1958,18717.369,29071.5134,4119.6796,53917.5939,24370.003,39463.9775,44418.1485,29200.3794,34185.1478,22550.2649,8385.1497,77523,37520.8552,53660.7619,15218.2018,36175.4739,18186.018,95694.0936,7066.7843,31299.4642,49278.2799,28914.6644,122994.6815,39033.5803,97422.6816,53505.4684,42910.3952,24554.1014,30787.8681,17832.7888,15820.3447,22069.7525,12611.3979,28604.8035,15113.8664,197216.025,36506.6819,7858.9192,7300.6034,21220.4843,11975.9938,82442.915,38158.1522,46572.0465,36413.3949,20767.527,88780.6309,170056.8109,13509.6886,11307.4766,26597.3145,103116.8711,30994.2999,16614.3605,17688.1487,68997.7162,128501.2211,16246.3015,68205.9026,56257.5033,57424.3839,258039.9362,33425.7441,5756.8433,466730.3006,22978.0652,18411.3585,16638.6918,68655.4476,23019.3938,106639.3556,93020.5179,29782.0385,39849.9896,
PWY-6396,414.5897,107.5078,139.7434,378.9257,0,245.6282,87.0012,239.7093,59.5448,123.6676,2089.3936,676.2524,106.5687,706.4681,164.3587,121.7121,339.7073,0,51.905,192.1098,181.0039,495.4525,129.883,87.3285,230.7021,69.9341,87.9004,204.9407,159.5208,31.7332,1015.8889,113.842,3821.2072,0,719.1297,436.0217,188.3,405.1543,383.6171,103.7016,313.6438,221.9982,127.0122,386.161,23.903,35.7699,1443.8709,0,111.0724,202.7207,226.3938,1981.7793,54.3016,0,250.1919,180.6865,570.354,183.076,336.5995,150.2333,598.8221,894.5739,926.8282,254.7554,59.577,2340.0456,383.5561,15.9908,535.9267,267.8827,59.8837,553.7104,47.8232,104.7326,143.3168,319.2125,1095.8348,641.0006,259.3841,302.8103,1177.5584,660.4542,176.3214,446.8868,71.734,127.7564,183.4226,142.6964,190.5185,
PWY-6467,4426.99,12311.97,9404.33,2678.3,4147.71,9105.94,2816.07,4332.88,4328.66,6133.69,11041.34,2272.19,2714.33,3476.71,2450.02,2630.83,3140.39,3797.24,10772.7,5266.75,8073.77,7424.94,10857.16,4015.77,3032.06,2948.48,6709.48,6548.68,4121.34,2964.19,7498.47,3292.25,3842.78,6341.1,6084.38,15497.07,2592.47,87469.56,7388.11,1157.83,7805.68,7519.52,4290.3,4799.45,8512.3,2330.08,3585.39,1392.04,5719.26,3194.65,4536.39,9439.37,4968.75,5466.23,3952.15,6059.58,8357.87,1899.07,7967.49,6332.53,3308.42,2988.06,8203.35,4628.34,1102.52,2924.48,27780.2,4008.73,3930.2,6771.32,14096.93,18770.31,2625.85,11499.11,9733.81,16912.05,10966.12,2198.5,887.26,126775.88,4866.78,4139.35,2011.17,14960.07,1928.88,21356.85,8172.04,9038.06,6773.7,
PWY-6470,1833.3126,358.3378,239.2685,130.324,41.6131,199.8984,668.2,105.1154,88.2476,1904.2869,215.2326,4223.4689,417.2064,3087.0031,391.5059,187.2727,86.1345,56.2479,88.6305,321.2417,71.83,1953.4874,108.138,226.0907,280.8287,38.1474,86.3029,362.6936,348.0608,334.2545,1019.3058,1245.0782,16116.9306,69.2484,202.2713,448.4428,109.7446,2767.5218,1357.9031,346.7424,2395.7428,377.7955,209.1737,97.9555,279.1645,28.7327,76.428,0,38.3371,2009.391,679.3295,155.0525,33.392,59.2971,1837.4428,407.7696,3894.9853,970.5182,486.4502,35.9542,1228.3069,2056.0023,2050.3975,47.7991,151.3486,43.1228,930.8802,202.6105,192.5252,0,234.1076,1392.5466,64.5286,325.5116,28049.6197,391.8757,2662.7245,67.0506,569.5001,1384.3608,276.9833,7.196,1592.8958,1370.4003,45.5065,27426.5548,3273.8865,88.4653,190.2696,
PWY-6471,43702.0861,29390.6269,72729.4922,9459.5184,940.9819,21625.1379,16785.4677,21284.1138,13048.0511,52357.8272,28064.9411,57631.7802,16538.7222,26710.3312,20811.9318,14196.151,25742.4102,237.12,43196.5701,18939.3578,28198.7692,35415.7744,16966.2215,24861.2742,15480.2522,5309.3627,70495.3884,27410.249,47646.0801,8149.9175,29131.7166,12979.8791,83581.34,1508.1196,22073.082,27224.0539,16624.3849,55063.5806,29569.5838,88505.3922,46783.6572,35173.6001,20218.6368,19884.4557,10242.5446,11445.8989,14399.4626,10504.8584,21686.7603,12204.3557,183011.5241,23668.2538,4844.799,4525.6017,15943.9726,5893.9395,72585.7618,34333.7417,40085.6189,26049.7318,16413.1133,69382.5957,152946.6422,10602.2089,9575.2794,22507.5963,55403.5216,27376.0451,8043.9296,8336.2851,46626.301,112078.0526,14175.9131,28362.4516,40486.1768,34156.0289,235518.8249,28224.8838,4906.7685,103896.3702,18951.9581,11998.6436,13280.9783,49641.6923,20566.0355,82066.4811,79679.0521,21726.0924,35047.6913,
PWY-6478,2629.5164,1255.2239,1564.3453,1048.2358,156.5734,2310.702,2613.5733,958.8597,720.2725,2240.5387,3311.7914,439.4475,1820.5224,1314.9431,3759.484,887.8087,1059.4984,0,1470.9708,615.1906,1496.6539,2104.1926,1742.1937,2555.9854,1319.0139,391.3153,1226.5085,2225.1732,657.3412,1091.0261,1075.4416,2165.1448,2357.8462,0,1806.623,3156.2261,5159.4817,2240.1559,2018.092,333.6902,1251.2087,1196.3222,1008.8745,3058.5641,5540.8285,385.2292,3706.7704,220.64,2058.2342,1348.9406,1335.5898,2454.8024,120.4353,0,2833.5846,386.0241,1595.5064,1167.0916,1520.1996,3320.2406,1848.4847,1051.9863,3954.2585,626.0902,340.8563,2834.5865,1468.0475,640.2156,1324.1931,1787.6567,1577.4495,2766.1192,360.0277,7667.9635,6150.2304,4120.3893,1663.3637,1939.6232,395.4655,298516.7861,1896.9331,1751.2242,1604.8456,1038.5284,913.7464,6370.651,4293.6021,1221.8415,882.8286,
PWY-6507,9514.079,14274.9248,11469.6364,4406.2944,4315.3312,12187.963,11909.3303,7743.283,6506.9902,12348.6196,14426.0888,3205.6653,5836.8341,5705.4241,10845.1333,5217.3054,4726.6452,3789.2688,14888.292,7753.6501,13667.2706,12918.21,12579.7782,14376.0681,6159.2557,4136.3053,8208.5819,12548.5556,5930.9,4803.2938,11753.9234,7110.9423,12505.0658,6359.3636,9479.0669,20746.6998,11716.2912,9358.3435,13761.8236,1517.6085,13809.066,12946.8288,6871.9476,11813.0475,14736.491,3896.2056,8463.783,1951.6332,11637.246,5492.8009,2836.4028,11652.5791,5352.242,5537.4015,7306.6355,7395.7016,13833.2257,4813.8972,14371.5037,15588.4313,6636.9772,2771.9876,14993.367,3823.2135,1557.6749,7345.2761,36910.7991,7165.7069,6138.6901,11692.7824,21394.179,29603.5612,4143.8545,29382.0782,35135.3187,22161.3464,15968.7742,4204.234,1596.4892,393249.6894,9296.3399,7360.472,4448.0286,20743.4322,3398.2329,34778.5141,13319.4408,11304.9939,9481.028,
PWY-6519,696.6626,159.5099,460.8412,2747.8329,5061.9984,463.2032,875.548,189.9494,117.8726,1530.6276,281.7987,65.6292,920.4081,831.9853,395.9588,226.5275,126.2675,4468.0589,347.8288,194.7222,231.9274,479.0977,290.8178,480.9718,157.8311,77.1996,253.7241,292.7394,347.6484,1435.6789,124.486,3490.3863,39.21,7535.2056,85.6716,742.4399,339.4075,973.3017,318.3281,199.1646,759.2405,737.2611,167.5193,350.0419,7006.0077,152.0388,120.5433,453.1519,323.0893,3912.4674,598.3154,215.4645,6737.8739,7095.4256,2857.1778,8770.6805,150.7817,811.7477,143.8523,439.2537,1514.0912,182.0242,2522.5707,345.5582,122.7949,529.3964,1727.7821,102.6213,786.4996,601.8314,2042.0231,1601.9636,104.1631,1056.119,10164.6795,3032.9488,1311.5641,245.0617,562.1458,49142.2557,721.762,667.1695,2114.5644,1973.3455,631.0208,1678.8181,4366.9907,722.7295,1516.7347,
