"KO"	"BioGeo.Itg.02.FP407.S7"	"BioGeo.Itg.02.FP411.S11"	"BioGeo.Itg.04.FP419.S19"	"BioGeo.Itg.04.FP423.S23.Rep1_S87"	"BioGeo.Itg.06.FP431.S32"	"BioGeo.Itg.06.FP435.S36"	"BioGeo.Itg.08.FP443.S44"	"BioGeo.Itg.08.FP447.S48"	"BioGeo.Itg.10.FP455.S57"	"BioGeo.Itg.10.FP459.S61"	"BioGeo.Itg.12.FP467.S69"	"BioGeo.Itg.12.FP471.S73"	"BioGeo.Itg.16.FP479.S81.Rep1_S86"	"BioGeo.Itg.16.FP483.S86"	"BioGeo.Itg.18.FP491.S94"	"BioGeo.Itg.20.FP503.S6"	"BioGeo.Itg.20.FP507.S10"	"BioGeo.Itg.22.FP515.S18"	"BioGeo.Itg.22.FP519.S22"	"BioGeo.Itg.24.FP527.S30"	"BioGeo.Itg.24.FP531.S34"	"BioGeo.Itg.26.FP539.S43"	"BioGeo.Itg.26.FP543.S47"	"BioGeo.LYZFP303"	"BioGeo.LYZFP307"	"BioGeo.LYZFP315"	"BioGeo.LYZFP319"	"BioGeo.LYZFP327.Rep1_S105"	"BioGeo.LYZFP339"	"BioGeo.LYZFP351.Rep1_S106"	"BioGeo.LYZFP355"	"BioGeo.Lyz2.01B.FP207.S55"	"BioGeo.Lyz2.01B.FP211.S59"	"BioGeo.Lyz2.02B.FP219.S67"	"BioGeo.Lyz2.02B.FP223.S71"	"BioGeo.Lyz2.03B.FP231.S79"	"BioGeo.Lyz2.03B.FP235.S83"	"BioGeo.Lyz2.04B.FP243.S92"	"BioGeo.Lyz2.04B.FP247.S44"	"BioGeo.Lyz2.05B.FP255.S52"	"BioGeo.Lyz2.05B.FP259.S56"	"BioGeo.Lyz2.06B.FP267.S64"	"BioGeo.Lyz2.06B.FP271.S69"	"BioGeo.Lyz2.07B.FP279.S77"	"BioGeo.Lyz2.07B.FP283.S81"	"BioGeo.Lyz2.08B.FP291.S89"	"BioGeo.Lyz2.08B.FP295.S93"	"BioGeo.Mouse10A_FP109"	"BioGeo.Mouse10A_FP113"	"BioGeo.Mouse1A_FP01"	"BioGeo.Mouse1A_FP05"	"BioGeo.Mouse2A_FP07"	"BioGeo.Mouse2A_FP11.REP1_S55"	"BioGeo.Mouse3A_FP13"	"BioGeo.Mouse3A_FP17"	"BioGeo.Mouse4A_FP23.Rep1_S92"	"BioGeo.Mouse5A_FP25"	"BioGeo.Mouse5A_FP29.REP1_S53"	"BioGeo.Mouse6A_FP31"	"BioGeo.Mouse6A_FP35.Rep1_S93"	"BioGeo.Mouse7A_FP37"	"BioGeo.Mouse7A_FP41.REP1_S54"	"BioGeo.Mouse8A_FP85"	"BioGeo.Mouse8A_FP89"	"BioGeo.Mouse9A_FP101"	"BioGeo.Mouse9A_FP97"	"BioGeo.SLCFP001"	"BioGeo.SLCFP005.REP1_S24"	"BioGeo.SLCFP019a"	"BioGeo.SLCFP023.REP1_S26"	"BioGeo.SLCFP071.REP1_S27"	"BioGeo.SLCFP077"	"BioGeo.SLCFP091.REP1_S29"	"BioGeo.SLCFP095"	"BioGeo.SLCFP109"	"BioGeo.SLCFP113"	"BioGeo.SLCFP127"	"BioGeo.SLCFP131.REP1_S33"	"BioGeo.TL1A_FP_625.REP1_S16"	"BioGeo.TL1A_FP_629"	"BioGeo.TL1A_FP_637"	"BioGeo.TL1A_FP_641"	"BioGeo.TL1A_FP_673.REP1_S20"	"BioGeo.TL1A_FP_677.REP1_S21"	"BioGeo.TL1A_FP_685.REP1_S22"	"BioGeo.TL1A_FP_685"	"BioGeo.TL1A_FP_689.Rep1_S104"	"BioGeo.TL1a_FP_101.REP1_S6"	"BioGeo.TL1a_FP_127"	"BioGeo.TL1a_FP_131"	"BioGeo.TL1a_FP_139"	"BioGeo.TL1a_FP_143"	"BioGeo.TL1a_FP_193.Rep1_S85"	"BioGeo.TL1a_FP_197.REP1_S10"	"BioGeo.TL1a_FP_205"	"BioGeo.TL1a_FP_209.REP1_S11"	"BioGeo.TL1a_FP_229.REP1_S12"	"BioGeo.TL1a_FP_233.REP1_S13"	"BioGeo.TL1a_FP_241"	"BioGeo.TL1a_FP_61"	"BioGeo.TL1a_FP_65"	"BioGeo.TL1a_FP_73.REP1_S3"	"BioGeo.TL1a_FP_77.REP1_S4"	"BioGeo.TL1a_FP_77"	"BioGeo.TL1a_FP_85"	"BioGeo.Vil1.01B.FP07.Rep1_S107"	"BioGeo.Vil1.01B.FP11"	"BioGeo.Vil1.02B.FP19"	"BioGeo.Vil1.02B.FP23"	"BioGeo.Vil1.03B.FP31"	"BioGeo.Vil1.03B.FP35.REP1_S38"	"BioGeo.Vil1.04B.FP43.Rep1_S88"	"BioGeo.Vil1.04B.FP47"	"BioGeo.Vil1.05B.FP55"	"BioGeo.Vil1.05B.FP59.REP1_S37"	"BioGeo.Vil1.06B.FP67"	"BioGeo.Vil1.06B.FP71"	"BioGeo.Vil1.07B.FP79"	"BioGeo.Vil1.07B.FP83"	"BioGeo.Vil1.08B.FP92.REP1_S41"	"BioGeo.Vil1.08B.FP94.REP1_S42"	"BioGeo.Vil1.09B.FP104"	"BioGeo.Vil1.09B.FP106"	"BioGeo.Vil1.10B.FP116.REP1_S44"	"BioGeo.Vil1.10B.FP118.REP1_S45"	"BioGeo.Vil1.13B.FP152"	"BioGeo.Vil1.13B.FP154.REP1_S47"	"BioGeo.Vil1.14B.FP164"	"BioGeo.Vil1.14B.FP166"
"K00014"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.78472E-05	0	0	0	0	0	0	0	0	4.517015E-06	8.028403E-06	7.331352E-06	4.30688E-06	3.770424E-05	4.809863E-05	1.963947E-05	6.675672E-05	9.002246E-06	2.287535E-05	5.069144E-06	2.569041E-05	5.156769E-06	4.132359E-06	7.121297E-06	0	4.3944627E-05	7.5857193E-05	7.31548E-06	1.850182E-05	2.9865633E-05	6.3093312E-05	9.07581E-06	1.36186E-05	2.8542075E-05	7.193153E-06	5.01506E-06	1.448523E-05	2.9240599E-05	2.8239228E-05	2.1984609E-05	1.01674E-06	3.246471E-06	3.9203264E-05	3.14587224E-05	1.2872675E-05	4.85423E-06	3.4053177E-05	2.247813E-05	5.880813E-06	1.4121496E-05	1.164568E-05	1.1312934E-05	1.1666009E-05	1.784158E-05	2.4241858E-05	6.296755E-05	1.394692E-05	1.00793E-06	9.38435E-06	9.152957E-06	0	0	2.29953E-05	1.9684768E-05	2.0924033E-05	5.5797007E-05	2.9445953E-05	1.408779E-05	2.21914E-06	1.03557E-05	4.7177402E-05	4.705053E-05	3.6995E-06	0	1.875271E-05	0	9.050013E-05	0	4.7391796E-05	0	0.000100686111	3.6184557E-05	1.7346551E-05	3.443013E-06	0.000104498093	7.6479303E-05	5.2373335E-05	7.83082284E-05	7.829249E-05	9.185658E-05	1.1588067E-05	2.4564958E-05	2.2677372E-05	1.7637989E-05	3.293399E-05	3.0178367E-05	7.310283E-06	4.21153575E-05	0.00010510736	6.7714769E-05	1.3197779E-05	2.7511565E-05	3.30612E-05	3.7265078E-05	7.270268E-05	5.41676E-06	6.61966E-06	1.8337241E-05	0.000136971862	3.3627444E-05	0.00012610405	7.847775E-06	3.8049614E-05	1.057542E-05	3.922316E-05
"K00016"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5964004E-05	5.7879593E-05	7.1351462E-05	0.000163445628	7.3863995E-05	9.558038E-05	2.7124999E-05	0.00012392169	1.3054832E-05	4.8405636E-05	5.640789E-06	5.4793121E-05	4.8137411E-05	0.00011162016	9.9796143E-05	0.0003551424	0.000100568917	0.000201145332	1.6423742E-05	0.000135631992	5.2687163E-05	0.000150589413	1.2415927E-05	2.974042E-05	4.562961E-06	6.879682E-06	0	5.154637E-05	2.5706307E-05	3.4886437E-05	4.0511513E-05	7.341E-05	4.97119638E-05	1.426644E-05	3.35328392E-05	7.849935E-06	1.414013E-05	2.1765729E-05	3.526277E-05	5.02137E-07	8.841945E-06	4.77155E-06	1.18285E-06	1.3767183E-05	0.0001226128396	3.1125361E-05	0.000146887288	3.1765E-05	3.327272E-05	1.4602518E-05	0.00015577828	0	0	0	1.1864499E-05	3.61858E-05	8.1182748E-05	9.167251E-06	1.670641E-05	4.472313E-06	2.38462E-05	8.959903E-06	9.137615E-06	1.33668E-05	0	3.881571E-06	0.0003500179	2.602461E-06	0	3.5496025E-05	0.0001543437	3.157657E-06	1.3861038E-05	2.4005588E-05	0.000256703588	3.96492E-07	3.786105E-06	3.3176106E-05	4.1652188E-06	3.002797E-05	4.003658E-05	1.202725E-06	3.3261098E-05	5.52755E-05	5.669895E-05	0.000121287433	6.1367183E-05	0.000150256042	8.2602528E-05	0.000230449672	0.000120095109	4.0916621E-05	5.04397E-05	6.84421E-05	6.4298497E-05	0.0001621112	4.6197E-06	2.29444E-05	2.6396376E-05	0.000299809709	5.782436E-05	0.000286354557	0	7.79022E-07	1.967723E-05	0.000205765968
"K00018"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83764E-06	3.16391E-06	9.81871E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74334E-07	0	0	0	0	0	0	1.30086E-06	0	0	0	6.00373E-07	0	8.69562E-07	0	0	0	2.6750892E-06	0	0	8.54528E-07	0	3.70957E-07	0	0	0	0	0	0	1.19024E-07	1.38773E-06	0	0	0	0	0	0	6.3733E-07	0	0	6.452768E-06	9.97028E-06	0	1.87395E-06	6.8246966E-06	6.626333E-06	9.52614E-06	0	0	0	1.13427E-06	0	0	0	8.56344E-07	6.394483E-06	9.55094E-07	0	3.42397E-07	1.312047E-06	7.300501E-06	1.8281335E-06	7.36776E-06	7.03277E-06	7.14335E-07	1.26385E-07	0	0	6.35627E-07	7.19605E-07	1.8825E-07	5.13212E-07	0	6.44002E-07	0	1.898091E-06	0	6.36966E-07	0	2.400344E-06	0	4.48405E-07	0	1.071318E-06	0	0	0	8.93744E-07	0
"K00019"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14498E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3585E-07	0	0	0	0	0	0	0	0	0	0	0	6.12551E-07	0	0	0	0	0	0
"K00020"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23481E-07	4.75756E-07	0	7.22269E-07	6.2679E-07	0	0	0	0	3.00779E-07	0	2.88283E-07	0	0	0	4.35687E-07	1.17326E-06	0	0	3.67558E-07	0	0	0	0	0	0	0	1.43121E-06	1.94534E-06	0	0	0	1.27216E-06	5.41388E-06	0	0	2.42128E-06	0	0	9.90128E-07	0	0	1.36014E-06	2.878627E-06	1.12299E-06	4.17546E-06	1.6375E-06	0	1.99843E-06	0	0	0	0	4.78431E-06	0	0	2.16452E-06	1.12538E-06	0	0	1.80395E-06	1.83327E-06	0	0	0	0	1.0178E-06	0	0	0	0	0	0	0	0	2.17693E-06	1.75027E-05	1.64564E-06	1.91171E-05	2.70731E-05	0	1.184E-06	3.25346E-07	7.86706E-07	0	1.06454E-06	1.308014E-07	1.33733E-06	0	4.03009E-07	1.62676E-07	5.69483E-07	0	4.65261E-07	0	3.1442E-07	0	0	0	1.33457E-06	0	0	8.66649E-07	5.70396E-07	0
"K00024"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2764379E-05	6.773154E-06	1.5008456E-05	5.53809E-06	1.7527957E-05	1.5490282E-05	1.960379E-05	1.9452895E-05	2.267994E-05	8.15273E-06	2.0445761E-05	6.08247E-06	1.488485E-05	7.28281E-06	2.2175022E-05	0	1.9682112E-05	1.386758E-05	1.6065525E-05	9.36759E-07	2.66573E-05	2.307381E-06	1.6664795E-05	8.49364E-07	4.162142E-05	2.6732952E-05	6.67706E-06	2.37117E-05	5.7527291E-05	4.8225023E-05	4.233695E-05	2.813784E-06	4.6987524E-06	6.4257421E-05	3.33504425E-05	1.9905914E-05	1.322714E-05	5.6452821E-05	4.1576E-05	1.328664E-05	2.4403539E-05	2.0463789E-05	3.606497E-05	5.0076669E-05	2.68472834E-05	5.3657391E-05	2.1499647E-05	4.4834649E-05	5.27638E-06	5.4327297E-05	1.804707E-06	0	0	1.79644E-05	4.333839E-05	7.560839E-05	2.472611E-05	7.3249277E-05	5.149279E-05	1.4769499E-05	8.353406E-06	7.526293E-05	6.9294939E-05	7.501114E-05	2.281224E-05	2.4873283E-05	0	0.00011149951	5.31446E-05	4.086113E-05	9.17154E-06	0.000105572202	8.2729474E-05	3.457133E-05	4.867507E-06	0.000117721958	8.787046E-05	0.000104912807	8.52905058E-05	6.226656E-05	6.605655E-05	3.2459352E-05	2.6629873E-05	2.001593E-06	2.1157014E-05	1.434587E-05	1.9974779E-05	2.7964728E-06	2.55943E-05	3.786163E-06	2.71668E-05	2.378555E-06	2.3556679E-05	0	2.2387059E-05	2.42438E-06	1.2649862E-05	0	3.217942E-05	1.505467E-06	3.608666E-05	1.84552E-06	2.2978063E-05	6.90574426E-05	1.2809811E-05	2.89814E-07
"K00026"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41844E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00027"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.25733E-05	0	0	0	0	0	0	0	0	3.93524E-06	4.99261E-06	2.710449E-06	1.89197E-06	3.63377E-05	4.80333E-05	1.808867E-05	6.23949E-05	5.633521E-06	2.34543E-05	3.486527E-06	2.65735E-05	6.00963E-07	8.8876E-07	6.9257E-07	0	4.1860963E-05	7.5428307E-05	3.588512E-06	1.9634716E-05	2.4955544E-05	6.67566E-05	7.159665E-06	1.3807E-05	8.83208E-07	0	0	0	1.346939E-06	1.06393E-06	0	0	0	1.20562E-06	6.5599476E-06	5.84347E-07	0	3.20092E-06	3.45602E-06	0	9.20366E-07	0	4.00239E-07	3.13902E-07	3.60398E-06	1.1650621E-05	5.2558112E-05	1.70865E-06	0	1.951216E-06	1.0035E-05	0	0	0	0	1.3031865E-05	1.957579E-05	4.315118E-06	7.87538E-06	3.03888E-06	4.3861E-06	4.8694042E-06	5.4337803E-06	1.19185E-05	0	1.16817E-06	0	1.695634E-06	0	9.18209E-07	0	1.475864E-06	6.2122252E-06	2.065994E-06	1.07012E-06	5.40044E-07	1.771641E-06	5.331275E-06	2.6161785E-06	7.46853E-06	4.458E-06	2.270225E-06	1.4246962E-05	2.59708E-05	1.01945E-05	3.4228205E-05	2.5148619E-05	5.5197585E-06	3.46051604E-05	0.000106145757	5.1494495E-05	1.37785E-05	2.1955381E-05	3.59408E-05	3.3771791E-05	6.8918E-05	2.599108E-06	7.1794E-06	1.2453187E-05	0.000120723726	2.6056684E-05	0.000127896	0	6.40487E-07	6.589138E-06	2.73708E-05
"K00029"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8197E-06	3.020214E-06	7.603114E-06	2.60767E-06	5.885686E-06	6.88497E-06	6.30183E-06	8.15176E-06	5.202624E-06	2.71839E-06	4.05631E-06	3.19603E-06	4.534196E-06	3.2526E-06	4.33587E-06	0	8.794787E-06	9.428441E-06	2.91518E-06	7.82965E-07	5.53639E-06	1.24762E-06	2.85594E-06	4.68383E-07	1.00936E-05	1.04671E-05	0	1.19472E-05	2.59269E-05	2.6213364E-05	1.60372E-05	9.54704E-07	2.61807E-06	2.8754E-05	1.00375444E-05	6.56458E-06	3.33369E-06	3.10789E-05	2.07187E-05	3.70787E-06	1.3151108E-05	9.53005E-06	6.47893E-06	1.083052E-05	7.92842E-06	1.1132286E-05	7.8452E-06	1.094742E-05	1.95109E-06	8.037119E-06	4.13011E-07	0	0	1.04877E-05	2.056809E-05	4.105801E-06	0	4.48785E-06	1.12727E-06	4.20768E-06	8.27318E-07	2.73387E-06	3.0299E-06	0	0	1.39161E-06	0	1.90584E-06	0	4.30741E-06	0	0	0	3.40391E-06	1.13907E-06	0	2.60439E-06	2.2274E-05	2.18145E-06	2.14241E-05	2.73304E-05	4.75805E-06	9.433989E-06	3.86674E-07	6.42612E-06	5.69105E-06	7.5608E-06	4.362748E-07	9.07597E-06	6.50854E-07	7.760063E-06	8.33415E-07	5.11351E-06	0	5.54854E-06	1.20143E-06	2.50578E-06	0	1.03534E-05	6.39266E-07	5.13516E-06	0	0	1.1713469E-06	5.464775E-06	4.18026E-07
"K00030"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90447E-08	0	0	0	3.97903E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00031"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.54184E-05	0	0	0	0	0	0	0	0	5.596764E-06	5.0998113E-06	3.150418E-06	1.672359E-06	2.541856E-05	4.234974E-05	1.388044E-05	5.08337E-05	8.146704E-06	1.76036E-05	4.35433E-06	2.1408496E-05	1.987077E-06	4.89322E-07	1.720629E-06	0	3.6325933E-05	6.0957398E-05	8.107018E-06	1.6856477E-05	2.5039984E-05	5.8995251E-05	8.018996E-06	1.197607E-05	6.02254E-06	0	0	2.14653E-06	6.172902E-06	1.0103768E-05	7.01606E-06	0	1.120723E-06	8.769677E-06	1.15675244E-05	4.57643E-06	3.00979E-06	8.213446E-06	9.06814E-06	1.657511E-06	5.83607E-06	7.36551E-06	1.49948E-06	3.18814E-06	1.2058186E-05	1.068183E-05	4.87427632E-05	3.267406E-06	4.72791E-07	1.714104E-06	7.65607E-06	0	0	0	3.53914E-06	1.47093E-05	5.1079906E-05	8.027729E-06	1.3361236E-05	2.294225E-06	6.96573E-06	8.688024E-06	7.886654E-06	1.27538E-05	0	1.877212E-06	0	5.255294E-06	0	1.885635E-06	1.81006E-06	4.308991E-06	1.3009852E-05	4.9920909E-06	3.582186E-06	8.7158E-07	1.0451732E-05	6.563862E-06	8.4163358E-06	9.1139E-06	9.24972E-06	3.487969E-06	1.30153797E-05	2.0221159E-05	1.1064755E-05	2.47254E-05	2.3813143E-05	4.8245848E-06	3.09354509E-05	8.7945577E-05	5.823605E-05	1.2837102E-05	2.5263427E-05	2.45254E-05	3.5768571E-05	6.8364592E-05	7.451945E-06	9.23167E-06	1.370604E-05	0.0001299409	2.3575315E-05	0.000105111733	2.84808E-06	2.0082592E-05	1.0687742E-05	3.6638E-05
"K00033"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.46211E-07	0	0	5.15318E-07	0	0	0	0	0	0	6.83689E-07	1.65978E-05	3.20318E-05	3.17383E-05	9.21035E-05	0	0	1.37821E-06	1.75065E-05	0	0	0	7.42625E-07	1.16454E-06	3.1271E-06	0	9.05153E-06	1.630859E-05	1.758973E-05	2.501609E-05	1.72032E-05	1.2716916E-05	7.31638E-06	1.3534629E-05	2.46883E-06	9.04328E-06	1.259079E-05	1.618236E-05	3.08405E-07	5.45209E-06	4.7222E-06	1.03137E-06	5.074876E-06	3.7839035E-05	1.409786E-06	8.324047E-06	4.799354E-06	6.89646E-06	1.031E-06	0	0	0	0	2.435913E-06	3.50299E-06	3.3933E-05	3.00389E-06	0	5.00101E-07	2.33319E-06	2.819484E-06	3.118781E-06	0	0	9.52914E-07	0	0	0	1.3210017E-05	4.74897E-05	0	2.60436E-06	1.0262202E-05	0.00012763371	5.90447E-07	2.969394E-06	0	1.5775846E-06	0	0	6.93651E-07	2.70875E-07	2.61289E-07	1.39235E-05	1.69503E-05	0	5.9926059E-06	3.93108E-07	1.2918E-07	1.42818E-05	0	5.15433E-07	0	5.44744E-06	8.50652E-06	0	0	0	2.39339E-05	0	7.3305E-06	0	5.50195E-07	2.07121E-06	1.466669E-05
"K00034"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52584E-07	2.18428E-06	4.69217E-07	9.04903E-07	0	5.48886E-06	0	0	0	0	0	0	0	0	3.59162E-07	1.17829E-06	0	7.25052E-07	5.41105E-07	4.91938E-07	0	0	0	0	4.73979E-07	0	0	0	0	1.34708E-07	0	0	3.20423E-07	1.56721E-07	3.41265E-07	8.68475E-08	0	0	0	1.48594E-07	0	0	0	0	3.71813E-05	0	0	0	3.11061E-07	0	0	0	0	0	0	0	5.14808E-07	0	5.85372E-07	0	0	0	0
"K00036"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45851E-06	1.28612E-05	1.6567229E-05	3.72981E-05	6.81003E-07	0	0	7.83342E-07	0	0	3.76748E-07	2.13691E-06	2.8898657E-05	6.0182E-05	5.4421487E-05	0.0001794743	3.40682E-06	1.21504E-05	2.885286E-06	4.49758E-05	2.85167E-07	3.10104E-07	0	0	5.023871E-06	2.730909E-06	0	1.969833E-05	1.5912989E-05	1.9277106E-05	2.5933794E-05	2.74335E-05	2.070629E-05	1.1367602E-05	1.3683638E-05	6.446575E-06	1.123077E-05	1.353828E-05	1.349057E-05	1.58857E-06	5.80361E-06	7.82788E-06	3.42799E-06	4.688288E-06	5.11402784E-05	2.340629E-06	1.258848E-05	8.542732E-06	1.706977E-05	2.774463E-06	3.63746E-05	0	0	0	5.99353E-06	2.92216E-06	3.43868E-05	1.034292E-05	1.1599154E-05	3.79008E-07	1.36146E-06	8.86138E-06	7.826614E-06	1.21019E-05	0	1.169938E-06	8.53124E-05	4.858207E-06	0	1.6899669E-05	5.05078E-05	7.76878E-07	6.3052739E-06	8.60428E-06	0.0001222864	3.86689E-07	9.31181E-06	6.799213E-06	8.5989767E-06	9.39367E-06	8.25735E-06	1.387997E-06	0	0	2.506431E-05	3.306456E-05	0	3.14696207E-05	2.582242E-06	2.00755E-06	1.68006E-05	3.50922E-06	1.018096E-06	0	6.76963E-06	1.16469E-05	4.59494E-07	0	2.040337E-06	2.674003E-05	5.390294E-06	1.043728E-05	4.77067E-06	2.30586326E-05	2.529982E-06	4.654125E-05
"K00040"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28816E-07	0	0	0	0	0	0	0	0	2.93646E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55186E-06	1.00454E-05	0	0	4.91355E-06	5.06865E-06	1.82388E-05	0	0	0	2.292498E-06	0	0	0	4.567111E-06	1.19830251E-05	0	0	7.9068E-07	6.62399E-07	6.51703E-06	1.2998766E-06	6.47519E-06	7.3266E-06	0	0	0	0	0	0	3.338784E-07	0	0	0	0	4.49912E-07	0	0	0	0	0	0	0	0	0	0	2.63453E-07	0	0
"K00041"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.52199E-06	3.96073E-06	8.502156E-06	2.45458E-06	1.0177726E-05	1.3536906E-05	1.811828E-05	8.26217E-06	1.6333568E-05	1.75666E-06	1.0290686E-05	2.37945E-06	1.1603673E-05	3.44862E-06	1.1721039E-05	0	8.50077E-06	5.63073E-06	8.071916E-06	6.32093E-07	8.398457E-06	9.2328E-07	6.670424E-06	0	2.357678E-05	1.03724E-05	0	1.40641E-05	3.4300176E-05	2.631196E-05	2.323939E-05	4.57901E-07	2.20093E-06	3.3934931E-05	1.0522361E-05	1.281076E-05	4.56599E-06	2.976515E-05	2.13361E-05	5.567145E-06	9.64774E-06	6.33353E-06	1.627662E-05	1.1089039E-05	4.75273E-06	1.1147227E-05	3.60228E-06	7.67558E-06	2.07885E-06	7.309358E-06	2.70051E-07	0	0	9.68174E-06	1.09611E-05	1.24055E-06	0	2.6713109E-05	1.122655E-05	2.394446E-06	0	3.3705043E-05	3.3571082E-05	7.72317E-06	1.2462E-05	1.0823005E-05	0	5.6963037E-05	2.88419E-05	3.032858E-05	0	4.3939029E-05	1.8916449E-05	3.375843E-06	0	8.4395118E-05	4.1838834E-05	2.2529573E-05	5.7472312E-05	3.60537E-05	3.02587E-05	7.278123E-06	1.00864667E-05	9.10828E-07	9.675283E-06	4.28287E-06	8.492048E-06	5.83457E-07	1.07229736E-05	7.77534E-07	1.1291273E-05	9.0068E-07	1.0983447E-05	0	8.976802E-06	1.45874E-06	7.154701E-06	0	2.0624997E-05	3.70749E-07	8.186289E-06	3.57387E-07	4.8156038E-06	2.5872786E-05	8.823717E-06	0
"K00042"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8269E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.607509E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77231E-06	0	0	0	6.44042E-06	0	0	0	0	0	0	0	2.10378E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.03483E-07	2.98609E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.70817E-07	5.52691E-07	0
"K00045"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6048E-06	0	0	0	4.7957E-06	4.8913E-06	0	0	0	0	2.22748E-06	0	0	0	0	0	0	0	0	1.22329E-05	8.30616E-06	1.30684E-05	1.20854E-05	1.40227E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
