"KO"	"BioGeo.TL1a_FP_127"	"BioGeo.TL1a_FP_131"	"BioGeo.TL1a_FP_193.Rep1_S85"	"BioGeo.TL1a_FP_197.REP1_S10"	"BioGeo.TL1a_FP_229.REP1_S12"	"BioGeo.TL1a_FP_233.REP1_S13"	"BioGeo.TL1A_FP_625.REP1_S16"	"BioGeo.TL1A_FP_629"	"BioGeo.TL1A_FP_673.REP1_S20"	"BioGeo.TL1A_FP_677.REP1_S21"	"BioGeo.TL1a_FP_85"	"BioGeo.TL1a_FP_101.REP1_S6"	"BioGeo.TL1a_FP_139"	"BioGeo.TL1a_FP_143"	"BioGeo.TL1a_FP_205"	"BioGeo.TL1a_FP_209.REP1_S11"	"BioGeo.TL1a_FP_241"	"BioGeo.TL1a_FP_61"	"BioGeo.TL1A_FP_637"	"BioGeo.TL1A_FP_641"	"BioGeo.TL1a_FP_65"	"BioGeo.TL1A_FP_685.REP1_S22"	"BioGeo.TL1A_FP_689.Rep1_S104"	"BioGeo.TL1a_FP_73.REP1_S3"	"BioGeo.TL1a_FP_77.REP1_S4"	"BioGeo.Lyz2.01B.FP207.S55"	"BioGeo.Lyz2.01B.FP211.S59"	"BioGeo.Lyz2.02B.FP219.S67"	"BioGeo.Lyz2.02B.FP223.S71"	"BioGeo.Lyz2.03B.FP231.S79"	"BioGeo.Lyz2.03B.FP235.S83"	"BioGeo.Lyz2.04B.FP243.S92"	"BioGeo.Lyz2.04B.FP247.S44"	"BioGeo.Lyz2.05B.FP255.S52"	"BioGeo.Lyz2.05B.FP259.S56"	"BioGeo.Lyz2.06B.FP267.S64"	"BioGeo.Lyz2.06B.FP271.S69"	"BioGeo.Lyz2.07B.FP279.S77"	"BioGeo.Lyz2.07B.FP283.S81"	"BioGeo.Lyz2.08B.FP291.S89"	"BioGeo.Lyz2.08B.FP295.S93"	"BioGeo.LYZFP303"	"BioGeo.LYZFP307"	"BioGeo.LYZFP315"	"BioGeo.LYZFP319"	"BioGeo.LYZFP327.Rep1_S105"	"BioGeo.LYZFP339"	"BioGeo.LYZFP351.Rep1_S106"	"BioGeo.LYZFP355"	"BioGeo.Mouse10A_FP109"	"BioGeo.Mouse10A_FP113"	"BioGeo.Mouse1A_FP01"	"BioGeo.Mouse1A_FP05"	"BioGeo.Mouse2A_FP07"	"BioGeo.Mouse2A_FP11.REP1_S55"	"BioGeo.Mouse3A_FP13"	"BioGeo.Mouse3A_FP17"	"BioGeo.Mouse4A_FP23.Rep1_S92"	"BioGeo.Mouse5A_FP25"	"BioGeo.Mouse5A_FP29.REP1_S53"	"BioGeo.Mouse6A_FP31"	"BioGeo.Mouse6A_FP35.Rep1_S93"	"BioGeo.Mouse7A_FP37"	"BioGeo.Mouse7A_FP41.REP1_S54"	"BioGeo.Mouse8A_FP85"	"BioGeo.Mouse8A_FP89"	"BioGeo.Mouse9A_FP101"	"BioGeo.Mouse9A_FP97"	"BioGeo.SLCFP001"	"BioGeo.SLCFP005.REP1_S24"	"BioGeo.SLCFP019a"	"BioGeo.SLCFP023.REP1_S26"	"BioGeo.SLCFP071.REP1_S27"	"BioGeo.SLCFP077"	"BioGeo.SLCFP091.REP1_S29"	"BioGeo.SLCFP095"	"BioGeo.SLCFP109"	"BioGeo.SLCFP113"	"BioGeo.SLCFP127"	"BioGeo.SLCFP131.REP1_S33"	"BioGeo.Vil1.01B.FP07.Rep1_S107"	"BioGeo.Vil1.01B.FP11"	"BioGeo.Vil1.02B.FP19"	"BioGeo.Vil1.02B.FP23"	"BioGeo.Vil1.03B.FP31"	"BioGeo.Vil1.03B.FP35.REP1_S38"	"BioGeo.Vil1.04B.FP43.Rep1_S88"	"BioGeo.Vil1.04B.FP47"	"BioGeo.Vil1.05B.FP55"	"BioGeo.Vil1.05B.FP59.REP1_S37"	"BioGeo.Vil1.06B.FP67"	"BioGeo.Vil1.06B.FP71"	"BioGeo.Vil1.07B.FP79"	"BioGeo.Vil1.07B.FP83"	"BioGeo.Vil1.08B.FP92.REP1_S41"	"BioGeo.Vil1.08B.FP94.REP1_S42"	"BioGeo.Vil1.09B.FP104"	"BioGeo.Vil1.09B.FP106"	"BioGeo.Vil1.10B.FP116.REP1_S44"	"BioGeo.Vil1.10B.FP118.REP1_S45"	"BioGeo.Vil1.13B.FP152"	"BioGeo.Vil1.13B.FP154.REP1_S47"	"BioGeo.Vil1.14B.FP164"	"BioGeo.Vil1.14B.FP166"
"K12065"	"K12065"	0	0	0	0	0	0	0	0	0	0	0	0	33.5862589223	0	0	0	0	184.1529808623	207.4061627397	0	633.0637007457	227.1022443615	0	471.3833916677	292.7174420549	0	0	7.1269588357	0	0	0	9.2025880003	0	24.5945102328	0	0	0	7.9844101345	0	0	0	0	9.2477783778	11.156371187	0	18.3201169397	18.4051263689	0	0	0	0	0	0	0	10.1216491267	0	0	0	0	46.0019243915	0	0	0	0	0	26.8545908173	0	0	44.4606657836	106.0010699108	112.542013893	356.4141888893	34.0026725039	0	76.8775772918	11.0201358858	0	0	0	155.2083867233	33.7885231441	0	11.1820957891	0	17.3941462004	7.1238127042	115.0442694066	0	0	0	15.368852459	0	0	0	14.9466719749	0	0	0	49.4622933963	0	0	87.1182934296	0	0
"K12066"	"K12066"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2629520113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12067"	"K12067"	0	0	0	0	0	0	0	12.925771919	0	0	0	0	24.4263997734	0	0	0	0	149.5234584569	225.2919415829	22.6374042864	671.0194974053	269.3083322784	0	503.4945685311	296.1361135079	8.8422081094	0	20.2247191011	0	0	0	0	0	6.7415730337	0	0	0	15.7303370787	0	0	0	0	0	8.8829006568	0	0	11.1083852608	0	0	0	0	0	0	8.6011582032	20.2096034665	0	0	0	0	52.6533712524	0	0	0	0	0	17.1686858797	0	0	51.6881850795	124.4144955469	91.8453766545	356.8096751065	27.6095266642	0	106.1851356809	0	0	0	0	184.113434721	28.656554659	0	0	0	15.7303370787	17.0478163631	104.7391442114	0	0	8.9887640449	11.2359550562	0	6.7415730337	0	6.731495944	0	0	0	56.042556867	0	0	54.7342726158	13.4831460674	0
"K12068"	"K12068"	0	0	0	0	0	0	0	0	0	0	0	0	41.3320736892	0	0	0	0	210.2890731518	170.9655108797	36.9320012891	585.3942737124	229.1332421303	0	654.8795029955	294.7915972574	0	0	0	0	24.2097701149	0	0	0	27.5389702409	0	0	0	6.8965517241	0	6.8965517241	0	0	0	13.7931034483	0	6.8965517241	59.1454272864	0	6.8965517241	0	0	0	0	0	0	0	0	4.132231405	0	35.7650320568	0	0	0	0	0	23.9971850809	0	0	62.0689655172	108.7947963876	139.0212571443	421.7273061908	66.7711939559	0	160.5488844244	19.3189119726	0	0	0	172.3425969323	100.7680101301	0	0	0	41.3793103448	25.3265371137	163.9459354426	0	0	0	13.7931034483	0	0	0	0	0	0	0	45.4676390312	0	0	117.2574927059	17.3677559126	0
"K12071"	"K12071"	0	0	0	0	0	0	11.8474044801	0	0	0	0	0	28.2582194045	0	0	0	0	177.2651788787	209.1254295455	0	624.7518311799	185.9152593047	0	502.2247043083	273.4315679578	0	0	0	0	0	0	0	0	21.0957471071	0	0	0	7.0652173913	0	0	0	0	7.5970079476	9.7820182793	0	12.9917506409	8.6711976944	0	0	0	0	0	0	0	13.9664886483	0	0	0	0	39.3079936427	0	0	0	0	0	18.8232996389	0	0	48.67114237	131.8382419273	93.0797567601	348.0851957586	36.0197059835	0	123.4989266111	9.7162133944	0	0	0	127.8519408875	24.9711133536	0	6.5014492754	0	13.0431830527	16.1537979962	123.632460415	0	0	0	15.0179327781	0	0	0	0	0	6.5129497246	0	45.6304841259	0	0	78.0818902005	0	0
"K12072"	"K12072"	0	0	0	0	0	0	0	0	0	0	0	0	34.4876755525	0	0	0	0	201.7569068417	218.3066098565	20.7806339015	593.0057247783	222.7463135464	0	484.4169899256	260.2336855313	0	0	0	0	0	0	4.94641385	0	18.8092023886	0	6.5952184666	0	0	0	0	0	0	6.8540416659	10.68785859	0	9.8746389065	14.80260805	0	0	0	0	0	0	0	15.2424191029	0	0	0	0	36.3506098821	0	0	5.3651571814	0	0	14.6494318155	0	0	32.8402547595	118.3387301621	97.0933362189	298.0926134636	28.5618111122	0	79.5100158032	18.7812543412	0	0	0	133.2120765136	52.6444927911	0	9.0650411457	0	12.3660346249	9.7088751903	105.1475863969	0	0	0	12.2455681334	0	0	0	8.1439025399	0	9.8928276999	0	48.0061806567	0	0	63.9758155721	0	0
"K12111"	"K12111"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9647707086	4.7550722699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5335000772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6616785287	0	0
"K12112"	"K12112"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.9335548173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.8291806464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.3028741501	0	0
"K12113"	"K12113"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6799117404	34.3222041252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6289785572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.081585265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.5054547364	0	0
"K12115"	"K12115"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.1977760668	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12118"	"K12118"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3636950922	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12125"	"K12125"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6811345508	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12132"	"K12132"	17.6956311638	0	87.6764450556	0	164.1032965829	33.9230358462	211.3807878589	394.9149518482	168.4913656199	159.1169413234	206.7096993758	0	0	0	8.1251008041	564.4590939771	25.5548916087	29.6359575312	180.7375753128	173.7104028959	139.6263251072	336.8014406397	15.6328537264	305.6902660634	61.6783209608	254.2987269501	194.2795817799	116.3488938388	326.8931661449	221.1706365849	114.4345115335	134.5651900876	0	1164.2425699447	1786.9751400401	228.1247273897	314.8538302475	565.5561068527	1800.1035169245	170.7782285769	157.3268102754	180.1997878978	392.6483120019	415.6464321426	110.6661520731	677.3671178826	652.7129135773	141.3623457951	887.5600524386	195.4181386204	696.5516496789	0	189.3501094742	908.2799452117	4000.3033238553	293.5359505397	10.2277640441	618.6867668019	2157.3123593931	5717.0539797806	269.1975188934	47.6088260447	1072.4931838507	209.8228619698	50.7315526911	723.6623493291	92.0029027843	151.5145032688	473.8187668171	927.8941365756	1450.1895937037	5786.3728772166	249.8495960243	174.3821152606	268.9996423749	305.8993313835	0	0	31.474933891	850.3509161022	1602.0240926699	439.1202682602	325.6753006275	820.861809628	496.0796905161	947.2574476951	5776.0569938471	3725.3583319268	1109.3581017074	817.3693211725	570.8414561151	26.0082492956	625.2747586188	1090.8792156554	256.87766217	54.0683358194	540.012820762	3818.9916996848	1067.5182516249	3672.4275172431	0	0	523.5597619659	866.1409262634
"K12136"	"K12136"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.2602147654	0	12.1733978473	10.5218929677	0	24.5247113224	28.4876054883	0	24.3993682615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12137"	"K12137"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.4055770218	35.4504637482	0	0	0	0	138.7698982882	0	17.9828376692	0	12.4647446682	0	13.998765221	0	0	0	0	0	0	0	0	0	9.2732904954	0	0	0	5.8288334686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.849490091	0	0	0	0	0	0	0	8.3724393599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.825447677	0	0	0	20.2785391694	0	15.1681336279	0	14.5295953894	0	0	0	20.7144968079	0	0	59.7589160376	0	0
"K12139"	"K12139"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5753631763	3.5645142403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12140"	"K12140"	0	0	0	0	0	0	0	0	0	0	5.1665010135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.8333356484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.6387978714	0	0	0	0	0	0	0
"K12141"	"K12141"	0	0	0	0	0	53.8438715249	0	70.7333891545	93.3972931441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.2383755092	0	0	0	0	0	0	0	0	0	0	63.7028383686	25.2054833659	0	0	0	0	107.2945114606	0	0	0	0	0	0	0	0	0	0	0	133.9332017819	0	0	0	0	57.2731392055	0	0	0	0	11.9576667484	0	0	0	0	111.4255312079	0	373.646601475	35.9167928184	184.9285038312	0	0	0	0	0	102.3538733288	0	0	0	28.3451790105	0	25.8439160496	15.5424478552	92.0626020642	0	27.6075898102	0	0	0	0	21.3627497572	25.6223935466	0	0	32.4016136123	0	0	0	0	0
"K12142"	"K12142"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.631065935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12144"	"K12144"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.7357681602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12145"	"K12145"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7624309392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12146"	"K12146"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0057602566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12147"	"K12147"	0	0	0	0	0	0	0	0	0	30.9734513274	0	0	0	0	0	45.5528644858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12148"	"K12148"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8679245283	28.2137189208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.7797566567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.1498388527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8679245283	117.8263727886	0	0
"K12149"	"K12149"	0	0	0	0	0	0	0	0	0	8.6206896552	0	25.1766446445	0	0	0	56.8734170917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3092783505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.7888413101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3092783505	91.6165139968	0	0
"K12151"	"K12151"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.4743649031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.5302412633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.148407403	0	0
"K12152"	"K12152"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.7573754775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9744408946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.6377855132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3677276851	68.2247528658	0	0
"K12160"	"K12160"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9215686275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12184"	"K12184"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.9157075255	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12197"	"K12197"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3104933734	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12203"	"K12203"	0	0	0	0	38.9401817657	99.6610984324	0	186.7186612803	284.9483454874	0	43.380872291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.4484041952	0	0	16.8771034586	67.9139925571	0	96.8303586352	0	63.8748008634	0	42.6043640031	0	130.5085809315	0	59.4953333141	0	0	0	14.2120447992	0	46.4579711922	0	0	0	243.5324038127	0	0	0	0	71.5325998635	0	0	0	7.9655753382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.0625259843	0	28.3512291612	0	26.96110814	22.1682824163	83.4038742119	11.5383439674	31.0722350587	0	0	0	34.6052755809	16.7568305061	18.6706236081	13.7238086954	30.0638335518	34.9081905356	66.9726724549	0	0	0	0
"K12206"	"K12206"	0	0	0	0	0	0	0	0	96.6457611253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.2624760886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.3537161028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12209"	"K12209"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.563573247	0	0
"K12217"	"K12217"	0	0	0	0	29.7292692297	78.0665803563	0	122.3951592852	186.4067405321	0	21.8861386629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1981456753	0	0	15.9485918968	0	0	11.7053990864	32.814576777	12.4259666738	36.5423875118	0	17.5726683751	0	19.6516567536	0	60.4908641077	0	26.606883348	0	0	0	0	0	20.5489749813	0	0	0	174.035164664	0	0	0	0	84.613837688	0	0	0	0	0	0	7.774226823	0	0	0	0	0	0	0	0	0	0	0	0	0	14.7124750177	27.0670144881	0	12.6988164529	0	16.9815513154	21.6707403865	55.8854932472	0	21.875199832	0	0	0	25.9974802848	18.0552516295	21.982576745	11.8156703155	0	22.2811610876	43.5427818952	0	56.5861406338	10.9118831072	23.311077557
"K12251"	"K12251"	77.2169190285	0	68.0790882278	0	74.4031532602	23.5586905349	54.193893375	0	93.66899306	0	111.2828117689	0	0	0	53.0705316349	568.7974712029	0	0	0	0	0	35.6520145218	0	20.0120682761	0	75.7724261697	26.8456375839	45.1758485252	27.9432584362	116.7969398321	66.9852184884	49.9491904394	0	151.269786599	142.6000052588	42.6986520635	11.9116964248	95.9800148548	33.0834184649	46.6192535848	0	22.7350787912	87.9337194743	116.3852088076	46.5468705092	75.0757152856	76.0845060921	22.5672134099	128.0699285345	90.4478768172	450.3880372891	0	71.7977685042	344.4722875942	1821.5817536469	95.6908419032	8.0015997546	258.1070051951	1094.3031606381	1813.0740503215	86.3813954536	27.7605337436	548.6508807485	68.6801738641	25.2429731506	366.9493759635	56.0104436784	53.3116360833	310.3412593835	336.5756197176	466.2402102304	352.9474519735	164.867970564	70.5029352693	121.7071289624	11.770646482	0	0	0	438.7008776913	386.7708029401	12.6382831517	88.3319301948	75.673711453	86.4524365366	54.9599197287	924.8875704647	44.7727513474	160.369624355	18.1654546578	102.6331322396	0	70.4904476594	28.1272457719	78.7891848246	0	170.4129463773	18.0252763203	112.8090169611	13.4210194865	0	0	163.2233316633	0
"K12257"	"K12257"	215.1651881094	0	231.5498473693	0	337.4136763453	38.2934832036	12.1839297585	0	270.2731632869	0	264.6302574977	0	37.8429145807	0	365.7459003301	1625.4979350349	201.0567354521	705.568741736	233.7224072539	98.8653643014	142.5831630918	545.0612007096	0	1396.041019519	134.0906889153	160.6931946494	21.2256806306	106.3912253783	50.5901199763	233.5210020733	78.8987316347	111.6046826357	0	237.6013252235	186.2289291999	178.9735741998	47.3277373912	182.0404207578	55.3736335383	123.8163915326	0	163.0093384588	285.8858638714	230.43229132	71.124197692	133.7128989624	128.6718555035	59.5092287951	135.1141357369	198.3775819849	742.0714306064	0	64.1716820931	535.5267200079	2462.599887492	229.8087336217	17.0835292481	306.4051709164	1372.9682259247	4298.0172021905	170.1962832308	14.5470014199	771.6238104673	110.7755911286	82.0669270156	1002.9654670733	59.6229195737	161.6916746576	481.6761811833	457.2908263158	798.7626223691	464.2378946236	167.9306736968	77.4819101713	259.6537823877	15.6427867437	0	0	0	542.6784590583	581.0886862503	24.9552312699	131.7449344677	153.6598899495	126.737200162	56.7471711367	1134.8155495914	52.7220965764	214.9850023463	43.230656182	204.3741570571	0	187.060275519	43.6371647174	226.3227760495	0	286.9164887393	15.3003204157	306.9163194989	0	0	63.3439370491	336.384947413	0
"K12259"	"K12259"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.282407606	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12262"	"K12262"	0	0	0	0	0	0	0	0	0	0	0	18.2903382896	0	0	2.2616562283	23.4181199355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2287671046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9920159681	0	0	0	0	0	94.2395258726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9684926554	122.5413556581	0	0
"K12264"	"K12264"	0	0	0	0	0	0	0	0	0	10.8431076781	0	4.3934899873	0	0	0	46.2565715954	12.8523951352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4209543086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3326768921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.766716687	0	0
